,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,female-male
0,-1.4336473,-1.5913857,"('unsociable', 'sociable')",-1.0969237,-1.1616955,-0.1083933,-0.26122355,-0.8796547,-1.0047683,-0.1251136
1,-0.8887257,-0.9800034,"('unfriendly', 'friendly')",-0.124314755,-0.19158988,1.3093143,1.1913269,0.0987579,0.0065778,-0.0921801
2,0.656281,0.68249625,"('unlikable', 'likable')",0.8693874,0.89511496,0.9941005,1.1055733,0.839923,0.8943949,0.0544719
3,-0.8576518,-0.8680863,"('repellent', 'pleasant')",-1.3997865,-1.3795254,0.46838453,0.5452188,-0.5963512,-0.5674643,0.0288869
4,-0.038738087,-0.09743388,"('disliked', 'liked')",0.36950195,0.35535476,-6.509885,-6.6201124,-2.059707,-2.1207306,-0.0610236
5,0.6350284,0.64363784,"('distant', 'outgoing')",0.8795187,0.897349,-0.54306406,-0.50536203,0.3238277,0.3452082,0.0213805
6,0.41234416,0.42986363,"('distant', 'open')",1.0831379,1.1249651,-0.32147673,-0.28352788,0.3913351,0.4237669,0.0324318
7,-0.7008961,-0.76430553,"('insensitive', 'sensitive')",-1.0189329,-0.9869255,0.0126935225,0.1000167,-0.5690452,-0.5504047,0.0186405
8,-0.73713243,-0.7961856,"('unaffectionate', 'affectionate')",-0.30782878,-0.35227337,0.28872162,0.22163069,-0.2520799,-0.3089428,-0.0568629
9,-0.8528161,-0.9265935,"('unaffectionate', 'caring')",-0.69928086,-0.7444595,0.7852882,0.79140097,-0.2556029,-0.2932173,-0.0376144
10,-2.0049553,-2.095685,"('unsympathetic', 'sympathetic')",-1.8964597,-1.875459,-0.3199473,-0.28673342,-1.4071207,-1.4192924,-0.0121717
11,-0.92799103,-0.97313094,"('unhelpful', 'helpful')",-2.0703342,-2.0953848,1.564995,1.5854089,-0.4777768,-0.494369,-0.0165922
12,-0.84402174,-0.82045865,"('unsupportive', 'supportive')",-1.3369884,-1.257152,-2.207587,-2.1120646,-1.4628658,-1.3965584,0.0663074
13,-1.1171405,-1.1422698,"('impolite', 'polite')",-0.95228386,-0.94321686,-0.3593881,-0.37462336,-0.8096042,-0.8200366,-0.0104324
14,-0.40973055,-0.5006273,"('antisocial', 'social')",-0.23575121,-0.30803123,0.12047064,0.07875097,-0.1750037,-0.2433025,-0.0682988
15,0.19504671,0.1983382,"('boring', 'funny')",0.78377897,0.73138005,0.5844301,0.52720517,0.5210853,0.4856412,-0.0354441
16,-0.43996847,-0.43322003,"('unpopular', 'popular')",0.6628069,0.6902535,0.2204434,0.13295522,0.1477606,0.1299962,-0.0177644
17,0.013062357,0.0082095675,"('nasty', 'nice')",0.14220662,0.15288332,-0.17479348,-0.17265986,-0.0065082,-0.0038557,0.0026525
18,0.23939437,0.26858193,"('disagreeable', 'welcoming')",0.29210186,0.33036053,-0.73056203,-0.7380058,-0.0663553,-0.0463545,0.0200008
19,-0.0034896387,-0.011780387,"('inhospitable', 'hospitable')",-0.6428774,-0.59019023,-0.47007152,-0.41506937,-0.3721462,-0.3390133,0.0331329
20,0.024193544,0.014407383,"('rough', 'thoughtful')",0.05242978,0.0048527606,0.5754739,0.49686456,0.2173657,0.1720416,-0.0453241
21,-0.67103904,-0.6947348,"('immoral', 'moral')",-0.8605337,-0.8371115,-0.6552851,-0.59831333,-0.7289526,-0.7100532,0.0188994
22,0.06129376,-0.009952374,"('untrustworthy', 'trustworthy')",-0.3401773,-0.35924798,-0.55033153,-0.58697975,-0.276405,-0.3187267,-0.0423217
23,-1.2551048,-1.3780117,"('insincere', 'sincere')",-1.6968108,-1.7261716,5.491299,5.4594207,0.8464611,0.7850792,-0.0613819
24,-0.34896237,-0.46312368,"('dishonest', 'honest')",-0.793811,-0.81447065,0.7200704,0.69686884,-0.140901,-0.1935752,-0.0526742
25,0.6041951,0.6843943,"('egoistic', 'altruistic')",1.0961198,1.0963057,1.5227076,1.4706174,1.0743408,1.0837725,0.0094317
26,0.4227888,0.36715075,"('hardhearted', 'benevolent')",0.093364395,0.02959582,1.3961438,1.3233943,0.6374323,0.5733803,-0.064052
27,-0.7421557,-0.72297025,"('hardhearted', 'softhearted')",-0.29368973,-0.30478382,0.8440573,0.7883346,-0.0639294,-0.0798065,-0.0158771
28,-1.166153,-1.3662852,"('disloyal', 'loyal')",-0.38227987,-0.5394711,0.8679728,0.716256,-0.22682,-0.3965001,-0.1696801
29,0.1763306,0.09967349,"('unfair', 'fair')",0.54711646,0.4664536,-0.62687147,-0.73894113,0.0321919,-0.0576047,-0.0897966
30,-0.53884995,-0.64005184,"('intolerant', 'tolerant')",-0.44599807,-0.47478813,0.7827856,0.7956458,-0.0673541,-0.1063981,-0.039044
31,0.21710816,0.30003536,"('evil', 'good')",0.15459277,0.22230121,-1.0577705,-1.0725852,-0.2286898,-0.1834162,0.0452736
32,-0.5482279,-0.5810153,"('unkind', 'kind')",-0.1345102,-0.15911207,1.0541735,1.0157024,0.1238118,0.0918583,-0.0319535
33,0.59813637,0.63622797,"('wrong', 'right')",1.478338,1.4570687,-0.54853785,-0.5728643,0.5093122,0.5068107,-0.0025015
34,0.0319547,0.053718805,"('mean', 'honorable')",-0.55284345,-0.48866114,5.163152,5.2211018,1.5474211,1.5953865,0.0479654
35,1.5069513,1.478604,"('corrupt', 'incorrupt')",1.8284664,1.7305096,-0.27547687,-0.4013878,1.0199803,0.9359086,-0.0840717
36,0.42873654,0.347145,"('hostile', 'amicable')",0.6467749,0.6063536,0.07266278,-0.121815756,0.3827248,0.2772276,-0.1054972
37,0.5116804,0.47758594,"('fake', 'genuine')",0.32182556,0.33152416,0.1039995,0.0999764,0.3125018,0.3030288,-0.009473
38,-0.9840012,-0.9782115,"('untruthful', 'truthful')",-0.66385674,-0.6444882,-0.23577923,-0.19201043,-0.6278791,-0.6049034,0.0229757
39,0.8869749,0.9047424,"('exploitative', 'cooperative')",-0.053241853,-0.060588457,0.81302935,0.90155154,0.5489208,0.5819018,0.032981
40,0.08510256,0.07154376,"('stingy', 'generous')",0.41842562,0.4267366,-2.076356,-2.2082975,-0.5242759,-0.5700057,-0.0457298
41,-1.0390836,-1.1236463,"('unforgiving', 'forgiving')",-0.81633747,-0.801326,0.08440495,0.041694023,-0.5903387,-0.6277594,-0.0374207
42,0.45871642,0.49219704,"('unreliable', 'reliable')",0.39961648,0.43324304,-3.1549504,-3.0843778,-0.7655392,-0.7196459,0.0458933
43,-1.2262443,-1.2941326,"('irresponsible', 'responsible')",-2.0190055,-1.9943626,0.25379762,0.36965567,-0.9971507,-0.9729465,0.0242042
44,1.2606392,1.2911972,"('prejudiced', 'unprejudiced')",0.95477265,0.9998345,-1.0615696,-1.016098,0.3846141,0.4249779,0.0403638
45,-1.1353905,-1.2897494,"('incompetent', 'competent')",-0.76057816,-0.7219589,-0.4896247,-0.49452162,-0.7951978,-0.83541,-0.0402122
46,-1.2361566,-1.3210884,"('uncompetitive', 'competitive')",-1.8904111,-1.8569754,-1.0033656,-1.0021747,-1.3766445,-1.3934129,-0.0167684
47,-0.46950734,-0.43256712,"('stupid', 'smart')",0.056591824,0.10397655,5.352389,5.464093,1.6464911,1.7118343,0.0653432
48,-1.0864922,-1.0981463,"('unintelligent', 'intelligent')",-1.2341449,-1.2230614,-0.25244445,-0.28868786,-0.8576939,-0.8699652,-0.0122713
49,-0.4215304,-0.39345625,"('unable', 'able')",0.10875937,0.164996,-0.4347507,-0.33116975,-0.2491739,-0.1865433,0.0626306
50,-0.3851637,-0.33050486,"('clumsy', 'skillful')",0.8787004,0.8807526,-0.5316227,-0.52536273,-0.0126953,0.008295,0.0209903
51,-0.89687204,-0.93890303,"('uneducated', 'educated')",-0.8806753,-0.8807012,0.47593966,0.33134598,-0.4338692,-0.496086,-0.0622168
52,-0.0018102601,-0.03339175,"('irrational', 'rational')",0.5037744,0.4209277,0.14414315,0.054824907,0.2153691,0.1474536,-0.0679155
53,-0.6533981,-0.68652683,"('uncreative', 'creative')",-0.79762703,-0.86924565,0.5687634,0.5209498,-0.2940873,-0.3449409,-0.0508536
54,-0.55467796,-0.54365325,"('incapable', 'capable')",0.85150766,0.83124936,0.48270142,0.50967747,0.2598437,0.2657579,0.0059142
55,-0.4937302,-0.5654777,"('incompetent', 'clever')",-0.47053093,-0.44804662,0.5307821,0.5446832,-0.144493,-0.1562804,-0.0117874
56,-0.640927,-0.74288297,"('impractical', 'practical')",-0.67157835,-0.68345547,-0.32721204,-0.2758633,-0.5465724,-0.5674006,-0.0208282
57,-1.2316695,-1.2922235,"('unimaginative', 'imaginative')",-1.2077942,-1.216348,-3.1325433,-3.1035647,-1.8573357,-1.8707121,-0.0133764
58,-0.72809833,-0.81969637,"('undiscriminating', 'discriminating')",-1.0387805,-1.0734707,0.14889842,0.10873133,-0.5393268,-0.5948119,-0.0554851
59,0.78480285,0.8646387,"('foolish', 'wise')",0.70480746,0.7070456,0.016155876,0.04649134,0.5019221,0.5393919,0.0374698
60,-0.71387327,-0.77799916,"('inefficient', 'efficient')",-1.080721,-1.0713874,-0.10552648,0.07356538,-0.6333736,-0.5919404,0.0414332
61,-0.095661506,-0.23153377,"('illogical', 'logical')",-0.552455,-0.63860726,0.19851226,0.07829469,-0.1498681,-0.2639488,-0.1140807
62,-0.5915135,-0.5936547,"('incompetent', 'brilliant')",-0.65408576,-0.59013295,-0.09748606,0.10355851,-0.4476951,-0.3600763,0.0876188
63,-1.4523575,-1.4292568,"('unperceptive', 'insightful')",-1.717733,-1.6626797,-0.2752756,-0.16028263,-1.1484555,-1.0840731,0.0643824
64,-0.020073496,-0.026271006,"('shy', 'confident')",0.04147187,0.008624367,-5.670753,-5.6066365,-1.8831182,-1.8747611,0.0083571
65,-0.67893374,-0.7571057,"('insecure', 'secure')",-1.2105073,-1.2964007,0.34288797,0.3220451,-0.5155177,-0.5771538,-0.0616361
66,0.77458465,0.7611097,"('inactive', 'active')",0.25852382,0.27197087,0.42838535,0.35330564,0.4871646,0.4621287,-0.0250359
67,-0.20804939,-0.17185587,"('doubtful', 'determined')",0.2637911,0.23086372,-0.43900058,-0.3943759,-0.1277529,-0.1117893,0.0159636
68,-0.2160043,-0.22488421,"('dependent', 'independent')",-0.9945113,-1.000014,-1.5055486,-1.4928164,-0.9053547,-0.9059048,-0.0005501
69,1.5170724,1.6063167,"('lazy', 'industrious')",2.907187,2.8827648,-0.69518673,-0.64309156,1.2430242,1.2819966,0.0389724
70,-1.0892965,-1.1556876,"('lethargic', 'energetic')",-0.8864947,-0.8351098,0.18926206,0.24181317,-0.5955097,-0.5829947,0.012515
71,0.64009714,0.6530404,"('diffident', 'self-confident')",0.76763034,0.77537996,0.3648064,0.37020335,0.5908446,0.5995412,0.0086966
72,-0.7611995,-0.6934989,"('unambitious', 'ambitious')",-1.2267843,-1.244335,-0.6362575,-0.51609975,-0.8747471,-0.8179779,0.0567692
73,0.7957992,0.7422118,"('helpless', 'self-reliant')",0.64164674,0.6119245,-3.123735,-3.1234188,-0.5620964,-0.5897608,-0.0276644
74,-0.2712279,-0.36830527,"('undedicated', 'dedicated')",-0.3638961,-0.3714911,0.08401947,0.099619955,-0.1837015,-0.2133921,-0.0296906
75,0.5877106,0.64030147,"('meek', 'impulsive')",0.7755594,0.8127221,-0.65674573,-0.599588,0.2355081,0.2844785,0.0489704
76,-0.24473836,-0.23948288,"('anxious', 'daring')",-0.22184803,-0.200811,-0.27640936,-0.21932441,-0.2476652,-0.2198728,0.0277924
77,-0.6844673,-0.65293616,"('unmotivated', 'motivated')",-1.6052496,-1.5763255,-1.2664435,-1.1310896,-1.1853868,-1.120117,0.0652698
78,-0.83062935,-0.7735885,"('nonresilient', 'resilient')",-0.21966918,-0.17840807,-0.2918548,-0.23363481,-0.4473844,-0.3952105,0.0521739
79,0.29404533,0.28761643,"('wavering', 'unwavering')",0.34080318,0.349077,-0.8231778,-0.78021556,-0.0627764,-0.0478407,0.0149357
80,0.5525058,0.6093055,"('dominated', 'dominating')",0.029230114,0.032194745,-0.4998482,-0.5153216,0.0272959,0.0420595,0.0147636
