,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.63342226,0.29858765,"('unsociable', 'sociable')",-0.16186163,-0.4008205,0.2357803,-0.0511164,-0.2868967
1,0.57606626,0.71595085,"('unfriendly', 'friendly')",1.120768,1.0975606,0.8484171,0.9067557,0.0583386
2,0.6127921,0.6294214,"('unlikable', 'likable')",0.44120994,0.42970586,0.527001,0.5295637,0.0025627
3,-0.12473859,-0.17703742,"('repellent', 'pleasant')",0.82189286,0.7184391,0.3485771,0.2707008,-0.0778763
4,-0.71108437,-0.535087,"('disliked', 'liked')",-5.8081245,-5.9382668,-3.2596045,-3.2366769,0.0229276
5,-1.0082139,-0.83830667,"('distant', 'outgoing')",-0.24819176,-0.15144631,-0.6282028,-0.4948765,0.1333263
6,-1.6329144,-1.351676,"('distant', 'open')",-0.82737744,-0.64739794,-1.2301459,-0.999537,0.2306089
7,0.35659623,0.24715622,"('insensitive', 'sensitive')",0.16447845,0.020856444,0.2605373,0.1340063,-0.126531
8,0.70788884,0.909134,"('unaffectionate', 'affectionate')",0.06667698,0.13545386,0.3872829,0.5222939,0.135011
9,1.3585485,1.4188185,"('unaffectionate', 'caring')",0.91736865,0.9549894,1.1379585,1.186904,0.0489455
10,0.29240084,-0.07478038,"('unsympathetic', 'sympathetic')",-0.59399927,-0.8589196,-0.1507992,-0.46685,-0.3160508
11,1.0597368,0.85601693,"('unhelpful', 'helpful')",2.3139927,2.133131,1.6868649,1.494574,-0.1922909
12,1.6913676,1.5959992,"('unsupportive', 'supportive')",-1.7095798,-1.7914575,-0.0091061,-0.0977291,-0.088623
13,-0.20231536,-0.4211165,"('impolite', 'polite')",-0.7905606,-0.86775607,-0.496438,-0.6444363,-0.1479983
14,0.57144743,0.31448373,"('antisocial', 'social')",-0.13083684,-0.331496,0.2203053,-0.0085061,-0.2288114
15,0.10796829,0.09328919,"('boring', 'funny')",-0.24362864,-0.17122489,-0.0678302,-0.0389679,0.0288623
16,-1.5052134,-1.3966463,"('unpopular', 'popular')",0.86940706,0.87941724,-0.3179032,-0.2586145,0.0592887
17,-1.2864228,-1.256613,"('nasty', 'nice')",-0.50843513,-0.35685226,-0.897429,-0.8067327,0.0906963
18,0.023015104,-0.02142942,"('disagreeable', 'welcoming')",-0.5866963,-0.6854726,-0.2818406,-0.353451,-0.0716104
