,aflac_male,aflac_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.013896972,-0.1902671,"('unsociable', 'sociable')",0.051766288,-0.139781,0.0328316,-0.165024,-0.1978556
1,-1.6864693,-1.7303116,"('unfriendly', 'friendly')",1.677185,1.4651839,-0.0046421,-0.1325639,-0.1279218
2,0.76528925,0.80793613,"('unlikable', 'likable')",0.6504882,0.6898599,0.7078887,0.748898,0.0410093
3,0.45756775,0.56332964,"('repellent', 'pleasant')",0.034595497,0.13079631,0.2460816,0.347063,0.1009814
4,-0.617507,-0.6332088,"('disliked', 'liked')",-6.2168603,-6.2510657,-3.4171836,-3.4421372,-0.0249536
5,-1.4363815,-1.3634195,"('distant', 'outgoing')",-0.25786358,-0.3142113,-0.8471226,-0.8388155,0.0083071
6,-1.9062908,-1.8436931,"('distant', 'open')",-0.030978097,-0.13557789,-0.9686344,-0.9896355,-0.0210011
7,0.21929863,0.30984193,"('insensitive', 'sensitive')",0.78477937,0.8282172,0.502039,0.5690296,0.0669906
8,-1.9376409,-2.006951,"('unaffectionate', 'affectionate')",0.27399552,0.16529092,-0.8318227,-0.9208301,-0.0890074
9,-1.2053748,-1.2103093,"('unaffectionate', 'caring')",0.9475971,0.906082,-0.1288889,-0.1521136,-0.0232247
10,0.094598986,0.0944348,"('unsympathetic', 'sympathetic')",-0.070653886,-0.14015478,0.0119726,-0.02286,-0.0348326
11,0.42811263,0.5230605,"('unhelpful', 'helpful')",2.0168722,2.0701761,1.2224925,1.2966183,0.0741258
12,-0.009638479,0.1307631,"('unsupportive', 'supportive')",-1.6375546,-1.6321087,-0.8235965,-0.7506728,0.0729237
13,0.474072,0.3389174,"('impolite', 'polite')",0.07321955,0.0806592,0.2736458,0.2097883,-0.0638575
14,1.2630453,1.1989413,"('antisocial', 'social')",0.046032116,0.027378319,0.6545387,0.6131598,-0.0413789
15,-0.43369702,-0.52969056,"('boring', 'funny')",0.6646317,0.62914515,0.1154674,0.0497273,-0.0657401
16,-0.83249205,-0.7672633,"('unpopular', 'popular')",0.4883412,0.5184124,-0.1720754,-0.1244254,0.04765
17,-0.4385606,-0.41016316,"('nasty', 'nice')",-0.43944624,-0.42601925,-0.4390034,-0.4180912,0.0209122
18,-1.0117304,-0.9809439,"('disagreeable', 'welcoming')",-0.2784544,-0.3915814,-0.6450924,-0.6862627,-0.0411703
19,-1.6487495,-1.6960281,"('inhospitable', 'hospitable')",-0.3288963,-0.39759326,-0.9888229,-1.0468106,-0.0579877
20,0.56500065,0.55979073,"('rough', 'thoughtful')",1.2532266,1.2207642,0.9091136,0.8902774,-0.0188362
21,0.6178155,0.60288453,"('immoral', 'moral')",-0.18479943,-0.1499535,0.216508,0.2264655,0.0099575
22,0.57410383,0.54851425,"('untrustworthy', 'trustworthy')",-0.6031023,-0.6271029,-0.0144992,-0.0392943,-0.0247951
23,0.1725359,0.20104249,"('insincere', 'sincere')",6.135392,6.1174555,3.153964,3.1592491,0.0052851
24,0.25422066,0.10298983,"('dishonest', 'honest')",0.9797712,0.9332624,0.6169959,0.5181261,-0.0988698
25,-1.1392508,-1.1480011,"('egoistic', 'altruistic')",1.1496743,1.0833759,0.0052118,-0.0323126,-0.0375244
26,-0.21432519,-0.32581556,"('hardhearted', 'benevolent')",1.5537488,1.4177473,0.6697118,0.5459659,-0.1237459
27,-0.48063317,-0.40218905,"('hardhearted', 'softhearted')",1.2952564,1.2431793,0.4073116,0.4204952,0.0131836
28,-0.90042055,-0.93535405,"('disloyal', 'loyal')",0.70041454,0.60435426,-0.100003,-0.1654999,-0.0654969
