,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.0114257,-1.8537102,"('unsociable', 'sociable')",0.84439725,0.7532925,-0.70585454,-0.7503916,-0.6242943,-0.6169364,0.0073579
1,-0.4468882,-0.31669307,"('unfriendly', 'friendly')",-0.49173528,-0.6037497,2.0970213,2.0242825,0.3861326,0.3679465,-0.0181861
2,-0.121698245,-0.07603969,"('unlikable', 'likable')",1.6854564,1.665783,0.6863474,0.7825391,0.7500352,0.7907608,0.0407256
3,-1.741124,-1.4749428,"('repellent', 'pleasant')",0.720714,0.8644742,0.11970693,0.19687769,-0.3002344,-0.1378636,0.1623708
4,0.60183907,0.5466219,"('disliked', 'liked')",-0.1064996,-0.29069102,-6.5657425,-6.6471906,-2.0234677,-2.1304199,-0.1069522
5,1.3812612,1.3617445,"('distant', 'outgoing')",-1.9740407,-2.0024946,-0.012664113,-0.0479459,-0.2018146,-0.2295653,-0.0277507
6,1.6790056,1.7704097,"('distant', 'open')",-2.0566113,-2.051548,0.7028357,0.64686674,0.10841,0.1219095,0.0134995
7,-1.0989381,-0.8981635,"('insensitive', 'sensitive')",0.12623532,0.24192595,0.626768,0.67075473,-0.1153116,0.0048391,0.1201507
8,-0.76558673,-0.81509846,"('unaffectionate', 'affectionate')",-0.56873655,-0.62146616,0.9372874,0.82402474,-0.1323453,-0.20418,-0.0718347
9,0.12460376,0.21609306,"('unaffectionate', 'caring')",-0.10861473,-0.15531473,1.3553271,1.3268169,0.4571054,0.4625318,0.0054264
10,-2.624317,-2.2454827,"('unsympathetic', 'sympathetic')",0.5238599,0.63142204,-0.4533633,-0.3843757,-0.8512734,-0.6661454,0.185128
11,-1.3318465,-1.2105138,"('unhelpful', 'helpful')",0.09007181,0.13117597,1.661625,1.734172,0.1399501,0.2182781,0.078328
12,0.81086457,1.0453563,"('unsupportive', 'supportive')",1.2727252,1.4667182,-1.7090105,-1.6166437,0.1248598,0.2984769,0.1736171
13,-1.739953,-1.6124752,"('impolite', 'polite')",0.44495142,0.51054585,-0.5946995,-0.5335254,-0.6299004,-0.5451516,0.0847488
14,-1.586027,-1.5219077,"('antisocial', 'social')",1.9271502,1.9084151,-0.6690271,-0.70069,-0.1093013,-0.1047275,0.0045738
15,0.85498613,0.60941863,"('boring', 'funny')",-0.92127854,-1.0784037,0.6074308,0.5323559,0.1803795,0.0211236,-0.1592559
16,-0.19573556,-0.13804984,"('unpopular', 'popular')",-0.8919532,-0.8850131,0.51621103,0.48777425,-0.1904926,-0.1784296,0.012063
17,0.19014078,0.24802783,"('nasty', 'nice')",-0.8308189,-0.8176821,-0.21153548,-0.19592206,-0.2840712,-0.2551921,0.0288791
18,-0.06991774,0.07025584,"('disagreeable', 'welcoming')",-0.9780699,-0.90818006,-0.26249576,-0.29632664,-0.4368278,-0.3780836,0.0587442
19,0.29896045,0.3796485,"('inhospitable', 'hospitable')",-1.5087899,-1.5478476,0.11439541,0.19391991,-0.3651447,-0.3247597,0.040385
20,-0.99267566,-0.9140556,"('rough', 'thoughtful')",1.0204319,1.080444,1.3098279,1.2703305,0.4458614,0.4789063,0.0330449
21,-1.4080995,-1.1948816,"('immoral', 'moral')",0.81120694,0.89328176,-0.8946151,-0.79197836,-0.4971693,-0.364526,0.1326433
22,-1.1429124,-1.0273768,"('untrustworthy', 'trustworthy')",0.90879166,0.9138263,-1.106222,-1.1406728,-0.4467809,-0.4180744,0.0287065
23,-0.9736687,-0.77818197,"('insincere', 'sincere')",0.2647646,0.31169078,5.8077993,5.713524,1.6996317,1.7490109,0.0493792
24,-0.47888216,-0.4262154,"('dishonest', 'honest')",-0.13513154,-0.13959244,0.7628342,0.69370914,0.0496068,0.0426338,-0.006973
25,0.46544778,0.4140055,"('egoistic', 'altruistic')",-0.5044531,-0.62943125,1.7761058,1.6775513,0.5790335,0.4873752,-0.0916583
