,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.27784637,-0.36496174,"('unsociable', 'sociable')",0.07135676,0.047405194,0.024250902,-0.013813522,-0.0607462,-0.1104567,-0.0497105
1,-0.777693,-0.8859079,"('unfriendly', 'friendly')",-0.7233895,-0.8398457,1.2039318,1.193658,-0.0990502,-0.1773652,-0.078315
2,-0.6401258,-0.6864923,"('unlikable', 'likable')",0.34440327,0.30526707,0.9905743,0.8160871,0.2316173,0.144954,-0.0866633
3,0.23230448,0.34906518,"('repellent', 'pleasant')",0.81490976,0.93986976,1.5639018,1.5415573,0.870372,0.9434974,0.0731254
4,-0.9479699,-0.99962455,"('disliked', 'liked')",-0.4889762,-0.492666,-6.697289,-7.0629787,-2.7114118,-2.8517564,-0.1403446
5,-1.1924013,-1.1951563,"('distant', 'outgoing')",-1.5433964,-1.4853367,-1.2738596,-1.0749708,-1.3365525,-1.2518212,0.0847313
6,-1.8396566,-1.8218123,"('distant', 'open')",-2.1645725,-2.1291254,-1.3187406,-1.0110121,-1.7743231,-1.6539833,0.1203398
7,1.039866,1.024225,"('insensitive', 'sensitive')",0.15256906,0.27287245,0.7163265,0.789454,0.6362538,0.6955171,0.0592633
8,-0.9682105,-0.99161327,"('unaffectionate', 'affectionate')",-0.41465062,-0.5185894,0.45788178,0.5460425,-0.3083264,-0.3213867,-0.0130603
9,0.28777206,0.30728555,"('unaffectionate', 'caring')",-0.70948005,-0.76808816,0.97354865,1.1908616,0.1839469,0.243353,0.0594061
10,0.5425278,0.46046627,"('unsympathetic', 'sympathetic')",-0.15796806,-0.16009109,-0.26788753,-0.11301754,0.0388907,0.0624525,0.0235618
11,0.37575132,0.3945952,"('unhelpful', 'helpful')",0.86659336,0.8604076,2.0255096,2.092994,1.0892847,1.1159989,0.0267142
12,0.033705376,0.07544882,"('unsupportive', 'supportive')",0.28942728,0.42720655,-1.9603293,-1.9130921,-0.5457322,-0.4701456,0.0755866
13,-0.48773405,-0.6143709,"('impolite', 'polite')",0.14877957,0.07274988,-0.543502,-0.49899977,-0.2941521,-0.3468736,-0.0527215
14,0.9396111,0.95382035,"('antisocial', 'social')",2.206285,2.2557588,0.6558244,0.41832814,1.2672401,1.2093023,-0.0579378
15,0.65570724,0.5355236,"('boring', 'funny')",-0.65332615,-0.8161158,-0.021160843,-0.066799805,-0.0062599,-0.1157973,-0.1095374
16,-1.3286476,-1.3960692,"('unpopular', 'popular')",-0.39913186,-0.4648805,0.40163273,0.3043235,-0.4420489,-0.5188754,-0.0768265
17,-0.6426909,-0.6416353,"('nasty', 'nice')",-0.33427382,-0.3260878,-0.30922273,-0.29972777,-0.4287291,-0.4224836,0.0062455
18,-1.1612921,-1.1790222,"('disagreeable', 'welcoming')",0.0521617,0.082557656,-0.52646345,-0.50418615,-0.545198,-0.5335502,0.0116478
19,-1.2524341,-1.3362017,"('inhospitable', 'hospitable')",-1.0958186,-1.197017,-0.7282028,-0.6470518,-1.0254852,-1.0600901,-0.0346049
20,1.3463118,1.3892025,"('rough', 'thoughtful')",1.7089429,1.710488,0.61552244,0.53847075,1.2235924,1.2127204,-0.010872
21,0.5958801,0.44511214,"('immoral', 'moral')",1.4566786,1.4126718,0.007291833,0.05372005,0.6866168,0.637168,-0.0494488
22,-0.7653708,-0.7831062,"('untrustworthy', 'trustworthy')",-0.09664741,-0.10766663,-0.5660506,-0.5675599,-0.476023,-0.4861109,-0.0100879
23,1.0948305,1.0422502,"('insincere', 'sincere')",-0.37089184,-0.40066415,6.1818094,6.404245,2.3019161,2.3486102,0.0466941
24,0.113966,0.12865868,"('dishonest', 'honest')",-1.8642809,-1.9064504,0.60550463,0.6477472,-0.3816034,-0.3766815,0.0049219
25,0.22186285,0.2430435,"('egoistic', 'altruistic')",-0.12496564,-0.05113683,1.2084827,1.2252496,0.4351267,0.4723854,0.0372587
26,0.85764766,0.70398706,"('hardhearted', 'benevolent')",0.6487352,0.45170462,1.7671093,1.4193769,1.0911641,0.8583562,-0.2328079
27,-0.53766304,-0.43066502,"('hardhearted', 'softhearted')",-0.86466336,-0.77402025,1.0332134,1.1853111,-0.1230377,-0.006458,0.1165797
28,0.24227102,0.07304484,"('disloyal', 'loyal')",0.22009382,0.07370509,1.415036,1.3461155,0.6258003,0.4976218,-0.1281785
29,-0.14225647,-0.1618742,"('unfair', 'fair')",-1.3159499,-1.2998616,-0.5876733,-0.75356144,-0.6819599,-0.7384324,-0.0564725
30,1.5883569,1.5470018,"('intolerant', 'tolerant')",0.9675026,0.890816,0.906984,0.8059449,1.1542811,1.0812542,-0.0730269
31,-1.4536898,-1.4020455,"('evil', 'good')",-1.2324294,-1.267164,-1.1888063,-1.2494562,-1.2916418,-1.3062219,-0.0145801
32,-0.27333227,-0.41918933,"('unkind', 'kind')",-0.058102816,-0.1715999,1.3979592,1.133613,0.355508,0.1809413,-0.1745667
33,0.21350428,0.1386322,"('wrong', 'right')",-0.0014230348,-0.061159417,-0.7682242,-0.7808025,-0.185381,-0.2344432,-0.0490622
34,-0.4587944,-0.37943795,"('mean', 'honorable')",-0.53378946,-0.38192126,5.4926,5.8897376,1.5000054,1.7094595,0.2094541
