,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.28595272,-0.35656396,"('unsociable', 'sociable')",0.27918068,0.1713925,-0.22752166,-0.4231186,-0.0780979,-0.2027634,-0.1246655
1,2.0523114,1.8448765,"('unfriendly', 'friendly')",-0.11891035,-0.4008656,1.9549574,1.6793387,1.2961195,1.0411166,-0.2550029
2,0.81491107,0.8440236,"('unlikable', 'likable')",0.34198436,0.30303353,0.7517076,0.8576134,0.636201,0.6682235,0.0320225
3,-1.8662164,-1.795965,"('repellent', 'pleasant')",-0.59890985,-0.5263589,0.41127598,0.43829152,-0.6846167,-0.6280107,0.056606
4,-0.14402746,-0.27777648,"('disliked', 'liked')",-0.479774,-0.6202597,-6.1301994,-6.2570868,-2.2513336,-2.3850409,-0.1337073
5,0.71226746,0.62139827,"('distant', 'outgoing')",-0.75739646,-0.79608405,-0.2529016,-0.25773132,-0.0993435,-0.144139,-0.0447955
6,0.12973198,0.06921057,"('distant', 'open')",-0.99618053,-1.0692744,0.3300764,0.3426974,-0.1787907,-0.2191222,-0.0403315
7,-0.4395745,-0.45513648,"('insensitive', 'sensitive')",-1.2459459,-1.2076923,0.45863333,0.3905392,-0.4089624,-0.4240965,-0.0151341
8,0.86463,0.76884514,"('unaffectionate', 'affectionate')",-0.45953774,-0.60563827,0.66114557,0.54392636,0.3554126,0.2357111,-0.1197015
9,1.0275708,0.93681085,"('unaffectionate', 'caring')",-0.49070525,-0.653472,1.172541,1.0821116,0.5698022,0.4551501,-0.1146521
10,-1.0613332,-1.1347969,"('unsympathetic', 'sympathetic')",-1.5401697,-1.5182374,-0.13282956,-0.22978088,-0.9114442,-0.9609384,-0.0494942
11,-0.41531363,-0.40904945,"('unhelpful', 'helpful')",0.034076173,0.056615017,1.826972,1.8800621,0.4819115,0.5092092,0.0272977
12,0.9358115,0.9592146,"('unsupportive', 'supportive')",0.15755147,0.22111532,-1.615572,-1.6474639,-0.1740696,-0.1557113,0.0183583
13,-0.2789901,-0.31943932,"('impolite', 'polite')",-0.36306125,-0.32868925,-0.3989522,-0.46410552,-0.3470012,-0.3707447,-0.0237435
14,-0.24148053,-0.1853034,"('antisocial', 'social')",-0.0050442144,0.027582984,-0.7337792,-0.7788687,-0.326768,-0.3121964,0.0145716
15,0.6261574,0.5311361,"('boring', 'funny')",-0.44442993,-0.55742913,0.39977735,0.35951585,0.1938349,0.1110743,-0.0827606
16,-1.4449658,-1.5001488,"('unpopular', 'popular')",-0.6363603,-0.71979684,0.67817926,0.663352,-0.4677156,-0.5188646,-0.051149
17,-1.1245352,-1.1731097,"('nasty', 'nice')",-0.6929711,-0.6263309,-0.35668737,-0.26532242,-0.7247312,-0.6882544,0.0364768
18,-0.05742569,-0.15665974,"('disagreeable', 'welcoming')",-0.57007694,-0.6028791,-0.29726338,-0.367035,-0.3082553,-0.3755246,-0.0672693
