,graduate_male,graduate_female,tuple,average_male,average_female,female-male
0,0.04031633,-0.17671803,"('unsociable', 'sociable')",0.0403163,-0.176718,-0.2170343
1,1.1553316,1.174719,"('unfriendly', 'friendly')",1.1553316,1.174719,0.0193874
2,0.32132575,0.45337737,"('unlikable', 'likable')",0.3213257,0.4533774,0.1320517
3,0.8677309,0.8694467,"('repellent', 'pleasant')",0.8677309,0.8694467,0.0017158
4,-6.9906683,-7.002819,"('disliked', 'liked')",-6.9906683,-7.0028191,-0.0121508
5,-0.96011525,-0.74556226,"('distant', 'outgoing')",-0.9601153,-0.7455623,0.214553
6,-0.6673343,-0.46672377,"('distant', 'open')",-0.6673343,-0.4667238,0.2006105
7,1.1255121,1.1793971,"('insensitive', 'sensitive')",1.1255121,1.1793971,0.053885
8,1.1078173,1.2168177,"('unaffectionate', 'affectionate')",1.1078173,1.2168177,0.1090004
9,1.7286351,1.9059217,"('unaffectionate', 'caring')",1.7286351,1.9059217,0.1772866
10,0.6781684,0.6632269,"('unsympathetic', 'sympathetic')",0.6781684,0.6632269,-0.0149415
11,1.9536327,1.963831,"('unhelpful', 'helpful')",1.9536327,1.9638309,0.0101982
12,-1.2955843,-1.1656417,"('unsupportive', 'supportive')",-1.2955843,-1.1656417,0.1299426
13,0.052470103,-0.045775615,"('impolite', 'polite')",0.0524701,-0.0457756,-0.0982457
14,-0.04148569,-0.25771186,"('antisocial', 'social')",-0.0414857,-0.2577119,-0.2162262
15,0.058477983,0.016243536,"('boring', 'funny')",0.058478,0.0162435,-0.0422345
16,-0.71360344,-0.60973024,"('unpopular', 'popular')",-0.7136034,-0.6097302,0.1038732
17,0.07333071,0.10039941,"('nasty', 'nice')",0.0733307,0.1003994,0.0270687
18,-0.32869363,-0.22372776,"('disagreeable', 'welcoming')",-0.3286936,-0.2237278,0.1049658
19,-0.51113254,-0.24985823,"('inhospitable', 'hospitable')",-0.5111325,-0.2498582,0.2612743
20,0.87981427,0.7916938,"('rough', 'thoughtful')",0.8798143,0.7916938,-0.0881205
21,0.24762186,0.3070875,"('immoral', 'moral')",0.2476219,0.3070875,0.0594656
22,-0.24941553,-0.25202844,"('untrustworthy', 'trustworthy')",-0.2494155,-0.2520284,-0.0026129
23,6.9962015,7.050314,"('insincere', 'sincere')",6.9962015,7.0503139,0.0541124
24,1.7246302,1.7601068,"('dishonest', 'honest')",1.7246302,1.7601068,0.0354766
25,0.9997425,0.9855907,"('egoistic', 'altruistic')",0.9997425,0.9855907,-0.0141518
26,1.0387272,0.80078846,"('hardhearted', 'benevolent')",1.0387272,0.8007885,-0.2379387
27,1.3689878,1.2905719,"('hardhearted', 'softhearted')",1.3689878,1.2905719,-0.0784159
28,1.0943924,1.0260841,"('disloyal', 'loyal')",1.0943924,1.0260841,-0.0683083
29,-0.9575349,-1.0733624,"('unfair', 'fair')",-0.9575349,-1.0733624,-0.1158275
30,0.79401267,0.8432131,"('intolerant', 'tolerant')",0.7940127,0.8432131,0.0492004
31,-1.5021939,-1.4671836,"('evil', 'good')",-1.5021939,-1.4671836,0.0350103
32,1.421034,1.2597392,"('unkind', 'kind')",1.421034,1.2597392,-0.1612948
33,-0.22449748,-0.17670622,"('wrong', 'right')",-0.2244975,-0.1767062,0.0477913
34,4.907804,5.190748,"('mean', 'honorable')",4.907804,5.1907482,0.2829442
35,-1.3125577,-1.3888589,"('corrupt', 'incorrupt')",-1.3125577,-1.3888589,-0.0763012
36,-1.0232953,-0.9623186,"('hostile', 'amicable')",-1.0232953,-0.9623186,0.0609767
37,1.0491652,1.056914,"('fake', 'genuine')",1.0491652,1.056914,0.0077488
38,0.5708568,0.61781377,"('untruthful', 'truthful')",0.5708568,0.6178138,0.046957
39,0.37384006,0.39753973,"('exploitative', 'cooperative')",0.3738401,0.3975397,0.0236996
40,-1.8347459,-1.8892721,"('stingy', 'generous')",-1.8347459,-1.8892721,-0.0545262
41,0.41600686,0.17862988,"('unforgiving', 'forgiving')",0.4160069,0.1786299,-0.237377
42,-3.0037105,-2.8713844,"('unreliable', 'reliable')",-3.0037105,-2.8713844,0.1323261
43,0.91299534,0.95787,"('irresponsible', 'responsible')",0.9129953,0.95787,0.0448747
44,-1.5334424,-1.5826174,"('prejudiced', 'unprejudiced')",-1.5334424,-1.5826174,-0.049175
45,0.5069024,0.3549106,"('incompetent', 'competent')",0.5069024,0.3549106,-0.1519918
46,-0.8993981,-0.89859384,"('uncompetitive', 'competitive')",-0.8993981,-0.8985938,0.0008043
47,5.012501,5.085078,"('stupid', 'smart')",5.0125008,5.0850778,0.072577
48,0.8501972,0.7502937,"('unintelligent', 'intelligent')",0.8501972,0.7502937,-0.0999035
49,0.11250159,0.2490595,"('unable', 'able')",0.1125016,0.2490595,0.1365579
50,0.2015386,0.30182648,"('clumsy', 'skillful')",0.2015386,0.3018265,0.1002879
51,0.94346344,0.9262464,"('uneducated', 'educated')",0.9434634,0.9262464,-0.017217
52,-0.59416735,-0.68059134,"('irrational', 'rational')",-0.5941674,-0.6805913,-0.0864239
53,0.00013813563,0.039584402,"('uncreative', 'creative')",0.0001381,0.0395844,0.0394463
54,1.0894487,1.3354243,"('incapable', 'capable')",1.0894487,1.3354243,0.2459756
55,0.71196723,0.72965705,"('incompetent', 'clever')",0.7119672,0.7296571,0.0176899
56,0.284029,0.3166252,"('impractical', 'practical')",0.284029,0.3166252,0.0325962
57,-2.9384818,-3.0401309,"('unimaginative', 'imaginative')",-2.9384818,-3.0401309,-0.1016491
58,0.38431954,0.38547736,"('undiscriminating', 'discriminating')",0.3843195,0.3854774,0.0011579
59,-0.35115725,-0.26919967,"('foolish', 'wise')",-0.3511572,-0.2691997,0.0819575
60,0.73584694,0.7686345,"('inefficient', 'efficient')",0.7358469,0.7686345,0.0327876
61,0.14411502,-0.093230344,"('illogical', 'logical')",0.144115,-0.0932303,-0.2373453
62,1.3081915,1.4292997,"('incompetent', 'brilliant')",1.3081915,1.4292997,0.1211082
63,0.5491117,0.52346814,"('unperceptive', 'insightful')",0.5491117,0.5234681,-0.0256436
64,-6.4461966,-6.4481497,"('shy', 'confident')",-6.4461966,-6.4481497,-0.0019531
65,-0.007871106,-0.0022037327,"('insecure', 'secure')",-0.0078711,-0.0022037,0.0056674
66,-0.5693431,-0.6879488,"('inactive', 'active')",-0.5693431,-0.6879488,-0.1186057
67,-0.5351154,-0.65115994,"('doubtful', 'determined')",-0.5351154,-0.6511599,-0.1160445
68,-0.9174528,-0.8249737,"('dependent', 'independent')",-0.9174528,-0.8249737,0.0924791
69,-1.8766264,-1.7913073,"('lazy', 'industrious')",-1.8766264,-1.7913073,0.0853191
70,0.6076189,0.5806947,"('lethargic', 'energetic')",0.6076189,0.5806947,-0.0269242
71,-0.15358786,-0.09434505,"('diffident', 'self-confident')",-0.1535879,-0.094345,0.0592429
72,0.9919355,1.0928888,"('unambitious', 'ambitious')",0.9919355,1.0928888,0.1009533
73,-2.444343,-2.179726,"('helpless', 'self-reliant')",-2.4443431,-2.1797259,0.2646172
74,0.2439577,0.16286173,"('undedicated', 'dedicated')",0.2439577,0.1628617,-0.081096
75,-0.9711787,-0.895921,"('meek', 'impulsive')",-0.9711787,-0.895921,0.0752577
76,0.34067562,0.21441752,"('anxious', 'daring')",0.3406756,0.2144175,-0.1262581
77,-0.9065186,-0.75097173,"('unmotivated', 'motivated')",-0.9065186,-0.7509717,0.1555469
78,-1.0784475,-1.0975076,"('nonresilient', 'resilient')",-1.0784475,-1.0975076,-0.0190601
79,-0.18985805,-0.10622214,"('wavering', 'unwavering')",-0.189858,-0.1062221,0.0836359
80,0.49198675,0.31964996,"('dominated', 'dominating')",0.4919868,0.31965,-0.1723368
81,-0.9738345,-1.1105462,"('submissive', 'aggressive')",-0.9738345,-1.1105462,-0.1367117
82,5.524693,5.717025,"('poor', 'rich')",5.524693,5.7170248,0.1923318
83,-0.18785942,-0.23862888,"('powerless', 'powerful')",-0.1878594,-0.2386289,-0.0507695
84,-0.069057055,-0.06559476,"('inferior', 'superior')",-0.0690571,-0.0655948,0.0034623
85,-0.3535293,-0.30028585,"('insignificant', 'prestigious')",-0.3535293,-0.3002858,0.0532435
86,0.5549877,0.3338207,"('uninfluential', 'influential')",0.5549877,0.3338207,-0.221167
87,0.17406692,0.16364524,"('unsuccessful', 'successful')",0.1740669,0.1636452,-0.0104217
88,0.19637245,0.13047409,"('low', 'eminent')",0.1963724,0.1304741,-0.0658983
