,body_male,body_female,tuple,average_male,average_female,female-male
0,0.3475201,0.27018678,"('unsociable', 'sociable')",0.3475201,0.2701868,-0.0773333
1,1.5856836,1.5309591,"('unfriendly', 'friendly')",1.5856836,1.5309591,-0.0547245
2,0.20605446,0.249461,"('unlikable', 'likable')",0.2060545,0.249461,0.0434065
3,0.5178546,0.59441483,"('repellent', 'pleasant')",0.5178546,0.5944148,0.0765602
4,-6.8724766,-6.9212656,"('disliked', 'liked')",-6.8724766,-6.9212656,-0.048789
5,-0.48367056,-0.4763807,"('distant', 'outgoing')",-0.4836706,-0.4763807,0.0072899
6,-0.104694836,-0.21590598,"('distant', 'open')",-0.1046948,-0.215906,-0.1112112
7,1.5011896,1.5035038,"('insensitive', 'sensitive')",1.5011896,1.5035038,0.0023142
8,1.1557102,1.0047574,"('unaffectionate', 'affectionate')",1.1557102,1.0047574,-0.1509528
9,1.8019323,1.747184,"('unaffectionate', 'caring')",1.8019323,1.747184,-0.0547483
10,0.5308356,0.5579882,"('unsympathetic', 'sympathetic')",0.5308356,0.5579882,0.0271526
11,1.7862123,1.8989711,"('unhelpful', 'helpful')",1.7862123,1.8989711,0.1127588
12,-1.5249562,-1.5094421,"('unsupportive', 'supportive')",-1.5249562,-1.5094421,0.0155141
13,-0.487216,-0.4597541,"('impolite', 'polite')",-0.487216,-0.4597541,0.0274619
14,0.5123797,0.5811692,"('antisocial', 'social')",0.5123797,0.5811692,0.0687895
15,0.16629082,0.08432262,"('boring', 'funny')",0.1662908,0.0843226,-0.0819682
16,-0.17401049,-0.1595821,"('unpopular', 'popular')",-0.1740105,-0.1595821,0.0144284
17,0.14323178,0.28749323,"('nasty', 'nice')",0.1432318,0.2874932,0.1442614
18,-0.14773457,-0.26222712,"('disagreeable', 'welcoming')",-0.1477346,-0.2622271,-0.1144925
19,-0.14409605,-0.20596297,"('inhospitable', 'hospitable')",-0.144096,-0.205963,-0.061867
20,0.9577452,0.8955846,"('rough', 'thoughtful')",0.9577452,0.8955846,-0.0621606
21,-0.26157033,-0.15088297,"('immoral', 'moral')",-0.2615703,-0.150883,0.1106873
22,-0.35312104,-0.3441947,"('untrustworthy', 'trustworthy')",-0.353121,-0.3441947,0.0089263
23,6.6606407,6.6880474,"('insincere', 'sincere')",6.6606407,6.6880474,0.0274067
24,1.5900068,1.4899149,"('dishonest', 'honest')",1.5900068,1.4899149,-0.1000919
25,0.73797673,0.6104516,"('egoistic', 'altruistic')",0.7379767,0.6104516,-0.1275251
26,1.6471155,1.6069103,"('hardhearted', 'benevolent')",1.6471155,1.6069103,-0.0402052
27,1.9371958,1.6974216,"('hardhearted', 'softhearted')",1.9371958,1.6974216,-0.2397742
28,1.3729959,1.2800583,"('disloyal', 'loyal')",1.3729959,1.2800583,-0.0929376
29,-0.18406883,-0.32376474,"('unfair', 'fair')",-0.1840688,-0.3237647,-0.1396959
30,1.040256,1.0157573,"('intolerant', 'tolerant')",1.040256,1.0157573,-0.0244987
31,-0.98442894,-1.047523,"('evil', 'good')",-0.9844289,-1.047523,-0.0630941
32,1.3143469,1.2419091,"('unkind', 'kind')",1.3143469,1.2419091,-0.0724378
33,-0.2811311,-0.3852154,"('wrong', 'right')",-0.2811311,-0.3852154,-0.1040843
34,5.36594,5.514692,"('mean', 'honorable')",5.3659401,5.5146918,0.1487517
35,-0.83665305,-1.1544384,"('corrupt', 'incorrupt')",-0.8366531,-1.1544384,-0.3177853
36,-0.17644493,-0.42643547,"('hostile', 'amicable')",-0.1764449,-0.4264355,-0.2499906
37,0.7564613,0.70180357,"('fake', 'genuine')",0.7564613,0.7018036,-0.0546577
38,-0.10951384,-0.05996649,"('untruthful', 'truthful')",-0.1095138,-0.0599665,0.0495473
39,0.853053,0.88396513,"('exploitative', 'cooperative')",0.853053,0.8839651,0.0309121
40,-1.0086186,-1.2162749,"('stingy', 'generous')",-1.0086186,-1.2162749,-0.2076563
41,0.21488576,0.12245322,"('unforgiving', 'forgiving')",0.2148858,0.1224532,-0.0924326
42,-2.384291,-2.4334548,"('unreliable', 'reliable')",-2.3842909,-2.4334548,-0.0491639
43,1.2401052,1.3083744,"('irresponsible', 'responsible')",1.2401052,1.3083744,0.0682692
44,-1.2317967,-1.1975782,"('prejudiced', 'unprejudiced')",-1.2317967,-1.1975782,0.0342185
45,0.57828325,0.5483579,"('incompetent', 'competent')",0.5782833,0.5483579,-0.0299254
46,-0.68550026,-0.706702,"('uncompetitive', 'competitive')",-0.6855003,-0.706702,-0.0212017
47,5.008677,5.2209826,"('stupid', 'smart')",5.008677,5.2209826,0.2123056
48,0.5313473,0.55252075,"('unintelligent', 'intelligent')",0.5313473,0.5525208,0.0211735
49,0.18839785,0.25254354,"('unable', 'able')",0.1883979,0.2525435,0.0641456
50,-0.19004157,-0.26849407,"('clumsy', 'skillful')",-0.1900416,-0.2684941,-0.0784525
51,0.49843082,0.39383113,"('uneducated', 'educated')",0.4984308,0.3938311,-0.1045997
52,0.18799326,-0.015847668,"('irrational', 'rational')",0.1879933,-0.0158477,-0.203841
53,0.18891862,0.08979829,"('uncreative', 'creative')",0.1889186,0.0897983,-0.0991203
54,1.0813522,1.1028175,"('incapable', 'capable')",1.0813522,1.1028175,0.0214653
55,0.5855913,0.63192654,"('incompetent', 'clever')",0.5855913,0.6319265,0.0463352
56,0.6211266,0.6693786,"('impractical', 'practical')",0.6211266,0.6693786,0.048252
57,-2.7732701,-2.7277317,"('unimaginative', 'imaginative')",-2.7732701,-2.7277317,0.0455384
58,1.1052846,1.0417949,"('undiscriminating', 'discriminating')",1.1052846,1.0417949,-0.0634897
59,0.063987434,0.0535231,"('foolish', 'wise')",0.0639874,0.0535231,-0.0104643
60,0.25256613,0.47168928,"('inefficient', 'efficient')",0.2525661,0.4716893,0.2191232
61,0.9136091,0.6700073,"('illogical', 'logical')",0.9136091,0.6700073,-0.2436018
62,0.4157246,0.546665,"('incompetent', 'brilliant')",0.4157246,0.546665,0.1309404
63,0.31173614,0.38395634,"('unperceptive', 'insightful')",0.3117361,0.3839563,0.0722202
64,-6.6230645,-6.580454,"('shy', 'confident')",-6.6230645,-6.5804539,0.0426106
65,0.15425345,0.24555026,"('insecure', 'secure')",0.1542535,0.2455503,0.0912968
66,0.5868904,0.47876263,"('inactive', 'active')",0.5868904,0.4787626,-0.1081278
67,-0.33573514,-0.2680819,"('doubtful', 'determined')",-0.3357351,-0.2680819,0.0676532
68,-0.31727016,-0.40951094,"('dependent', 'independent')",-0.3172702,-0.4095109,-0.0922407
69,-1.5987144,-1.6161253,"('lazy', 'industrious')",-1.5987144,-1.6161253,-0.0174109
70,1.4294415,1.4277285,"('lethargic', 'energetic')",1.4294415,1.4277285,-0.001713
71,0.89945024,0.953318,"('diffident', 'self-confident')",0.8994502,0.953318,0.0538678
72,0.8681602,1.0015744,"('unambitious', 'ambitious')",0.8681602,1.0015744,0.1334142
73,-2.7717764,-2.7603366,"('helpless', 'self-reliant')",-2.7717764,-2.7603366,0.0114398
74,0.5350555,0.39781386,"('undedicated', 'dedicated')",0.5350555,0.3978139,-0.1372416
75,-0.5984254,-0.5295752,"('meek', 'impulsive')",-0.5984254,-0.5295752,0.0688502
76,0.0063013434,0.015701015,"('anxious', 'daring')",0.0063013,0.015701,0.0093997
77,-1.5199933,-1.2808676,"('unmotivated', 'motivated')",-1.5199933,-1.2808676,0.2391257
78,-0.8851834,-0.8650822,"('nonresilient', 'resilient')",-0.8851834,-0.8650822,0.0201012
79,0.15745464,0.09857336,"('wavering', 'unwavering')",0.1574546,0.0985734,-0.0588812
80,-0.3819033,-0.36213383,"('dominated', 'dominating')",-0.3819033,-0.3621338,0.0197695
81,-0.37628946,-0.19354036,"('submissive', 'aggressive')",-0.3762895,-0.1935404,0.1827491
82,6.426688,6.4209967,"('poor', 'rich')",6.4266882,6.4209967,-0.0056915
83,-0.36240214,-0.35594404,"('powerless', 'powerful')",-0.3624021,-0.355944,0.0064581
84,0.79575086,0.6564546,"('inferior', 'superior')",0.7957509,0.6564546,-0.1392963
85,0.33134118,0.14882748,"('insignificant', 'prestigious')",0.3313412,0.1488275,-0.1825137
