,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.56410766,0.5883073,"('unsociable', 'sociable')",0.5641077,0.5883073,0.0241996
1,0.7610785,0.6619242,"('unfriendly', 'friendly')",0.7610785,0.6619242,-0.0991543
2,0.074959606,0.21207249,"('unlikable', 'likable')",0.0749596,0.2120725,0.1371129
3,0.7396169,0.9228185,"('repellent', 'pleasant')",0.7396169,0.9228185,0.1832016
4,-7.2253017,-7.4190097,"('disliked', 'liked')",-7.2253017,-7.4190097,-0.193708
5,-0.9657077,-1.0425248,"('distant', 'outgoing')",-0.9657077,-1.0425248,-0.0768171
6,-0.4369557,-0.5807059,"('distant', 'open')",-0.4369557,-0.5807059,-0.1437502
7,1.4678067,1.550283,"('insensitive', 'sensitive')",1.4678067,1.550283,0.0824763
8,0.8333056,0.6525646,"('unaffectionate', 'affectionate')",0.8333056,0.6525646,-0.180741
9,1.332775,1.1719377,"('unaffectionate', 'caring')",1.332775,1.1719377,-0.1608373
10,1.4277868,1.6097757,"('unsympathetic', 'sympathetic')",1.4277868,1.6097757,0.1819889
11,1.7843069,1.7823086,"('unhelpful', 'helpful')",1.7843069,1.7823086,-0.0019983
12,-1.3228741,-1.3553498,"('unsupportive', 'supportive')",-1.3228741,-1.3553498,-0.0324757
13,0.2861252,0.4454574,"('impolite', 'polite')",0.2861252,0.4454574,0.1593322
14,0.670233,0.7391826,"('antisocial', 'social')",0.670233,0.7391826,0.0689496
15,0.5553944,0.38808122,"('boring', 'funny')",0.5553944,0.3880812,-0.1673132
16,-0.92634225,-1.0012023,"('unpopular', 'popular')",-0.9263422,-1.0012023,-0.0748601
17,-0.19044867,-0.15598322,"('nasty', 'nice')",-0.1904487,-0.1559832,0.0344655
18,-0.7946523,-0.6004121,"('disagreeable', 'welcoming')",-0.7946523,-0.6004121,0.1942402
19,-0.8954919,-0.8987455,"('inhospitable', 'hospitable')",-0.8954919,-0.8987455,-0.0032536
