,formation_male,formation_female,tuple,average_male,average_female,female-male
40,-2.3735688,-1.9441468,"('stingy', 'generous')",-2.3735688,-1.9441468,0.429422
41,0.32166877,0.044158988,"('unforgiving', 'forgiving')",0.3216688,0.044159,-0.2775098
42,-2.1652377,-2.1526499,"('unreliable', 'reliable')",-2.1652377,-2.1526499,0.0125878
43,1.66533,1.4154569,"('irresponsible', 'responsible')",1.6653301,1.4154569,-0.2498732
44,-0.84220135,-1.0762331,"('prejudiced', 'unprejudiced')",-0.8422014,-1.0762331,-0.2340317
45,0.34350154,0.22358948,"('incompetent', 'competent')",0.3435015,0.2235895,-0.119912
46,-0.2710183,-0.44173124,"('uncompetitive', 'competitive')",-0.2710183,-0.4417312,-0.1707129
47,5.3146496,5.5019407,"('stupid', 'smart')",5.3146496,5.5019407,0.1872911
48,0.90370333,0.8173244,"('unintelligent', 'intelligent')",0.9037033,0.8173244,-0.0863789
49,0.03764946,0.2042861,"('unable', 'able')",0.0376495,0.2042861,0.1666366
50,-0.23214857,-0.03168518,"('clumsy', 'skillful')",-0.2321486,-0.0316852,0.2004634
51,0.9367107,0.7156852,"('uneducated', 'educated')",0.9367107,0.7156852,-0.2210255
52,-0.7773016,-0.64893466,"('irrational', 'rational')",-0.7773016,-0.6489347,0.1283669
53,-0.07995411,0.176991,"('uncreative', 'creative')",-0.0799541,0.176991,0.2569451
54,1.0402647,1.2838478,"('incapable', 'capable')",1.0402647,1.2838478,0.2435831
55,1.0015585,0.8176807,"('incompetent', 'clever')",1.0015585,0.8176807,-0.1838778
56,1.1234088,0.6838526,"('impractical', 'practical')",1.1234088,0.6838526,-0.4395562
57,-2.9189622,-2.873027,"('unimaginative', 'imaginative')",-2.9189622,-2.8730271,0.0459351
58,-0.25101158,-0.25604936,"('undiscriminating', 'discriminating')",-0.2510116,-0.2560494,-0.0050378
59,-0.29165292,0.0845112,"('foolish', 'wise')",-0.2916529,0.0845112,0.3761641
60,0.9597623,0.7258232,"('inefficient', 'efficient')",0.9597623,0.7258232,-0.2339391
61,0.051606,-0.089273006,"('illogical', 'logical')",0.051606,-0.089273,-0.140879
62,1.4443443,1.4315542,"('incompetent', 'brilliant')",1.4443443,1.4315542,-0.0127901
63,1.074576,1.0059266,"('unperceptive', 'insightful')",1.074576,1.0059266,-0.0686494
64,-5.2222643,-5.419568,"('shy', 'confident')",-5.2222643,-5.4195681,-0.1973038
65,0.8049783,0.70467067,"('insecure', 'secure')",0.8049783,0.7046707,-0.1003076
66,-0.4801029,-0.34939933,"('inactive', 'active')",-0.4801029,-0.3493993,0.1307036
67,-0.45651293,-0.6801384,"('doubtful', 'determined')",-0.4565129,-0.6801384,-0.2236255
68,-0.635043,-0.46787322,"('dependent', 'independent')",-0.635043,-0.4678732,0.1671698
69,-1.6508363,-1.4635752,"('lazy', 'industrious')",-1.6508363,-1.4635752,0.1872611
70,1.6683413,1.4752452,"('lethargic', 'energetic')",1.6683413,1.4752452,-0.1930961
71,-0.07452987,0.15483002,"('diffident', 'self-confident')",-0.0745299,0.15483,0.2293599
72,0.78213733,0.9338824,"('unambitious', 'ambitious')",0.7821373,0.9338824,0.1517451
73,-3.3552063,-3.0393522,"('helpless', 'self-reliant')",-3.3552063,-3.0393522,0.3158541
74,-0.39225286,-0.42422095,"('undedicated', 'dedicated')",-0.3922529,-0.4242209,-0.031968
75,-0.7413166,-0.5545123,"('meek', 'impulsive')",-0.7413166,-0.5545123,0.1868043
76,0.36449975,0.40192404,"('anxious', 'daring')",0.3644997,0.401924,0.0374243
77,-0.6916727,-0.81724477,"('unmotivated', 'motivated')",-0.6916727,-0.8172448,-0.1255721
78,-0.6459503,-0.61210823,"('nonresilient', 'resilient')",-0.6459503,-0.6121082,0.0338421
79,-0.55063176,-0.2798679,"('wavering', 'unwavering')",-0.5506318,-0.2798679,0.2707639
80,0.22811319,-0.12936813,"('dominated', 'dominating')",0.2281132,-0.1293681,-0.3574813
81,0.73254144,0.36783606,"('submissive', 'aggressive')",0.7325414,0.3678361,-0.3647053
82,6.2218766,6.457559,"('poor', 'rich')",6.2218766,6.4575591,0.2356825
83,-0.16113561,-0.4145973,"('powerless', 'powerful')",-0.1611356,-0.4145973,-0.2534617
84,-0.30930713,-0.04879929,"('inferior', 'superior')",-0.3093071,-0.0487993,0.2605078
85,-1.3922087,-1.209422,"('insignificant', 'prestigious')",-1.3922087,-1.209422,0.1827867
86,0.5302073,0.38694385,"('uninfluential', 'influential')",0.5302073,0.3869438,-0.1432635
87,-0.29919866,-0.06229376,"('unsuccessful', 'successful')",-0.2991987,-0.0622938,0.2369049
88,0.31877306,0.049836554,"('low', 'eminent')",0.3187731,0.0498366,-0.2689365
