,formation_male,formation_female,tuple,average_male,average_female,female-male
0,0.40079635,-0.06223319,"('unsociable', 'sociable')",0.4007964,-0.0622332,-0.4630296
1,0.6893237,1.0073811,"('unfriendly', 'friendly')",0.6893237,1.0073811,0.3180574
2,0.6715003,0.7454134,"('unlikable', 'likable')",0.6715003,0.7454134,0.0739131
3,0.7771942,0.94833016,"('repellent', 'pleasant')",0.7771942,0.9483302,0.171136
4,-7.2688766,-7.270772,"('disliked', 'liked')",-7.2688766,-7.270772,-0.0018954
5,-1.2319973,-0.6022013,"('distant', 'outgoing')",-1.2319973,-0.6022013,0.629796
6,-1.1916224,-0.51484436,"('distant', 'open')",-1.1916224,-0.5148444,0.676778
7,0.93550766,0.9992592,"('insensitive', 'sensitive')",0.9355077,0.9992592,0.0637515
8,0.916433,1.2082497,"('unaffectionate', 'affectionate')",0.916433,1.2082497,0.2918167
9,1.4462532,1.6941122,"('unaffectionate', 'caring')",1.4462532,1.6941122,0.247859
10,1.3465074,1.2615047,"('unsympathetic', 'sympathetic')",1.3465074,1.2615047,-0.0850027
11,2.818147,2.509627,"('unhelpful', 'helpful')",2.8181469,2.5096271,-0.3085198
12,-1.1207508,-1.0187114,"('unsupportive', 'supportive')",-1.1207508,-1.0187114,0.1020394
13,0.5875871,0.30006328,"('impolite', 'polite')",0.5875871,0.3000633,-0.2875238
14,0.8093155,0.28546575,"('antisocial', 'social')",0.8093155,0.2854657,-0.5238498
15,0.36762017,0.27162328,"('boring', 'funny')",0.3676202,0.2716233,-0.0959969
16,-0.57602876,-0.40107977,"('unpopular', 'popular')",-0.5760288,-0.4010798,0.174949
17,-0.5003965,-0.3606118,"('nasty', 'nice')",-0.5003965,-0.3606118,0.1397847
18,-0.9889681,-0.702351,"('disagreeable', 'welcoming')",-0.9889681,-0.702351,0.2866171
19,-0.7242341,-0.49636087,"('inhospitable', 'hospitable')",-0.7242341,-0.4963609,0.2278732
20,0.8039785,0.6012427,"('rough', 'thoughtful')",0.8039785,0.6012427,-0.2027358
21,0.8071994,0.44121635,"('immoral', 'moral')",0.8071994,0.4412163,-0.3659831
22,0.22294365,0.016192207,"('untrustworthy', 'trustworthy')",0.2229436,0.0161922,-0.2067514
23,6.9249797,6.80502,"('insincere', 'sincere')",6.9249797,6.8050199,-0.1199598
24,1.6584092,1.8125917,"('dishonest', 'honest')",1.6584092,1.8125917,0.1541825
25,-0.04229141,0.11796363,"('egoistic', 'altruistic')",-0.0422914,0.1179636,0.160255
26,0.42550057,0.058073267,"('hardhearted', 'benevolent')",0.4255006,0.0580733,-0.3674273
27,0.98200333,1.2430234,"('hardhearted', 'softhearted')",0.9820033,1.2430234,0.2610201
28,0.840828,0.7549514,"('disloyal', 'loyal')",0.840828,0.7549514,-0.0858766
29,-0.32314166,-0.18571177,"('unfair', 'fair')",-0.3231417,-0.1857118,0.1374299
30,1.2118729,0.95088375,"('intolerant', 'tolerant')",1.2118729,0.9508837,-0.2609892
31,-2.196524,-1.5424023,"('evil', 'good')",-2.1965239,-1.5424023,0.6541216
32,1.6665369,1.4200757,"('unkind', 'kind')",1.6665369,1.4200757,-0.2464612
33,-0.6534709,-0.51047724,"('wrong', 'right')",-0.6534709,-0.5104772,0.1429937
34,4.5724783,4.717311,"('mean', 'honorable')",4.5724783,4.7173109,0.1448326
35,-1.5710585,-1.2683166,"('corrupt', 'incorrupt')",-1.5710585,-1.2683166,0.3027419
36,-0.9853183,-0.8520831,"('hostile', 'amicable')",-0.9853183,-0.8520831,0.1332352
37,0.8716544,0.9115877,"('fake', 'genuine')",0.8716544,0.9115877,0.0399333
38,0.7888714,0.61053705,"('untruthful', 'truthful')",0.7888714,0.6105371,-0.1783343
39,-0.07592445,-0.25290295,"('exploitative', 'cooperative')",-0.0759244,-0.252903,-0.1769786
