,monster_male,monster_female,tuple,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12686476,-0.29358268,"('unsociable', 'sociable')",0.10947254,0.05970367,-0.760067,-0.90479386,-0.2591531,-0.3795576,-0.1204045
1,0.52750367,0.24602646,"('unfriendly', 'friendly')",0.45245382,0.2577697,2.1490598,1.964284,1.0430058,0.8226933,-0.2203125
2,-0.8894807,-0.92581445,"('unlikable', 'likable')",0.29730314,0.4111173,0.013730897,0.12628174,-0.1928156,-0.1294718,0.0633438
3,-1.3170415,-1.2754502,"('repellent', 'pleasant')",-0.50861275,-0.40708077,-0.44401583,-0.34452036,-0.7565567,-0.6756838,0.0808729
4,-1.2633178,-1.4516563,"('disliked', 'liked')",0.027978607,-0.093077704,-6.531662,-6.6297407,-2.5890004,-2.7248249,-0.1358245
5,-0.20545499,-0.42373437,"('distant', 'outgoing')",0.8166524,0.614093,0.8220756,0.72680926,0.4777577,0.3057226,-0.1720351
6,-0.898514,-1.0737753,"('distant', 'open')",-0.16814192,-0.38673243,0.84565854,0.7541875,-0.0736658,-0.2354401,-0.1617743
7,-0.5594244,-0.5499408,"('insensitive', 'sensitive')",-0.7143063,-0.57352656,0.062318668,0.097187325,-0.403804,-0.3420934,0.0617106
8,0.23452845,0.092499636,"('unaffectionate', 'affectionate')",-0.7322973,-0.8465658,0.8418836,0.78795016,0.1147049,0.0112947,-0.1034102
9,0.92801696,0.8737634,"('unaffectionate', 'caring')",0.28537446,0.26403427,1.4998512,1.4931943,0.9044142,0.8769973,-0.0274169
10,-0.030080311,0.10780588,"('unsympathetic', 'sympathetic')",-1.1292676,-0.9008268,-0.9649908,-0.96923655,-0.7081129,-0.5874192,0.1206937
11,0.42681912,0.51390564,"('unhelpful', 'helpful')",0.49533722,0.6108504,1.8124748,1.8766239,0.9115437,1.00046,0.0889163
12,0.60235584,0.5919182,"('unsupportive', 'supportive')",1.1711891,1.2732189,-1.6937841,-1.6907325,0.0265869,0.0581349,0.031548
13,-0.2545694,-0.22113204,"('impolite', 'polite')",-0.26997927,-0.21891439,-0.39350754,-0.389154,-0.3060187,-0.2764001,0.0296186
14,-1.1262965,-1.1231607,"('antisocial', 'social')",0.19989336,0.32608977,-1.422895,-1.345476,-0.7830993,-0.7141824,0.0689169
15,0.34327683,0.28038523,"('boring', 'funny')",0.082463905,-0.013869692,0.92703575,0.88141274,0.4509255,0.3826427,-0.0682828
16,-1.620383,-1.6638266,"('unpopular', 'popular')",-0.049388174,-0.11879562,0.84279823,0.8118456,-0.2756577,-0.3235922,-0.0479345
17,-1.922124,-1.932657,"('nasty', 'nice')",-1.5761341,-1.459552,-0.38575736,-0.3161394,-1.2946719,-1.2361162,0.0585557
18,-1.4882969,-1.5757083,"('disagreeable', 'welcoming')",0.41408014,0.3690039,-0.5050515,-0.5643323,-0.5264227,-0.5903455,-0.0639228
19,-0.21536648,-0.29447073,"('inhospitable', 'hospitable')",0.25474644,0.023049824,0.5297052,0.46948093,0.1896951,0.06602,-0.1236751
20,-0.8587208,-0.8563345,"('rough', 'thoughtful')",-0.62217057,-0.5987024,0.42940795,0.4584038,-0.3504945,-0.332211,0.0182835
21,-0.06337786,-0.080587335,"('immoral', 'moral')",0.390381,0.49140903,-0.99924517,-0.96897817,-0.2240807,-0.1860522,0.0380285
22,-0.840445,-0.8842794,"('untrustworthy', 'trustworthy')",0.051002212,0.04375627,-1.6297182,-1.5889816,-0.8063869,-0.809835,-0.0034481
23,0.39945504,0.3767292,"('insincere', 'sincere')",1.1272198,1.1299238,6.0449605,6.0779433,2.5238784,2.5281989,0.0043205
24,0.16030012,0.12102198,"('dishonest', 'honest')",0.3137423,0.3331116,0.5537768,0.54146314,0.3426064,0.3318656,-0.0107408
25,-0.48655808,-0.6117467,"('egoistic', 'altruistic')",0.121118605,0.11347373,1.2579494,1.2043064,0.2975033,0.2353444,-0.0621589
26,-0.18348517,-0.3433617,"('hardhearted', 'benevolent')",0.957381,0.8870311,0.9462087,0.90868455,0.5733682,0.484118,-0.0892502
27,-1.0516826,-0.98467964,"('hardhearted', 'softhearted')",-0.99339104,-0.94290555,1.1102378,1.0053756,-0.3116119,-0.3074032,0.0042087
28,0.435159,0.3183702,"('disloyal', 'loyal')",0.2762205,0.14059001,0.74565625,0.67365336,0.4856786,0.3775378,-0.1081408
29,-1.171455,-1.2654619,"('unfair', 'fair')",0.13981672,0.035499066,-0.4966855,-0.6486189,-0.5094413,-0.6261939,-0.1167526
30,-0.18825169,-0.13476746,"('intolerant', 'tolerant')",0.29085958,0.34947833,0.8808725,0.847348,0.3278268,0.3540196,0.0261928
31,-2.5006864,-2.734134,"('evil', 'good')",-1.046755,-1.2201211,-1.1106744,-1.2276145,-1.5527053,-1.7272898,-0.1745845
32,1.0956706,1.0637784,"('unkind', 'kind')",0.950791,0.9919184,1.1722661,1.0772127,1.0729092,1.0443031,-0.0286061
33,0.13101053,-0.05017703,"('wrong', 'right')",0.09149291,-0.0133852195,-0.35673362,-0.39461005,-0.0447434,-0.1527241,-0.1079807
34,-1.2406186,-1.2099454,"('mean', 'honorable')",0.13858813,0.1592599,5.6282473,5.7056026,1.5087388,1.5516391,0.0429003
35,-0.39471436,-0.4721609,"('corrupt', 'incorrupt')",-0.7777048,-0.99532336,0.07405446,-0.021086648,-0.3661215,-0.4961903,-0.1300688
36,-2.0502527,-2.2866066,"('hostile', 'amicable')",-0.8880905,-1.2267644,0.010277182,-0.14815417,-0.9760219,-1.2205084,-0.2444865
