,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.49347866,0.28899956,"('unsociable', 'sociable')",-0.9705304,-1.1947846,-1.1951752,-1.3982561,-1.571127,-1.6510348,-0.48577696,-0.71657586,-0.7458261,-0.9343304,-0.1885043
1,0.31139144,0.18528238,"('unfriendly', 'friendly')",-1.3215749,-1.3000975,-0.32398415,-0.4433139,1.1106877,1.0894902,1.6421012,1.3779391,0.2837243,0.18186,-0.1018643
2,0.68137884,0.6689356,"('unlikable', 'likable')",-0.12370432,-0.04088124,1.300281,1.3479,0.88887346,0.9319511,0.6231379,0.7381605,0.6739934,0.7292132,0.0552198
3,-0.90550464,-0.83820605,"('repellent', 'pleasant')",-0.0060587395,-0.069939464,-0.5410192,-0.571804,-1.5300779,-1.4864972,-0.20787275,-0.15588215,-0.6381066,-0.6244658,0.0136408
4,-0.09048037,-0.1407955,"('disliked', 'liked')",-0.4748725,-0.5180196,0.87332964,0.8492513,1.078019,1.12668,-4.8777137,-4.7892466,-0.6983436,-0.6944261,0.0039175
5,-0.27383798,-0.21043938,"('distant', 'outgoing')",-0.20483926,-0.104249746,1.017972,1.1336523,2.97968,3.002885,0.105051406,0.12482827,0.7248053,0.7893353,0.06453
6,-0.5570449,-0.516137,"('distant', 'open')",0.6938222,0.82930255,0.9866706,1.1203109,2.357543,2.412885,0.336033,0.27476308,0.7634048,0.8242249,0.0608201
7,-0.23999414,-0.3894369,"('insensitive', 'sensitive')",0.08823024,0.10172923,-2.0357141,-2.0454135,-1.1533775,-1.1180439,0.2470525,0.14775485,-0.6187606,-0.6606821,-0.0419215
8,0.5637707,0.60870695,"('unaffectionate', 'affectionate')",-1.1551383,-1.0801458,0.065913185,0.034944564,1.5791838,1.5468912,0.5001307,0.3838049,0.310772,0.2988404,-0.0119316
9,1.3612128,1.3177605,"('unaffectionate', 'caring')",0.114733055,0.19629835,-0.2616092,-0.3739737,0.7401851,0.6755157,1.0271635,0.86719924,0.5963371,0.53656,-0.0597771
10,0.67918545,0.4348704,"('unsympathetic', 'sympathetic')",-0.8334108,-1.0004356,-2.725772,-2.9224603,-3.6642187,-3.7154152,-0.1776103,-0.40247035,-1.3443653,-1.5211823,-0.176817
11,-0.27901602,-0.33847034,"('unhelpful', 'helpful')",-1.1574094,-1.1440094,-2.4296367,-2.560337,-2.0478642,-2.078254,1.762873,1.6530025,-0.8302106,-0.8936136,-0.063403
12,1.9173685,1.9126832,"('unsupportive', 'supportive')",0.511982,0.55706304,-0.4083894,-0.4176022,-0.033507578,-0.007048264,-0.89706284,-0.8925069,0.2180782,0.2305178,0.0124396
13,0.5243443,0.44200015,"('impolite', 'polite')",-0.35411426,-0.4429012,-1.2031226,-1.283112,-1.989227,-2.0434535,-0.112115316,-0.20661302,-0.626847,-0.7068159,-0.0799689
14,0.12896456,0.09702475,"('antisocial', 'social')",0.08653793,-0.048084892,-0.5186387,-0.5985891,-2.0690727,-2.0661905,-0.64744925,-0.63115996,-0.6039316,-0.6493999,-0.0454683
15,-0.6343098,-0.6215166,"('boring', 'funny')",-0.38370362,-0.2542076,0.58302474,0.6776434,0.17929581,0.20413963,0.16032808,0.21305944,-0.019073,0.0438237,0.0628967
