,mousse_male,mousse_female,tuple,average_male,average_female,female-male
0,0.07006779,-0.021910865,"('unsociable', 'sociable')",0.0700678,-0.0219109,-0.0919787
1,0.5667694,0.31068483,"('unfriendly', 'friendly')",0.5667694,0.3106848,-0.2560846
2,1.0660145,1.0515623,"('unlikable', 'likable')",1.0660145,1.0515623,-0.0144522
3,-0.34829542,-0.26600552,"('repellent', 'pleasant')",-0.3482954,-0.2660055,0.0822899
4,-0.78923476,-0.9397504,"('disliked', 'liked')",-0.7892348,-0.9397504,-0.1505156
5,0.2187876,0.13049798,"('distant', 'outgoing')",0.2187876,0.130498,-0.0882896
6,0.2637694,0.15168867,"('distant', 'open')",0.2637694,0.1516887,-0.1120807
7,-1.239699,-1.1475143,"('insensitive', 'sensitive')",-1.239699,-1.1475143,0.0921847
8,0.39064345,0.25249293,"('unaffectionate', 'affectionate')",0.3906434,0.2524929,-0.1381505
9,-0.007343879,-0.15817897,"('unaffectionate', 'caring')",-0.0073439,-0.158179,-0.1508351
10,-0.7188772,-0.67093074,"('unsympathetic', 'sympathetic')",-0.7188772,-0.6709307,0.0479465
11,-0.25460017,-0.25769284,"('unhelpful', 'helpful')",-0.2546002,-0.2576928,-0.0030926
12,-0.53284645,-0.5938514,"('unsupportive', 'supportive')",-0.5328465,-0.5938514,-0.0610049
13,0.10709435,0.1199212,"('impolite', 'polite')",0.1070943,0.1199212,0.0128269
14,-0.04772242,0.06363399,"('antisocial', 'social')",-0.0477224,0.063634,0.1113564
15,-0.18846977,-0.23317638,"('boring', 'funny')",-0.1884698,-0.2331764,-0.0447066
16,1.0357859,0.9857693,"('unpopular', 'popular')",1.0357859,0.9857693,-0.0500166
17,-0.26225692,-0.21953663,"('nasty', 'nice')",-0.2622569,-0.2195366,0.0427203
18,-0.049483668,-0.11421231,"('disagreeable', 'welcoming')",-0.0494837,-0.1142123,-0.0647286
19,-0.37963957,-0.49948815,"('inhospitable', 'hospitable')",-0.3796396,-0.4994881,-0.1198485
20,0.49960947,0.4695067,"('rough', 'thoughtful')",0.4996095,0.4695067,-0.0301028
21,-0.17749485,-0.085743144,"('immoral', 'moral')",-0.1774949,-0.0857431,0.0917518
22,0.22752732,0.20144251,"('untrustworthy', 'trustworthy')",0.2275273,0.2014425,-0.0260848
23,0.43298373,0.38949174,"('insincere', 'sincere')",0.4329837,0.3894917,-0.043492
24,-1.058333,-1.089596,"('dishonest', 'honest')",-1.058333,-1.089596,-0.031263
25,0.4628018,0.40359956,"('egoistic', 'altruistic')",0.4628018,0.4035996,-0.0592022
26,0.3499147,0.1914191,"('hardhearted', 'benevolent')",0.3499147,0.1914191,-0.1584956
27,-0.7164224,-0.7558913,"('hardhearted', 'softhearted')",-0.7164224,-0.7558913,-0.0394689
28,-0.271003,-0.3677067,"('disloyal', 'loyal')",-0.271003,-0.3677067,-0.0967037
29,0.6592628,0.5471168,"('unfair', 'fair')",0.6592628,0.5471168,-0.112146
30,-0.2537482,-0.262707,"('intolerant', 'tolerant')",-0.2537482,-0.262707,-0.0089588
31,0.10517927,0.063643515,"('evil', 'good')",0.1051793,0.0636435,-0.0415358
32,-0.21973547,-0.33272487,"('unkind', 'kind')",-0.2197355,-0.3327249,-0.1129894
33,0.7699076,0.5926364,"('wrong', 'right')",0.7699076,0.5926364,-0.1772712
34,0.684092,0.8497743,"('mean', 'honorable')",0.684092,0.8497743,0.1656823
35,0.56288886,0.39923054,"('corrupt', 'incorrupt')",0.5628889,0.3992305,-0.1636584
36,0.7124068,0.48529872,"('hostile', 'amicable')",0.7124068,0.4852987,-0.2271081
37,0.06833404,0.112718284,"('fake', 'genuine')",0.068334,0.1127183,0.0443843
38,0.45178586,0.35463092,"('untruthful', 'truthful')",0.4517859,0.3546309,-0.097155
39,0.1905867,0.27050886,"('exploitative', 'cooperative')",0.1905867,0.2705089,0.0799222
40,-0.4958401,-0.58918655,"('stingy', 'generous')",-0.4958401,-0.5891865,-0.0933464
41,0.30067644,0.26492012,"('unforgiving', 'forgiving')",0.3006764,0.2649201,-0.0357563
42,-0.630621,-0.5775041,"('unreliable', 'reliable')",-0.630621,-0.5775041,0.0531169
43,-0.59748197,-0.5087551,"('irresponsible', 'responsible')",-0.597482,-0.5087551,0.0887269
44,0.08693689,0.15887271,"('prejudiced', 'unprejudiced')",0.0869369,0.1588727,0.0719358
45,-0.41678974,-0.39379513,"('incompetent', 'competent')",-0.4167897,-0.3937951,0.0229946
46,-0.6671256,-0.6807411,"('uncompetitive', 'competitive')",-0.6671256,-0.6807411,-0.0136155
47,0.3635941,0.48297042,"('stupid', 'smart')",0.3635941,0.4829704,0.1193763
48,-0.8685315,-0.85857457,"('unintelligent', 'intelligent')",-0.8685315,-0.8585746,0.0099569
49,-0.3618957,-0.29375586,"('unable', 'able')",-0.3618957,-0.2937559,0.0681398
50,0.37542915,0.3573743,"('clumsy', 'skillful')",0.3754292,0.3573743,-0.0180549
51,-0.098894134,-0.13128397,"('uneducated', 'educated')",-0.0988941,-0.131284,-0.0323899
52,0.6184863,0.46381888,"('irrational', 'rational')",0.6184863,0.4638189,-0.1546674
53,-0.36569166,-0.52611434,"('uncreative', 'creative')",-0.3656917,-0.5261143,-0.1604226
54,0.8864517,0.78666,"('incapable', 'capable')",0.8864517,0.78666,-0.0997917
55,-0.3649064,-0.29876217,"('incompetent', 'clever')",-0.3649064,-0.2987622,0.0661442
56,0.21671554,0.22855979,"('impractical', 'practical')",0.2167155,0.2285598,0.0118443
57,-0.6154859,-0.7459382,"('unimaginative', 'imaginative')",-0.6154859,-0.7459382,-0.1304523
58,0.5264456,0.49770224,"('undiscriminating', 'discriminating')",0.5264456,0.4977022,-0.0287434
59,-0.14117293,-0.18717775,"('foolish', 'wise')",-0.1411729,-0.1871777,-0.0460048
60,-0.70713687,-0.5308594,"('inefficient', 'efficient')",-0.7071369,-0.5308594,0.1762775
61,0.067542575,-0.041656703,"('illogical', 'logical')",0.0675426,-0.0416567,-0.1091993
62,-0.0016129389,0.15922044,"('incompetent', 'brilliant')",-0.0016129,0.1592204,0.1608333
63,0.48775798,0.44696227,"('unperceptive', 'insightful')",0.487758,0.4469623,-0.0407957
64,-1.314309,-1.3731774,"('shy', 'confident')",-1.314309,-1.3731774,-0.0588684
65,-0.725595,-0.6409579,"('insecure', 'secure')",-0.725595,-0.6409579,0.0846371
66,-0.51233315,-0.53717697,"('inactive', 'active')",-0.5123332,-0.537177,-0.0248438
67,0.29597887,0.2767726,"('doubtful', 'determined')",0.2959789,0.2767726,-0.0192063
68,0.36926603,0.27489734,"('dependent', 'independent')",0.369266,0.2748973,-0.0943687
69,0.99532866,0.9944401,"('lazy', 'industrious')",0.9953287,0.9944401,-0.0008886
70,-0.7576823,-0.6324656,"('lethargic', 'energetic')",-0.7576823,-0.6324656,0.1252167
71,-0.24559149,-0.38255215,"('diffident', 'self-confident')",-0.2455915,-0.3825521,-0.1369606
72,-0.00050811097,-0.011856079,"('unambitious', 'ambitious')",-0.0005081,-0.0118561,-0.011348
73,0.1518766,0.11321484,"('helpless', 'self-reliant')",0.1518766,0.1132148,-0.0386618
74,0.18931375,0.16988936,"('undedicated', 'dedicated')",0.1893138,0.1698894,-0.0194244
75,0.3775696,0.33037275,"('meek', 'impulsive')",0.3775696,0.3303728,-0.0471968
76,-0.5002744,-0.30116668,"('anxious', 'daring')",-0.5002744,-0.3011667,0.1991077
77,-1.1187801,-1.0611628,"('unmotivated', 'motivated')",-1.1187801,-1.0611628,0.0576173
78,0.16099681,0.1382322,"('nonresilient', 'resilient')",0.1609968,0.1382322,-0.0227646
79,0.25509012,0.21109174,"('wavering', 'unwavering')",0.2550901,0.2110917,-0.0439984
80,-0.56283784,-0.52032495,"('dominated', 'dominating')",-0.5628378,-0.5203249,0.0425129
81,-0.84897184,-0.74243075,"('submissive', 'aggressive')",-0.8489718,-0.7424307,0.1065411
82,1.0785823,1.1859698,"('poor', 'rich')",1.0785823,1.1859698,0.1073875
83,-0.6303189,-0.71779615,"('powerless', 'powerful')",-0.6303189,-0.7177961,-0.0874772
84,0.23407656,0.21157703,"('inferior', 'superior')",0.2340766,0.211577,-0.0224996
85,1.1310923,0.9813535,"('insignificant', 'prestigious')",1.1310923,0.9813535,-0.1497388
86,-0.6086978,-0.73885256,"('uninfluential', 'influential')",-0.6086978,-0.7388526,-0.1301548
87,-0.14510259,-0.05865094,"('unsuccessful', 'successful')",-0.1451026,-0.0586509,0.0864517
88,-0.64427084,-0.6558351,"('low', 'eminent')",-0.6442708,-0.6558351,-0.0115643
