,alliance_male,alliance_female,tuple,data_male,data_female,systems_male,systems_female,corp_male,corp_female,average_male,average_female,female-male
0,0.82073975,0.9906964,"('unsociable', 'sociable')",-0.73237723,-0.79062575,-0.7861215,-0.81109864,-0.35227817,-0.43311107,-0.2625093,-0.2610348,0.0014745
1,-0.26707032,-0.32237947,"('unfriendly', 'friendly')",0.7648546,0.62154186,0.20273046,0.04819181,1.6802397,1.6180199,0.5951886,0.4913435,-0.1038451
2,1.2916574,1.394898,"('unlikable', 'likable')",0.7801176,0.87584496,0.7666262,0.8674795,0.66224086,0.68756235,0.8751605,0.9564462,0.0812857
3,0.38504547,0.6673998,"('repellent', 'pleasant')",-0.660656,-0.57756484,0.26219276,0.40002242,0.7928348,0.7727184,0.1948543,0.315644,0.1207897
4,-1.860544,-1.9922029,"('disliked', 'liked')",-0.040098242,-0.069838956,-0.26351413,-0.29950723,-7.082577,-7.3758316,-2.3116834,-2.4343452,-0.1226618
5,-1.6344422,-1.7912107,"('distant', 'outgoing')",1.091837,1.1403582,-0.18843156,-0.13424388,-0.37474453,-0.3219112,-0.2764453,-0.2767519,-0.0003066
6,-1.3601792,-1.4306393,"('distant', 'open')",0.71364504,0.7655064,-0.6923298,-0.6684982,0.04333405,0.12932776,-0.3238825,-0.3010758,0.0228067
7,1.6529514,1.8248256,"('insensitive', 'sensitive')",-0.08092154,-0.036636416,-0.4346673,-0.3932443,0.42936188,0.4340119,0.3916811,0.4572392,0.0655581
8,-0.57863146,-0.6483659,"('unaffectionate', 'affectionate')",0.08869589,0.009464802,-0.5969205,-0.6734544,0.72823894,0.78177094,-0.0896543,-0.1326461,-0.0429918
9,0.21147454,0.20151043,"('unaffectionate', 'caring')",0.3401544,0.30252436,-0.42607084,-0.48153123,1.3979634,1.4952582,0.3808804,0.3794404,-0.00144
10,1.7649952,2.1080685,"('unsympathetic', 'sympathetic')",-1.7587489,-1.7388293,-1.6170664,-1.5778556,-0.27750176,-0.1732521,-0.4720805,-0.3454671,0.1266134
11,1.2826319,1.4248421,"('unhelpful', 'helpful')",0.32081395,0.36162856,0.544345,0.6217018,1.7484348,1.8109778,0.9740564,1.0547875,0.0807311
12,1.3473574,1.5647444,"('unsupportive', 'supportive')",0.603915,0.7280655,-0.23115638,-0.076504916,-2.0844479,-2.083505,-0.091083,0.0332,0.124283
