,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.047972217,-0.23971768,"('unsociable', 'sociable')",1.0216968,0.90521467,1.0520816,0.7781463,-0.56606054,-0.7209411,0.3889225,0.1806756,-0.2082469
1,-1.7479898,-1.8926135,"('unfriendly', 'friendly')",-0.15602693,-0.20096508,-0.34545907,-0.50238055,1.9686961,1.8977145,-0.0701949,-0.1745612,-0.1043663
2,0.4174681,0.44768205,"('unlikable', 'likable')",0.5294087,0.5887557,1.3036747,1.3192142,0.36800507,0.4800481,0.6546391,0.708925,0.0542859
3,-0.36817974,-0.4105897,"('repellent', 'pleasant')",-0.6751132,-0.6491867,0.64421785,0.658354,0.33879513,0.35045835,-0.01507,-0.012741,0.002329
4,-0.47629017,-0.54427415,"('disliked', 'liked')",-1.1297394,-1.1118603,-0.19221121,-0.20447299,-6.7115088,-6.768186,-2.1274374,-2.1571984,-0.029761
5,-1.6674536,-1.522023,"('distant', 'outgoing')",-1.8442577,-1.6352035,-1.908816,-1.7357304,-0.19202217,-0.112880245,-1.4031374,-1.2514592,0.1516782
6,-2.2406728,-2.0605114,"('distant', 'open')",-2.4752877,-2.1953948,-2.3754637,-2.158838,0.29636216,0.40854976,-1.6987655,-1.5015486,0.1972169
7,-0.6372228,-0.7598909,"('insensitive', 'sensitive')",0.56740063,0.4976896,-0.0136560565,-0.017595798,0.818418,0.81803024,0.1837349,0.1345583,-0.0491766
8,-1.1396775,-1.1570654,"('unaffectionate', 'affectionate')",-1.2888669,-1.2522075,-0.11126109,-0.15111169,1.0324041,0.9783815,-0.3768504,-0.3955007,-0.0186503
9,-1.5044531,-1.5813438,"('unaffectionate', 'caring')",-0.7940901,-0.7831273,-0.13439992,-0.2134378,1.318262,1.2882632,-0.2786703,-0.3224114,-0.0437411
10,-0.7433475,-1.0220747,"('unsympathetic', 'sympathetic')",0.05763451,-0.09277188,-0.38359094,-0.4996624,-0.5314655,-0.5855219,-0.4001924,-0.5500077,-0.1498153
11,0.19509852,0.018094335,"('unhelpful', 'helpful')",0.70199406,0.50157076,0.062378243,-0.050326712,1.7260442,1.7561734,0.6713787,0.5563779,-0.1150008
12,-0.3089021,-0.34022957,"('unsupportive', 'supportive')",0.45867574,0.49894226,0.29872608,0.37830657,-1.7789516,-1.7636307,-0.332613,-0.3066529,0.0259601
13,0.49825367,0.31787616,"('impolite', 'polite')",1.0410509,0.9010291,-0.07852775,-0.16020958,-0.34063408,-0.32640338,0.2800357,0.1830731,-0.0969626
14,0.8686352,0.7288003,"('antisocial', 'social')",2.6709878,2.5748105,1.8614861,1.7449803,-0.25995177,-0.42176378,1.2852894,1.1567068,-0.1285826
15,0.06703754,0.011265021,"('boring', 'funny')",0.7906342,0.77234787,-0.57409,-0.672817,0.4956906,0.49386734,0.1948181,0.1511658,-0.0436523
16,-0.70591784,-0.70978546,"('unpopular', 'popular')",-1.128816,-1.1154927,-0.37361175,-0.3460672,0.35544056,0.43361843,-0.4632263,-0.4344317,0.0287946
17,-0.2002864,-0.14615756,"('nasty', 'nice')",-0.40802863,-0.41974705,-0.4589111,-0.4146045,-0.6005259,-0.54973924,-0.416938,-0.3825621,0.0343759
18,-0.064088136,-0.08187475,"('disagreeable', 'welcoming')",-0.7965157,-0.77721083,-0.6893538,-0.65018874,-0.44380435,-0.47784403,-0.4984405,-0.4967796,0.0016609
19,-1.3289607,-1.262785,"('inhospitable', 'hospitable')",-1.9094737,-1.83844,-2.0424306,-1.9966534,-0.19586745,-0.025335658,-1.3691831,-1.2808036,0.0883795
20,0.012281731,-0.044979602,"('rough', 'thoughtful')",0.13223901,0.102899335,1.2660831,1.2867782,1.146425,1.0732635,0.6392572,0.6044904,-0.0347668
21,0.8380314,0.59677285,"('immoral', 'moral')",0.8797401,0.70831484,0.63335633,0.45883358,-0.8536878,-0.88401765,0.37436,0.2199759,-0.1543841
22,0.7261722,0.5236087,"('untrustworthy', 'trustworthy')",0.73809797,0.52885395,1.2092614,1.0323824,-0.82491744,-0.9158143,0.4621535,0.2922577,-0.1698958
