,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5821171,-0.72931933,"('unsociable', 'sociable')",-0.33509368,-0.55300933,-0.4586054,-0.6411643,-0.1825589
1,1.9844708,1.8902647,"('unfriendly', 'friendly')",1.9613572,1.8200976,1.972914,1.8551812,-0.1177328
2,0.8816744,0.9867803,"('unlikable', 'likable')",0.41950166,0.4713039,0.650588,0.7290421,0.0784541
3,-0.59595114,-0.46058574,"('repellent', 'pleasant')",0.34851244,0.40845534,-0.1237193,-0.0260652,0.0976541
4,-1.2503109,-1.3093617,"('disliked', 'liked')",-6.8239317,-6.888516,-4.0371213,-4.0989389,-0.0618176
5,1.1335095,1.2442455,"('distant', 'outgoing')",-0.06721866,-0.078596205,0.5331454,0.5828246,0.0496792
6,1.35741,1.4756585,"('distant', 'open')",0.25964576,0.27070174,0.8085278,0.8731802,0.0646524
7,0.16052796,0.16250153,"('insensitive', 'sensitive')",0.77429855,0.699711,0.4674132,0.4311063,-0.0363069
8,1.0497963,1.0610659,"('unaffectionate', 'affectionate')",0.8012126,0.6633933,0.9255044,0.8622296,-0.0632748
9,1.3423959,1.358524,"('unaffectionate', 'caring')",0.8925676,0.8120904,1.1174817,1.0853071,-0.0321746
10,-0.46075058,-0.50404507,"('unsympathetic', 'sympathetic')",-0.3840161,-0.5135759,-0.4223833,-0.5088105,-0.0864272
11,-0.0990778,0.016586935,"('unhelpful', 'helpful')",1.4335428,1.5021304,0.6672325,0.7593586,0.0921261
12,0.81698394,0.8690039,"('unsupportive', 'supportive')",-1.7859011,-1.863237,-0.4844586,-0.4971166,-0.012658
13,-1.1664999,-1.3686923,"('impolite', 'polite')",-0.5980605,-0.6796338,-0.8822802,-1.024163,-0.1418828
14,-0.8608209,-0.8851597,"('antisocial', 'social')",-0.65924513,-0.76985526,-0.760033,-0.8275075,-0.0674745
15,1.5586693,1.4244394,"('boring', 'funny')",0.44627947,0.40348855,1.0024744,0.913964,-0.0885104
16,-1.2564507,-1.1242548,"('unpopular', 'popular')",0.32000762,0.43113703,-0.4682215,-0.3465589,0.1216626
17,-0.25945684,-0.19768535,"('nasty', 'nice')",-0.29212058,-0.21660168,-0.2757887,-0.2071435,0.0686452
