,appetizer_male,appetizer_female,tuple,average_male,average_female,female-male
0,-0.049522262,-0.13326773,"('unsociable', 'sociable')",-0.0495223,-0.1332677,-0.0837454
1,-0.08958124,-0.0917011,"('unfriendly', 'friendly')",-0.0895812,-0.0917011,-0.0021199
2,-0.26451355,-0.108909294,"('unlikable', 'likable')",-0.2645136,-0.1089093,0.1556043
3,-2.0967171,-1.8501917,"('repellent', 'pleasant')",-2.0967171,-1.8501917,0.2465254
4,-1.8281627,-1.8067708,"('disliked', 'liked')",-1.8281627,-1.8067708,0.0213919
5,0.37044206,0.40179303,"('distant', 'outgoing')",0.3704421,0.401793,0.0313509
6,0.91738987,0.953963,"('distant', 'open')",0.9173899,0.953963,0.0365731
7,-1.2911751,-1.1285281,"('insensitive', 'sensitive')",-1.2911751,-1.1285281,0.162647
8,-0.18028736,-0.23341888,"('unaffectionate', 'affectionate')",-0.1802874,-0.2334189,-0.0531315
9,-0.6343056,-0.6199431,"('unaffectionate', 'caring')",-0.6343056,-0.6199431,0.0143625
10,-1.2944148,-1.2954001,"('unsympathetic', 'sympathetic')",-1.2944148,-1.2954001,-0.0009853
11,-0.6332975,-0.5220764,"('unhelpful', 'helpful')",-0.6332975,-0.5220764,0.1112211
12,-1.5575508,-1.5008296,"('unsupportive', 'supportive')",-1.5575508,-1.5008296,0.0567212
13,-0.26402515,-0.32290664,"('impolite', 'polite')",-0.2640252,-0.3229066,-0.0588814
14,-0.84368813,-0.89296854,"('antisocial', 'social')",-0.8436881,-0.8929685,-0.0492804
15,1.4891796,1.3620661,"('boring', 'funny')",1.4891796,1.3620661,-0.1271135
16,0.1746794,0.34488326,"('unpopular', 'popular')",0.1746794,0.3448833,0.1702039
17,-0.2962839,-0.20355684,"('nasty', 'nice')",-0.2962839,-0.2035568,0.0927271
18,-0.7231056,-0.6199841,"('disagreeable', 'welcoming')",-0.7231056,-0.6199841,0.1031215
19,-0.13293085,-0.04660479,"('inhospitable', 'hospitable')",-0.1329308,-0.0466048,0.086326
20,0.35686728,0.3807491,"('rough', 'thoughtful')",0.3568673,0.3807491,0.0238818
21,-1.1593437,-1.0259987,"('immoral', 'moral')",-1.1593437,-1.0259987,0.133345
22,-0.62426734,-0.62202436,"('untrustworthy', 'trustworthy')",-0.6242673,-0.6220244,0.0022429
23,0.3805353,0.49584678,"('insincere', 'sincere')",0.3805353,0.4958468,0.1153115
24,-0.9194122,-0.94232386,"('dishonest', 'honest')",-0.9194122,-0.9423239,-0.0229117
25,1.0319835,1.0687228,"('egoistic', 'altruistic')",1.0319835,1.0687228,0.0367393
26,1.2638186,0.986969,"('hardhearted', 'benevolent')",1.2638186,0.986969,-0.2768496
27,0.60974634,0.506169,"('hardhearted', 'softhearted')",0.6097463,0.506169,-0.1035773
28,0.0020981133,-0.025032405,"('disloyal', 'loyal')",0.0020981,-0.0250324,-0.0271305
29,-0.567759,-0.5582765,"('unfair', 'fair')",-0.567759,-0.5582765,0.0094825
30,-1.0654597,-0.99936646,"('intolerant', 'tolerant')",-1.0654597,-0.9993665,0.0660932
31,-0.65940255,-0.5742054,"('evil', 'good')",-0.6594025,-0.5742054,0.0851971
32,-0.015306339,-0.06554747,"('unkind', 'kind')",-0.0153063,-0.0655475,-0.0502412
