,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.33097062,0.2119971,"('unsociable', 'sociable')",0.3309706,0.2119971,-0.1189735
1,1.0502595,1.0001347,"('unfriendly', 'friendly')",1.0502595,1.0001347,-0.0501248
2,0.61448336,0.76763284,"('unlikable', 'likable')",0.6144834,0.7676328,0.1531494
3,1.0129547,1.0062546,"('repellent', 'pleasant')",1.0129547,1.0062546,-0.0067001
4,-7.216109,-7.072595,"('disliked', 'liked')",-7.2161088,-7.0725951,0.1435137
5,-0.27711463,-0.12226686,"('distant', 'outgoing')",-0.2771146,-0.1222669,0.1548477
6,-0.2277517,-0.103706025,"('distant', 'open')",-0.2277517,-0.103706,0.1240457
7,0.67785496,0.71042204,"('insensitive', 'sensitive')",0.677855,0.710422,0.032567
8,0.8581574,0.8408933,"('unaffectionate', 'affectionate')",0.8581574,0.8408933,-0.0172641
9,1.6062533,1.6492908,"('unaffectionate', 'caring')",1.6062533,1.6492908,0.0430375
10,1.191807,1.1765466,"('unsympathetic', 'sympathetic')",1.191807,1.1765466,-0.0152604
11,2.1753142,2.178397,"('unhelpful', 'helpful')",2.1753142,2.1783969,0.0030827
12,-1.3815837,-1.321939,"('unsupportive', 'supportive')",-1.3815837,-1.321939,0.0596447
13,0.4470701,0.3416029,"('impolite', 'polite')",0.4470701,0.3416029,-0.1054672
14,0.2609578,0.1844063,"('antisocial', 'social')",0.2609578,0.1844063,-0.0765515
15,0.4840675,0.46367595,"('boring', 'funny')",0.4840675,0.4636759,-0.0203916
16,-0.20801383,-0.1597514,"('unpopular', 'popular')",-0.2080138,-0.1597514,0.0482624
17,-0.18947667,-0.10965838,"('nasty', 'nice')",-0.1894767,-0.1096584,0.0798183
18,-0.4193788,-0.49642807,"('disagreeable', 'welcoming')",-0.4193788,-0.4964281,-0.0770493
19,-0.83226573,-0.64621794,"('inhospitable', 'hospitable')",-0.8322657,-0.6462179,0.1860478
20,0.68857807,0.54066694,"('rough', 'thoughtful')",0.6885781,0.5406669,-0.1479112
21,0.09162262,0.15199035,"('immoral', 'moral')",0.0916226,0.1519904,0.0603678
22,0.064968005,0.100201026,"('untrustworthy', 'trustworthy')",0.064968,0.100201,0.035233
23,6.4867225,6.429825,"('insincere', 'sincere')",6.4867225,6.4298248,-0.0568977
24,1.7852898,1.8073236,"('dishonest', 'honest')",1.7852898,1.8073236,0.0220338
25,0.36970595,0.32316306,"('egoistic', 'altruistic')",0.3697059,0.3231631,-0.0465428
26,0.3880055,0.2762573,"('hardhearted', 'benevolent')",0.3880055,0.2762573,-0.1117482
27,1.198043,1.022379,"('hardhearted', 'softhearted')",1.198043,1.022379,-0.175664
28,0.89988446,0.83222455,"('disloyal', 'loyal')",0.8998845,0.8322245,-0.06766
29,-0.41623288,-0.41346097,"('unfair', 'fair')",-0.4162329,-0.413461,0.0027719
30,1.0452931,0.98374534,"('intolerant', 'tolerant')",1.0452931,0.9837453,-0.0615478
31,-1.8445935,-1.6829438,"('evil', 'good')",-1.8445935,-1.6829438,0.1616497
32,1.1127741,1.0969179,"('unkind', 'kind')",1.1127741,1.0969179,-0.0158562
33,-0.27081168,-0.21128754,"('wrong', 'right')",-0.2708117,-0.2112875,0.0595242
34,4.635979,4.773344,"('mean', 'honorable')",4.6359792,4.773344,0.1373648
35,-1.4690417,-1.4857967,"('corrupt', 'incorrupt')",-1.4690417,-1.4857967,-0.016755
36,-1.3300561,-1.29385,"('hostile', 'amicable')",-1.3300561,-1.2938499,0.0362062
37,0.3154985,0.3440567,"('fake', 'genuine')",0.3154985,0.3440567,0.0285582
38,-0.17210114,-0.09506379,"('untruthful', 'truthful')",-0.1721011,-0.0950638,0.0770373
39,0.11944217,0.110759996,"('exploitative', 'cooperative')",0.1194422,0.11076,-0.0086822
40,-1.6963129,-1.8131858,"('stingy', 'generous')",-1.6963129,-1.8131858,-0.1168729
41,-0.032338746,-0.061706576,"('unforgiving', 'forgiving')",-0.0323387,-0.0617066,-0.0293679
42,-1.9890755,-1.9721272,"('unreliable', 'reliable')",-1.9890755,-1.9721272,0.0169483
43,1.6061759,1.5475634,"('irresponsible', 'responsible')",1.6061759,1.5475634,-0.0586125
44,-1.3636315,-1.4146894,"('prejudiced', 'unprejudiced')",-1.3636315,-1.4146894,-0.0510579
45,0.30542773,0.3405689,"('incompetent', 'competent')",0.3054277,0.3405689,0.0351412
46,-0.25252372,-0.30264917,"('uncompetitive', 'competitive')",-0.2525237,-0.3026492,-0.0501255
47,5.227796,5.377977,"('stupid', 'smart')",5.2277961,5.3779769,0.1501808
48,0.8811227,0.6754308,"('unintelligent', 'intelligent')",0.8811227,0.6754308,-0.2056919
49,0.20835361,0.34850907,"('unable', 'able')",0.2083536,0.3485091,0.1401555
50,-0.17787278,-0.18385443,"('clumsy', 'skillful')",-0.1778728,-0.1838544,-0.0059816
51,0.21802528,0.23717666,"('uneducated', 'educated')",0.2180253,0.2371767,0.0191514
52,-0.7983906,-0.7888776,"('irrational', 'rational')",-0.7983906,-0.7888776,0.009513
53,-0.0020696009,0.028116357,"('uncreative', 'creative')",-0.0020696,0.0281164,0.030186
54,0.9670863,1.1718613,"('incapable', 'capable')",0.9670863,1.1718613,0.204775
55,0.9787249,0.87100863,"('incompetent', 'clever')",0.9787249,0.8710086,-0.1077163
56,1.16079,1.1644084,"('impractical', 'practical')",1.16079,1.1644084,0.0036184
57,-2.449609,-2.4201353,"('unimaginative', 'imaginative')",-2.449609,-2.4201353,0.0294737
58,0.07903223,0.07637806,"('undiscriminating', 'discriminating')",0.0790322,0.0763781,-0.0026541
59,-0.19678652,-0.0553813,"('foolish', 'wise')",-0.1967865,-0.0553813,0.1414052
60,1.1486102,1.0798362,"('inefficient', 'efficient')",1.1486102,1.0798362,-0.068774
61,0.44709563,0.266266,"('illogical', 'logical')",0.4470956,0.266266,-0.1808296
62,1.4168904,1.4500054,"('incompetent', 'brilliant')",1.4168904,1.4500054,0.033115
63,0.5570456,0.5959358,"('unperceptive', 'insightful')",0.5570456,0.5959358,0.0388902
64,-5.7355213,-5.624175,"('shy', 'confident')",-5.7355213,-5.6241751,0.1113462
65,0.94520545,0.8851598,"('insecure', 'secure')",0.9452055,0.8851598,-0.0600457
66,-0.38213417,-0.31785947,"('inactive', 'active')",-0.3821342,-0.3178595,0.0642747
67,-0.5300032,-0.41013014,"('doubtful', 'determined')",-0.5300032,-0.4101301,0.1198731
68,-0.265578,-0.26650167,"('dependent', 'independent')",-0.265578,-0.2665017,-0.0009237
69,-1.7730949,-1.6406798,"('lazy', 'industrious')",-1.7730949,-1.6406798,0.1324151
70,1.4302096,1.4147578,"('lethargic', 'energetic')",1.4302096,1.4147578,-0.0154518
71,0.4439233,0.54600036,"('diffident', 'self-confident')",0.4439233,0.5460004,0.1020771
72,1.0019232,1.0838268,"('unambitious', 'ambitious')",1.0019232,1.0838268,0.0819036
73,-3.082902,-3.0089662,"('helpless', 'self-reliant')",-3.082902,-3.0089662,0.0739358
74,-0.11852243,-0.19925031,"('undedicated', 'dedicated')",-0.1185224,-0.1992503,-0.0807279
75,-0.86752146,-0.63490653,"('meek', 'impulsive')",-0.8675215,-0.6349065,0.232615
76,0.6912687,0.5757092,"('anxious', 'daring')",0.6912687,0.5757092,-0.1155595
77,-0.93673915,-0.8650039,"('unmotivated', 'motivated')",-0.9367391,-0.8650039,0.0717352
78,-0.62614685,-0.703731,"('nonresilient', 'resilient')",-0.6261469,-0.703731,-0.0775841
79,-0.6878134,-0.55295897,"('wavering', 'unwavering')",-0.6878134,-0.552959,0.1348544
80,-0.22187226,-0.26522732,"('dominated', 'dominating')",-0.2218723,-0.2652273,-0.043355
81,0.45288813,0.45964763,"('submissive', 'aggressive')",0.4528881,0.4596476,0.0067595
82,6.8298407,6.9489965,"('poor', 'rich')",6.8298407,6.9489965,0.1191558
83,-0.69817847,-0.66773593,"('powerless', 'powerful')",-0.6981785,-0.6677359,0.0304426
84,0.07718388,0.0895078,"('inferior', 'superior')",0.0771839,0.0895078,0.0123239
85,-1.5097101,-1.5076526,"('insignificant', 'prestigious')",-1.5097101,-1.5076526,0.0020575
86,0.4557553,0.5089226,"('uninfluential', 'influential')",0.4557553,0.5089226,0.0531673
87,-0.10050023,0.06385983,"('unsuccessful', 'successful')",-0.1005002,0.0638598,0.16436
88,-0.008835265,0.01815452,"('low', 'eminent')",-0.0088353,0.0181545,0.0269898
