,corteva_male,corteva_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9998022,-1.1100744,"('unsociable', 'sociable')",-0.30391926,-0.39002934,-0.6518607,-0.7500519,-0.0981912
1,-1.8927472,-2.0252116,"('unfriendly', 'friendly')",1.4535733,1.2145163,-0.2195869,-0.4053476,-0.1857607
2,1.0635134,1.0726719,"('unlikable', 'likable')",0.5810713,0.68025666,0.8222923,0.8764642,0.0541719
3,0.20711988,0.43113068,"('repellent', 'pleasant')",0.096412644,0.23894323,0.1517663,0.335037,0.1832707
4,-0.11502768,-0.14212416,"('disliked', 'liked')",-6.207309,-6.1442895,-3.1611683,-3.1432068,0.0179615
5,-1.3434184,-1.4600277,"('distant', 'outgoing')",-0.19129884,-0.31506416,-0.7673586,-0.8875459,-0.1201873
6,-1.9321609,-1.9898152,"('distant', 'open')",0.034394722,-0.1389989,-0.9488831,-1.0644071,-0.115524
7,-0.4907744,-0.34447008,"('insensitive', 'sensitive')",0.4125132,0.55852365,-0.0391306,0.1070268,0.1461574
8,-1.3139313,-1.465895,"('unaffectionate', 'affectionate')",0.41268128,0.24902962,-0.450625,-0.6084327,-0.1578077
9,-1.3561265,-1.4585562,"('unaffectionate', 'caring')",0.83975923,0.78853154,-0.2581837,-0.3350123,-0.0768286
10,-0.62377954,-0.55115086,"('unsympathetic', 'sympathetic')",-0.23325348,-0.18931928,-0.4285165,-0.3702351,0.0582814
11,-0.2645747,-0.30794024,"('unhelpful', 'helpful')",1.9566545,2.0298266,0.8460399,0.8609432,0.0149033
12,-0.5156568,-0.4398393,"('unsupportive', 'supportive')",-1.667643,-1.5183296,-1.0916499,-0.9790845,0.1125654
13,0.23975547,0.11658815,"('impolite', 'polite')",-0.15978682,-0.05907727,0.0399843,0.0287554,-0.0112289
14,0.57586,0.6706282,"('antisocial', 'social')",-0.23884985,-0.14156052,0.1685051,0.2645338,0.0960287
15,-0.059121437,-0.3259508,"('boring', 'funny')",0.61721694,0.5547065,0.2790478,0.1143779,-0.1646699
16,-0.55223393,-0.49618852,"('unpopular', 'popular')",0.51417464,0.50729114,-0.0190296,0.0055513,0.0245809
17,-0.26404962,-0.2713159,"('nasty', 'nice')",-0.119848505,-0.10555508,-0.1919491,-0.1884355,0.0035136
18,-0.13745011,-0.07490153,"('disagreeable', 'welcoming')",-0.305738,-0.35101342,-0.2215941,-0.2129575,0.0086366
19,-1.1341984,-1.2203618,"('inhospitable', 'hospitable')",-0.108965635,-0.21912396,-0.621582,-0.7197429,-0.0981609
20,0.1276241,0.18077838,"('rough', 'thoughtful')",1.2293502,1.1550906,0.6784872,0.6679345,-0.0105527
21,0.630764,0.6193105,"('immoral', 'moral')",-0.19064459,-0.086895876,0.2200597,0.2662073,0.0461476
22,0.54607,0.59072447,"('untrustworthy', 'trustworthy')",-0.96334565,-0.95648277,-0.2086378,-0.1828791,0.0257587
23,-0.7098118,-0.7076606,"('insincere', 'sincere')",5.473713,5.400216,2.3819506,2.3462777,-0.0356729
24,-0.61097646,-0.65787065,"('dishonest', 'honest')",0.8635921,0.8073738,0.1263078,0.0747516,-0.0515562
25,-0.055386074,-0.24490507,"('egoistic', 'altruistic')",1.2602079,1.0938364,0.6024109,0.4244657,-0.1779452
26,-0.70371556,-0.81664395,"('hardhearted', 'benevolent')",1.4265672,1.2055322,0.3614258,0.1944441,-0.1669817
27,-0.24190377,-0.22610871,"('hardhearted', 'softhearted')",1.3262519,1.290854,0.542174,0.5323727,-0.0098013
28,-0.88672584,-1.0415797,"('disloyal', 'loyal')",0.7053442,0.5601903,-0.0906908,-0.2406947,-0.1500039
29,-0.48200935,-0.4901072,"('unfair', 'fair')",-0.48739564,-0.66637236,-0.4847025,-0.5782398,-0.0935373
30,0.97015417,0.96004754,"('intolerant', 'tolerant')",1.9073728,1.9005524,1.4387635,1.4303,-0.0084635
31,-1.5004166,-1.3703159,"('evil', 'good')",-1.3203243,-1.5133524,-1.4103705,-1.4418342,-0.0314637
32,0.18971659,0.03164557,"('unkind', 'kind')",0.923743,0.825738,0.5567298,0.4286918,-0.128038
33,-0.015919013,-0.076868914,"('wrong', 'right')",-0.41108933,-0.44094494,-0.2135042,-0.2589069,-0.0454027
34,-0.33410537,-0.28987908,"('mean', 'honorable')",5.9627,5.931066,2.8142972,2.8205934,0.0062962
35,-0.17464931,-0.31901073,"('corrupt', 'incorrupt')",-0.21729401,-0.48689944,-0.1959717,-0.4029551,-0.2069834
36,-1.0432537,-1.1137747,"('hostile', 'amicable')",-0.07283528,-0.37290937,-0.5580445,-0.743342,-0.1852975
37,-0.3905391,-0.38377595,"('fake', 'genuine')",0.16566058,0.18875621,-0.1124393,-0.0975099,0.0149294
38,-0.7024133,-0.7328143,"('untruthful', 'truthful')",0.2865976,0.32893994,-0.2079079,-0.2019372,0.0059707
39,0.39173734,0.38976645,"('exploitative', 'cooperative')",0.2704628,0.29836342,0.3311001,0.344065,0.0129649
40,0.3045641,0.39412072,"('stingy', 'generous')",-1.6716496,-1.7030998,-0.6835427,-0.6544896,0.0290531
41,0.010457452,0.07072007,"('unforgiving', 'forgiving')",0.12667164,0.10173287,0.0685645,0.0862265,0.017662
42,0.7259348,0.8117861,"('unreliable', 'reliable')",-3.0222704,-2.8578548,-1.1481678,-1.0230343,0.1251335
43,-0.35972047,-0.3611182,"('irresponsible', 'responsible')",0.8357859,0.85691875,0.2380327,0.2479003,0.0098676
44,0.61968875,0.5394462,"('prejudiced', 'unprejudiced')",-1.3363397,-1.3635075,-0.3583255,-0.4120307,-0.0537052
45,-0.5535787,-0.42509985,"('incompetent', 'competent')",-0.21718654,-0.1385969,-0.3853826,-0.2818484,0.1035342
46,0.034890175,0.14811254,"('uncompetitive', 'competitive')",-0.44071692,-0.27472296,-0.2029134,-0.0633052,0.1396082
47,-0.056712393,-0.00274745,"('stupid', 'smart')",5.1993837,5.1777377,2.5713356,2.5874951,0.0161595
48,0.06241452,0.030698206,"('unintelligent', 'intelligent')",1.0289978,1.031672,0.5457062,0.5311851,-0.0145211
49,-0.082711905,-0.049176633,"('unable', 'able')",-0.11646283,0.014261328,-0.0995874,-0.0174577,0.0821297
50,0.051798683,0.059313543,"('clumsy', 'skillful')",-0.021442644,-0.04312752,0.015178,0.008093,-0.007085
51,-0.042929854,-0.049900077,"('uneducated', 'educated')",0.5170127,0.4527643,0.2370414,0.2014321,-0.0356093
52,-0.8763789,-1.0338895,"('irrational', 'rational')",-0.034144226,-0.20722602,-0.4552616,-0.6205578,-0.1652962
53,-1.0744368,-1.0660464,"('uncreative', 'creative')",0.5570045,0.47229517,-0.2587161,-0.2968756,-0.0381595
54,-0.8096411,-0.8764841,"('incapable', 'capable')",1.0775925,1.0663538,0.1339757,0.0949349,-0.0390408
55,0.5688819,0.6738991,"('incompetent', 'clever')",0.31027701,0.40029392,0.4395795,0.5370965,0.097517
56,0.51574856,0.4425773,"('impractical', 'practical')",0.47781408,0.5690382,0.4967813,0.5058078,0.0090265
57,-0.8722088,-0.8710825,"('unimaginative', 'imaginative')",-2.4710824,-2.413799,-1.6716456,-1.6424408,0.0292048
58,-0.43483928,-0.3412009,"('undiscriminating', 'discriminating')",-0.06590089,-0.1171606,-0.2503701,-0.2291808,0.0211893
59,0.15478688,0.1227133,"('foolish', 'wise')",0.33048666,0.27635154,0.2426368,0.1995324,-0.0431044
60,0.6526217,0.71258396,"('inefficient', 'efficient')",0.4288656,0.7016747,0.5407436,0.7071294,0.1663858
61,-0.74199384,-0.7939121,"('illogical', 'logical')",0.31972378,0.197371,-0.211135,-0.2982706,-0.0871356
62,0.7687754,0.91998756,"('incompetent', 'brilliant')",0.6870907,1.0237881,0.727933,0.9718878,0.2439548
63,-0.6281314,-0.50812995,"('unperceptive', 'insightful')",0.75177115,0.9356959,0.0618199,0.213783,0.1519631
64,0.5438952,0.50935054,"('shy', 'confident')",-6.3222413,-6.078492,-2.889173,-2.7845707,0.1046023
65,0.33218414,0.30605382,"('insecure', 'secure')",-0.4334677,-0.38797402,-0.0506418,-0.0409601,0.0096817
66,-1.0460097,-1.1099517,"('inactive', 'active')",0.3723832,0.30283833,-0.3368132,-0.4035567,-0.0667435
67,0.4700632,0.37635705,"('doubtful', 'determined')",-0.17554662,-0.20921567,0.1472583,0.0835707,-0.0636876
68,-0.5297802,-0.46631837,"('dependent', 'independent')",-0.35557663,-0.38500223,-0.4426784,-0.4256603,0.0170181
69,-0.08971511,-0.13235888,"('lazy', 'industrious')",-0.3723779,-0.38421673,-0.2310465,-0.2582878,-0.0272413
70,-0.16870847,-0.062359452,"('lethargic', 'energetic')",0.6235395,0.77219266,0.2274155,0.3549166,0.1275011
71,-0.44693923,-0.49793875,"('diffident', 'self-confident')",0.234874,0.23466161,-0.1060326,-0.1316386,-0.025606
72,0.3732147,0.39326063,"('unambitious', 'ambitious')",-0.98893744,-0.9196011,-0.3078614,-0.2631702,0.0446912
73,0.79849505,0.8107068,"('helpless', 'self-reliant')",-2.8644235,-2.7846582,-1.0329642,-0.9869757,0.0459885
74,0.07210162,0.09966585,"('undedicated', 'dedicated')",0.010333503,-0.05307544,0.0412176,0.0232952,-0.0179224
75,0.05820593,0.024578312,"('meek', 'impulsive')",-0.5280523,-0.51496756,-0.2349232,-0.2451946,-0.0102714
76,0.94599485,1.0181538,"('anxious', 'daring')",0.45413524,0.60569763,0.700065,0.8119257,0.1118607
77,-0.20642029,-0.11734415,"('unmotivated', 'motivated')",-0.93227774,-0.7390294,-0.569349,-0.4281868,0.1411622
78,0.016994147,0.090927005,"('nonresilient', 'resilient')",0.3456496,0.44858038,0.1813219,0.2697537,0.0884318
79,-1.2054108,-1.2332177,"('wavering', 'unwavering')",-0.17343536,-0.2563433,-0.6894231,-0.7447805,-0.0553574
80,0.30324996,0.27265212,"('dominated', 'dominating')",-1.2780366,-1.1363579,-0.4873933,-0.4318529,0.0555404
81,0.24258757,0.16558626,"('submissive', 'aggressive')",-0.22927494,-0.01362858,0.0066563,0.0759788,0.0693225
82,-0.17338102,-0.14297318,"('poor', 'rich')",5.914111,5.82769,2.8703651,2.8423586,-0.0280065
83,0.28666088,0.14878142,"('powerless', 'powerful')",-0.7174741,-0.7967588,-0.2154066,-0.3239887,-0.1085821
84,1.1013818,0.92485875,"('inferior', 'superior')",0.9039744,0.88164824,1.0026782,0.9032535,-0.0994247
85,-0.8378811,-0.9165323,"('insignificant', 'prestigious')",0.45815238,0.21593574,-0.1898644,-0.3502983,-0.1604339
86,-1.4433845,-1.4727458,"('uninfluential', 'influential')",-0.26329145,-0.3337439,-0.853338,-0.9032449,-0.0499069
87,-0.0018033627,-0.010764599,"('unsuccessful', 'successful')",0.60294664,0.72039366,0.3005717,0.3548145,0.0542428
88,-0.81035197,-0.88638735,"('low', 'eminent')",0.26244178,0.20296946,-0.2739551,-0.341709,-0.0677539
