,broker_male,broker_female,tuple,average_male,average_female,female-male
0,0.53657955,0.36557248,"('unsociable', 'sociable')",0.5365795,0.3655725,-0.171007
1,1.1801884,1.0949208,"('unfriendly', 'friendly')",1.1801884,1.0949208,-0.0852676
2,0.3288303,0.40459678,"('unlikable', 'likable')",0.3288303,0.4045968,0.0757665
3,0.037894413,0.26794168,"('repellent', 'pleasant')",0.0378944,0.2679417,0.2300473
4,-7.7480826,-7.812104,"('disliked', 'liked')",-7.7480826,-7.8121042,-0.0640216
5,-0.79813606,-0.8155974,"('distant', 'outgoing')",-0.7981361,-0.8155974,-0.0174613
6,-0.11334966,-0.16726092,"('distant', 'open')",-0.1133497,-0.1672609,-0.0539112
7,1.1536726,1.2513402,"('insensitive', 'sensitive')",1.1536726,1.2513402,0.0976676
8,1.4345974,1.3082706,"('unaffectionate', 'affectionate')",1.4345974,1.3082706,-0.1263268
9,1.884756,1.9142922,"('unaffectionate', 'caring')",1.884756,1.9142922,0.0295362
10,0.9263437,0.9596832,"('unsympathetic', 'sympathetic')",0.9263437,0.9596832,0.0333395
11,2.200667,2.2518008,"('unhelpful', 'helpful')",2.2006669,2.2518008,0.0511339
12,-1.2960094,-1.2733947,"('unsupportive', 'supportive')",-1.2960094,-1.2733947,0.0226147
13,0.19074881,0.21941265,"('impolite', 'polite')",0.1907488,0.2194127,0.0286639
14,0.41699934,0.38166967,"('antisocial', 'social')",0.4169993,0.3816697,-0.0353296
15,0.30845284,0.23168585,"('boring', 'funny')",0.3084528,0.2316858,-0.076767
16,-0.7312987,-0.65156585,"('unpopular', 'popular')",-0.7312987,-0.6515658,0.0797329
17,0.16696295,0.21036388,"('nasty', 'nice')",0.166963,0.2103639,0.0434009
18,-0.7253489,-0.61917114,"('disagreeable', 'welcoming')",-0.7253489,-0.6191711,0.1061778
19,-0.50791574,-0.49292633,"('inhospitable', 'hospitable')",-0.5079157,-0.4929263,0.0149894
20,0.40508756,0.3800846,"('rough', 'thoughtful')",0.4050876,0.3800846,-0.025003
21,-0.46967092,-0.23290269,"('immoral', 'moral')",-0.4696709,-0.2329027,0.2367682
22,-0.6094568,-0.58638483,"('untrustworthy', 'trustworthy')",-0.6094568,-0.5863848,0.023072
23,6.8647804,7.0002956,"('insincere', 'sincere')",6.8647804,7.0002956,0.1355152
24,1.2698926,1.2214655,"('dishonest', 'honest')",1.2698926,1.2214655,-0.0484271
25,0.7819919,0.753705,"('egoistic', 'altruistic')",0.7819919,0.753705,-0.0282869
26,1.860643,1.5673438,"('hardhearted', 'benevolent')",1.860643,1.5673438,-0.2932992
27,1.5934223,1.4192578,"('hardhearted', 'softhearted')",1.5934223,1.4192578,-0.1741645
28,1.412797,1.3237112,"('disloyal', 'loyal')",1.412797,1.3237112,-0.0890858
29,-0.60458684,-0.72799796,"('unfair', 'fair')",-0.6045868,-0.727998,-0.1234112
30,1.0666263,1.1115416,"('intolerant', 'tolerant')",1.0666263,1.1115416,0.0449153
31,-1.5780106,-1.618877,"('evil', 'good')",-1.5780106,-1.6188771,-0.0408665
32,1.3533248,1.287384,"('unkind', 'kind')",1.3533248,1.287384,-0.0659408
33,-0.19067645,-0.27987844,"('wrong', 'right')",-0.1906765,-0.2798784,-0.0892019
34,5.023151,5.22451,"('mean', 'honorable')",5.0231509,5.2245102,0.2013593
35,-0.71474457,-1.0227721,"('corrupt', 'incorrupt')",-0.7147446,-1.0227721,-0.3080275
36,-0.21856588,-0.4639984,"('hostile', 'amicable')",-0.2185659,-0.4639984,-0.2454325
37,0.5976347,0.574574,"('fake', 'genuine')",0.5976347,0.574574,-0.0230607
38,0.4258314,0.41413918,"('untruthful', 'truthful')",0.4258314,0.4141392,-0.0116922
39,0.25952813,0.31789702,"('exploitative', 'cooperative')",0.2595281,0.317897,0.0583689
40,-2.0517743,-2.1379135,"('stingy', 'generous')",-2.0517743,-2.1379135,-0.0861392
41,0.83786756,0.6709723,"('unforgiving', 'forgiving')",0.8378676,0.6709723,-0.1668953
42,-2.9941938,-2.8746774,"('unreliable', 'reliable')",-2.9941938,-2.8746774,0.1195164
43,1.5449966,1.5352378,"('irresponsible', 'responsible')",1.5449966,1.5352378,-0.0097588
44,-1.5707519,-1.5544899,"('prejudiced', 'unprejudiced')",-1.5707519,-1.5544899,0.016262
45,0.4893841,0.40263078,"('incompetent', 'competent')",0.4893841,0.4026308,-0.0867533
46,-0.60273486,-0.6701988,"('uncompetitive', 'competitive')",-0.6027349,-0.6701988,-0.0674639
47,5.6431165,5.697282,"('stupid', 'smart')",5.6431165,5.6972818,0.0541653
48,-0.007930782,0.10430644,"('unintelligent', 'intelligent')",-0.0079308,0.1043064,0.1122372
49,-0.5234993,-0.2763201,"('unable', 'able')",-0.5234993,-0.2763201,0.2471792
50,-0.2741112,-0.25329328,"('clumsy', 'skillful')",-0.2741112,-0.2532933,0.0208179
51,-0.13007936,-0.051657975,"('uneducated', 'educated')",-0.1300794,-0.051658,0.0784214
52,-0.0925467,-0.28381836,"('irrational', 'rational')",-0.0925467,-0.2838184,-0.1912717
53,-0.3659661,-0.3999318,"('uncreative', 'creative')",-0.3659661,-0.3999318,-0.0339657
54,0.932754,0.96660733,"('incapable', 'capable')",0.932754,0.9666073,0.0338533
55,0.5979909,0.7576737,"('incompetent', 'clever')",0.5979909,0.7576737,0.1596828
56,0.33987954,0.46636108,"('impractical', 'practical')",0.3398795,0.4663611,0.1264816
57,-3.0219991,-3.1296232,"('unimaginative', 'imaginative')",-3.0219991,-3.1296232,-0.1076241
58,0.6123713,0.56205946,"('undiscriminating', 'discriminating')",0.6123713,0.5620595,-0.0503118
59,-0.04365471,-0.024130447,"('foolish', 'wise')",-0.0436547,-0.0241304,0.0195243
60,0.32058275,0.65783286,"('inefficient', 'efficient')",0.3205827,0.6578329,0.3372502
61,0.6718749,0.50384605,"('illogical', 'logical')",0.6718749,0.503846,-0.1680289
62,0.17305428,0.41517943,"('incompetent', 'brilliant')",0.1730543,0.4151794,0.2421251
63,0.30495685,0.38348886,"('unperceptive', 'insightful')",0.3049569,0.3834889,0.078532
64,-6.974195,-6.7758384,"('shy', 'confident')",-6.974195,-6.7758384,0.1983566
65,0.24558139,0.43566656,"('insecure', 'secure')",0.2455814,0.4356666,0.1900852
66,-0.39404848,-0.60061,"('inactive', 'active')",-0.3940485,-0.60061,-0.2065615
67,-0.20115417,-0.18834576,"('doubtful', 'determined')",-0.2011542,-0.1883458,0.0128084
68,-1.4245092,-1.299817,"('dependent', 'independent')",-1.4245092,-1.299817,0.1246922
69,-1.6368039,-1.7076405,"('lazy', 'industrious')",-1.6368039,-1.7076405,-0.0708366
70,0.8012613,0.8623589,"('lethargic', 'energetic')",0.8012613,0.8623589,0.0610976
71,0.45075688,0.51221085,"('diffident', 'self-confident')",0.4507569,0.5122108,0.0614539
72,0.26469636,0.3798063,"('unambitious', 'ambitious')",0.2646964,0.3798063,0.1151099
73,-3.1852508,-3.0131757,"('helpless', 'self-reliant')",-3.1852508,-3.0131757,0.1720751
