,veil_male,veil_female,tuple,average_male,average_female,female-male
0,0.4585341,0.22142273,"('unsociable', 'sociable')",0.4585341,0.2214227,-0.2371114
1,1.2244886,1.267737,"('unfriendly', 'friendly')",1.2244886,1.267737,0.0432484
2,0.6886245,0.85704017,"('unlikable', 'likable')",0.6886245,0.8570402,0.1684157
3,1.0210847,1.0073845,"('repellent', 'pleasant')",1.0210847,1.0073845,-0.0137002
4,-6.624587,-6.637616,"('disliked', 'liked')",-6.6245871,-6.6376162,-0.0130291
5,-0.16272071,0.015363894,"('distant', 'outgoing')",-0.1627207,0.0153639,0.1780846
6,0.038689725,0.25753868,"('distant', 'open')",0.0386897,0.2575387,0.218849
7,0.8891783,0.9118623,"('insensitive', 'sensitive')",0.8891783,0.9118623,0.022684
8,0.70130724,0.8183293,"('unaffectionate', 'affectionate')",0.7013072,0.8183293,0.1170221
9,1.3445398,1.5291764,"('unaffectionate', 'caring')",1.3445398,1.5291764,0.1846366
10,1.4177471,1.4232432,"('unsympathetic', 'sympathetic')",1.4177471,1.4232432,0.0054961
11,2.0909734,2.052311,"('unhelpful', 'helpful')",2.0909734,2.0523109,-0.0386625
12,-1.317115,-1.2777445,"('unsupportive', 'supportive')",-1.3171149,-1.2777445,0.0393704
13,0.79475075,0.6306074,"('impolite', 'polite')",0.7947508,0.6306074,-0.1641434
14,0.043837156,-0.27580124,"('antisocial', 'social')",0.0438372,-0.2758012,-0.3196384
15,0.7056857,0.71346766,"('boring', 'funny')",0.7056857,0.7134677,0.007782
16,-0.08607666,0.0035945848,"('unpopular', 'popular')",-0.0860767,0.0035946,0.0896713
17,-0.17658865,-0.14318468,"('nasty', 'nice')",-0.1765887,-0.1431847,0.033404
18,-0.34409347,-0.46512857,"('disagreeable', 'welcoming')",-0.3440935,-0.4651286,-0.1210351
19,-0.4806228,-0.18632819,"('inhospitable', 'hospitable')",-0.4806228,-0.1863282,0.2942946
20,0.75186247,0.5938921,"('rough', 'thoughtful')",0.7518625,0.5938921,-0.1579704
21,0.33980668,0.3657177,"('immoral', 'moral')",0.3398067,0.3657177,0.025911
22,0.08131585,-0.021019127,"('untrustworthy', 'trustworthy')",0.0813159,-0.0210191,-0.102335
23,6.290595,6.3051367,"('insincere', 'sincere')",6.2905951,6.3051367,0.0145416
24,1.8713428,1.919164,"('dishonest', 'honest')",1.8713428,1.9191639,0.0478211
25,0.47054806,0.4173744,"('egoistic', 'altruistic')",0.4705481,0.4173744,-0.0531737
26,0.23920125,0.10219866,"('hardhearted', 'benevolent')",0.2392012,0.1021987,-0.1370025
27,1.3756453,1.314421,"('hardhearted', 'softhearted')",1.3756453,1.3144211,-0.0612242
28,1.0544921,1.0387559,"('disloyal', 'loyal')",1.0544921,1.0387559,-0.0157362
29,-0.6824728,-0.6598751,"('unfair', 'fair')",-0.6824728,-0.6598751,0.0225977
30,1.027503,0.96453625,"('intolerant', 'tolerant')",1.027503,0.9645362,-0.0629668
31,-1.6215485,-1.4779334,"('evil', 'good')",-1.6215485,-1.4779334,0.1436151
32,1.186419,1.2055045,"('unkind', 'kind')",1.186419,1.2055045,0.0190855
33,-0.43769884,-0.31876907,"('wrong', 'right')",-0.4376988,-0.3187691,0.1189297
34,4.4269233,4.6093626,"('mean', 'honorable')",4.4269233,4.6093626,0.1824393
35,-1.2736375,-1.2504525,"('corrupt', 'incorrupt')",-1.2736375,-1.2504525,0.023185
36,-1.0464079,-0.9381069,"('hostile', 'amicable')",-1.0464079,-0.9381069,0.108301
37,0.6534347,0.79783714,"('fake', 'genuine')",0.6534347,0.7978371,0.1444024
38,0.01839815,0.061903886,"('untruthful', 'truthful')",0.0183982,0.0619039,0.0435057
39,0.14487597,0.062079597,"('exploitative', 'cooperative')",0.144876,0.0620796,-0.0827964
40,-1.1912977,-1.349002,"('stingy', 'generous')",-1.1912977,-1.349002,-0.1577043
41,-0.09663875,-0.109987445,"('unforgiving', 'forgiving')",-0.0966387,-0.1099874,-0.0133487
42,-1.4251378,-1.4327354,"('unreliable', 'reliable')",-1.4251378,-1.4327354,-0.0075976
43,1.5227613,1.4799773,"('irresponsible', 'responsible')",1.5227613,1.4799773,-0.042784
44,-1.2335305,-1.3050421,"('prejudiced', 'unprejudiced')",-1.2335305,-1.3050421,-0.0715116
45,0.68089336,0.67496127,"('incompetent', 'competent')",0.6808934,0.6749613,-0.0059321
46,0.04396508,-0.008254316,"('uncompetitive', 'competitive')",0.0439651,-0.0082543,-0.0522194
47,4.9688716,5.1415596,"('stupid', 'smart')",4.9688716,5.1415596,0.172688
48,1.0368748,0.92470247,"('unintelligent', 'intelligent')",1.0368748,0.9247025,-0.1121723
49,0.29735082,0.5493962,"('unable', 'able')",0.2973508,0.5493962,0.2520454
50,0.2439608,0.38132483,"('clumsy', 'skillful')",0.2439608,0.3813248,0.137364
51,0.70868945,0.6736094,"('uneducated', 'educated')",0.7086895,0.6736094,-0.0350801
52,-0.83047014,-0.7323551,"('irrational', 'rational')",-0.8304701,-0.7323551,0.098115
53,0.20669845,0.28642392,"('uncreative', 'creative')",0.2066984,0.2864239,0.0797255
54,0.96908134,1.3219992,"('incapable', 'capable')",0.9690813,1.3219992,0.3529179
55,1.2879301,1.1200964,"('incompetent', 'clever')",1.2879301,1.1200964,-0.1678337
56,1.2104902,1.1094657,"('impractical', 'practical')",1.2104902,1.1094657,-0.1010245
57,-1.938536,-1.9782615,"('unimaginative', 'imaginative')",-1.938536,-1.9782615,-0.0397255
58,-0.008779567,-0.04422098,"('undiscriminating', 'discriminating')",-0.0087796,-0.044221,-0.0354414
59,-0.1169689,0.028374553,"('foolish', 'wise')",-0.1169689,0.0283746,0.1453435
60,1.1772085,1.0410602,"('inefficient', 'efficient')",1.1772085,1.0410602,-0.1361483
61,0.2751555,0.12788494,"('illogical', 'logical')",0.2751555,0.1278849,-0.1472706
62,1.6539868,1.6689867,"('incompetent', 'brilliant')",1.6539868,1.6689867,0.0149999
63,0.87327,0.9088933,"('unperceptive', 'insightful')",0.87327,0.9088933,0.0356233
64,-5.434781,-5.536561,"('shy', 'confident')",-5.4347811,-5.536561,-0.1017799
65,1.1368262,0.9598994,"('insecure', 'secure')",1.1368262,0.9598994,-0.1769268
66,-0.21019,-0.12532319,"('inactive', 'active')",-0.21019,-0.1253232,0.0848668
67,-0.7610251,-0.703289,"('doubtful', 'determined')",-0.7610251,-0.703289,0.0577361
68,-0.1364854,-0.10348977,"('dependent', 'independent')",-0.1364854,-0.1034898,0.0329956
69,-1.7510657,-1.6847607,"('lazy', 'industrious')",-1.7510657,-1.6847607,0.066305
70,1.8118548,1.747987,"('lethargic', 'energetic')",1.8118548,1.747987,-0.0638678
71,0.6083738,0.68951476,"('diffident', 'self-confident')",0.6083738,0.6895148,0.081141
72,1.0133107,1.0756706,"('unambitious', 'ambitious')",1.0133107,1.0756706,0.0623599
73,-2.7464194,-2.6825874,"('helpless', 'self-reliant')",-2.7464194,-2.6825874,0.063832
74,0.2944565,0.25380397,"('undedicated', 'dedicated')",0.2944565,0.253804,-0.0406525
75,-0.786992,-0.58500874,"('meek', 'impulsive')",-0.786992,-0.5850087,0.2019833
76,1.0786953,0.9748056,"('anxious', 'daring')",1.0786953,0.9748056,-0.1038897
77,-0.9867208,-0.91472906,"('unmotivated', 'motivated')",-0.9867208,-0.9147291,0.0719917
78,-0.449974,-0.43157312,"('nonresilient', 'resilient')",-0.449974,-0.4315731,0.0184009
