,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.6040486,-0.7743729,"('unsociable', 'sociable')",-0.6040486,-0.7743729,-0.1703243
1,-0.73551476,-0.97204506,"('unfriendly', 'friendly')",-0.7355148,-0.9720451,-0.2365303
2,0.4669402,0.51714474,"('unlikable', 'likable')",0.4669402,0.5171447,0.0502045
3,-0.9272078,-0.8106061,"('repellent', 'pleasant')",-0.9272078,-0.8106061,0.1166017
4,-2.3876357,-2.3598738,"('disliked', 'liked')",-2.3876357,-2.3598738,0.0277619
5,-0.67491984,-0.67964596,"('distant', 'outgoing')",-0.6749198,-0.679646,-0.0047262
6,-0.8085907,-0.82324475,"('distant', 'open')",-0.8085907,-0.8232448,-0.0146541
7,-0.93028057,-0.92481446,"('insensitive', 'sensitive')",-0.9302806,-0.9248145,0.0054661
8,-0.55364776,-0.68301123,"('unaffectionate', 'affectionate')",-0.5536478,-0.6830112,-0.1293634
9,-0.458049,-0.5439157,"('unaffectionate', 'caring')",-0.458049,-0.5439157,-0.0858667
10,-1.3073999,-1.267307,"('unsympathetic', 'sympathetic')",-1.3073999,-1.267307,0.0400929
11,-0.069069326,0.007023819,"('unhelpful', 'helpful')",-0.0690693,0.0070238,0.0760931
12,-1.5927234,-1.5438536,"('unsupportive', 'supportive')",-1.5927234,-1.5438536,0.0488698
13,-0.7428667,-0.76199996,"('impolite', 'polite')",-0.7428667,-0.762,-0.0191333
14,-0.0877364,-0.18859985,"('antisocial', 'social')",-0.0877364,-0.1885999,-0.1008635
15,0.29887024,0.1315703,"('boring', 'funny')",0.2988702,0.1315703,-0.1672999
16,0.048341386,-0.012981467,"('unpopular', 'popular')",0.0483414,-0.0129815,-0.0613229
17,-0.5125507,-0.46466988,"('nasty', 'nice')",-0.5125507,-0.4646699,0.0478808
18,-0.37438926,-0.43856308,"('disagreeable', 'welcoming')",-0.3743893,-0.4385631,-0.0641738
19,-1.5921537,-1.533611,"('inhospitable', 'hospitable')",-1.5921537,-1.5336111,0.0585426
20,0.22158408,0.17370582,"('rough', 'thoughtful')",0.2215841,0.1737058,-0.0478783
21,-0.55219376,-0.5528637,"('immoral', 'moral')",-0.5521938,-0.5528637,-0.0006699
22,-0.29308596,-0.3101301,"('untrustworthy', 'trustworthy')",-0.293086,-0.3101301,-0.0170441
23,1.1462517,1.0924746,"('insincere', 'sincere')",1.1462517,1.0924746,-0.0537771
24,-0.17066744,-0.2599751,"('dishonest', 'honest')",-0.1706674,-0.2599751,-0.0893077
25,0.3767387,0.20157798,"('egoistic', 'altruistic')",0.3767387,0.201578,-0.1751607
26,0.78867525,0.5111278,"('hardhearted', 'benevolent')",0.7886752,0.5111278,-0.2775474
