,theater_male,theater_female,tuple,average_male,average_female,female-male
0,0.22975323,0.15004772,"('unsociable', 'sociable')",0.2297532,0.1500477,-0.0797055
1,1.879851,1.912236,"('unfriendly', 'friendly')",1.879851,1.912236,0.032385
2,0.5186308,0.5879016,"('unlikable', 'likable')",0.5186308,0.5879016,0.0692708
3,0.2593414,0.391864,"('repellent', 'pleasant')",0.2593414,0.391864,0.1325226
4,-7.1741543,-7.1053686,"('disliked', 'liked')",-7.1741543,-7.1053686,0.0687857
5,-0.1077033,-0.023195427,"('distant', 'outgoing')",-0.1077033,-0.0231954,0.0845079
6,0.02570419,0.120236814,"('distant', 'open')",0.0257042,0.1202368,0.0945326
7,0.9791318,1.0904922,"('insensitive', 'sensitive')",0.9791318,1.0904922,0.1113604
8,1.4557288,1.4791623,"('unaffectionate', 'affectionate')",1.4557288,1.4791623,0.0234335
9,1.893029,1.9879761,"('unaffectionate', 'caring')",1.893029,1.9879761,0.0949471
10,0.47067103,0.5438527,"('unsympathetic', 'sympathetic')",0.470671,0.5438527,0.0731817
11,1.9577054,2.0048535,"('unhelpful', 'helpful')",1.9577054,2.0048535,0.0471481
12,-0.9914387,-0.86557823,"('unsupportive', 'supportive')",-0.9914387,-0.8655782,0.1258605
13,0.18541029,0.1512453,"('impolite', 'polite')",0.1854103,0.1512453,-0.034165
14,0.28445712,0.20031637,"('antisocial', 'social')",0.2844571,0.2003164,-0.0841407
15,1.1981786,1.1587359,"('boring', 'funny')",1.1981786,1.1587359,-0.0394427
16,0.052559942,0.117272966,"('unpopular', 'popular')",0.0525599,0.117273,0.0647131
17,0.01882897,0.09400703,"('nasty', 'nice')",0.018829,0.094007,0.075178
18,-0.1425306,-0.074091986,"('disagreeable', 'welcoming')",-0.1425306,-0.074092,0.0684386
19,0.1727182,0.2553441,"('inhospitable', 'hospitable')",0.1727182,0.2553441,0.0826259
20,0.30571076,0.24781428,"('rough', 'thoughtful')",0.3057108,0.2478143,-0.0578965
21,0.14248608,0.20882979,"('immoral', 'moral')",0.1424861,0.2088298,0.0663437
22,-0.6747386,-0.61669147,"('untrustworthy', 'trustworthy')",-0.6747386,-0.6166915,0.0580471
23,6.559376,6.5141697,"('insincere', 'sincere')",6.5593758,6.5141697,-0.0452061
24,1.5516847,1.520578,"('dishonest', 'honest')",1.5516847,1.520578,-0.0311067
25,0.94958496,0.98157746,"('egoistic', 'altruistic')",0.949585,0.9815775,0.0319925
26,1.4014897,1.308968,"('hardhearted', 'benevolent')",1.4014897,1.3089679,-0.0925218
27,2.021496,1.9553372,"('hardhearted', 'softhearted')",2.0214961,1.9553372,-0.0661589
28,1.2866825,1.2305132,"('disloyal', 'loyal')",1.2866825,1.2305132,-0.0561693
29,-0.74915814,-0.9138595,"('unfair', 'fair')",-0.7491581,-0.9138595,-0.1647014
30,0.5983585,0.5950682,"('intolerant', 'tolerant')",0.5983585,0.5950682,-0.0032903
31,-1.0894777,-0.9687345,"('evil', 'good')",-1.0894777,-0.9687345,0.1207432
32,1.5424514,1.3612795,"('unkind', 'kind')",1.5424514,1.3612795,-0.1811719
33,0.1928615,0.16301654,"('wrong', 'right')",0.1928615,0.1630165,-0.029845
34,4.666031,4.7745056,"('mean', 'honorable')",4.6660309,4.7745056,0.1084747
35,-0.813271,-0.98649603,"('corrupt', 'incorrupt')",-0.813271,-0.986496,-0.173225
36,-0.62649447,-0.72035456,"('hostile', 'amicable')",-0.6264945,-0.7203546,-0.0938601
37,0.6839989,0.68383247,"('fake', 'genuine')",0.6839989,0.6838325,-0.0001664
38,0.04892025,0.033235125,"('untruthful', 'truthful')",0.0489203,0.0332351,-0.0156852
39,-0.021841828,0.025075573,"('exploitative', 'cooperative')",-0.0218418,0.0250756,0.0469174
40,-1.5899118,-1.5539575,"('stingy', 'generous')",-1.5899118,-1.5539575,0.0359543
41,0.6925143,0.60983014,"('unforgiving', 'forgiving')",0.6925143,0.6098301,-0.0826842
42,-2.9133203,-2.76244,"('unreliable', 'reliable')",-2.9133203,-2.76244,0.1508803
43,0.9935695,1.0510815,"('irresponsible', 'responsible')",0.9935695,1.0510815,0.057512
44,-1.4307064,-1.4551233,"('prejudiced', 'unprejudiced')",-1.4307064,-1.4551233,-0.0244169
45,0.2581542,0.28803325,"('incompetent', 'competent')",0.2581542,0.2880332,0.029879
46,-1.0800847,-1.0708618,"('uncompetitive', 'competitive')",-1.0800847,-1.0708618,0.0092229
47,5.177144,5.094101,"('stupid', 'smart')",5.1771441,5.094101,-0.0830431
48,0.89924306,0.8759007,"('unintelligent', 'intelligent')",0.8992431,0.8759007,-0.0233424
49,0.17456433,0.27556807,"('unable', 'able')",0.1745643,0.2755681,0.1010038
50,-0.4847141,-0.5295518,"('clumsy', 'skillful')",-0.4847141,-0.5295518,-0.0448377
51,0.46457717,0.40191144,"('uneducated', 'educated')",0.4645772,0.4019114,-0.0626658
52,0.39330477,0.32223007,"('irrational', 'rational')",0.3933048,0.3222301,-0.0710747
53,0.6187175,0.655227,"('uncreative', 'creative')",0.6187175,0.655227,0.0365095
54,1.0232836,1.0828539,"('incapable', 'capable')",1.0232836,1.0828539,0.0595703
55,0.72132295,0.78827524,"('incompetent', 'clever')",0.721323,0.7882752,0.0669522
56,0.35660332,0.4217115,"('impractical', 'practical')",0.3566033,0.4217115,0.0651082
57,-2.2342832,-2.114789,"('unimaginative', 'imaginative')",-2.2342832,-2.114789,0.1194942
58,0.26420018,0.31952327,"('undiscriminating', 'discriminating')",0.2642002,0.3195233,0.0553231
59,0.031604875,-0.030598525,"('foolish', 'wise')",0.0316049,-0.0305985,-0.0622034
60,0.10532433,0.14659357,"('inefficient', 'efficient')",0.1053243,0.1465936,0.0412693
61,0.83254117,0.6936509,"('illogical', 'logical')",0.8325412,0.6936509,-0.1388903
62,0.80951434,0.928561,"('incompetent', 'brilliant')",0.8095143,0.928561,0.1190467
63,0.705547,0.7992705,"('unperceptive', 'insightful')",0.705547,0.7992705,0.0937235
64,-6.837705,-6.7161736,"('shy', 'confident')",-6.8377051,-6.7161736,0.1215315
65,-0.2649377,-0.25528663,"('insecure', 'secure')",-0.2649377,-0.2552866,0.0096511
66,-0.18215372,-0.2247906,"('inactive', 'active')",-0.1821537,-0.2247906,-0.0426369
67,-0.2863253,-0.36459938,"('doubtful', 'determined')",-0.2863253,-0.3645994,-0.0782741
68,-0.84875894,-0.810752,"('dependent', 'independent')",-0.8487589,-0.810752,0.0380069
69,-1.6380988,-1.6165937,"('lazy', 'industrious')",-1.6380988,-1.6165937,0.0215051
70,0.5092632,0.5938208,"('lethargic', 'energetic')",0.5092632,0.5938208,0.0845576
71,0.7304026,0.8193725,"('diffident', 'self-confident')",0.7304026,0.8193725,0.0889699
72,0.65971637,0.7297478,"('unambitious', 'ambitious')",0.6597164,0.7297478,0.0700314
73,-3.244341,-3.0529404,"('helpless', 'self-reliant')",-3.2443409,-3.0529404,0.1914005
74,0.09438572,0.12991527,"('undedicated', 'dedicated')",0.0943857,0.1299153,0.0355296
75,-1.0454184,-1.0163579,"('meek', 'impulsive')",-1.0454184,-1.0163579,0.0290605
76,0.10070306,0.063571505,"('anxious', 'daring')",0.1007031,0.0635715,-0.0371316
77,-1.4970081,-1.30536,"('unmotivated', 'motivated')",-1.4970081,-1.30536,0.1916481
78,-0.33820006,-0.29699093,"('nonresilient', 'resilient')",-0.3382001,-0.2969909,0.0412092
79,-0.12429507,-0.09815908,"('wavering', 'unwavering')",-0.1242951,-0.0981591,0.026136
80,-0.1500065,-0.26206794,"('dominated', 'dominating')",-0.1500065,-0.2620679,-0.1120614
81,-0.45848793,-0.49978912,"('submissive', 'aggressive')",-0.4584879,-0.4997891,-0.0413012
82,6.4776073,6.531391,"('poor', 'rich')",6.4776073,6.5313911,0.0537838
83,-0.51678354,-0.5547104,"('powerless', 'powerful')",-0.5167835,-0.5547104,-0.0379269
84,0.0095024,-0.045188587,"('inferior', 'superior')",0.0095024,-0.0451886,-0.054691
85,-0.24581297,-0.26921248,"('insignificant', 'prestigious')",-0.245813,-0.2692125,-0.0233995
86,1.0178398,0.9703264,"('uninfluential', 'influential')",1.0178398,0.9703264,-0.0475134
87,0.6788409,0.7093362,"('unsuccessful', 'successful')",0.6788409,0.7093362,0.0304953
88,0.17588218,0.1569853,"('low', 'eminent')",0.1758822,0.1569853,-0.0188969
