,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,-0.11280548,0.19334248,"('unsociable', 'sociable')",-0.1128055,0.1933425,0.306148
1,1.9095937,2.1158404,"('unfriendly', 'friendly')",1.9095937,2.1158404,0.2062467
2,0.6468262,0.9606875,"('unlikable', 'likable')",0.6468262,0.9606875,0.3138613
3,0.44074607,0.058106333,"('repellent', 'pleasant')",0.4407461,0.0581063,-0.3826398
4,-6.838023,-6.889391,"('disliked', 'liked')",-6.8380232,-6.8893909,-0.0513677
5,0.07413953,0.09488696,"('distant', 'outgoing')",0.0741395,0.094887,0.0207475
6,0.58647525,0.5963919,"('distant', 'open')",0.5864753,0.5963919,0.0099166
7,0.7316505,0.94907564,"('insensitive', 'sensitive')",0.7316505,0.9490756,0.2174251
8,1.8278829,1.9236348,"('unaffectionate', 'affectionate')",1.8278829,1.9236348,0.0957519
9,2.0116053,2.3277702,"('unaffectionate', 'caring')",2.0116053,2.3277702,0.3161649
10,0.664749,0.5550747,"('unsympathetic', 'sympathetic')",0.664749,0.5550747,-0.1096743
11,1.25746,1.4847647,"('unhelpful', 'helpful')",1.25746,1.4847647,0.2273047
12,-1.4650116,-1.2610409,"('unsupportive', 'supportive')",-1.4650116,-1.2610409,0.2039707
13,-0.22699484,-0.14704892,"('impolite', 'polite')",-0.2269948,-0.1470489,0.0799459
14,-0.36878374,-0.16192009,"('antisocial', 'social')",-0.3687837,-0.1619201,0.2068636
15,0.4749711,0.5754864,"('boring', 'funny')",0.4749711,0.5754864,0.1005153
16,-0.073628135,0.16477185,"('unpopular', 'popular')",-0.0736281,0.1647719,0.2384
17,-0.06164339,-0.11577188,"('nasty', 'nice')",-0.0616434,-0.1157719,-0.0541285
18,-0.080504894,-0.03886932,"('disagreeable', 'welcoming')",-0.0805049,-0.0388693,0.0416356
19,-0.27039972,-0.14028051,"('inhospitable', 'hospitable')",-0.2703997,-0.1402805,0.1301192
20,0.70752436,0.40702862,"('rough', 'thoughtful')",0.7075244,0.4070286,-0.3004958
21,-0.57208025,-0.59992415,"('immoral', 'moral')",-0.5720803,-0.5999241,-0.0278438
