,art_male,art_female,tuple,average_male,average_female,female-male
0,-0.3990337,-0.5777738,"('unsociable', 'sociable')",-0.3990337,-0.5777738,-0.1787401
1,1.0498781,1.1355895,"('unfriendly', 'friendly')",1.0498781,1.1355895,0.0857114
2,0.3323812,0.5555928,"('unlikable', 'likable')",0.3323812,0.5555928,0.2232116
3,0.43504292,0.4160784,"('repellent', 'pleasant')",0.4350429,0.4160784,-0.0189645
4,-7.22892,-7.1758056,"('disliked', 'liked')",-7.22892,-7.1758056,0.0531144
5,-0.29750627,-0.099772416,"('distant', 'outgoing')",-0.2975063,-0.0997724,0.1977339
6,0.06731586,0.29830354,"('distant', 'open')",0.0673159,0.2983035,0.2309876
7,0.4127418,0.3577424,"('insensitive', 'sensitive')",0.4127418,0.3577424,-0.0549994
8,1.0604156,1.2105892,"('unaffectionate', 'affectionate')",1.0604156,1.2105892,0.1501736
9,1.6822773,1.8424307,"('unaffectionate', 'caring')",1.6822773,1.8424307,0.1601534
10,0.4489385,0.44178846,"('unsympathetic', 'sympathetic')",0.4489385,0.4417885,-0.00715
11,1.9919653,1.9776552,"('unhelpful', 'helpful')",1.9919653,1.9776552,-0.0143101
12,-1.6961486,-1.6460968,"('unsupportive', 'supportive')",-1.6961486,-1.6460968,0.0500518
13,-0.0010363683,-0.13175589,"('impolite', 'polite')",-0.0010364,-0.1317559,-0.1307195
14,-0.075456284,-0.3576275,"('antisocial', 'social')",-0.0754563,-0.3576275,-0.2821712
15,0.5491527,0.5636322,"('boring', 'funny')",0.5491527,0.5636322,0.0144795
16,-0.12353203,-0.049021825,"('unpopular', 'popular')",-0.123532,-0.0490218,0.0745102
17,-0.073613584,-0.017462088,"('nasty', 'nice')",-0.0736136,-0.0174621,0.0561515
18,-0.65588695,-0.6784324,"('disagreeable', 'welcoming')",-0.6558869,-0.6784324,-0.0225455
19,-0.5698184,-0.37959743,"('inhospitable', 'hospitable')",-0.5698184,-0.3795974,0.190221
20,0.7357139,0.57486105,"('rough', 'thoughtful')",0.7357139,0.574861,-0.1608529
21,-0.14557692,-0.18482476,"('immoral', 'moral')",-0.1455769,-0.1848248,-0.0392479
22,-0.8386718,-0.8681639,"('untrustworthy', 'trustworthy')",-0.8386718,-0.8681639,-0.0294921
23,6.2469697,6.1697598,"('insincere', 'sincere')",6.2469697,6.1697598,-0.0772099
24,1.4927665,1.454236,"('dishonest', 'honest')",1.4927665,1.454236,-0.0385305
25,0.6033192,0.63135594,"('egoistic', 'altruistic')",0.6033192,0.6313559,0.0280367
26,0.5279174,0.41685054,"('hardhearted', 'benevolent')",0.5279174,0.4168505,-0.1110669
27,1.1346403,1.0588285,"('hardhearted', 'softhearted')",1.1346403,1.0588285,-0.0758118
28,1.1345282,1.092884,"('disloyal', 'loyal')",1.1345282,1.0928839,-0.0416443
29,-0.7764988,-0.82115614,"('unfair', 'fair')",-0.7764988,-0.8211561,-0.0446573
30,0.6542214,0.57608944,"('intolerant', 'tolerant')",0.6542214,0.5760894,-0.078132
31,-1.4509554,-1.2855796,"('evil', 'good')",-1.4509554,-1.2855796,0.1653758
32,1.101397,1.0461315,"('unkind', 'kind')",1.101397,1.0461315,-0.0552655
33,-0.20923634,-0.14831549,"('wrong', 'right')",-0.2092363,-0.1483155,0.0609208
34,4.74753,4.848661,"('mean', 'honorable')",4.74753,4.8486609,0.1011309
35,-0.98837507,-1.0022012,"('corrupt', 'incorrupt')",-0.9883751,-1.0022012,-0.0138261
36,-0.62232375,-0.5234294,"('hostile', 'amicable')",-0.6223238,-0.5234294,0.0988944
37,0.133663,0.22218694,"('fake', 'genuine')",0.133663,0.2221869,0.0885239
38,-0.19348037,-0.14184606,"('untruthful', 'truthful')",-0.1934804,-0.1418461,0.0516343
39,-0.16763216,-0.27049574,"('exploitative', 'cooperative')",-0.1676322,-0.2704957,-0.1028635
40,-1.9445881,-2.017978,"('stingy', 'generous')",-1.9445881,-2.017978,-0.0733899
41,-0.2221005,-0.22069411,"('unforgiving', 'forgiving')",-0.2221005,-0.2206941,0.0014064
42,-2.5060484,-2.4456213,"('unreliable', 'reliable')",-2.5060484,-2.4456213,0.0604271
43,1.097871,1.1023772,"('irresponsible', 'responsible')",1.0978709,1.1023772,0.0045063
44,-1.235241,-1.2145376,"('prejudiced', 'unprejudiced')",-1.2352411,-1.2145376,0.0207035
45,-0.23817533,-0.27518243,"('incompetent', 'competent')",-0.2381753,-0.2751824,-0.0370071
46,-1.1413835,-1.1768647,"('uncompetitive', 'competitive')",-1.1413835,-1.1768647,-0.0354812
47,5.220427,5.3366914,"('stupid', 'smart')",5.220427,5.3366914,0.1162644
48,0.8887184,0.7242346,"('unintelligent', 'intelligent')",0.8887184,0.7242346,-0.1644838
49,0.22407794,0.28995475,"('unable', 'able')",0.2240779,0.2899548,0.0658769
50,-0.07069359,-0.071070775,"('clumsy', 'skillful')",-0.0706936,-0.0710708,-0.0003772
51,0.19493814,0.03771782,"('uneducated', 'educated')",0.1949381,0.0377178,-0.1572203
52,-0.53853214,-0.45082772,"('irrational', 'rational')",-0.5385321,-0.4508277,0.0877044
53,0.65509343,0.74208146,"('uncreative', 'creative')",0.6550934,0.7420815,0.0869881
54,0.8379575,1.0762032,"('incapable', 'capable')",0.8379575,1.0762032,0.2382457
55,0.60162246,0.4583237,"('incompetent', 'clever')",0.6016225,0.4583237,-0.1432988
56,0.8935788,0.77129674,"('impractical', 'practical')",0.8935788,0.7712967,-0.1222821
57,-2.7173455,-2.6284177,"('unimaginative', 'imaginative')",-2.7173455,-2.6284177,0.0889278
58,-0.14099008,-0.16214809,"('undiscriminating', 'discriminating')",-0.1409901,-0.1621481,-0.021158
59,0.39500093,0.50004697,"('foolish', 'wise')",0.3950009,0.500047,0.1050461
60,0.8430041,0.7263738,"('inefficient', 'efficient')",0.8430041,0.7263738,-0.1166303
61,0.16505113,-0.026741996,"('illogical', 'logical')",0.1650511,-0.026742,-0.1917931
62,0.8770507,0.91873676,"('incompetent', 'brilliant')",0.8770507,0.9187368,0.0416861
