,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,-0.07512496,-0.118079975,"('unsociable', 'sociable')",-0.075125,-0.11808,-0.042955
1,1.4417295,1.5139128,"('unfriendly', 'friendly')",1.4417295,1.5139128,0.0721833
2,0.35440162,0.5177985,"('unlikable', 'likable')",0.3544016,0.5177985,0.1633969
3,0.09961864,0.41451332,"('repellent', 'pleasant')",0.0996186,0.4145133,0.3148947
4,-7.3794284,-7.4527793,"('disliked', 'liked')",-7.3794284,-7.4527793,-0.0733509
5,-0.15252542,0.17716815,"('distant', 'outgoing')",-0.1525254,0.1771681,0.3296935
6,0.3407467,0.5644713,"('distant', 'open')",0.3407467,0.5644713,0.2237246
7,0.4122548,0.7210091,"('insensitive', 'sensitive')",0.4122548,0.7210091,0.3087543
8,1.8479829,1.7161067,"('unaffectionate', 'affectionate')",1.8479829,1.7161067,-0.1318762
9,2.2885387,2.303679,"('unaffectionate', 'caring')",2.2885387,2.303679,0.0151403
10,0.9403591,1.1834443,"('unsympathetic', 'sympathetic')",0.9403591,1.1834443,0.2430852
11,1.8153456,1.9380373,"('unhelpful', 'helpful')",1.8153456,1.9380373,0.1226917
12,-1.543373,-1.3889973,"('unsupportive', 'supportive')",-1.543373,-1.3889973,0.1543757
13,-0.04165224,0.10133235,"('impolite', 'polite')",-0.0416522,0.1013324,0.1429846
14,-0.71526885,-0.6443588,"('antisocial', 'social')",-0.7152689,-0.6443588,0.0709101
15,0.40351874,0.35106996,"('boring', 'funny')",0.4035187,0.35107,-0.0524487
16,-0.35092413,-0.26967877,"('unpopular', 'popular')",-0.3509241,-0.2696788,0.0812453
17,-0.1742001,-0.16065204,"('nasty', 'nice')",-0.1742001,-0.160652,0.0135481
18,-0.69463027,-0.5135495,"('disagreeable', 'welcoming')",-0.6946303,-0.5135495,0.1810808
19,-0.31257728,-0.11651006,"('inhospitable', 'hospitable')",-0.3125773,-0.1165101,0.1960672
20,0.43696436,0.29760677,"('rough', 'thoughtful')",0.4369644,0.2976068,-0.1393576
21,-0.39268082,0.0664348,"('immoral', 'moral')",-0.3926808,0.0664348,0.4591156
22,-0.7456105,-0.7058921,"('untrustworthy', 'trustworthy')",-0.7456105,-0.7058921,0.0397184
23,6.1299806,6.4269166,"('insincere', 'sincere')",6.1299806,6.4269166,0.296936
24,1.6442087,1.8142684,"('dishonest', 'honest')",1.6442087,1.8142684,0.1700597
25,0.72826624,0.53955406,"('egoistic', 'altruistic')",0.7282662,0.5395541,-0.1887121
26,0.7248299,0.33524987,"('hardhearted', 'benevolent')",0.7248299,0.3352499,-0.38958
27,1.6912702,1.6013551,"('hardhearted', 'softhearted')",1.6912702,1.6013551,-0.0899151
28,1.8369766,1.6159914,"('disloyal', 'loyal')",1.8369766,1.6159914,-0.2209852
29,-0.53126305,-0.5928395,"('unfair', 'fair')",-0.5312631,-0.5928395,-0.0615764
30,0.4447078,0.70130724,"('intolerant', 'tolerant')",0.4447078,0.7013072,0.2565994
