,deposition_male,deposition_female,tuple,average_male,average_female,female-male
0,0.0034504756,-0.08765906,"('unsociable', 'sociable')",0.0034505,-0.0876591,-0.0911096
1,1.774501,1.8502,"('unfriendly', 'friendly')",1.774501,1.8502001,0.0756991
2,0.8343487,0.9881286,"('unlikable', 'likable')",0.8343487,0.9881286,0.1537799
3,0.5384883,0.86222285,"('repellent', 'pleasant')",0.5384883,0.8622229,0.3237346
4,-7.4833903,-7.303325,"('disliked', 'liked')",-7.4833903,-7.3033252,0.1800651
5,0.051847614,0.10020272,"('distant', 'outgoing')",0.0518476,0.1002027,0.0483551
6,0.028692298,0.09328778,"('distant', 'open')",0.0286923,0.0932878,0.0645955
7,1.318445,1.5847881,"('insensitive', 'sensitive')",1.318445,1.5847881,0.2663431
8,1.2084857,1.1792719,"('unaffectionate', 'affectionate')",1.2084857,1.1792719,-0.0292138
9,1.9082087,1.921614,"('unaffectionate', 'caring')",1.9082087,1.9216141,0.0134054
10,0.9769518,1.2340189,"('unsympathetic', 'sympathetic')",0.9769518,1.2340189,0.2570671
11,2.2870088,2.3408523,"('unhelpful', 'helpful')",2.2870088,2.3408523,0.0538435
12,-0.97454184,-0.8042857,"('unsupportive', 'supportive')",-0.9745418,-0.8042857,0.1702561
13,0.048158206,0.015590116,"('impolite', 'polite')",0.0481582,0.0155901,-0.0325681
14,0.0885251,0.071685016,"('antisocial', 'social')",0.0885251,0.071685,-0.0168401
15,0.4316581,0.47951195,"('boring', 'funny')",0.4316581,0.4795119,0.0478538
16,-0.7429867,-0.65199786,"('unpopular', 'popular')",-0.7429867,-0.6519979,0.0909888
17,-0.5357843,-0.50305474,"('nasty', 'nice')",-0.5357843,-0.5030547,0.0327296
18,-0.13120843,-0.092526734,"('disagreeable', 'welcoming')",-0.1312084,-0.0925267,0.0386817
19,-0.68318486,-0.52192235,"('inhospitable', 'hospitable')",-0.6831849,-0.5219223,0.1612626
20,1.0249846,0.9927125,"('rough', 'thoughtful')",1.0249846,0.9927125,-0.0322721
21,0.0253229,0.3193956,"('immoral', 'moral')",0.0253229,0.3193956,0.2940727
22,-0.1186285,0.06574366,"('untrustworthy', 'trustworthy')",-0.1186285,0.0657437,0.1843722
23,7.0285397,7.153358,"('insincere', 'sincere')",7.0285397,7.153358,0.1248183
24,2.36664,2.5302603,"('dishonest', 'honest')",2.3666401,2.5302603,0.1636202
25,0.5102482,0.3679798,"('egoistic', 'altruistic')",0.5102482,0.3679798,-0.1422684
26,0.506121,0.39730623,"('hardhearted', 'benevolent')",0.506121,0.3973062,-0.1088148
27,1.6071627,1.6609052,"('hardhearted', 'softhearted')",1.6071627,1.6609052,0.0537425
28,1.1663631,1.1675406,"('disloyal', 'loyal')",1.1663631,1.1675406,0.0011775
29,-0.21105914,-0.285501,"('unfair', 'fair')",-0.2110591,-0.285501,-0.0744419
30,1.3013141,1.251452,"('intolerant', 'tolerant')",1.3013141,1.251452,-0.0498621
31,-1.2583841,-1.1695166,"('evil', 'good')",-1.2583841,-1.1695166,0.0888675
32,1.4898028,1.4856489,"('unkind', 'kind')",1.4898028,1.4856489,-0.0041539
33,-0.18655883,-0.22377343,"('wrong', 'right')",-0.1865588,-0.2237734,-0.0372146
34,4.6135106,4.742377,"('mean', 'honorable')",4.6135106,4.7423768,0.1288662
35,-1.0279273,-1.1267653,"('corrupt', 'incorrupt')",-1.0279273,-1.1267653,-0.098838
36,-0.7051171,-0.83086765,"('hostile', 'amicable')",-0.7051171,-0.8308676,-0.1257505
37,0.5481972,0.6297422,"('fake', 'genuine')",0.5481972,0.6297422,0.081545
38,0.43681607,0.43910217,"('untruthful', 'truthful')",0.4368161,0.4391022,0.0022861
39,-0.17062694,-0.12841712,"('exploitative', 'cooperative')",-0.1706269,-0.1284171,0.0422098
40,-1.3947327,-1.2809796,"('stingy', 'generous')",-1.3947327,-1.2809796,0.1137531
41,0.2426377,0.15287352,"('unforgiving', 'forgiving')",0.2426377,0.1528735,-0.0897642
42,-2.248247,-2.0101178,"('unreliable', 'reliable')",-2.2482469,-2.0101178,0.2381291
43,1.6023762,1.6059297,"('irresponsible', 'responsible')",1.6023762,1.6059297,0.0035535
44,-1.7196696,-1.9381677,"('prejudiced', 'unprejudiced')",-1.7196696,-1.9381677,-0.2184981
45,0.1796338,0.38914475,"('incompetent', 'competent')",0.1796338,0.3891447,0.2095109
46,-0.54651946,-0.32390752,"('uncompetitive', 'competitive')",-0.5465195,-0.3239075,0.222612
47,5.4248357,5.639638,"('stupid', 'smart')",5.4248357,5.6396379,0.2148022
48,1.0360094,1.0946432,"('unintelligent', 'intelligent')",1.0360094,1.0946432,0.0586338
49,-0.079469875,0.17703278,"('unable', 'able')",-0.0794699,0.1770328,0.2565027
50,-0.18136528,0.02453474,"('clumsy', 'skillful')",-0.1813653,0.0245347,0.2059
51,0.49659783,0.7089827,"('uneducated', 'educated')",0.4965978,0.7089827,0.2123849
52,-0.4324118,-0.4826077,"('irrational', 'rational')",-0.4324118,-0.4826077,-0.0501959
53,0.8265406,0.8814319,"('uncreative', 'creative')",0.8265406,0.8814319,0.0548913
54,1.2369672,1.4846956,"('incapable', 'capable')",1.2369672,1.4846956,0.2477284
55,0.9450235,1.1150293,"('incompetent', 'clever')",0.9450235,1.1150293,0.1700058
56,0.87170154,0.94422007,"('impractical', 'practical')",0.8717015,0.9442201,0.0725186
57,-2.657957,-2.3498154,"('unimaginative', 'imaginative')",-2.6579571,-2.3498154,0.3081417
58,0.29361933,0.2552801,"('undiscriminating', 'discriminating')",0.2936193,0.2552801,-0.0383392
59,-0.010870524,0.13554877,"('foolish', 'wise')",-0.0108705,0.1355488,0.1464193
60,0.9115851,0.932786,"('inefficient', 'efficient')",0.9115851,0.932786,0.0212009
61,0.95118475,0.85355365,"('illogical', 'logical')",0.9511847,0.8535537,-0.097631
62,1.2575485,1.589999,"('incompetent', 'brilliant')",1.2575485,1.589999,0.3324505
63,0.8186556,1.1435437,"('unperceptive', 'insightful')",0.8186556,1.1435437,0.3248881
64,-5.8727393,-5.7583985,"('shy', 'confident')",-5.8727393,-5.7583985,0.1143408
65,0.6453089,0.8256785,"('insecure', 'secure')",0.6453089,0.8256785,0.1803696
66,-0.35993668,-0.38537621,"('inactive', 'active')",-0.3599367,-0.3853762,-0.0254395
67,-0.5189838,-0.6783396,"('doubtful', 'determined')",-0.5189838,-0.6783396,-0.1593558
68,-0.554992,-0.3727796,"('dependent', 'independent')",-0.554992,-0.3727796,0.1822124
69,-1.4483755,-1.4766803,"('lazy', 'industrious')",-1.4483755,-1.4766803,-0.0283048
70,1.1464561,1.3890783,"('lethargic', 'energetic')",1.1464561,1.3890783,0.2426222
71,0.65370363,0.7896601,"('diffident', 'self-confident')",0.6537036,0.7896601,0.1359565
72,1.0973498,1.2708608,"('unambitious', 'ambitious')",1.0973498,1.2708608,0.173511
73,-3.3248317,-3.1243496,"('helpless', 'self-reliant')",-3.3248317,-3.1243496,0.2004821
74,0.023233183,0.1325889,"('undedicated', 'dedicated')",0.0232332,0.1325889,0.1093557
75,-1.0883293,-0.94336504,"('meek', 'impulsive')",-1.0883293,-0.943365,0.1449643
76,0.42998168,0.4538021,"('anxious', 'daring')",0.4299817,0.4538021,0.0238204
77,-0.8796355,-0.77144325,"('unmotivated', 'motivated')",-0.8796355,-0.7714432,0.1081923
78,-0.56947017,-0.46279943,"('nonresilient', 'resilient')",-0.5694702,-0.4627994,0.1066708
79,-0.5760364,-0.49331844,"('wavering', 'unwavering')",-0.5760364,-0.4933184,0.082718
80,-0.2815054,-0.21014766,"('dominated', 'dominating')",-0.2815054,-0.2101477,0.0713577
81,-0.16369496,0.016729042,"('submissive', 'aggressive')",-0.163695,0.016729,0.180424
82,6.2934856,6.528081,"('poor', 'rich')",6.2934856,6.5280809,0.2345953
83,-0.432297,-0.4825498,"('powerless', 'powerful')",-0.432297,-0.4825498,-0.0502528
84,0.6157346,0.48890123,"('inferior', 'superior')",0.6157346,0.4889012,-0.1268334
85,-0.9691838,-1.2485437,"('insignificant', 'prestigious')",-0.9691838,-1.2485437,-0.2793599
86,0.7455328,0.9455558,"('uninfluential', 'influential')",0.7455328,0.9455558,0.200023
87,-0.24452318,0.16240308,"('unsuccessful', 'successful')",-0.2445232,0.1624031,0.4069263
88,0.24376494,0.4136281,"('low', 'eminent')",0.2437649,0.4136281,0.1698632
