,schein_male,schein_female,tuple,henry_male,henry_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9812333,-1.1373414,"('unsociable', 'sociable')",1.1272464,0.96837705,0.05206789,-0.13331491,0.066027,-0.1007597,-0.1667867
1,-1.0994332,-1.2264558,"('unfriendly', 'friendly')",-1.833823,-1.9118158,1.2802144,1.1004649,-0.5510139,-0.6792688,-0.1282549
2,0.5352034,0.67593825,"('unlikable', 'likable')",0.4471332,0.5059821,0.65060836,0.76256603,0.544315,0.6481621,0.1038471
3,-0.2532048,-0.19042194,"('repellent', 'pleasant')",0.27295318,0.36257982,0.37084088,0.3636948,0.1301964,0.1786176,0.0484212
4,0.09177576,0.007129126,"('disliked', 'liked')",-2.062376,-2.2037268,-6.294663,-6.2708488,-2.7550879,-2.8224821,-0.0673942
5,-0.43321753,-0.37742835,"('distant', 'outgoing')",-2.339749,-2.2351527,-0.49836624,-0.43180412,-1.0904442,-1.0147951,0.0756491
6,-0.5143185,-0.39997128,"('distant', 'open')",-2.6962981,-2.544931,-0.34897363,-0.28054404,-1.1865301,-1.0751487,0.1113814
7,-0.70812786,-0.7590916,"('insensitive', 'sensitive')",1.1140857,1.1075878,0.32948545,0.310959,0.2451477,0.2198184,-0.0253293
8,-0.38061866,-0.40227664,"('unaffectionate', 'affectionate')",-1.5940008,-1.6186055,0.35424066,0.29515648,-0.5401263,-0.5752419,-0.0351156
9,-0.22505686,-0.32755885,"('unaffectionate', 'caring')",-0.68492025,-0.72060436,0.82088625,0.7495511,-0.0296969,-0.0995374,-0.0698405
10,-1.0971435,-1.1739806,"('unsympathetic', 'sympathetic')",1.14297,1.0610251,-0.3743558,-0.46219456,-0.1095098,-0.1917167,-0.0822069
11,-0.59922177,-0.678643,"('unhelpful', 'helpful')",1.6086297,1.5885592,2.0150824,2.0121384,1.0081635,0.9740182,-0.0341453
12,-0.8113116,-0.76706344,"('unsupportive', 'supportive')",0.36469388,0.36977494,-1.8926038,-1.8222475,-0.7797405,-0.7398454,0.0398951
13,-0.45517537,-0.51853627,"('impolite', 'polite')",2.5982094,2.5878465,0.116957694,0.06858274,0.7533305,0.712631,-0.0406995
14,-0.36372143,-0.45902082,"('antisocial', 'social')",1.6046534,1.4717734,-0.21172681,-0.29716295,0.3430684,0.2385299,-0.1045385
15,0.6981507,0.68672967,"('boring', 'funny')",0.06776261,0.024156123,0.37388787,0.3717196,0.3799337,0.3608685,-0.0190652
16,-0.2113519,-0.30460808,"('unpopular', 'popular')",-1.957546,-2.006017,0.67254424,0.6128859,-0.4987845,-0.565913,-0.0671285
17,-1.2991788,-1.178866,"('nasty', 'nice')",-0.9647984,-0.9432601,-0.62818,-0.6119811,-0.9640524,-0.9113691,0.0526833
18,-0.91372055,-0.8269409,"('disagreeable', 'welcoming')",-1.0051568,-1.0110445,-0.8250536,-0.8690189,-0.9146436,-0.9023348,0.0123088
19,-0.52157104,-0.38195238,"('inhospitable', 'hospitable')",-0.9664426,-0.81715316,-0.54136777,-0.4370678,-0.6764604,-0.5453911,0.1310693
