,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.84179866,-1.0815717,"('unsociable', 'sociable')",-0.8417987,-1.0815717,-0.239773
1,0.39846712,0.16351072,"('unfriendly', 'friendly')",0.3984671,0.1635107,-0.2349564
2,-0.6584908,-0.7776686,"('unlikable', 'likable')",-0.6584908,-0.7776686,-0.1191778
3,-1.2237067,-1.1694074,"('repellent', 'pleasant')",-1.2237067,-1.1694074,0.0542993
4,-3.3997734,-3.423243,"('disliked', 'liked')",-3.3997734,-3.423243,-0.0234696
5,-0.010620797,-0.010762597,"('distant', 'outgoing')",-0.0106208,-0.0107626,-0.0001418
6,0.08712578,0.0729434,"('distant', 'open')",0.0871258,0.0729434,-0.0141824
7,-0.27351308,-0.09151599,"('insensitive', 'sensitive')",-0.2735131,-0.091516,0.1819971
8,0.6611123,0.32364416,"('unaffectionate', 'affectionate')",0.6611123,0.3236442,-0.3374681
9,0.60137033,0.56560564,"('unaffectionate', 'caring')",0.6013703,0.5656056,-0.0357647
10,-1.2476037,-1.3519543,"('unsympathetic', 'sympathetic')",-1.2476037,-1.3519543,-0.1043506
11,-0.39102972,-0.22887093,"('unhelpful', 'helpful')",-0.3910297,-0.2288709,0.1621588
12,-1.7131435,-1.5709149,"('unsupportive', 'supportive')",-1.7131435,-1.5709149,0.1422286
13,-1.2171129,-1.256847,"('impolite', 'polite')",-1.2171129,-1.256847,-0.0397341
14,-0.4041783,-0.6122056,"('antisocial', 'social')",-0.4041783,-0.6122056,-0.2080273
15,0.65208524,0.59690726,"('boring', 'funny')",0.6520852,0.5969073,-0.0551779
16,-0.35216886,-0.37096846,"('unpopular', 'popular')",-0.3521689,-0.3709685,-0.0187996
17,-0.63873553,-0.69126433,"('nasty', 'nice')",-0.6387355,-0.6912643,-0.0525288
18,-0.44080305,-0.43490586,"('disagreeable', 'welcoming')",-0.4408031,-0.4349059,0.0058972
19,-0.39185706,-0.48149607,"('inhospitable', 'hospitable')",-0.3918571,-0.4814961,-0.089639
20,-0.21152009,-0.28019223,"('rough', 'thoughtful')",-0.2115201,-0.2801922,-0.0686721
21,-1.4669837,-1.3456248,"('immoral', 'moral')",-1.4669837,-1.3456248,0.1213589
22,-0.95857793,-0.85240906,"('untrustworthy', 'trustworthy')",-0.9585779,-0.8524091,0.1061688
23,2.4399586,2.4468653,"('insincere', 'sincere')",2.4399586,2.4468653,0.0069067
24,-0.5085532,-0.4575717,"('dishonest', 'honest')",-0.5085532,-0.4575717,0.0509815
25,1.2832209,1.2093941,"('egoistic', 'altruistic')",1.2832209,1.2093941,-0.0738268
26,1.4002182,0.77428705,"('hardhearted', 'benevolent')",1.4002182,0.774287,-0.6259312
27,0.82709205,0.83216655,"('hardhearted', 'softhearted')",0.8270921,0.8321666,0.0050745
28,0.05243953,-0.13095874,"('disloyal', 'loyal')",0.0524395,-0.1309587,-0.1833982
29,-0.35701796,-0.34921354,"('unfair', 'fair')",-0.357018,-0.3492135,0.0078045
30,0.024676226,-0.08905658,"('intolerant', 'tolerant')",0.0246762,-0.0890566,-0.1137328
31,-0.34266806,-0.43757632,"('evil', 'good')",-0.3426681,-0.4375763,-0.0949082
32,0.29907107,0.0240684,"('unkind', 'kind')",0.2990711,0.0240684,-0.2750027
33,0.49420398,0.52221024,"('wrong', 'right')",0.494204,0.5222102,0.0280062
34,2.3473873,2.471163,"('mean', 'honorable')",2.3473873,2.471163,0.1237757
35,0.7662243,0.57859474,"('corrupt', 'incorrupt')",0.7662243,0.5785947,-0.1876296
36,0.66313404,0.40697405,"('hostile', 'amicable')",0.663134,0.406974,-0.25616
37,0.020277131,-0.05228165,"('fake', 'genuine')",0.0202771,-0.0522817,-0.0725588
38,-0.6151465,-0.5119673,"('untruthful', 'truthful')",-0.6151465,-0.5119673,0.1031792
39,-0.07991432,-0.013841238,"('exploitative', 'cooperative')",-0.0799143,-0.0138412,0.0660731
40,-0.828615,-0.858285,"('stingy', 'generous')",-0.828615,-0.858285,-0.02967
41,-0.017140774,-0.23135236,"('unforgiving', 'forgiving')",-0.0171408,-0.2313524,-0.2142116
42,-2.3563602,-2.205883,"('unreliable', 'reliable')",-2.3563602,-2.205883,0.1504772
43,-1.0295111,-1.0607488,"('irresponsible', 'responsible')",-1.0295111,-1.0607488,-0.0312377
44,-0.9558509,-1.0004936,"('prejudiced', 'unprejudiced')",-0.9558509,-1.0004936,-0.0446427
45,-0.99690485,-1.1549113,"('incompetent', 'competent')",-0.9969049,-1.1549113,-0.1580064
46,-1.8291025,-1.8580666,"('uncompetitive', 'competitive')",-1.8291025,-1.8580666,-0.0289641
47,2.6761494,2.6779733,"('stupid', 'smart')",2.6761494,2.6779733,0.0018239
48,-0.69482756,-0.7954508,"('unintelligent', 'intelligent')",-0.6948276,-0.7954508,-0.1006232
49,-0.78159267,-0.7314383,"('unable', 'able')",-0.7815927,-0.7314383,0.0501544
50,-0.398857,-0.4301819,"('clumsy', 'skillful')",-0.398857,-0.4301819,-0.0313249
51,-0.33827287,-0.49817023,"('uneducated', 'educated')",-0.3382729,-0.4981702,-0.1598973
52,0.096464485,0.016024401,"('irrational', 'rational')",0.0964645,0.0160244,-0.0804401
53,-0.3202572,-0.46621826,"('uncreative', 'creative')",-0.3202572,-0.4662183,-0.1459611
54,-0.1983481,-0.20424385,"('incapable', 'capable')",-0.1983481,-0.2042439,-0.0058958
55,-0.41857913,-0.39804834,"('incompetent', 'clever')",-0.4185791,-0.3980483,0.0205308
56,-0.7708865,-0.6577432,"('impractical', 'practical')",-0.7708865,-0.6577432,0.1131433
57,-2.4006379,-2.610947,"('unimaginative', 'imaginative')",-2.4006379,-2.6109469,-0.210309
58,0.2520053,0.32425815,"('undiscriminating', 'discriminating')",0.2520053,0.3242581,0.0722528
59,0.1667334,0.32338375,"('foolish', 'wise')",0.1667334,0.3233837,0.1566503
