,sprag_male,sprag_female,tuple,average_male,average_female,female-male
60,-0.72290653,-0.55268186,"('inefficient', 'efficient')",-0.7229065,-0.5526819,0.1702246
61,-0.88014305,-1.0305582,"('illogical', 'logical')",-0.880143,-1.0305582,-0.1504152
62,-0.9551362,-0.6489419,"('incompetent', 'brilliant')",-0.9551362,-0.6489419,0.3061943
63,-0.79608136,-0.623574,"('unperceptive', 'insightful')",-0.7960814,-0.623574,0.1725074
64,-4.4286947,-4.322047,"('shy', 'confident')",-4.4286947,-4.3220472,0.1066475
65,-0.64797515,-0.5505575,"('insecure', 'secure')",-0.6479751,-0.5505575,0.0974176
66,-0.082091175,-0.35541847,"('inactive', 'active')",-0.0820912,-0.3554185,-0.2733273
67,-0.7264312,-0.79904413,"('doubtful', 'determined')",-0.7264312,-0.7990441,-0.0726129
68,-0.80943304,-0.6971407,"('dependent', 'independent')",-0.809433,-0.6971407,0.1122923
69,0.05800613,-0.19118342,"('lazy', 'industrious')",0.0580061,-0.1911834,-0.2491895
70,-0.91394794,-0.80128765,"('lethargic', 'energetic')",-0.9139479,-0.8012877,0.1126602
71,0.22828786,0.23173466,"('diffident', 'self-confident')",0.2282879,0.2317347,0.0034468
72,-0.48562112,-0.30499303,"('unambitious', 'ambitious')",-0.4856211,-0.304993,0.1806281
73,-1.6423225,-1.3610262,"('helpless', 'self-reliant')",-1.6423225,-1.3610262,0.2812963
74,-0.57446885,-0.72319925,"('undedicated', 'dedicated')",-0.5744689,-0.7231992,-0.1487303
75,0.11163452,0.09098612,"('meek', 'impulsive')",0.1116345,0.0909861,-0.0206484
76,-0.83958685,-0.69043297,"('anxious', 'daring')",-0.8395869,-0.690433,0.1491539
77,-1.433593,-1.274985,"('unmotivated', 'motivated')",-1.433593,-1.274985,0.158608
78,-0.7475332,-0.69862974,"('nonresilient', 'resilient')",-0.7475332,-0.6986297,0.0489035
79,-0.4415837,-0.66096836,"('wavering', 'unwavering')",-0.4415837,-0.6609684,-0.2193847
80,-0.7167781,-0.45731825,"('dominated', 'dominating')",-0.7167781,-0.4573182,0.2594599
81,-1.0986568,-1.1206075,"('submissive', 'aggressive')",-1.0986568,-1.1206075,-0.0219507
82,2.7679935,2.7008219,"('poor', 'rich')",2.7679935,2.7008219,-0.0671716
83,-0.5663651,-0.64670557,"('powerless', 'powerful')",-0.5663651,-0.6467056,-0.0803405
84,0.32522213,0.44490743,"('inferior', 'superior')",0.3252221,0.4449074,0.1196853
85,0.7879352,0.58711916,"('insignificant', 'prestigious')",0.7879352,0.5871192,-0.200816
86,-0.9293403,-1.3804475,"('uninfluential', 'influential')",-0.9293403,-1.3804475,-0.4511072
87,-0.7334102,-0.5041778,"('unsuccessful', 'successful')",-0.7334102,-0.5041778,0.2292324
88,-0.7330087,-0.75122505,"('low', 'eminent')",-0.7330087,-0.7512251,-0.0182164
