,west_male,west_female,tuple,pharmaceutical_male,pharmaceutical_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.11327726,-0.19347613,"('unsociable', 'sociable')",0.389444,0.28783157,0.5615281,0.47802842,-0.3684222,-0.4927918,0.1173182,0.019898,-0.0974202
1,-1.4198875,-1.4502141,"('unfriendly', 'friendly')",1.0775638,1.0098909,-0.014603665,-0.10974152,2.038291,1.9219066,0.4203409,0.3429605,-0.0773804
2,1.195458,1.234422,"('unlikable', 'likable')",1.0483451,1.0570152,1.4155469,1.5113668,0.55008423,0.7058912,1.0523585,1.1271738,0.0748153
3,0.92742,1.1094855,"('repellent', 'pleasant')",-1.8128642,-1.7318622,0.18155716,0.34971106,0.30985016,0.35985094,-0.0985092,0.0217963,0.1203055
4,-1.1401118,-1.2792263,"('disliked', 'liked')",0.37998676,0.3290243,0.40005416,0.35542083,-6.1030865,-6.0670853,-1.6157893,-1.6654665,-0.0496772
5,-2.0624213,-2.0556102,"('distant', 'outgoing')",0.600889,0.652824,-0.38669378,-0.34129918,0.014337264,0.04807791,-0.4584722,-0.4240019,0.0344703
6,-2.2560446,-2.1957996,"('distant', 'open')",0.69687027,0.7832428,-0.67521954,-0.61097944,0.76005626,0.7917606,-0.3685844,-0.3079439,0.0606405
7,2.1739473,2.2405636,"('insensitive', 'sensitive')",-0.62226605,-0.6109191,0.0718822,0.08056255,1.1670622,1.124124,0.6976564,0.7085828,0.0109264
8,-1.0617172,-1.058888,"('unaffectionate', 'affectionate')",0.5759054,0.5364834,-0.33101574,-0.2845407,1.039229,0.9543537,0.0556004,0.0368521,-0.0187483
9,-0.086522184,-0.08763565,"('unaffectionate', 'caring')",0.7235735,0.6956184,0.6238591,0.6255784,1.4231826,1.3986272,0.6710232,0.6580471,-0.0129761
10,1.6701822,1.8096673,"('unsympathetic', 'sympathetic')",-0.7973875,-0.7834725,-0.6668436,-0.546984,-0.2845784,-0.26423103,-0.0196568,0.0537449,0.0734017
11,1.0020303,1.0804888,"('unhelpful', 'helpful')",0.23971468,0.25939932,1.0444775,1.1488402,1.5914687,1.7096655,0.9694228,1.0495985,0.0801757
12,1.1312215,1.2048072,"('unsupportive', 'supportive')",1.2461485,1.3324986,1.3371725,1.5251646,-1.6010971,-1.5412391,0.5283613,0.6303078,0.1019465
13,1.0149395,1.0846549,"('impolite', 'polite')",-0.2396669,-0.22729848,0.41652963,0.42497388,-0.20425783,-0.22065106,0.2468861,0.2654198,0.0185337
14,0.8384799,0.7395894,"('antisocial', 'social')",0.29000336,0.26025915,0.7196367,0.63227415,-0.7221331,-0.7850986,0.2814967,0.211756,-0.0697407
15,0.91344625,0.7813547,"('boring', 'funny')",1.3070151,1.20633,-0.121268414,-0.24426177,0.4791081,0.45056608,0.6445752,0.5484973,-0.0960779
16,-1.3746572,-1.3771617,"('unpopular', 'popular')",-0.71438855,-0.687428,-0.26004452,-0.18856226,0.35819742,0.4049374,-0.4977232,-0.4620536,0.0356696
17,-0.039328445,0.009722335,"('nasty', 'nice')",-0.75957906,-0.67057925,0.100195006,0.24693145,-0.40787786,-0.32450378,-0.2766476,-0.1846073,0.0920403
18,-0.26758364,-0.12077834,"('disagreeable', 'welcoming')",-0.032131314,0.004679855,0.5466555,0.6632489,-0.06866152,0.03247628,0.0445698,0.1449067,0.1003369
19,0.3069607,0.47044563,"('inhospitable', 'hospitable')",-0.0485002,0.0026047248,0.020099785,0.1406448,0.3696622,0.4760173,0.1620556,0.2724281,0.1103725
20,-0.17260674,-0.08903286,"('rough', 'thoughtful')",-0.09616609,-0.07420185,-0.43920857,-0.36859617,0.96513647,0.93560165,0.0642888,0.1009427,0.0366539
21,1.4799354,1.6131179,"('immoral', 'moral')",-0.116106205,-0.10600874,-0.045065787,0.121324666,-0.8301712,-0.7397049,0.1221481,0.2221822,0.1000341
22,1.6396375,1.6083683,"('untrustworthy', 'trustworthy')",-0.45352077,-0.520951,1.0852773,1.0697215,-0.36176467,-0.35776633,0.4774073,0.4498431,-0.0275642
23,1.3387997,1.4965618,"('insincere', 'sincere')",0.18291476,0.18500298,0.45457193,0.40246555,5.5083423,5.408203,1.8711572,1.8730583,0.0019011
24,1.3109082,1.389189,"('dishonest', 'honest')",-0.11829227,-0.10155819,-0.098270625,-0.04612679,1.0501292,1.0155101,0.5361186,0.5642535,0.0281349
25,-0.88082814,-0.8527002,"('egoistic', 'altruistic')",0.39876708,0.3946089,1.149785,1.1638768,1.6836624,1.6552999,0.5878466,0.5902714,0.0024248
26,-0.21846832,-0.4485765,"('hardhearted', 'benevolent')",2.1375554,2.0495522,1.7927142,1.6902606,1.7393293,1.6579955,1.3627827,1.237308,-0.1254747
27,-0.32796377,-0.26680118,"('hardhearted', 'softhearted')",-0.73727477,-0.71141183,0.8250057,0.87451327,1.9178873,1.8060503,0.4194136,0.4255877,0.0061741
28,0.810309,0.79223996,"('disloyal', 'loyal')",0.7039793,0.6111724,0.39050373,0.29581842,1.1876158,1.0864819,0.7731019,0.6964282,-0.0766737
29,-0.09533785,-0.12327639,"('unfair', 'fair')",-1.0116767,-0.99604756,-0.8172045,-0.91172034,-0.120608956,-0.2812885,-0.511207,-0.5780832,-0.0668762
30,0.92476654,1.0305474,"('intolerant', 'tolerant')",0.22097415,0.24399413,0.1287604,0.17393029,0.7225058,0.7877791,0.4992517,0.5590627,0.059811
31,-2.5298,-2.5876038,"('evil', 'good')",-0.7301417,-0.6822404,-0.88423204,-0.90910727,-0.35702327,-0.4196284,-1.1252992,-1.1496451,-0.0243459
32,0.9306492,0.86444414,"('unkind', 'kind')",1.2663066,1.2282178,0.9488517,0.9526647,1.3167968,1.1765921,1.1156511,1.0554796,-0.0601715
33,0.6322949,0.5828741,"('wrong', 'right')",1.6627027,1.6816527,1.1073343,1.1082151,0.121832326,0.067539945,0.881041,0.8600705,-0.0209705
34,0.43247354,0.6541931,"('mean', 'honorable')",-0.6710572,-0.49818417,-0.2623912,-0.09683126,5.7583904,5.917124,1.3143539,1.4940754,0.1797215
35,-1.7508936,-1.91051,"('corrupt', 'incorrupt')",-0.4359128,-0.44232973,-0.746042,-0.8494678,0.037991572,-0.14821652,-0.7237142,-0.837631,-0.1139168
36,-2.221377,-2.2947736,"('hostile', 'amicable')",-0.91790915,-0.9254103,-0.97556794,-1.0873532,0.41819155,0.2868246,-0.9241656,-1.0051781,-0.0810125
37,0.93274665,0.9961167,"('fake', 'genuine')",-0.10976026,-0.04973675,0.24890289,0.302579,0.56289506,0.56961733,0.4086961,0.4546441,0.045948
38,0.44324797,0.4936057,"('untruthful', 'truthful')",0.43821973,0.5096305,-0.24471775,-0.20079848,-0.1675277,-0.059509307,0.1173056,0.1857321,0.0684265
39,2.1504061,2.2074792,"('exploitative', 'cooperative')",0.51043165,0.5226672,0.68426746,0.68821424,0.58123064,0.56702644,0.981584,0.9963468,0.0147628
40,-0.013029367,0.02486682,"('stingy', 'generous')",0.45626375,0.44408813,0.657789,0.68703234,-1.140213,-1.138701,-0.0097974,0.0043216,0.014119
41,0.51714545,0.5061541,"('unforgiving', 'forgiving')",0.48621035,0.4415043,1.143782,1.1516532,0.4463672,0.41198966,0.6483762,0.6278253,-0.0205509
42,1.4013875,1.467165,"('unreliable', 'reliable')",0.6598904,0.7579149,1.1052006,1.3405877,-2.7557886,-2.5611258,0.1026725,0.2511355,0.148463
43,1.5645386,1.687175,"('irresponsible', 'responsible')",0.91308314,0.9546919,-0.13280399,-0.061490227,0.6290035,0.67529947,0.7434554,0.813919,0.0704636
44,-1.3140678,-1.4118423,"('prejudiced', 'unprejudiced')",-1.1288574,-1.0824031,-0.1699828,-0.17639807,-1.5495429,-1.4922156,-1.0406127,-1.0407147,-0.000102
45,1.4865018,1.5126364,"('incompetent', 'competent')",0.093749404,0.10278526,1.385027,1.3721896,-0.32014674,-0.38384995,0.6612828,0.6509404,-0.0103424
46,2.0474863,2.059211,"('uncompetitive', 'competitive')",-0.7766366,-0.76010746,0.5135041,0.5469617,-0.5375323,-0.5543243,0.3117054,0.3229352,0.0112298
47,0.47008792,0.5386569,"('stupid', 'smart')",1.1708174,1.2192224,0.9037728,0.9909779,5.520417,5.5567155,2.0162737,2.0763931,0.0601194
