,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.7797297,-1.108427,"('unsociable', 'sociable')",-0.7797297,-1.108427,-0.3286973
1,-1.3283215,-1.5015655,"('unfriendly', 'friendly')",-1.3283215,-1.5015655,-0.173244
2,-0.13582925,-0.028069498,"('unlikable', 'likable')",-0.1358293,-0.0280695,0.1077598
3,-0.41182396,-0.3978347,"('repellent', 'pleasant')",-0.411824,-0.3978347,0.0139893
4,-1.8274181,-1.6745077,"('disliked', 'liked')",-1.8274181,-1.6745077,0.1529104
5,-1.0335708,-0.8817268,"('distant', 'outgoing')",-1.0335708,-0.8817268,0.151844
6,-1.3625395,-1.2434287,"('distant', 'open')",-1.3625395,-1.2434287,0.1191108
7,-0.4395594,-0.42767918,"('insensitive', 'sensitive')",-0.4395594,-0.4276792,0.0118802
8,-2.133438,-2.1734092,"('unaffectionate', 'affectionate')",-2.1334381,-2.1734092,-0.0399711
9,-1.8280874,-1.8749024,"('unaffectionate', 'caring')",-1.8280874,-1.8749024,-0.046815
10,-0.86398184,-1.0390773,"('unsympathetic', 'sympathetic')",-0.8639818,-1.0390773,-0.1750955
11,0.7821235,0.7114528,"('unhelpful', 'helpful')",0.7821235,0.7114528,-0.0706707
12,-1.70188,-1.679513,"('unsupportive', 'supportive')",-1.70188,-1.679513,0.022367
13,-0.09401746,-0.32526502,"('impolite', 'polite')",-0.0940175,-0.325265,-0.2312475
14,0.013314076,-0.17773747,"('antisocial', 'social')",0.0133141,-0.1777375,-0.1910516
15,0.5156412,0.40728095,"('boring', 'funny')",0.5156412,0.407281,-0.1083602
16,-1.3320285,-1.2795331,"('unpopular', 'popular')",-1.3320285,-1.2795331,0.0524954
17,0.014432275,0.089990124,"('nasty', 'nice')",0.0144323,0.0899901,0.0755578
18,-1.1989167,-1.2392929,"('disagreeable', 'welcoming')",-1.1989167,-1.2392929,-0.0403762
19,-0.8362992,-0.7709086,"('inhospitable', 'hospitable')",-0.8362992,-0.7709086,0.0653906
20,0.6806125,0.6361061,"('rough', 'thoughtful')",0.6806125,0.6361061,-0.0445064
21,0.7470286,0.57934344,"('immoral', 'moral')",0.7470286,0.5793434,-0.1676852
22,0.42409563,0.34762815,"('untrustworthy', 'trustworthy')",0.4240956,0.3476281,-0.0764675
23,1.3952906,1.1976295,"('insincere', 'sincere')",1.3952906,1.1976295,-0.1976611
24,0.17815281,0.11417355,"('dishonest', 'honest')",0.1781528,0.1141735,-0.0639793
25,-0.5820815,-0.5908545,"('egoistic', 'altruistic')",-0.5820815,-0.5908545,-0.008773
26,0.23148687,0.005446583,"('hardhearted', 'benevolent')",0.2314869,0.0054466,-0.2260403
27,-0.56065327,-0.5362604,"('hardhearted', 'softhearted')",-0.5606533,-0.5362604,0.0243929
28,-0.8255406,-1.0174825,"('disloyal', 'loyal')",-0.8255406,-1.0174825,-0.1919419
29,-0.38082132,-0.36409396,"('unfair', 'fair')",-0.3808213,-0.364094,0.0167273
30,0.41533214,0.23788401,"('intolerant', 'tolerant')",0.4153321,0.237884,-0.1774481
31,-1.7421808,-1.7626727,"('evil', 'good')",-1.7421808,-1.7626727,-0.0204919
32,0.11995571,0.00044970866,"('unkind', 'kind')",0.1199557,0.0004497,-0.119506
33,-0.1962775,-0.201783,"('wrong', 'right')",-0.1962775,-0.201783,-0.0055055
34,1.803156,1.7882358,"('mean', 'honorable')",1.803156,1.7882358,-0.0149202
35,-0.1074271,0.044012584,"('corrupt', 'incorrupt')",-0.1074271,0.0440126,0.1514397
36,-1.176745,-1.1591562,"('hostile', 'amicable')",-1.1767451,-1.1591562,0.0175889
37,0.412447,0.45848677,"('fake', 'genuine')",0.412447,0.4584868,0.0460398
38,-0.45860723,-0.48558807,"('untruthful', 'truthful')",-0.4586072,-0.4855881,-0.0269809
39,0.57300293,0.49768797,"('exploitative', 'cooperative')",0.5730029,0.497688,-0.0753149
40,-0.87739396,-0.86696374,"('stingy', 'generous')",-0.877394,-0.8669637,0.0104303
41,-0.4158493,-0.57413524,"('unforgiving', 'forgiving')",-0.4158493,-0.5741352,-0.1582859
42,0.033492215,0.15982772,"('unreliable', 'reliable')",0.0334922,0.1598277,0.1263355
43,-0.05695867,-0.20616236,"('irresponsible', 'responsible')",-0.0569587,-0.2061624,-0.1492037
44,0.74028593,0.9055725,"('prejudiced', 'unprejudiced')",0.7402859,0.9055725,0.1652866
45,-0.32404038,-0.5049558,"('incompetent', 'competent')",-0.3240404,-0.5049558,-0.1809154
46,-0.107528225,-0.28947425,"('uncompetitive', 'competitive')",-0.1075282,-0.2894742,-0.181946
47,1.5777901,1.5901673,"('stupid', 'smart')",1.5777901,1.5901673,0.0123772
48,-0.7955013,-1.0074698,"('unintelligent', 'intelligent')",-0.7955013,-1.0074698,-0.2119685
49,-0.47007817,-0.36548862,"('unable', 'able')",-0.4700782,-0.3654886,0.1045896
50,-0.082836434,0.09844617,"('clumsy', 'skillful')",-0.0828364,0.0984462,0.1812826
51,0.38889885,0.22708192,"('uneducated', 'educated')",0.3888988,0.2270819,-0.1618169
52,-1.1566411,-1.2397485,"('irrational', 'rational')",-1.1566411,-1.2397485,-0.0831074
53,-1.0583295,-1.034903,"('uncreative', 'creative')",-1.0583295,-1.034903,0.0234265
54,-1.1018361,-1.0424206,"('incapable', 'capable')",-1.1018361,-1.0424206,0.0594155
55,0.1402848,-0.09011953,"('incompetent', 'clever')",0.1402848,-0.0901195,-0.2304043
56,1.4269563,1.2393948,"('impractical', 'practical')",1.4269563,1.2393948,-0.1875615
57,-1.5345541,-1.5876786,"('unimaginative', 'imaginative')",-1.5345541,-1.5876786,-0.0531245
58,0.21384917,0.10058704,"('undiscriminating', 'discriminating')",0.2138492,0.100587,-0.1132622
59,-0.74268293,-0.6623962,"('foolish', 'wise')",-0.7426829,-0.6623962,0.0802867
60,0.42617735,0.220132,"('inefficient', 'efficient')",0.4261774,0.220132,-0.2060454
61,-0.7017754,-0.9067844,"('illogical', 'logical')",-0.7017754,-0.9067844,-0.205009
62,0.55896235,0.5754957,"('incompetent', 'brilliant')",0.5589623,0.5754957,0.0165334
63,-0.1519073,-0.29095313,"('unperceptive', 'insightful')",-0.1519073,-0.2909531,-0.1390458
64,-1.2721081,-1.2057441,"('shy', 'confident')",-1.2721081,-1.2057441,0.066364
65,0.16244668,-0.027614906,"('insecure', 'secure')",0.1624467,-0.0276149,-0.1900616
66,-0.52995837,-0.4434593,"('inactive', 'active')",-0.5299584,-0.4434593,0.0864991
67,1.02234,0.9752927,"('doubtful', 'determined')",1.0223401,0.9752927,-0.0470474
68,-0.43810126,-0.39621192,"('dependent', 'independent')",-0.4381013,-0.3962119,0.0418894
69,-0.6094415,-0.37672496,"('lazy', 'industrious')",-0.6094415,-0.376725,0.2327165
70,1.0239259,0.9383373,"('lethargic', 'energetic')",1.0239259,0.9383373,-0.0855886
71,-0.56417793,-0.51665056,"('diffident', 'self-confident')",-0.5641779,-0.5166506,0.0475273
72,-0.11155683,-0.09878733,"('unambitious', 'ambitious')",-0.1115568,-0.0987873,0.0127695
73,-0.038548812,0.14607064,"('helpless', 'self-reliant')",-0.0385488,0.1460706,0.1846194
74,-0.039404545,-0.16008712,"('undedicated', 'dedicated')",-0.0394045,-0.1600871,-0.1206826
75,0.54816836,0.760012,"('meek', 'impulsive')",0.5481684,0.760012,0.2118436
76,0.5242791,0.43356994,"('anxious', 'daring')",0.5242791,0.4335699,-0.0907092
77,-0.8705294,-0.895648,"('unmotivated', 'motivated')",-0.8705294,-0.895648,-0.0251186
78,-1.0181482,-0.95915747,"('nonresilient', 'resilient')",-1.0181482,-0.9591575,0.0589907
79,-0.4212331,-0.33185792,"('wavering', 'unwavering')",-0.4212331,-0.3318579,0.0893752
80,0.9189508,0.902525,"('dominated', 'dominating')",0.9189508,0.902525,-0.0164258
81,0.92238873,0.74950016,"('submissive', 'aggressive')",0.9223887,0.7495002,-0.1728885
82,1.3113992,1.2440199,"('poor', 'rich')",1.3113992,1.2440199,-0.0673793
83,0.7538657,0.62595904,"('powerless', 'powerful')",0.7538657,0.625959,-0.1279067
84,0.6373666,0.63780123,"('inferior', 'superior')",0.6373666,0.6378012,0.0004346
85,-1.4859519,-1.5636715,"('insignificant', 'prestigious')",-1.4859519,-1.5636715,-0.0777196
86,-1.0088,-1.2609582,"('uninfluential', 'influential')",-1.0088,-1.2609582,-0.2521582
87,-0.21792291,-0.28329456,"('unsuccessful', 'successful')",-0.2179229,-0.2832946,-0.0653717
88,-0.006012513,-0.045421377,"('low', 'eminent')",-0.0060125,-0.0454214,-0.0394089
