,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7237134,-0.81351364,"('unsociable', 'sociable')",0.2664997,0.22399968,-0.45426878,-0.6302067,-0.3038275,-0.4065735,-0.102746
1,2.0312343,1.8679575,"('unfriendly', 'friendly')",1.5992224,1.3552631,1.9582437,1.7253524,1.8629001,1.6495244,-0.2133757
2,0.5748951,0.57216126,"('unlikable', 'likable')",1.0630927,1.02517,0.5433549,0.6005188,0.7271143,0.7326167,0.0055024
3,-1.7304728,-1.6148994,"('repellent', 'pleasant')",-0.23129326,-0.09551993,0.23905145,0.26680973,-0.5742382,-0.4812032,0.093035
4,-0.2450857,-0.3632326,"('disliked', 'liked')",0.533331,0.4094204,-6.329581,-6.421929,-2.0137785,-2.125247,-0.1114685
5,1.1479437,1.0709969,"('distant', 'outgoing')",0.78133595,0.6998484,-0.2357266,-0.19152664,0.5645177,0.5264395,-0.0380782
6,0.4431984,0.37744266,"('distant', 'open')",0.24344891,0.14930263,0.24752969,0.2653878,0.3113923,0.2640444,-0.0473479
7,-0.507263,-0.5010459,"('insensitive', 'sensitive')",-0.24697556,-0.22123866,0.67458624,0.6193358,-0.0265508,-0.0343163,-0.0077655
8,0.69490373,0.6557019,"('unaffectionate', 'affectionate')",0.38256162,0.25433207,0.45890498,0.33701015,0.5121234,0.4156814,-0.096442
9,1.2287123,1.1234354,"('unaffectionate', 'caring')",0.8513014,0.70136434,1.0514055,0.9231665,1.0438064,0.9159888,-0.1278176
10,-1.8191801,-1.8439449,"('unsympathetic', 'sympathetic')",-0.47685826,-0.4880801,-0.07887067,-0.17164473,-0.7916364,-0.8345566,-0.0429202
11,-0.5890431,-0.59861743,"('unhelpful', 'helpful')",0.26024303,0.2554911,2.0608518,2.0926974,0.5773506,0.5831904,0.0058398
12,0.6445213,0.6701651,"('unsupportive', 'supportive')",0.8599194,0.8332278,-1.519158,-1.5264095,-0.0049057,-0.0076722,-0.0027665
13,-0.7216009,-0.8630657,"('impolite', 'polite')",-0.15264247,-0.23759773,-0.38436082,-0.47382087,-0.4195347,-0.5248281,-0.1052934
14,-0.8899605,-0.8256123,"('antisocial', 'social')",0.4915933,0.49756944,-0.76580274,-0.82609063,-0.3880567,-0.3847112,0.0033455
15,0.41540575,0.30669093,"('boring', 'funny')",-0.39859915,-0.4605684,0.22134015,0.25050578,0.0793823,0.0322094,-0.0471729
16,-1.0609692,-1.0578758,"('unpopular', 'popular')",-1.1361322,-1.0350566,0.29218775,0.3506848,-0.6349713,-0.5807492,0.0542221
17,-0.6180669,-0.6107943,"('nasty', 'nice')",0.9755349,1.071197,-0.42878273,-0.26526353,-0.0237716,0.0650464,0.088818
18,-0.38702458,-0.42738265,"('disagreeable', 'welcoming')",-1.0389364,-1.0778819,-0.68455607,-0.74706113,-0.7035057,-0.7507752,-0.0472695
19,0.62400264,0.5535266,"('inhospitable', 'hospitable')",0.08114241,-0.00031979568,0.082318865,0.14772525,0.262488,0.233644,-0.028844
20,-0.010546822,0.040086336,"('rough', 'thoughtful')",0.9210183,0.9955129,1.3150897,1.2720531,0.7418537,0.7692175,0.0273638
21,-0.7031182,-0.80432075,"('immoral', 'moral')",0.410822,0.38973224,-0.8297838,-0.8157756,-0.3740267,-0.4101214,-0.0360947
22,-0.40243888,-0.44979236,"('untrustworthy', 'trustworthy')",0.53513783,0.462881,-0.88424647,-0.9400562,-0.2505158,-0.3089892,-0.0584734
23,-0.30037755,-0.35654667,"('insincere', 'sincere')",0.2969982,0.24423954,5.9388804,5.8450217,1.9785004,1.9109049,-0.0675955
24,0.47006473,0.4304273,"('dishonest', 'honest')",0.2635435,0.18375072,0.7546434,0.5941528,0.4960839,0.402777,-0.0933069
25,1.3133171,1.3289881,"('egoistic', 'altruistic')",0.74062556,0.697538,1.2845155,1.271425,1.1128194,1.099317,-0.0135024
26,1.665622,1.629176,"('hardhearted', 'benevolent')",1.7597609,1.5557535,1.8078022,1.5921504,1.7443949,1.5923599,-0.152035
27,-0.32851484,-0.32240877,"('hardhearted', 'softhearted')",-0.5104209,-0.51513344,1.538729,1.387731,0.2332644,0.1833963,-0.0498681
28,-0.5624115,-0.7176149,"('disloyal', 'loyal')",0.012792889,-0.15754652,0.82226235,0.6392582,0.0908812,-0.0786344,-0.1695156
29,0.34053627,0.2411263,"('unfair', 'fair')",0.18587407,0.16762188,-0.262281,-0.4173475,0.0880431,-0.0028664,-0.0909095
30,-0.9639958,-0.9957814,"('intolerant', 'tolerant')",-1.0093693,-1.0559494,0.8504748,0.7710835,-0.3742967,-0.4268825,-0.0525858
31,0.80921346,0.7888432,"('evil', 'good')",0.19088115,0.14541245,-0.9621915,-0.9815122,0.0126344,-0.0157522,-0.0283866
32,-0.00022460334,-0.16882011,"('unkind', 'kind')",0.27037108,0.16667645,1.0447268,0.8003149,0.4382911,0.2660571,-0.172234
33,1.6985312,1.5003879,"('wrong', 'right')",0.9118714,0.696632,-0.63775724,-0.68121743,0.6575484,0.5052675,-0.1522809
34,0.06686248,0.19598103,"('mean', 'honorable')",0.29164976,0.35820037,5.9415913,6.097489,2.1000346,2.2172235,0.1171889
35,0.71943474,0.5777467,"('corrupt', 'incorrupt')",0.31645408,0.21502411,-0.3665193,-0.49377623,0.2231232,0.0996649,-0.1234583
36,1.0220944,0.8694882,"('hostile', 'amicable')",0.5527867,0.37532982,-0.0031344928,-0.18550992,0.5239155,0.3531027,-0.1708128
37,-0.14140445,-0.16120589,"('fake', 'genuine')",0.17427407,0.13942981,0.354579,0.33546242,0.1291495,0.1045621,-0.0245874
