,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2058985,-0.3876682,"('unsociable', 'sociable')",1.7416984,1.7018411,0.95834225,0.86553097,4.145429,4.0823627,-0.45023084,-0.59309363,-0.11489003,-0.1771762,1.0124084,0.9152995,-0.0971089
1,-2.1014504,-2.0504115,"('unfriendly', 'friendly')",0.26194608,0.3237682,-0.56144977,-0.49835855,-0.39615837,-0.35907272,-1.8686806,-1.8115933,2.1170042,2.0098093,-0.4247982,-0.3976431,0.0271551
2,1.0517389,1.1336918,"('unlikable', 'likable')",1.3988258,1.5170333,1.9154912,1.9835473,2.4229045,2.4482226,0.7316083,0.84329987,0.7787992,0.8691884,1.383228,1.4658306,0.0826026
3,-0.35700223,-0.3280893,"('repellent', 'pleasant')",0.2438778,0.33940917,-0.03562448,-0.0069014616,1.3935282,1.3982189,0.56995964,0.5981476,0.121029064,0.2013379,0.322628,0.3670204,0.0443924
4,0.19791493,0.19305141,"('disliked', 'liked')",-0.267555,-0.25811443,0.6227601,0.5199184,-1.0846857,-1.0684892,-0.24546503,-0.27361,-6.310844,-6.361178,-1.1813124,-1.2080703,-0.0267579
5,-0.8219279,-0.6643507,"('distant', 'outgoing')",-0.21710494,-0.18383189,-0.26244044,-0.08438602,-2.5090454,-2.3720632,-1.2348303,-1.1484456,-0.22220355,-0.21310067,-0.8779255,-0.7776963,0.1002292
6,-1.3684665,-1.1856875,"('distant', 'open')",-0.2763362,-0.22114226,-0.39638186,-0.17592664,-2.4134746,-2.2692757,-1.7168188,-1.5896994,0.4799024,0.4791053,-0.9485959,-0.8271043,0.1214916
7,0.43555775,0.38059855,"('insensitive', 'sensitive')",0.9849628,1.0356047,0.7155323,0.7043956,2.6998794,2.684665,0.20615502,0.18246105,0.7770791,0.8245991,0.969861,0.9687207,-0.0011403
8,-0.6928401,-0.6567399,"('unaffectionate', 'affectionate')",-0.38443273,-0.42175865,-1.2944354,-1.2749857,-0.409127,-0.40625578,-2.4979765,-2.475721,0.5214115,0.42784888,-0.7929001,-0.8012687,-0.0083686
9,-0.1477233,-0.13623214,"('unaffectionate', 'caring')",0.8450822,0.84855926,-0.27201056,-0.25246975,1.574262,1.6150095,-1.7858278,-1.78988,1.3883433,1.3527489,0.267021,0.272956,0.005935
10,-0.012010625,-0.16365957,"('unsympathetic', 'sympathetic')",0.7659914,0.79433024,-0.6166315,-0.682378,3.615707,3.5963745,-0.7440126,-0.8673828,-0.22246681,-0.22109792,0.4644295,0.4093644,-0.0550651
11,0.070736475,0.038591944,"('unhelpful', 'helpful')",-0.08795942,-0.08595205,0.18437977,0.12674211,1.8545877,1.8276777,-0.2426504,-0.32114673,1.9855411,2.0341892,0.6274392,0.6033504,-0.0240888
12,0.46843696,0.5433245,"('unsupportive', 'supportive')",1.4327674,1.5168924,0.53070116,0.6843205,2.752379,2.8666513,-0.056286342,-0.0068214927,-1.8024963,-1.7290614,0.5542502,0.6458843,0.0916341
13,0.62268305,0.4900883,"('impolite', 'polite')",1.7170427,1.7438561,0.39579654,0.3543471,3.4865808,3.4420266,0.4787347,0.390799,-0.15522647,-0.15449278,1.0909352,1.0444374,-0.0464978
14,0.64634866,0.5904628,"('antisocial', 'social')",3.3101707,3.3298233,1.8142353,1.7233754,3.7764795,3.7823806,0.7546787,0.7373015,-0.68257666,-0.6475152,1.6032228,1.5859715,-0.0172513
