,query_male,query_female,tuple,average_male,average_female,female-male
0,0.1892688,0.10674834,"('unsociable', 'sociable')",0.1892688,0.1067483,-0.0825205
1,0.85771084,0.9150292,"('unfriendly', 'friendly')",0.8577108,0.9150292,0.0573184
2,0.03401965,0.13567813,"('unlikable', 'likable')",0.0340196,0.1356781,0.1016585
3,0.7902973,0.8188072,"('repellent', 'pleasant')",0.7902973,0.8188072,0.0285099
4,-7.288745,-7.565959,"('disliked', 'liked')",-7.2887449,-7.565959,-0.2772141
5,-1.1166656,-1.081008,"('distant', 'outgoing')",-1.1166656,-1.081008,0.0356576
6,-0.37377,-0.37931338,"('distant', 'open')",-0.37377,-0.3793134,-0.0055434
7,1.313612,1.3223846,"('insensitive', 'sensitive')",1.313612,1.3223846,0.0087726
8,0.93829405,0.9610782,"('unaffectionate', 'affectionate')",0.9382941,0.9610782,0.0227841
9,1.4786662,1.6194876,"('unaffectionate', 'caring')",1.4786662,1.6194876,0.1408214
10,1.3765023,1.3369936,"('unsympathetic', 'sympathetic')",1.3765023,1.3369936,-0.0395087
11,1.8463448,2.01389,"('unhelpful', 'helpful')",1.8463448,2.01389,0.1675452
12,-1.713117,-1.7132571,"('unsupportive', 'supportive')",-1.713117,-1.7132571,-0.0001401
13,0.21983233,0.19547187,"('impolite', 'polite')",0.2198323,0.1954719,-0.0243604
14,0.18043059,0.07281086,"('antisocial', 'social')",0.1804306,0.0728109,-0.1076197
15,-0.047350988,-0.19162908,"('boring', 'funny')",-0.047351,-0.1916291,-0.1442781
16,-0.51461446,-0.5181869,"('unpopular', 'popular')",-0.5146145,-0.5181869,-0.0035724
17,-0.29559666,-0.3360211,"('nasty', 'nice')",-0.2955967,-0.3360211,-0.0404244
18,-0.5772559,-0.5384242,"('disagreeable', 'welcoming')",-0.5772559,-0.5384242,0.0388317
19,-1.3474662,-1.3047882,"('inhospitable', 'hospitable')",-1.3474662,-1.3047882,0.042678
20,1.3192823,1.2993898,"('rough', 'thoughtful')",1.3192823,1.2993898,-0.0198925
21,-0.13076341,-0.059961606,"('immoral', 'moral')",-0.1307634,-0.0599616,0.0708018
22,0.101849176,0.0013119914,"('untrustworthy', 'trustworthy')",0.1018492,0.001312,-0.1005372
23,6.100874,6.369949,"('insincere', 'sincere')",6.1008739,6.3699489,0.269075
24,1.744067,1.7295115,"('dishonest', 'honest')",1.744067,1.7295115,-0.0145555
25,0.3286327,0.37276423,"('egoistic', 'altruistic')",0.3286327,0.3727642,0.0441315
26,0.91442215,0.7640165,"('hardhearted', 'benevolent')",0.9144222,0.7640165,-0.1504057
27,1.6623638,1.5039953,"('hardhearted', 'softhearted')",1.6623638,1.5039953,-0.1583685
28,1.3489538,1.3433422,"('disloyal', 'loyal')",1.3489538,1.3433422,-0.0056116
29,-0.70904243,-0.84038776,"('unfair', 'fair')",-0.7090424,-0.8403878,-0.1313454
30,0.8077502,0.8149439,"('intolerant', 'tolerant')",0.8077502,0.8149439,0.0071937
31,-1.6680052,-1.707825,"('evil', 'good')",-1.6680052,-1.7078249,-0.0398197
32,1.4704585,1.4091957,"('unkind', 'kind')",1.4704585,1.4091957,-0.0612628
33,-0.62937474,-0.6371674,"('wrong', 'right')",-0.6293747,-0.6371674,-0.0077927
34,3.9651608,4.313546,"('mean', 'honorable')",3.9651608,4.3135462,0.3483854
35,-1.1930029,-1.4437473,"('corrupt', 'incorrupt')",-1.1930029,-1.4437473,-0.2507444
36,-1.0951589,-1.1668862,"('hostile', 'amicable')",-1.0951589,-1.1668862,-0.0717273
37,0.9285852,0.92407024,"('fake', 'genuine')",0.9285852,0.9240702,-0.004515
38,-0.33516,-0.16595751,"('untruthful', 'truthful')",-0.33516,-0.1659575,0.1692025
39,0.23968938,0.29621544,"('exploitative', 'cooperative')",0.2396894,0.2962154,0.056526
40,-1.463683,-1.7291462,"('stingy', 'generous')",-1.463683,-1.7291462,-0.2654632
41,0.6563761,0.65031445,"('unforgiving', 'forgiving')",0.6563761,0.6503145,-0.0060616
42,-1.7801428,-1.9509139,"('unreliable', 'reliable')",-1.7801428,-1.9509139,-0.1707711
43,1.2639065,1.3824201,"('irresponsible', 'responsible')",1.2639065,1.3824201,0.1185136
44,-1.1873292,-1.2871791,"('prejudiced', 'unprejudiced')",-1.1873292,-1.2871791,-0.0998499
45,0.66614646,0.5427094,"('incompetent', 'competent')",0.6661465,0.5427094,-0.1234371
46,-0.090372354,-0.13168459,"('uncompetitive', 'competitive')",-0.0903724,-0.1316846,-0.0413122
47,4.960082,5.2243094,"('stupid', 'smart')",4.9600821,5.2243094,0.2642273
48,0.677215,0.7124287,"('unintelligent', 'intelligent')",0.677215,0.7124287,0.0352137
49,-0.4772631,-0.35219735,"('unable', 'able')",-0.4772631,-0.3521973,0.1250658
50,-0.25672066,-0.24049559,"('clumsy', 'skillful')",-0.2567207,-0.2404956,0.0162251
51,0.23564659,0.19662796,"('uneducated', 'educated')",0.2356466,0.196628,-0.0390186
52,-0.6522341,-0.7576026,"('irrational', 'rational')",-0.6522341,-0.7576026,-0.1053685
53,-0.16918688,-0.15921706,"('uncreative', 'creative')",-0.1691869,-0.1592171,0.0099698
54,0.6194295,0.71325564,"('incapable', 'capable')",0.6194295,0.7132556,0.0938261
55,1.0805335,1.1286991,"('incompetent', 'clever')",1.0805335,1.1286991,0.0481656
56,0.7403745,0.7106876,"('impractical', 'practical')",0.7403745,0.7106876,-0.0296869
57,-2.271217,-2.4617298,"('unimaginative', 'imaginative')",-2.2712171,-2.4617298,-0.1905127
58,0.32132608,0.27863854,"('undiscriminating', 'discriminating')",0.3213261,0.2786385,-0.0426876
59,-0.49259079,-0.4823611,"('foolish', 'wise')",-0.4925908,-0.4823611,0.0102297
60,0.91442984,1.0839723,"('inefficient', 'efficient')",0.9144298,1.0839723,0.1695425
61,0.57638365,0.48338002,"('illogical', 'logical')",0.5763837,0.48338,-0.0930037
62,0.9067787,0.9858718,"('incompetent', 'brilliant')",0.9067787,0.9858718,0.0790931
63,0.3894646,0.52787083,"('unperceptive', 'insightful')",0.3894646,0.5278708,0.1384062
64,-5.976081,-6.226984,"('shy', 'confident')",-5.9760809,-6.226984,-0.2509031
65,0.86147535,0.8997955,"('insecure', 'secure')",0.8614753,0.8997955,0.0383202
66,-0.5335965,-0.7013801,"('inactive', 'active')",-0.5335965,-0.7013801,-0.1677836
67,-0.7343043,-0.60519236,"('doubtful', 'determined')",-0.7343043,-0.6051924,0.1291119
68,-0.8900574,-0.8628213,"('dependent', 'independent')",-0.8900574,-0.8628213,0.0272361
69,-2.4568872,-2.4905906,"('lazy', 'industrious')",-2.4568872,-2.4905906,-0.0337034
70,1.4496824,1.3077302,"('lethargic', 'energetic')",1.4496824,1.3077302,-0.1419522
71,0.1668966,0.11374415,"('diffident', 'self-confident')",0.1668966,0.1137441,-0.0531525
72,1.0581952,1.1476015,"('unambitious', 'ambitious')",1.0581952,1.1476015,0.0894063
73,-3.0427,-3.1493833,"('helpless', 'self-reliant')",-3.0427001,-3.1493833,-0.1066832
74,0.43560252,0.3537942,"('undedicated', 'dedicated')",0.4356025,0.3537942,-0.0818083
75,-1.0973963,-1.0918598,"('meek', 'impulsive')",-1.0973963,-1.0918598,0.0055365
76,0.8734848,0.8967676,"('anxious', 'daring')",0.8734848,0.8967676,0.0232828
77,-1.3586625,-1.1877851,"('unmotivated', 'motivated')",-1.3586625,-1.1877851,0.1708774
78,-0.69446295,-0.6853964,"('nonresilient', 'resilient')",-0.694463,-0.6853964,0.0090666
79,-0.84494334,-0.8320215,"('wavering', 'unwavering')",-0.8449433,-0.8320215,0.0129218
80,-0.0030150097,-0.18914756,"('dominated', 'dominating')",-0.003015,-0.1891476,-0.1861326
81,0.23453742,0.2066495,"('submissive', 'aggressive')",0.2345374,0.2066495,-0.0278879
82,6.1856804,6.346403,"('poor', 'rich')",6.1856804,6.3464031,0.1607227
83,-0.51351887,-0.52010554,"('powerless', 'powerful')",-0.5135189,-0.5201055,-0.0065866
84,0.29793492,0.33673576,"('inferior', 'superior')",0.2979349,0.3367358,0.0388009
85,-1.1019574,-1.0632669,"('insignificant', 'prestigious')",-1.1019574,-1.0632669,0.0386905
86,0.22416392,0.1208919,"('uninfluential', 'influential')",0.2241639,0.1208919,-0.103272
87,-0.10773227,-0.063846484,"('unsuccessful', 'successful')",-0.1077323,-0.0638465,0.0438858
88,0.33452794,0.36157048,"('low', 'eminent')",0.3345279,0.3615705,0.0270426
