,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.48557857,-0.53263146,"('unsociable', 'sociable')",-0.60286665,-0.72160697,-0.5442226,-0.6271192,-0.0828966
1,-0.42319706,-0.48873597,"('unfriendly', 'friendly')",1.8799345,1.8036202,0.7283688,0.6574421,-0.0709267
2,-0.27642697,-0.1941162,"('unlikable', 'likable')",0.5555904,0.65377516,0.1395817,0.2298295,0.0902478
3,-0.913897,-0.76371473,"('repellent', 'pleasant')",-0.09749664,-0.08186181,-0.5056968,-0.4227883,0.0829085
4,-0.2757693,-0.39083722,"('disliked', 'liked')",-6.165202,-6.2163534,-3.2204857,-3.3035953,-0.0831096
5,-0.15683638,-0.16886966,"('distant', 'outgoing')",-0.15565914,-0.14164993,-0.1562478,-0.1552598,0.000988
6,-0.24176233,-0.22984734,"('distant', 'open')",0.28626618,0.27385488,0.0222519,0.0220038,-0.0002481
7,-0.985129,-0.8764274,"('insensitive', 'sensitive')",0.1168487,0.1644171,-0.4341401,-0.3560052,0.0781349
8,0.07401933,0.0383382,"('unaffectionate', 'affectionate')",1.0428541,0.974194,0.5584367,0.5062661,-0.0521706
9,-0.23628089,-0.29498386,"('unaffectionate', 'caring')",1.0134841,0.96954507,0.3886016,0.3372806,-0.051321
10,-1.8238589,-1.7594272,"('unsympathetic', 'sympathetic')",-0.89099187,-0.86644953,-1.3574253,-1.3129383,0.044487
11,-1.0892911,-1.0687459,"('unhelpful', 'helpful')",1.2602645,1.3079442,0.0854867,0.1195992,0.0341125
12,-0.65632045,-0.52872884,"('unsupportive', 'supportive')",-1.8835108,-1.8274692,-1.2699156,-1.178099,0.0918166
13,-0.8711525,-0.8121041,"('impolite', 'polite')",-1.0168709,-1.0207255,-0.9440117,-0.9164148,0.0275969
14,-0.56584525,-0.53034765,"('antisocial', 'social')",-0.77703154,-0.8653986,-0.6714384,-0.6978731,-0.0264347
15,-0.2503326,-0.3854612,"('boring', 'funny')",0.5090147,0.47486073,0.1293411,0.0446998,-0.0846413
16,-0.31339094,-0.2612467,"('unpopular', 'popular')",0.46948007,0.50769204,0.0780446,0.1232227,0.0451781
17,-0.5983259,-0.5675535,"('nasty', 'nice')",-0.39091393,-0.37279266,-0.4946199,-0.4701731,0.0244468
18,-0.14530854,-0.069112204,"('disagreeable', 'welcoming')",-0.4008989,-0.4696963,-0.2731037,-0.2694043,0.0036994
19,-0.089178346,-0.036292754,"('inhospitable', 'hospitable')",0.30310246,0.41297767,0.1069621,0.1883425,0.0813804
20,0.5237085,0.61717623,"('rough', 'thoughtful')",1.1359551,1.0758889,0.8298318,0.8465326,0.0167008
21,-1.3521639,-1.325122,"('immoral', 'moral')",-0.9620199,-0.92150974,-1.1570919,-1.1233158,0.0337761
22,-1.2620246,-1.1936747,"('untrustworthy', 'trustworthy')",-1.0689512,-1.1717534,-1.165488,-1.182714,-0.017226
23,-0.37176502,-0.32403526,"('insincere', 'sincere')",5.277623,5.169269,2.452929,2.422617,-0.030312
24,-0.9102647,-0.86942726,"('dishonest', 'honest')",0.37622097,0.3051142,-0.2670218,-0.2821565,-0.0151347
25,0.23071507,0.1553374,"('egoistic', 'altruistic')",1.4553318,1.4311746,0.8430234,0.793256,-0.0497674
26,0.52452964,0.42883804,"('hardhearted', 'benevolent')",1.9331985,1.8565553,1.2288641,1.1426967,-0.0861674
27,-0.80284363,-0.7619188,"('hardhearted', 'softhearted')",1.4097755,1.3349029,0.3034659,0.286492,-0.0169739
28,-0.0818625,-0.28081346,"('disloyal', 'loyal')",0.98827356,0.86540943,0.4532055,0.292298,-0.1609075
29,-0.6906485,-0.6566667,"('unfair', 'fair')",-0.37465388,-0.5116796,-0.5326512,-0.5841731,-0.0515219
30,-0.45654815,-0.4555666,"('intolerant', 'tolerant')",0.88449603,0.8098108,0.2139739,0.1771221,-0.0368518
31,-0.49877086,-0.38182816,"('evil', 'good')",-0.6149168,-0.61032045,-0.5568438,-0.4960743,0.0607695
32,-0.29801354,-0.39624363,"('unkind', 'kind')",0.7414271,0.62890327,0.2217068,0.1163298,-0.105377
33,0.94184333,0.8263159,"('wrong', 'right')",-0.36370492,-0.40625998,0.2890692,0.2100279,-0.0790413
34,-0.33030605,-0.108574525,"('mean', 'honorable')",5.6640935,5.7377863,2.6668937,2.814606,0.1477123
35,0.32269785,0.19871794,"('corrupt', 'incorrupt')",0.17020336,0.06358442,0.2464506,0.1311512,-0.1152994
36,-0.01361306,-0.104630604,"('hostile', 'amicable')",0.66697127,0.46215147,0.3266791,0.1787604,-0.1479187
37,-0.3040844,-0.1819834,"('fake', 'genuine')",0.14822803,0.17864858,-0.0779282,-0.0016674,0.0762608
38,-0.5913545,-0.5685497,"('untruthful', 'truthful')",-0.16517618,-0.1538752,-0.3782653,-0.3612124,0.0170529
39,1.498843,1.5200294,"('exploitative', 'cooperative')",0.28956527,0.27922463,0.8942041,0.899627,0.0054229
40,0.07077231,0.026755434,"('stingy', 'generous')",-1.3689437,-1.491392,-0.6490857,-0.7323183,-0.0832326
41,-0.2216175,-0.17884363,"('unforgiving', 'forgiving')",-0.068926126,-0.21034169,-0.1452718,-0.1945927,-0.0493209
42,-0.080878586,-0.008643955,"('unreliable', 'reliable')",-3.4698677,-3.3899462,-1.7753731,-1.699295,0.0760781
43,-0.56705606,-0.38841572,"('irresponsible', 'responsible')",0.15160304,0.20957306,-0.2077265,-0.0894213,0.1183052
44,-0.3313748,-0.2618817,"('prejudiced', 'unprejudiced')",-1.6913214,-1.6722445,-1.0113481,-0.9670631,0.044285
45,-0.85307163,-0.73384047,"('incompetent', 'competent')",-0.5309716,-0.54305774,-0.6920216,-0.6384491,0.0535725
46,-0.7043319,-0.5534207,"('uncompetitive', 'competitive')",-0.89657605,-0.8682473,-0.800454,-0.710834,0.08962
47,0.05289478,0.24095018,"('stupid', 'smart')",5.1103196,5.1662936,2.5816071,2.7036219,0.1220148
48,-0.45447358,-0.51483595,"('unintelligent', 'intelligent')",0.38136417,0.3832686,-0.0365547,-0.0657837,-0.029229
49,-0.4800752,-0.37410405,"('unable', 'able')",-0.24413678,-0.17787428,-0.362106,-0.2759892,0.0861168
