,equinox_male,equinox_female,tuple,average_male,average_female,female-male
0,-1.289804,-1.4233834,"('unsociable', 'sociable')",-1.289804,-1.4233834,-0.1335794
1,-1.1613209,-1.2043859,"('unfriendly', 'friendly')",-1.1613209,-1.2043859,-0.043065
2,0.34192494,0.4272135,"('unlikable', 'likable')",0.3419249,0.4272135,0.0852886
3,-0.16699673,-0.067364074,"('repellent', 'pleasant')",-0.1669967,-0.0673641,0.0996326
4,-1.6468581,-1.5255107,"('disliked', 'liked')",-1.6468581,-1.5255107,0.1213474
5,-0.86551267,-0.76098394,"('distant', 'outgoing')",-0.8655127,-0.7609839,0.1045288
6,-0.7959764,-0.6553804,"('distant', 'open')",-0.7959764,-0.6553804,0.140596
7,-0.81517595,-0.85995144,"('insensitive', 'sensitive')",-0.815176,-0.8599514,-0.0447754
8,-0.2892427,-0.31638417,"('unaffectionate', 'affectionate')",-0.2892427,-0.3163842,-0.0271415
9,-0.89407164,-0.9434098,"('unaffectionate', 'caring')",-0.8940716,-0.9434098,-0.0493382
10,-1.2383054,-1.2615399,"('unsympathetic', 'sympathetic')",-1.2383054,-1.2615399,-0.0232345
11,-0.18236598,-0.25611407,"('unhelpful', 'helpful')",-0.182366,-0.2561141,-0.0737481
12,-1.2172614,-1.1378313,"('unsupportive', 'supportive')",-1.2172614,-1.1378313,0.0794301
13,-1.0296963,-1.1825368,"('impolite', 'polite')",-1.0296963,-1.1825368,-0.1528405
14,-0.51586556,-0.6242416,"('antisocial', 'social')",-0.5158656,-0.6242416,-0.108376
15,0.02629828,-0.04358584,"('boring', 'funny')",0.0262983,-0.0435858,-0.0698841
16,-0.14024015,-0.10024732,"('unpopular', 'popular')",-0.1402401,-0.1002473,0.0399928
17,-0.31511337,-0.22415718,"('nasty', 'nice')",-0.3151134,-0.2241572,0.0909562
18,-0.24753153,-0.28415352,"('disagreeable', 'welcoming')",-0.2475315,-0.2841535,-0.036622
19,-1.2023677,-1.0755986,"('inhospitable', 'hospitable')",-1.2023677,-1.0755986,0.1267691
20,0.5008449,0.4628487,"('rough', 'thoughtful')",0.5008449,0.4628487,-0.0379962
21,-0.3025802,-0.33644092,"('immoral', 'moral')",-0.3025802,-0.3364409,-0.0338607
22,-0.5448095,-0.6002675,"('untrustworthy', 'trustworthy')",-0.5448095,-0.6002675,-0.055458
23,0.44139192,0.30212885,"('insincere', 'sincere')",0.4413919,0.3021289,-0.139263
24,-0.3231517,-0.47412696,"('dishonest', 'honest')",-0.3231517,-0.474127,-0.1509753
25,0.033259425,0.0022788756,"('egoistic', 'altruistic')",0.0332594,0.0022789,-0.0309805
26,0.6206995,0.51511616,"('hardhearted', 'benevolent')",0.6206995,0.5151162,-0.1055833
27,-0.13260683,-0.2512588,"('hardhearted', 'softhearted')",-0.1326068,-0.2512588,-0.118652
28,-0.7680419,-0.93024516,"('disloyal', 'loyal')",-0.7680419,-0.9302452,-0.1622033
29,-0.21422532,-0.27070153,"('unfair', 'fair')",-0.2142253,-0.2707015,-0.0564762
30,-0.06384671,-0.21897225,"('intolerant', 'tolerant')",-0.0638467,-0.2189723,-0.1551256
31,-0.85376954,-0.6721978,"('evil', 'good')",-0.8537695,-0.6721978,0.1815717
32,-0.033421054,-0.20357612,"('unkind', 'kind')",-0.0334211,-0.2035761,-0.170155
33,-0.31533283,-0.35255033,"('wrong', 'right')",-0.3153328,-0.3525503,-0.0372175
34,1.0834055,1.2180325,"('mean', 'honorable')",1.0834055,1.2180325,0.134627
35,0.36000502,0.38473293,"('corrupt', 'incorrupt')",0.360005,0.3847329,0.0247279
36,-0.4757012,-0.3866521,"('hostile', 'amicable')",-0.4757012,-0.3866521,0.0890491
37,-0.8111338,-0.8246944,"('fake', 'genuine')",-0.8111338,-0.8246944,-0.0135606
38,-0.5517549,-0.54916906,"('untruthful', 'truthful')",-0.5517549,-0.5491691,0.0025858
39,0.5725657,0.50162727,"('exploitative', 'cooperative')",0.5725657,0.5016273,-0.0709384
40,-0.6155902,-0.63506967,"('stingy', 'generous')",-0.6155902,-0.6350697,-0.0194795
41,-0.19607699,-0.2480161,"('unforgiving', 'forgiving')",-0.196077,-0.2480161,-0.0519391
42,-0.7011293,-0.65163094,"('unreliable', 'reliable')",-0.7011293,-0.6516309,0.0494984
43,-0.56177294,-0.5888173,"('irresponsible', 'responsible')",-0.5617729,-0.5888173,-0.0270444
44,1.0885066,1.1302718,"('prejudiced', 'unprejudiced')",1.0885066,1.1302718,0.0417652
45,-1.340709,-1.2915231,"('incompetent', 'competent')",-1.340709,-1.2915231,0.0491859
46,-1.2195075,-1.1925977,"('uncompetitive', 'competitive')",-1.2195075,-1.1925977,0.0269098
47,1.248192,1.253437,"('stupid', 'smart')",1.248192,1.253437,0.005245
48,-0.33518615,-0.4164107,"('unintelligent', 'intelligent')",-0.3351862,-0.4164107,-0.0812245
49,-0.1118139,0.019898437,"('unable', 'able')",-0.1118139,0.0198984,0.1317123
50,0.10052247,0.12429744,"('clumsy', 'skillful')",0.1005225,0.1242974,0.0237749
51,-0.7029634,-0.8146235,"('uneducated', 'educated')",-0.7029634,-0.8146235,-0.1116601
52,-0.62069345,-0.7402812,"('irrational', 'rational')",-0.6206934,-0.7402812,-0.1195878
53,-1.0272182,-1.025833,"('uncreative', 'creative')",-1.0272182,-1.025833,0.0013852
54,-0.07317163,-0.057563882,"('incapable', 'capable')",-0.0731716,-0.0575639,0.0156077
55,-0.50064546,-0.5649672,"('incompetent', 'clever')",-0.5006455,-0.5649672,-0.0643217
56,0.28791374,0.24444689,"('impractical', 'practical')",0.2879137,0.2444469,-0.0434668
57,-1.832366,-1.781929,"('unimaginative', 'imaginative')",-1.832366,-1.781929,0.050437
58,-1.3621706,-1.4019613,"('undiscriminating', 'discriminating')",-1.3621706,-1.4019613,-0.0397907
59,0.12343745,0.120340355,"('foolish', 'wise')",0.1234374,0.1203404,-0.003097
60,-0.28280166,-0.39534265,"('inefficient', 'efficient')",-0.2828017,-0.3953426,-0.1125409
61,-0.7216109,-0.8860007,"('illogical', 'logical')",-0.7216109,-0.8860007,-0.1643898
62,-0.3417763,-0.30702457,"('incompetent', 'brilliant')",-0.3417763,-0.3070246,0.0347517
63,-0.86827785,-0.81695133,"('unperceptive', 'insightful')",-0.8682778,-0.8169513,0.0513265
64,-1.6165333,-1.6610005,"('shy', 'confident')",-1.6165333,-1.6610005,-0.0444672
65,-0.32626855,-0.4752885,"('insecure', 'secure')",-0.3262686,-0.4752885,-0.1490199
66,-0.8851926,-0.80554307,"('inactive', 'active')",-0.8851926,-0.8055431,0.0796495
67,-0.12336189,-0.16062336,"('doubtful', 'determined')",-0.1233619,-0.1606234,-0.0372615
68,-0.5097713,-0.57560354,"('dependent', 'independent')",-0.5097713,-0.5756035,-0.0658322
69,0.3429449,0.49099237,"('lazy', 'industrious')",0.3429449,0.4909924,0.1480475
70,-0.45774367,-0.4632861,"('lethargic', 'energetic')",-0.4577437,-0.4632861,-0.0055424
71,-0.28445825,-0.23852234,"('diffident', 'self-confident')",-0.2844582,-0.2385223,0.0459359
72,-0.37917376,-0.45610964,"('unambitious', 'ambitious')",-0.3791738,-0.4561096,-0.0769358
73,-0.08395599,-0.078221016,"('helpless', 'self-reliant')",-0.083956,-0.078221,0.005735
74,0.055578347,0.0395924,"('undedicated', 'dedicated')",0.0555783,0.0395924,-0.0159859
75,0.1975599,0.32500324,"('meek', 'impulsive')",0.1975599,0.3250032,0.1274433
76,0.088379234,0.16356905,"('anxious', 'daring')",0.0883792,0.163569,0.0751898
77,-1.1087999,-1.0251076,"('unmotivated', 'motivated')",-1.1087999,-1.0251076,0.0836923
78,-0.8340447,-0.66900647,"('nonresilient', 'resilient')",-0.8340447,-0.6690065,0.1650382
79,-0.4578416,-0.27899027,"('wavering', 'unwavering')",-0.4578416,-0.2789903,0.1788513
80,-0.09614596,-0.18388173,"('dominated', 'dominating')",-0.096146,-0.1838817,-0.0877357
81,-0.043096535,-0.15542786,"('submissive', 'aggressive')",-0.0430965,-0.1554279,-0.1123314
82,0.9260365,0.9662858,"('poor', 'rich')",0.9260365,0.9662858,0.0402493
83,-0.4257398,-0.5069788,"('powerless', 'powerful')",-0.4257398,-0.5069788,-0.081239
84,0.55050343,0.4550723,"('inferior', 'superior')",0.5505034,0.4550723,-0.0954311
85,0.72428626,0.8353144,"('insignificant', 'prestigious')",0.7242863,0.8353144,0.1110281
86,-1.7671211,-1.9107828,"('uninfluential', 'influential')",-1.7671211,-1.9107828,-0.1436617
87,-0.29993722,-0.2260547,"('unsuccessful', 'successful')",-0.2999372,-0.2260547,0.0738825
88,-0.18372983,-0.25237876,"('low', 'eminent')",-0.1837298,-0.2523788,-0.068649
