,sprinter_male,sprinter_female,tuple,average_male,average_female,female-male
0,-0.04709816,-0.022094548,"('unsociable', 'sociable')",-0.0470982,-0.0220945,0.0250037
1,1.0498174,0.9154578,"('unfriendly', 'friendly')",1.0498174,0.9154578,-0.1343596
2,0.09483507,0.1741214,"('unlikable', 'likable')",0.0948351,0.1741214,0.0792863
3,0.10897513,0.25291687,"('repellent', 'pleasant')",0.1089751,0.2529169,0.1439418
4,-7.0690427,-7.0561113,"('disliked', 'liked')",-7.0690427,-7.0561113,0.0129314
5,-0.46121147,-0.57682216,"('distant', 'outgoing')",-0.4612115,-0.5768222,-0.1156107
6,-0.38817367,-0.5571853,"('distant', 'open')",-0.3881737,-0.5571853,-0.1690116
7,0.9728834,1.1117567,"('insensitive', 'sensitive')",0.9728834,1.1117567,0.1388733
8,0.86533785,0.69106025,"('unaffectionate', 'affectionate')",0.8653378,0.6910602,-0.1742776
9,1.9207723,1.8852516,"('unaffectionate', 'caring')",1.9207723,1.8852516,-0.0355207
10,0.9003661,0.99544245,"('unsympathetic', 'sympathetic')",0.9003661,0.9954425,0.0950764
11,2.1417756,2.240497,"('unhelpful', 'helpful')",2.1417756,2.2404971,0.0987215
12,-1.429172,-1.3789834,"('unsupportive', 'supportive')",-1.429172,-1.3789834,0.0501886
13,-0.10217883,-0.07209535,"('impolite', 'polite')",-0.1021788,-0.0720953,0.0300835
14,-0.19816099,-0.15567966,"('antisocial', 'social')",-0.198161,-0.1556797,0.0424813
15,0.082444,0.015293617,"('boring', 'funny')",0.082444,0.0152936,-0.0671504
16,-0.6510651,-0.6543753,"('unpopular', 'popular')",-0.6510651,-0.6543753,-0.0033102
17,-0.49909538,-0.5311413,"('nasty', 'nice')",-0.4990954,-0.5311413,-0.0320459
18,-0.533203,-0.62506056,"('disagreeable', 'welcoming')",-0.533203,-0.6250606,-0.0918576
19,-0.5277142,-0.5381064,"('inhospitable', 'hospitable')",-0.5277142,-0.5381064,-0.0103922
20,0.37093785,0.40200186,"('rough', 'thoughtful')",0.3709379,0.4020019,0.031064
21,-0.028935822,0.22321655,"('immoral', 'moral')",-0.0289358,0.2232165,0.2521523
22,-0.75678533,-0.79065067,"('untrustworthy', 'trustworthy')",-0.7567853,-0.7906507,-0.0338654
23,6.567771,6.627871,"('insincere', 'sincere')",6.567771,6.627871,0.0601
24,1.7844955,1.6905016,"('dishonest', 'honest')",1.7844955,1.6905016,-0.0939939
25,0.5995883,0.44337898,"('egoistic', 'altruistic')",0.5995883,0.443379,-0.1562093
26,0.7058879,0.5819566,"('hardhearted', 'benevolent')",0.7058879,0.5819566,-0.1239313
27,1.1613171,1.0294577,"('hardhearted', 'softhearted')",1.1613171,1.0294577,-0.1318594
28,1.5646935,1.4921706,"('disloyal', 'loyal')",1.5646935,1.4921706,-0.0725229
29,-0.91709054,-1.0665694,"('unfair', 'fair')",-0.9170905,-1.0665694,-0.1494789
30,1.290338,1.3326076,"('intolerant', 'tolerant')",1.290338,1.3326076,0.0422696
31,-1.6627144,-1.7651892,"('evil', 'good')",-1.6627144,-1.7651892,-0.1024748
32,1.475748,1.4420645,"('unkind', 'kind')",1.4757479,1.4420645,-0.0336834
33,-0.0027159778,-0.10824834,"('wrong', 'right')",-0.002716,-0.1082483,-0.1055323
34,4.59159,4.7631,"('mean', 'honorable')",4.5915899,4.7631001,0.1715102
35,-0.7067888,-0.91379744,"('corrupt', 'incorrupt')",-0.7067888,-0.9137974,-0.2070086
36,-0.7894279,-0.89594185,"('hostile', 'amicable')",-0.7894279,-0.8959419,-0.106514
37,1.0652294,0.98045796,"('fake', 'genuine')",1.0652294,0.980458,-0.0847714
38,0.9789659,1.0291718,"('untruthful', 'truthful')",0.9789659,1.0291718,0.0502059
39,0.84535515,0.911492,"('exploitative', 'cooperative')",0.8453552,0.911492,0.0661368
40,-2.3740492,-2.455942,"('stingy', 'generous')",-2.3740492,-2.4559419,-0.0818927
41,0.5723878,0.61925167,"('unforgiving', 'forgiving')",0.5723878,0.6192517,0.0468639
42,-3.0582714,-3.0248055,"('unreliable', 'reliable')",-3.0582714,-3.0248055,0.0334659
43,0.8339647,0.90960634,"('irresponsible', 'responsible')",0.8339647,0.9096063,0.0756416
44,-1.8642731,-1.9197779,"('prejudiced', 'unprejudiced')",-1.8642731,-1.9197779,-0.0555048
45,-0.22177282,-0.11183048,"('incompetent', 'competent')",-0.2217728,-0.1118305,0.1099423
46,-0.51561856,-0.37447345,"('uncompetitive', 'competitive')",-0.5156186,-0.3744735,0.1411451
47,4.855711,4.8857074,"('stupid', 'smart')",4.855711,4.8857074,0.0299964
48,0.55364656,0.6385109,"('unintelligent', 'intelligent')",0.5536466,0.6385109,0.0848643
49,-0.25125417,-0.14177567,"('unable', 'able')",-0.2512542,-0.1417757,0.1094785
50,-0.44153792,-0.51530796,"('clumsy', 'skillful')",-0.4415379,-0.515308,-0.0737701
51,-0.036684513,-0.057277262,"('uneducated', 'educated')",-0.0366845,-0.0572773,-0.0205928
52,-0.86700255,-1.0311735,"('irrational', 'rational')",-0.8670025,-1.0311735,-0.164171
53,0.105270326,0.0768113,"('uncreative', 'creative')",0.1052703,0.0768113,-0.028459
54,0.71410257,0.6883857,"('incapable', 'capable')",0.7141026,0.6883857,-0.0257169
55,0.507184,0.6074357,"('incompetent', 'clever')",0.507184,0.6074357,0.1002517
56,0.81031835,0.9423366,"('impractical', 'practical')",0.8103184,0.9423366,0.1320182
57,-3.182683,-3.081605,"('unimaginative', 'imaginative')",-3.182683,-3.081605,0.101078
58,-0.23902285,-0.1856351,"('undiscriminating', 'discriminating')",-0.2390229,-0.1856351,0.0533878
59,-0.3071578,-0.41072628,"('foolish', 'wise')",-0.3071578,-0.4107263,-0.1035685
60,1.1349481,1.3330834,"('inefficient', 'efficient')",1.1349481,1.3330834,0.1981353
61,0.94247377,0.94014966,"('illogical', 'logical')",0.9424738,0.9401497,-0.0023241
62,0.5204806,0.7105095,"('incompetent', 'brilliant')",0.5204806,0.7105095,0.1900289
