,signet_male,signet_female,tuple,jewelers_male,jewelers_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.86377364,-0.9161512,"('unsociable', 'sociable')",0.9359772,0.9054325,-0.19920403,-0.28581163,-0.0423335,-0.0988434,-0.0565099
1,-1.6332467,-1.7230762,"('unfriendly', 'friendly')",-0.050136898,-0.001861399,2.1222453,2.0476742,0.1462872,0.1075788,-0.0387084
2,0.037075296,0.10252579,"('unlikable', 'likable')",0.8229476,0.9398787,0.37823752,0.42433444,0.4127535,0.488913,0.0761595
3,-0.6848805,-0.54360175,"('repellent', 'pleasant')",-0.5395349,-0.40799046,0.58691335,0.68119675,-0.2125007,-0.0901318,0.1223689
4,-0.095090725,-0.11320337,"('disliked', 'liked')",0.69780505,0.71419084,-4.4240766,-4.5017776,-1.2737874,-1.3002634,-0.026476
5,-0.3267186,-0.34519088,"('distant', 'outgoing')",-0.25245818,-0.16930659,0.22111094,0.15677679,-0.1193553,-0.1192402,0.0001151
6,-0.27685788,-0.25273603,"('distant', 'open')",-0.2585791,-0.14742929,0.91855013,0.80275506,0.1277044,0.1341966,0.0064922
7,0.036735516,0.08347767,"('insensitive', 'sensitive')",0.4184481,0.5149386,0.6129458,0.65866077,0.3560431,0.4190257,0.0629826
8,-0.33023813,-0.35084933,"('unaffectionate', 'affectionate')",0.24959876,0.29424605,1.1787891,1.0439728,0.3660499,0.3291232,-0.0369267
9,-0.8098065,-0.8234546,"('unaffectionate', 'caring')",0.33253825,0.38537303,1.2552603,1.1606487,0.2593307,0.2408557,-0.018475
10,-0.39246166,-0.34624967,"('unsympathetic', 'sympathetic')",-0.35495052,-0.26240695,0.145286,0.24375406,-0.2007087,-0.1216342,0.0790745
11,-0.49012595,-0.40851548,"('unhelpful', 'helpful')",-0.7582114,-0.6880627,1.4097414,1.4892279,0.0538014,0.1308832,0.0770818
12,-0.36590898,-0.32265273,"('unsupportive', 'supportive')",0.11847553,0.26414317,-1.4164591,-1.428959,-0.5546308,-0.4958229,0.0588079
13,-0.23711589,-0.25404593,"('impolite', 'polite')",0.25602794,0.2815393,-0.417185,-0.42547622,-0.1327577,-0.132661,9.67e-05
14,0.7428179,0.73725307,"('antisocial', 'social')",1.0783558,1.1243203,-0.023103844,0.06099252,0.5993566,0.6408553,0.0414987
15,1.1516143,1.0767382,"('boring', 'funny')",0.41626197,0.39757377,0.21928506,0.19058684,0.5957205,0.5549663,-0.0407542
16,-1.0796103,-1.0904138,"('unpopular', 'popular')",0.24880557,0.35639423,0.55217516,0.51817703,-0.0928765,-0.0719475,0.020929
17,0.3441422,0.36726278,"('nasty', 'nice')",-0.1026376,0.00010877475,-0.31584936,-0.33772674,-0.0247816,0.0098816,0.0346632
18,-0.58905214,-0.5563572,"('disagreeable', 'welcoming')",-0.88772404,-0.72195596,-1.1306382,-1.1445708,-0.8691381,-0.807628,0.0615101
19,-0.8329011,-0.75575644,"('inhospitable', 'hospitable')",-0.4936162,-0.39482248,-0.3185772,-0.33772114,-0.5483648,-0.4961,0.0522648
20,0.09666889,0.1971945,"('rough', 'thoughtful')",-0.41402695,-0.31072763,1.1113634,1.1025147,0.2646685,0.3296605,0.064992
21,-0.86207354,-0.76363426,"('immoral', 'moral')",-1.2064723,-1.112194,-1.2138017,-1.1450459,-1.0941159,-1.006958,0.0871579
22,-0.1390794,-0.10855243,"('untrustworthy', 'trustworthy')",-0.7368899,-0.69126785,-0.12968509,-0.10048594,-0.3352181,-0.3001021,0.035116
23,-0.51489556,-0.5093247,"('insincere', 'sincere')",-0.34484106,-0.20906685,4.352076,4.326702,1.1641131,1.2027702,0.0386571
24,-0.1410156,-0.15671302,"('dishonest', 'honest')",-1.4549412,-1.382053,0.44597858,0.4812109,-0.3833261,-0.3525184,0.0308077
25,-1.0071216,-1.0514733,"('egoistic', 'altruistic')",0.6064532,0.6315904,0.24257168,0.16623715,-0.0526989,-0.0845486,-0.0318497
26,0.13845038,0.0069096833,"('hardhearted', 'benevolent')",0.91879225,0.9731129,2.425229,2.3513374,1.1608239,1.1104533,-0.0503706
27,-0.5930248,-0.5449114,"('hardhearted', 'softhearted')",-0.3576459,-0.35580552,0.8090311,0.60345316,-0.0472132,-0.0990879,-0.0518747
28,0.1723094,0.08854987,"('disloyal', 'loyal')",0.598911,0.5755639,1.2686248,1.1710019,0.6799484,0.6117052,-0.0682432
29,0.08634257,0.09257357,"('unfair', 'fair')",-0.80522317,-0.8332269,-0.280976,-0.3389461,-0.3332855,-0.3598665,-0.026581
30,-0.33608943,-0.2898606,"('intolerant', 'tolerant')",-0.045477435,0.0045045204,0.56004393,0.5936328,0.0594923,0.1027589,0.0432666
31,-0.6308175,-0.5910521,"('evil', 'good')",-0.77973366,-0.6931869,0.14118135,0.06589945,-0.4231232,-0.4061132,0.01701
32,-0.6103398,-0.6344874,"('unkind', 'kind')",0.14369112,0.111212716,0.542787,0.42348564,0.0253794,-0.033263,-0.0586424
33,0.045601144,-0.013999406,"('wrong', 'right')",0.17965204,0.20372957,0.09128192,-0.10257212,0.1055117,0.0290527,-0.076459
34,-0.6861156,-0.58207107,"('mean', 'honorable')",-0.24712151,-0.042817414,4.6137977,4.7977395,1.2268535,1.3909504,0.1640969
35,0.75932497,0.6739539,"('corrupt', 'incorrupt')",-0.39729714,-0.5032207,0.22561105,-0.0062162024,0.1958796,0.054839,-0.1410406
36,-0.15200783,-0.21603674,"('hostile', 'amicable')",0.022145465,0.07436739,0.8865647,0.71356547,0.2522341,0.190632,-0.0616021
37,-0.18011473,-0.015113547,"('fake', 'genuine')",-0.53900075,-0.42156088,0.14806113,0.20431995,-0.1903514,-0.0774515,0.1128999
38,-0.61487544,-0.64086884,"('untruthful', 'truthful')",0.03222452,0.11691129,0.38623503,0.42601067,-0.065472,-0.032649,0.032823
39,0.8388337,0.8018744,"('exploitative', 'cooperative')",-0.45656753,-0.431828,0.15967573,0.13230187,0.1806473,0.1674494,-0.0131979
40,-0.11947456,-0.14360306,"('stingy', 'generous')",-0.16966504,-0.0065541305,-1.2177812,-1.2576058,-0.5023069,-0.4692543,0.0330526
41,0.20528397,0.25926453,"('unforgiving', 'forgiving')",-0.15839708,-0.018634867,0.5656158,0.55166596,0.2041676,0.2640985,0.0599309
42,0.8973823,0.97446054,"('unreliable', 'reliable')",1.1159549,1.266706,-2.2747028,-2.1650276,-0.0871219,0.0253797,0.1125016
43,-0.5215796,-0.39915895,"('irresponsible', 'responsible')",-0.18652135,-0.046866503,0.8456005,0.9438837,0.0458332,0.1659528,0.1201196
44,-0.11302717,-0.0075823404,"('prejudiced', 'unprejudiced')",-1.5643077,-1.4862082,-1.7897947,-1.6839131,-1.1557099,-1.0592345,0.0964754
