,redirect_male,redirect_female,tuple,average_male,average_female,female-male
0,-0.97685236,-1.1490085,"('unsociable', 'sociable')",-0.9768524,-1.1490085,-0.1721561
1,-1.0451515,-1.1417315,"('unfriendly', 'friendly')",-1.0451515,-1.1417315,-0.09658
2,-0.1992588,-0.19868642,"('unlikable', 'likable')",-0.1992588,-0.1986864,0.0005724
3,-0.19132535,-0.16434608,"('repellent', 'pleasant')",-0.1913254,-0.1643461,0.0269793
4,-2.2465134,-2.2477148,"('disliked', 'liked')",-2.2465134,-2.2477148,-0.0012014
5,-0.6725229,-0.6559021,"('distant', 'outgoing')",-0.6725229,-0.6559021,0.0166208
6,-1.119752,-1.1206354,"('distant', 'open')",-1.119752,-1.1206354,-0.0008834
7,-0.058118746,-0.017812299,"('insensitive', 'sensitive')",-0.0581187,-0.0178123,0.0403064
8,-2.0707254,-2.0940785,"('unaffectionate', 'affectionate')",-2.0707254,-2.0940785,-0.0233531
9,-1.5532455,-1.6078604,"('unaffectionate', 'caring')",-1.5532455,-1.6078604,-0.0546149
10,-0.5174879,-0.59361523,"('unsympathetic', 'sympathetic')",-0.5174879,-0.5936152,-0.0761273
11,1.4286861,1.4774375,"('unhelpful', 'helpful')",1.4286861,1.4774375,0.0487514
12,-1.1251041,-1.1311293,"('unsupportive', 'supportive')",-1.1251041,-1.1311293,-0.0060252
13,-0.7582284,-0.8095531,"('impolite', 'polite')",-0.7582284,-0.8095531,-0.0513247
14,-0.21113257,-0.30138013,"('antisocial', 'social')",-0.2111326,-0.3013801,-0.0902475
15,-0.2688834,-0.31608617,"('boring', 'funny')",-0.2688834,-0.3160862,-0.0472028
16,-0.78477997,-0.7969209,"('unpopular', 'popular')",-0.78478,-0.7969209,-0.0121409
17,-0.49826282,-0.46149814,"('nasty', 'nice')",-0.4982628,-0.4614981,0.0367647
18,-0.62733066,-0.689508,"('disagreeable', 'welcoming')",-0.6273307,-0.689508,-0.0621773
19,-1.4968352,-1.4573339,"('inhospitable', 'hospitable')",-1.4968352,-1.4573339,0.0395013
20,1.0371768,0.9553607,"('rough', 'thoughtful')",1.0371768,0.9553607,-0.0818161
