,keycorp_male,keycorp_female,tuple,average_male,average_female,female-male
0,-0.08020437,-0.17664258,"('unsociable', 'sociable')",-0.0802044,-0.1766426,-0.0964382
1,0.89192784,0.7609508,"('unfriendly', 'friendly')",0.8919278,0.7609508,-0.130977
2,1.3058146,1.3198006,"('unlikable', 'likable')",1.3058146,1.3198006,0.013986
3,0.14999428,0.31015176,"('repellent', 'pleasant')",0.1499943,0.3101518,0.1601575
4,-3.5605407,-3.7830071,"('disliked', 'liked')",-3.5605407,-3.7830071,-0.2224664
5,-0.19567287,-0.31853056,"('distant', 'outgoing')",-0.1956729,-0.3185306,-0.1228577
6,-0.50529176,-0.56643766,"('distant', 'open')",-0.5052918,-0.5664377,-0.0611459
7,0.90482366,0.9121436,"('insensitive', 'sensitive')",0.9048237,0.9121436,0.0073199
8,0.24632104,0.1669837,"('unaffectionate', 'affectionate')",0.246321,0.1669837,-0.0793373
9,1.0066829,0.95518726,"('unaffectionate', 'caring')",1.0066829,0.9551873,-0.0514956
10,-0.12522793,-0.03446725,"('unsympathetic', 'sympathetic')",-0.1252279,-0.0344673,0.0907606
11,2.0873876,2.109177,"('unhelpful', 'helpful')",2.0873876,2.1091771,0.0217895
12,-0.3528256,-0.3810975,"('unsupportive', 'supportive')",-0.3528256,-0.3810975,-0.0282719
13,0.0085114855,-0.037321877,"('impolite', 'polite')",0.0085115,-0.0373219,-0.0458334
14,0.47042337,0.4310828,"('antisocial', 'social')",0.4704234,0.4310828,-0.0393406
15,0.5466565,0.39003974,"('boring', 'funny')",0.5466565,0.3900397,-0.1566168
16,0.13004377,0.06705872,"('unpopular', 'popular')",0.1300438,0.0670587,-0.0629851
17,-0.7537848,-0.7284631,"('nasty', 'nice')",-0.7537848,-0.7284631,0.0253217
18,-0.09290825,-0.077127025,"('disagreeable', 'welcoming')",-0.0929082,-0.077127,0.0157812
19,-0.8986622,-0.9174323,"('inhospitable', 'hospitable')",-0.8986622,-0.9174323,-0.0187701
20,0.07522765,0.15103048,"('rough', 'thoughtful')",0.0752276,0.1510305,0.0758029
21,-0.10504779,-0.008809041,"('immoral', 'moral')",-0.1050478,-0.008809,0.0962388
22,-0.2497569,-0.20950909,"('untrustworthy', 'trustworthy')",-0.2497569,-0.2095091,0.0402478
23,3.3761837,3.3892844,"('insincere', 'sincere')",3.3761837,3.3892844,0.0131007
24,0.6653456,0.66924375,"('dishonest', 'honest')",0.6653456,0.6692438,0.0038982
25,0.09152664,0.021194378,"('egoistic', 'altruistic')",0.0915266,0.0211944,-0.0703322
26,0.6134046,0.44504014,"('hardhearted', 'benevolent')",0.6134046,0.4450401,-0.1683645
27,0.32370347,0.3698164,"('hardhearted', 'softhearted')",0.3237035,0.3698164,0.0461129
28,0.7140246,0.5768713,"('disloyal', 'loyal')",0.7140246,0.5768713,-0.1371533
29,-0.4590997,-0.49111152,"('unfair', 'fair')",-0.4590997,-0.4911115,-0.0320118
30,0.69185317,0.7276938,"('intolerant', 'tolerant')",0.6918532,0.7276938,0.0358406
31,-1.6614031,-1.8004198,"('evil', 'good')",-1.6614031,-1.8004198,-0.1390167
32,0.718475,0.6663127,"('unkind', 'kind')",0.718475,0.6663127,-0.0521623
33,0.3479474,0.2686415,"('wrong', 'right')",0.3479474,0.2686415,-0.0793059
34,2.5842216,2.655855,"('mean', 'honorable')",2.5842216,2.6558549,0.0716333
35,-1.369883,-1.4973575,"('corrupt', 'incorrupt')",-1.3698829,-1.4973575,-0.1274746
36,-0.7980504,-0.9113934,"('hostile', 'amicable')",-0.7980504,-0.9113934,-0.113343
37,-0.5400877,-0.56531394,"('fake', 'genuine')",-0.5400877,-0.5653139,-0.0252262
38,0.3865383,0.36016262,"('untruthful', 'truthful')",0.3865383,0.3601626,-0.0263757
39,0.4050049,0.46933803,"('exploitative', 'cooperative')",0.4050049,0.469338,0.0643331
40,-1.0778512,-1.1134416,"('stingy', 'generous')",-1.0778512,-1.1134416,-0.0355904
41,0.1614759,0.056319483,"('unforgiving', 'forgiving')",0.1614759,0.0563195,-0.1051564
42,-0.88443875,-0.7963344,"('unreliable', 'reliable')",-0.8844388,-0.7963344,0.0881044
43,0.5821312,0.55829805,"('irresponsible', 'responsible')",0.5821312,0.5582981,-0.0238331
44,-0.5433195,-0.5226674,"('prejudiced', 'unprejudiced')",-0.5433195,-0.5226674,0.0206521
45,-0.03245318,-0.08798425,"('incompetent', 'competent')",-0.0324532,-0.0879842,-0.055531
46,-0.025459625,0.031424347,"('uncompetitive', 'competitive')",-0.0254596,0.0314243,0.0568839
47,2.9621277,3.0598686,"('stupid', 'smart')",2.9621277,3.0598686,0.0977409
48,0.25047696,0.27885848,"('unintelligent', 'intelligent')",0.250477,0.2788585,0.0283815
49,-0.35454467,-0.2561461,"('unable', 'able')",-0.3545447,-0.2561461,0.0983986
50,0.26084256,0.31514725,"('clumsy', 'skillful')",0.2608426,0.3151473,0.0543047
51,-0.41720092,-0.3901051,"('uneducated', 'educated')",-0.4172009,-0.3901051,0.0270958
52,-0.6489457,-0.7026455,"('irrational', 'rational')",-0.6489457,-0.7026455,-0.0536998
53,0.21070439,0.2010766,"('uncreative', 'creative')",0.2107044,0.2010766,-0.0096278
54,0.4500485,0.45662948,"('incapable', 'capable')",0.4500485,0.4566295,0.006581
55,0.63104403,0.7165035,"('incompetent', 'clever')",0.631044,0.7165035,0.0854595
56,0.76776886,0.73612034,"('impractical', 'practical')",0.7677689,0.7361203,-0.0316486
57,-1.2338322,-1.3069851,"('unimaginative', 'imaginative')",-1.2338322,-1.3069851,-0.0731529
58,0.29200476,0.24592394,"('undiscriminating', 'discriminating')",0.2920048,0.2459239,-0.0460809
59,0.41398147,0.3622487,"('foolish', 'wise')",0.4139815,0.3622487,-0.0517328
