,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,3.0219884,2.8731904,"('unsociable', 'sociable')",0.5928592,0.4570254,0.470834,0.34517497,-0.3507342,-0.5085659,0.9337368,0.7917063,-0.1420305
1,-0.8114393,-0.8304006,"('unfriendly', 'friendly')",-0.29007232,-0.43839073,0.21655963,0.10486021,1.8274193,1.6107492,0.2356168,0.1117045,-0.1239123
2,1.5964427,1.6286018,"('unlikable', 'likable')",0.99896884,1.0951351,1.5454626,1.6579833,1.0382831,1.1720672,1.2947893,1.3884468,0.0936575
3,1.5089201,1.5341045,"('repellent', 'pleasant')",-0.7418372,-0.5676264,-0.43848485,-0.35856837,-0.15971465,-0.04627776,0.0422208,0.140408,0.0981872
4,-2.503104,-2.4768453,"('disliked', 'liked')",-0.23838665,-0.25942123,0.0956176,0.009063229,-5.75262,-5.8740973,-2.0996232,-2.1503253,-0.0507021
5,-2.777294,-2.763407,"('distant', 'outgoing')",-0.10164483,-0.0647925,0.19044714,0.15203577,0.1362259,0.15690774,-0.6380664,-0.629814,0.0082524
6,-3.6983464,-3.6500747,"('distant', 'open')",-0.6760602,-0.6065505,-0.7706031,-0.8362329,0.2813403,0.24760622,-1.2159175,-1.211313,0.0046045
7,2.331647,2.4159145,"('insensitive', 'sensitive')",0.30605215,0.37470928,-0.13775107,-0.07753462,0.79963183,0.7580399,0.824895,0.8677823,0.0428873
8,-1.5920352,-1.5841559,"('unaffectionate', 'affectionate')",0.17401737,0.19618453,-0.86207247,-0.86063826,0.40973416,0.37281364,-0.4675891,-0.468949,-0.0013599
9,0.18162225,0.18532395,"('unaffectionate', 'caring')",0.50262487,0.5127932,0.2618443,0.24375229,1.284487,1.2088978,0.5576446,0.5376918,-0.0199528
10,3.3328693,3.2740629,"('unsympathetic', 'sympathetic')",0.13969219,0.14887804,-0.6925831,-0.68024105,-0.1475918,-0.32936,0.6580966,0.603335,-0.0547616
11,1.5483602,1.4987851,"('unhelpful', 'helpful')",-0.9926266,-1.0196763,0.42437014,0.43880194,2.2196307,2.12641,0.7999336,0.7610802,-0.0388534
12,2.3784976,2.513073,"('unsupportive', 'supportive')",1.5536509,1.6531364,1.2790921,1.3997743,-1.1437452,-1.120086,1.0168738,1.1114745,0.0946007
13,2.12708,2.1027772,"('impolite', 'polite')",1.2041093,1.165161,0.65604514,0.6704358,0.2586377,0.22288913,1.061468,1.0403157,-0.0211523
14,3.1537082,3.0836918,"('antisocial', 'social')",0.52553785,0.55420285,1.374788,1.3620166,-0.50093114,-0.5023567,1.1382757,1.1243887,-0.013887
15,0.012486175,0.019608267,"('boring', 'funny')",-0.3805479,-0.45819,-0.60177624,-0.59777427,0.47384474,0.46447104,-0.1239983,-0.1429712,-0.0189729
16,-1.9343833,-1.8351979,"('unpopular', 'popular')",-1.506776,-1.4226477,-0.25650626,-0.22327258,0.6841281,0.70350724,-0.7533844,-0.6944028,0.0589816
17,-0.57162046,-0.48597312,"('nasty', 'nice')",-0.88016707,-0.69529057,-1.7535008,-1.6159879,-0.5098138,-0.40843686,-0.9287755,-0.8014221,0.1273534
18,-0.035862684,0.03966877,"('disagreeable', 'welcoming')",1.0558583,1.169425,0.63882464,0.71591705,-0.26108837,-0.2751628,0.3494329,0.412462,0.0630291
19,-1.8740876,-1.809456,"('inhospitable', 'hospitable')",-0.6544173,-0.6381943,-0.5483895,-0.60891235,-0.0100378,0.008578721,-0.771733,-0.761996,0.009737
20,0.86604196,0.8760046,"('rough', 'thoughtful')",-0.41693726,-0.31303248,-0.22010615,-0.23994522,0.70720124,0.66991407,0.2340499,0.2482352,0.0141853
21,3.1246877,3.1299202,"('immoral', 'moral')",0.4535624,0.41943872,0.36841556,0.43372282,-0.5796904,-0.5936598,0.8417438,0.8473554,0.0056116
22,1.8167309,1.7803627,"('untrustworthy', 'trustworthy')",0.30294603,0.2373217,0.45425984,0.346636,-1.0460895,-1.0861768,0.3819618,0.3195359,-0.0624259
23,2.620797,2.5032403,"('insincere', 'sincere')",0.5593657,0.49002823,0.9248135,0.9045661,5.692717,5.5829396,2.4494233,2.3701935,-0.0792298
24,1.4419514,1.405086,"('dishonest', 'honest')",0.2811116,0.25798142,0.59058744,0.6132916,0.7938522,0.7117325,0.7768756,0.7470229,-0.0298527
25,-1.0942327,-1.0024341,"('egoistic', 'altruistic')",0.53164905,0.5113623,0.30086565,0.3475725,1.0670718,1.0889032,0.2013385,0.236351,0.0350125
26,0.0038703084,0.050148048,"('hardhearted', 'benevolent')",1.1184808,1.0209339,1.6000807,1.533868,1.5849602,1.4729967,1.076848,1.0194867,-0.0573613
27,-0.5163039,-0.4062377,"('hardhearted', 'softhearted')",-0.52838314,-0.34889507,-0.45992336,-0.37463868,1.0431827,0.9815822,-0.1153569,-0.0370473,0.0783096
28,0.09437995,-0.016479641,"('disloyal', 'loyal')",0.15236518,0.049396835,0.19397621,-0.0040611364,0.78000396,0.502903,0.3051813,0.1329398,-0.1722415
29,-1.1160144,-1.1660423,"('unfair', 'fair')",-0.47302482,-0.45262605,-0.2695013,-0.3609371,-0.9234928,-1.065227,-0.6955084,-0.7612081,-0.0656997
30,2.245829,2.250576,"('intolerant', 'tolerant')",0.7610434,0.78354686,0.7119953,0.71741444,1.5109868,1.4100602,1.3074636,1.2903993,-0.0170643
31,-3.4638882,-3.3373256,"('evil', 'good')",-0.92234194,-0.86931014,-0.22197883,-0.29015017,-1.0985569,-1.1465698,-1.4266914,-1.4108388,0.0158526
32,1.7117223,1.6805619,"('unkind', 'kind')",0.8927075,0.9393321,0.7465688,0.7346249,1.1397059,1.0084532,1.1226761,1.0907431,-0.031933
33,-1.4368417,-1.3057861,"('wrong', 'right')",0.56071305,0.5280314,0.18262425,0.24312185,-0.19714773,-0.18480147,-0.222663,-0.1798586,0.0428044
34,0.24423185,0.32607895,"('mean', 'honorable')",-0.5743629,-0.5203234,0.42921636,0.5294868,5.82471,5.815135,1.4809488,1.5375943,0.0566455
35,-3.8605025,-3.868545,"('corrupt', 'incorrupt')",0.3713083,0.3529316,-0.47430247,-0.67012286,-0.26108852,-0.3858762,-1.0561463,-1.1429032,-0.0867569
36,-3.2416182,-3.1625452,"('hostile', 'amicable')",0.27546418,0.26295024,-0.2620976,-0.4184425,0.14571027,0.0045789704,-0.7706354,-0.8283646,-0.0577292
37,1.0741843,1.0224441,"('fake', 'genuine')",-0.29797274,-0.2644843,-1.0170038,-1.022326,0.2266234,0.18144737,-0.0035422,-0.0207297,-0.0171875
38,-0.3724571,-0.34141,"('untruthful', 'truthful')",0.011271138,-0.026692718,0.28370196,0.28637385,0.54475826,0.52736884,0.1168186,0.11141,-0.0054086
