,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,1.1864674,1.1029311,"('unsociable', 'sociable')",0.275751,0.16318241,1.5742363,1.3358644,-0.40986645,-0.57070667,0.6566471,0.5078178,-0.1488293
1,0.43314955,0.56990886,"('unfriendly', 'friendly')",-0.5354859,-0.44210917,-0.9423711,-0.97815406,1.6303982,1.5916086,0.1464227,0.1853136,0.0388909
2,0.15756364,0.20349506,"('unlikable', 'likable')",0.11076018,0.15224278,2.2173483,2.2623024,0.8338517,0.9942154,0.829881,0.903064,0.073183
3,-0.9312758,-0.8709361,"('repellent', 'pleasant')",-2.0417268,-2.0226307,1.3087739,1.2868165,0.17655614,0.19210482,-0.3719182,-0.3536614,0.0182568
4,-0.49497402,-0.48189795,"('disliked', 'liked')",0.1561259,0.16985153,-0.5745238,-0.5739532,-6.3936014,-6.3891196,-1.8267434,-1.8187798,0.0079636
5,0.74855864,0.8684557,"('distant', 'outgoing')",0.2291526,0.40349063,-2.6406178,-2.3737135,-0.36048296,-0.21177706,-0.5058474,-0.3283861,0.1774613
6,-0.14402881,0.032431558,"('distant', 'open')",-0.1979959,0.0031977482,-2.9281,-2.658466,0.06570354,0.1920461,-0.8011053,-0.6076977,0.1934076
7,0.23734456,0.27892855,"('insensitive', 'sensitive')",-0.9917692,-0.99144757,0.42552602,0.40311897,0.21995986,0.22300467,-0.0272347,-0.0215989,0.0056358
8,-0.29768845,-0.21645285,"('unaffectionate', 'affectionate')",-0.8110436,-0.7322611,-0.7327237,-0.6358284,0.4093295,0.4711436,-0.3580316,-0.2783497,0.0796819
9,1.1356735,1.2362264,"('unaffectionate', 'caring')",-0.8192285,-0.74476856,-0.62149805,-0.5823932,0.94441175,1.0243417,0.1598397,0.2333516,0.0735119
10,0.65527415,0.65555745,"('unsympathetic', 'sympathetic')",-1.2319564,-1.3152943,0.9392983,0.7774745,-0.3402875,-0.3914257,0.0055821,-0.068422,-0.0740041
11,1.3182822,1.341435,"('unhelpful', 'helpful')",-0.68422604,-0.7413562,1.0521243,0.9916848,2.1809902,2.21696,0.9667927,0.9521809,-0.0146118
12,1.7528081,1.8469292,"('unsupportive', 'supportive')",-0.5590702,-0.47671193,1.0553578,1.1634784,-1.9591377,-1.8828834,0.0724895,0.1627031,0.0902136
13,1.1636894,1.0749238,"('impolite', 'polite')",-0.04015997,-0.099062204,1.1073953,1.0146528,-0.15124443,-0.17416602,0.5199201,0.4540871,-0.065833
14,0.06259823,-0.09881271,"('antisocial', 'social')",-0.76036704,-0.8688285,2.3305006,2.2261407,-0.81746227,-0.8632226,0.2038174,0.0988193,-0.1049981
15,0.6609765,0.5436292,"('boring', 'funny')",0.740412,0.714231,-1.1936861,-1.2019109,0.37372077,0.35984975,0.1453558,0.1039498,-0.041406
