,friction_male,friction_female,tuple,average_male,average_female,female-male
0,0.13688985,-0.19866629,"('unsociable', 'sociable')",0.1368898,-0.1986663,-0.3355561
1,1.4524349,1.5943013,"('unfriendly', 'friendly')",1.4524349,1.5943013,0.1418664
2,0.12498857,0.37967467,"('unlikable', 'likable')",0.1249886,0.3796747,0.2546861
3,0.53901935,0.8325161,"('repellent', 'pleasant')",0.5390193,0.8325161,0.2934968
4,-7.854101,-7.6803885,"('disliked', 'liked')",-7.8541012,-7.6803885,0.1737127
5,-0.66445893,-0.28487068,"('distant', 'outgoing')",-0.6644589,-0.2848707,0.3795882
6,-0.51649153,-0.17681669,"('distant', 'open')",-0.5164915,-0.1768167,0.3396748
7,1.5653234,1.7181531,"('insensitive', 'sensitive')",1.5653234,1.7181531,0.1528297
8,1.2689184,1.3706387,"('unaffectionate', 'affectionate')",1.2689184,1.3706387,0.1017203
9,1.9143894,1.9627683,"('unaffectionate', 'caring')",1.9143894,1.9627683,0.0483789
10,1.4721774,1.4285539,"('unsympathetic', 'sympathetic')",1.4721774,1.4285539,-0.0436235
11,2.3833377,2.3154678,"('unhelpful', 'helpful')",2.3833377,2.3154678,-0.0678699
12,-1.2336541,-1.1939139,"('unsupportive', 'supportive')",-1.2336541,-1.1939139,0.0397402
13,0.47451344,0.33375144,"('impolite', 'polite')",0.4745134,0.3337514,-0.140762
14,0.2410982,-0.018881638,"('antisocial', 'social')",0.2410982,-0.0188816,-0.2599798
15,0.34849563,0.46370748,"('boring', 'funny')",0.3484956,0.4637075,0.1152119
16,-0.9095599,-0.7260936,"('unpopular', 'popular')",-0.9095599,-0.7260936,0.1834663
17,-0.65899885,-0.6131398,"('nasty', 'nice')",-0.6589988,-0.6131398,0.045859
18,-0.8473819,-0.7432121,"('disagreeable', 'welcoming')",-0.8473819,-0.7432121,0.1041698
19,-0.73764455,-0.47836703,"('inhospitable', 'hospitable')",-0.7376446,-0.478367,0.2592776
20,0.73006976,0.67426485,"('rough', 'thoughtful')",0.7300698,0.6742648,-0.055805
21,0.1332013,0.12307769,"('immoral', 'moral')",0.1332013,0.1230777,-0.0101236
22,-0.4018291,-0.4484189,"('untrustworthy', 'trustworthy')",-0.4018291,-0.4484189,-0.0465898
23,6.97881,7.030268,"('insincere', 'sincere')",6.9788098,7.0302682,0.0514584
24,2.2039938,2.2434387,"('dishonest', 'honest')",2.2039938,2.2434387,0.0394449
25,0.32974154,0.19236405,"('egoistic', 'altruistic')",0.3297415,0.1923641,-0.1373774
26,0.14215888,0.029382266,"('hardhearted', 'benevolent')",0.1421589,0.0293823,-0.1127766
27,1.3833407,1.4226099,"('hardhearted', 'softhearted')",1.3833407,1.4226099,0.0392692
28,1.3508632,1.3224359,"('disloyal', 'loyal')",1.3508632,1.3224359,-0.0284273
29,-1.0681276,-1.0699186,"('unfair', 'fair')",-1.0681276,-1.0699186,-0.001791
30,1.3679146,1.2085856,"('intolerant', 'tolerant')",1.3679146,1.2085856,-0.159329
31,-2.1753464,-1.8529031,"('evil', 'good')",-2.1753464,-1.8529031,0.3224433
32,1.2007991,1.0572175,"('unkind', 'kind')",1.2007991,1.0572175,-0.1435816
33,-0.5255111,-0.5025877,"('wrong', 'right')",-0.5255111,-0.5025877,0.0229234
34,4.7342095,4.965408,"('mean', 'honorable')",4.7342095,4.9654078,0.2311983
35,-1.0210601,-0.91849613,"('corrupt', 'incorrupt')",-1.0210601,-0.9184961,0.102564
36,-0.6946973,-0.69624543,"('hostile', 'amicable')",-0.6946973,-0.6962454,-0.0015481
37,0.9391941,0.95977086,"('fake', 'genuine')",0.9391941,0.9597709,0.0205768
38,0.4398059,0.3795965,"('untruthful', 'truthful')",0.4398059,0.3795965,-0.0602094
39,0.2655928,0.12989686,"('exploitative', 'cooperative')",0.2655928,0.1298969,-0.1356959
40,-1.7443337,-1.5649452,"('stingy', 'generous')",-1.7443337,-1.5649452,0.1793885
41,0.03141516,-0.1093035,"('unforgiving', 'forgiving')",0.0314152,-0.1093035,-0.1407187
42,-2.4653623,-2.2401474,"('unreliable', 'reliable')",-2.4653623,-2.2401474,0.2252149
43,1.4818068,1.3688052,"('irresponsible', 'responsible')",1.4818068,1.3688052,-0.1130016
44,-1.68197,-1.8437943,"('prejudiced', 'unprejudiced')",-1.68197,-1.8437943,-0.1618243
45,0.21151993,0.24571867,"('incompetent', 'competent')",0.2115199,0.2457187,0.0341988
46,0.013629027,-0.053519733,"('uncompetitive', 'competitive')",0.013629,-0.0535197,-0.0671487
47,5.6418996,5.8047266,"('stupid', 'smart')",5.6418996,5.8047266,0.162827
48,1.3749871,1.3701164,"('unintelligent', 'intelligent')",1.3749871,1.3701164,-0.0048707
49,0.23466298,0.50697464,"('unable', 'able')",0.234663,0.5069746,0.2723116
50,-0.119624294,0.18024595,"('clumsy', 'skillful')",-0.1196243,0.180246,0.2998703
51,0.7928679,0.85351706,"('uneducated', 'educated')",0.7928679,0.8535171,0.0606492
52,-0.7865173,-0.7411873,"('irrational', 'rational')",-0.7865173,-0.7411873,0.04533
53,0.21590716,0.41030395,"('uncreative', 'creative')",0.2159072,0.410304,0.1943968
54,1.1468655,1.4895635,"('incapable', 'capable')",1.1468655,1.4895635,0.342698
55,0.98847437,0.9006749,"('incompetent', 'clever')",0.9884744,0.9006749,-0.0877995
56,1.1973886,1.0410881,"('impractical', 'practical')",1.1973886,1.0410881,-0.1563005
57,-2.7076366,-2.5555649,"('unimaginative', 'imaginative')",-2.7076366,-2.5555649,0.1520717
58,0.040443614,0.03450041,"('undiscriminating', 'discriminating')",0.0404436,0.0345004,-0.0059432
59,-0.30562422,-0.043444656,"('foolish', 'wise')",-0.3056242,-0.0434447,0.2621795
60,1.1525594,0.95450103,"('inefficient', 'efficient')",1.1525594,0.954501,-0.1980584
61,0.4353888,0.36964464,"('illogical', 'logical')",0.4353888,0.3696446,-0.0657442
62,1.4137973,1.607939,"('incompetent', 'brilliant')",1.4137973,1.607939,0.1941417
63,0.8937278,0.98605514,"('unperceptive', 'insightful')",0.8937278,0.9860551,0.0923273
64,-6.3055453,-6.3212905,"('shy', 'confident')",-6.3055453,-6.3212905,-0.0157452
65,0.6723105,0.59717894,"('insecure', 'secure')",0.6723105,0.5971789,-0.0751316
66,-0.5223874,-0.4180756,"('inactive', 'active')",-0.5223874,-0.4180756,0.1043118
67,-0.48412588,-0.65961367,"('doubtful', 'determined')",-0.4841259,-0.6596137,-0.1754878
68,-0.76010406,-0.54900193,"('dependent', 'independent')",-0.7601041,-0.5490019,0.2111022
69,-1.9696175,-1.8737644,"('lazy', 'industrious')",-1.9696175,-1.8737644,0.0958531
70,1.7696648,1.8330891,"('lethargic', 'energetic')",1.7696648,1.8330891,0.0634243
71,0.34275812,0.51537657,"('diffident', 'self-confident')",0.3427581,0.5153766,0.1726185
72,0.7935096,0.9518437,"('unambitious', 'ambitious')",0.7935096,0.9518437,0.1583341
73,-3.400842,-3.0825999,"('helpless', 'self-reliant')",-3.400842,-3.0825999,0.3182421
74,0.30351472,0.23264775,"('undedicated', 'dedicated')",0.3035147,0.2326477,-0.070867
75,-1.1495268,-0.8422381,"('meek', 'impulsive')",-1.1495268,-0.8422381,0.3072887
76,0.8640421,0.80738664,"('anxious', 'daring')",0.8640421,0.8073866,-0.0566555
77,-0.50771564,-0.551348,"('unmotivated', 'motivated')",-0.5077156,-0.551348,-0.0436324
78,-0.2310633,-0.16583784,"('nonresilient', 'resilient')",-0.2310633,-0.1658378,0.0652255
79,-0.4103646,-0.20888714,"('wavering', 'unwavering')",-0.4103646,-0.2088871,0.2014775
