,paccar_male,paccar_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.27515712,0.06045708,"('unsociable', 'sociable')",0.13897654,-0.08044577,0.2070668,-0.0099943,-0.2170611
1,-0.36299473,-0.6389967,"('unfriendly', 'friendly')",1.6729648,1.4501368,0.6549851,0.40557,-0.2494151
2,0.48226616,0.5289392,"('unlikable', 'likable')",0.6776873,0.69943124,0.5799767,0.6141852,0.0342085
3,0.32171825,0.39961886,"('repellent', 'pleasant')",0.040330373,0.10400614,0.1810243,0.2518125,0.0707882
4,-0.38362086,-0.45949978,"('disliked', 'liked')",-6.0744853,-6.08247,-3.229053,-3.2709849,-0.0419319
5,-0.6849614,-0.78363407,"('distant', 'outgoing')",-0.3015885,-0.36297476,-0.4932749,-0.5733044,-0.0800295
6,-1.5286803,-1.6690477,"('distant', 'open')",-0.08845177,-0.1722463,-0.808566,-0.920647,-0.112081
7,0.1822899,0.2375449,"('insensitive', 'sensitive')",0.44591284,0.4538689,0.3141014,0.3457069,0.0316055
8,-1.0343344,-1.1247507,"('unaffectionate', 'affectionate')",0.31845817,0.26395828,-0.3579381,-0.4303962,-0.0724581
9,0.023669451,-0.15219234,"('unaffectionate', 'caring')",0.834942,0.7979164,0.4293057,0.322862,-0.1064437
10,-0.3041742,-0.3366486,"('unsympathetic', 'sympathetic')",-0.15070648,-0.2187426,-0.2274404,-0.2776956,-0.0502552
11,0.5423986,0.6315125,"('unhelpful', 'helpful')",2.2486436,2.300913,1.3955212,1.4662127,0.0706915
12,0.027820392,0.078421734,"('unsupportive', 'supportive')",-1.7022028,-1.7094566,-0.8371912,-0.8155174,0.0216738
13,0.69607973,0.62128955,"('impolite', 'polite')",0.17098996,0.1536883,0.4335349,0.3874889,-0.046046
14,0.78059286,0.91833323,"('antisocial', 'social')",-0.029856995,-0.07380259,0.3753679,0.4222653,0.0468974
15,0.4715896,0.33649373,"('boring', 'funny')",0.64738005,0.63604504,0.5594848,0.4862694,-0.0732154
16,-1.0574733,-0.99984294,"('unpopular', 'popular')",0.60417706,0.6276038,-0.2266481,-0.1861196,0.0405285
17,-0.056833465,-0.010905669,"('nasty', 'nice')",-0.3905117,-0.33676496,-0.2236726,-0.1738353,0.0498373
18,-0.54039973,-0.53911734,"('disagreeable', 'welcoming')",-0.24418336,-0.3207082,-0.3922915,-0.4299127,-0.0376212
19,-0.8313603,-0.9584697,"('inhospitable', 'hospitable')",-0.0711402,-0.10324194,-0.4512503,-0.5308558,-0.0796055
20,0.3329705,0.3874476,"('rough', 'thoughtful')",1.1212168,1.0709604,0.7270936,0.729204,0.0021104
21,1.2056609,1.1334469,"('immoral', 'moral')",-0.05999626,-0.079248585,0.5728323,0.5270992,-0.0457331
22,0.41054925,0.32850105,"('untrustworthy', 'trustworthy')",-0.8833495,-0.9412714,-0.2364001,-0.3063852,-0.0699851
23,0.44204345,0.3907345,"('insincere', 'sincere')",5.781679,5.720688,3.1118612,3.0557113,-0.0561499
24,0.7522512,0.6369955,"('dishonest', 'honest')",0.84110945,0.8031593,0.7966803,0.7200774,-0.0766029
25,-0.03224305,-0.09135437,"('egoistic', 'altruistic')",1.2985635,1.2503111,0.6331602,0.5794784,-0.0536818
26,-0.030703459,-0.10401762,"('hardhearted', 'benevolent')",1.3469759,1.2531732,0.6581362,0.5745778,-0.0835584
27,-0.3362009,-0.34192264,"('hardhearted', 'softhearted')",1.0946438,1.0508513,0.3792215,0.3544644,-0.0247571
28,-0.18834962,-0.30979583,"('disloyal', 'loyal')",0.98293364,0.8934402,0.397292,0.2918222,-0.1054698
29,0.08891845,0.07378736,"('unfair', 'fair')",-0.48242897,-0.6694001,-0.1967553,-0.2978064,-0.1010511
30,1.4621081,1.4955786,"('intolerant', 'tolerant')",1.9477634,1.9080396,1.7049358,1.7018092,-0.0031266
31,-1.2611399,-1.26779,"('evil', 'good')",-1.2187929,-1.3646942,-1.2399664,-1.3162421,-0.0762757
32,0.56831425,0.487138,"('unkind', 'kind')",1.0941416,0.9718539,0.8312279,0.7294959,-0.101732
33,-0.033685725,-0.17206536,"('wrong', 'right')",-0.66604006,-0.67259204,-0.3498629,-0.4223287,-0.0724658
34,-0.1325682,-0.025077278,"('mean', 'honorable')",5.9711537,6.0445323,2.9192927,3.0097275,0.0904348
35,-0.9281561,-1.0268061,"('corrupt', 'incorrupt')",-0.26502955,-0.35146424,-0.5965928,-0.6891352,-0.0925424
36,-1.4834195,-1.6102797,"('hostile', 'amicable')",-0.24953641,-0.44299453,-0.866478,-1.0266371,-0.1601591
37,-0.13172415,-0.15803812,"('fake', 'genuine')",0.17546608,0.17443812,0.021871,0.0082,-0.013671
38,-0.109991536,-0.16015476,"('untruthful', 'truthful')",0.47751585,0.55652314,0.1837622,0.1981842,0.014422
39,1.3929582,1.3884611,"('exploitative', 'cooperative')",0.17210406,0.24732505,0.7825311,0.8178931,0.035362
40,0.023863846,0.071425855,"('stingy', 'generous')",-1.6168118,-1.6805586,-0.796474,-0.8045664,-0.0080924
41,0.18828277,0.2611757,"('unforgiving', 'forgiving')",0.3176514,0.18906352,0.2529671,0.2251196,-0.0278475
42,0.009112198,0.13752359,"('unreliable', 'reliable')",-3.1492066,-3.0663064,-1.5700473,-1.4643914,0.1056559
43,0.16321498,0.20428877,"('irresponsible', 'responsible')",0.7241732,0.6932709,0.4436941,0.4487799,0.0050858
44,0.20019606,0.28459585,"('prejudiced', 'unprejudiced')",-1.4095805,-1.392896,-0.6046922,-0.5541501,0.0505421
45,0.034632716,0.12382977,"('incompetent', 'competent')",0.07062438,-0.00248022,0.0526285,0.0606748,0.0080463
46,0.43163773,0.41815677,"('uncompetitive', 'competitive')",-0.3859355,-0.39019912,0.0228511,0.0139788,-0.0088723
47,-0.36105087,-0.24569127,"('stupid', 'smart')",5.3360944,5.388652,2.4875216,2.5714803,0.0839587
48,1.2684301,1.2036124,"('unintelligent', 'intelligent')",1.2019864,1.1505047,1.2352083,1.1770586,-0.0581497
49,0.36889857,0.48924497,"('unable', 'able')",-0.17430806,-0.015595052,0.0972953,0.236825,0.1395297
50,-0.8068209,-0.7473646,"('clumsy', 'skillful')",0.118730575,0.13967428,-0.3440452,-0.3038452,0.0402
51,-0.11747768,-0.2555553,"('uneducated', 'educated')",0.97886014,0.8730597,0.4306912,0.3087522,-0.121939
52,-0.5458255,-0.7593975,"('irrational', 'rational')",-0.25154486,-0.32594553,-0.3986852,-0.5426715,-0.1439863
53,-0.7050987,-0.7993046,"('uncreative', 'creative')",0.86248046,0.74013543,0.0786909,-0.0295846,-0.1082755
54,0.10583051,0.007912837,"('incapable', 'capable')",1.0651613,1.1117432,0.5854959,0.559828,-0.0256679
55,0.7441801,0.83861244,"('incompetent', 'clever')",0.39529362,0.3564049,0.5697368,0.5975087,0.0277719
56,1.3317045,1.2811795,"('impractical', 'practical')",0.5490684,0.5263278,0.9403864,0.9037536,-0.0366328
57,-0.24851258,-0.31622356,"('unimaginative', 'imaginative')",-2.4328685,-2.506101,-1.3406905,-1.4111623,-0.0704718
58,0.27542198,0.22046503,"('undiscriminating', 'discriminating')",0.13129948,-0.013932974,0.2033607,0.103266,-0.1000947
59,-0.39760184,-0.39336145,"('foolish', 'wise')",0.25920388,0.29732007,-0.069199,-0.0480207,0.0211783
60,1.6875579,1.7568479,"('inefficient', 'efficient')",0.7711418,0.85889727,1.2293499,1.3078725,0.0785226
61,0.36716005,0.18511118,"('illogical', 'logical')",0.39449954,0.22696814,0.3808298,0.2060397,-0.1747901
62,1.3735226,1.5207068,"('incompetent', 'brilliant')",0.8014216,0.98708105,1.0874721,1.2538939,0.1664218
63,-0.1099851,-0.063797034,"('unperceptive', 'insightful')",1.2208583,1.2454584,0.5554366,0.5908307,0.0353941
64,0.12582125,0.09395381,"('shy', 'confident')",-6.162715,-6.1205244,-3.0184469,-3.0132854,0.0051615
65,0.46536627,0.50954884,"('insecure', 'secure')",-0.32548022,-0.33149645,0.069943,0.0890262,0.0190832
66,-1.3331242,-1.3637415,"('inactive', 'active')",0.5789465,0.57180667,-0.3770888,-0.3959674,-0.0188786
67,0.46147114,0.44342932,"('doubtful', 'determined')",-0.22472048,-0.23487912,0.1183753,0.1042751,-0.0141002
68,-0.32913658,-0.39234558,"('dependent', 'independent')",-0.2601926,-0.35706094,-0.2946646,-0.3747033,-0.0800387
69,-0.44986388,-0.3962232,"('lazy', 'industrious')",-0.4557114,-0.39231274,-0.4527876,-0.394268,0.0585196
70,0.22524807,0.3144816,"('lethargic', 'energetic')",0.73869175,0.7916902,0.4819699,0.5530859,0.071116
71,-0.034644958,-0.12338481,"('diffident', 'self-confident')",0.33651385,0.29087397,0.1509344,0.0837446,-0.0671898
72,-0.2543135,-0.25686485,"('unambitious', 'ambitious')",-1.0870383,-1.0188845,-0.6706759,-0.6378747,0.0328012
73,0.5772832,0.4790186,"('helpless', 'self-reliant')",-3.1668563,-3.1014566,-1.2947866,-1.311219,-0.0164324
74,-0.026649836,-0.058613807,"('undedicated', 'dedicated')",-0.010719694,-0.13362955,-0.0186848,-0.0961217,-0.0774369
