,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.36453176,-0.39345288,"('unsociable', 'sociable')",0.14981109,0.011210335,-0.674402,-0.82075083,-0.2963742,-0.4009978,-0.1046236
1,-1.5076406,-1.5989527,"('unfriendly', 'friendly')",0.41649982,0.20212993,1.9089148,1.7049984,0.2725914,0.1027252,-0.1698662
2,0.45592642,0.44801748,"('unlikable', 'likable')",1.341467,1.3196044,0.6319558,0.6932584,0.8097831,0.8202934,0.0105103
3,0.6485597,0.77953863,"('repellent', 'pleasant')",-0.106495135,0.02251016,-0.07251978,-0.029099332,0.1565149,0.2576498,0.1011349
4,-0.4422843,-0.4729284,"('disliked', 'liked')",0.48815122,0.35967085,-6.133564,-6.17474,-2.0292323,-2.0959991,-0.0667668
5,-0.9869846,-1.066908,"('distant', 'outgoing')",0.12052513,0.06143029,0.19398671,0.138225,-0.2241576,-0.2890842,-0.0649266
6,-1.173716,-1.2248795,"('distant', 'open')",-0.50487196,-0.61220974,0.6578526,0.5902011,-0.3402451,-0.4156294,-0.0753843
7,1.527526,1.6132045,"('insensitive', 'sensitive')",0.810638,0.86248815,0.76220614,0.7918505,1.0334567,1.0891811,0.0557244
8,-1.2941884,-1.350867,"('unaffectionate', 'affectionate')",-0.79234153,-0.93098724,0.6850122,0.53846645,-0.4671726,-0.5811292,-0.1139566
9,-0.42638284,-0.43474466,"('unaffectionate', 'caring')",0.2663459,0.178557,1.107524,1.0300583,0.315829,0.2579569,-0.0578721
10,0.5597881,0.6921477,"('unsympathetic', 'sympathetic')",-0.45890182,-0.4678086,-0.48580307,-0.49561512,-0.1283056,-0.0904254,0.0378802
11,0.61780226,0.683171,"('unhelpful', 'helpful')",0.6901222,0.7646061,1.6902099,1.7289712,0.9993781,1.0589161,0.059538
12,1.0356082,1.0520167,"('unsupportive', 'supportive')",0.8275621,0.81027585,-1.7114718,-1.7479566,0.0505662,0.038112,-0.0124542
13,0.055724733,0.05095488,"('impolite', 'polite')",0.24818337,0.2981506,-0.36963373,-0.3819512,-0.0219085,-0.0109486,0.0109599
14,1.0808761,1.1874386,"('antisocial', 'social')",0.94580716,1.0170894,-0.9204809,-0.9193157,0.3687341,0.4284041,0.05967
15,-0.0053306483,-0.09697765,"('boring', 'funny')",-0.15962939,-0.25549126,0.51930046,0.49873504,0.1181135,0.0487554,-0.0693581
16,-0.14641692,-0.16591085,"('unpopular', 'popular')",-0.37515953,-0.4311413,0.600894,0.6013109,0.0264392,0.0014196,-0.0250196
17,-0.4848098,-0.4226594,"('nasty', 'nice')",-0.9469611,-0.8920823,-0.52155596,-0.475049,-0.651109,-0.5965969,0.0545121
