,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4379477,-0.49679253,"('unsociable', 'sociable')",0.7615484,0.61248255,-0.4926056,-0.5880972,-0.056335,-0.1574691,-0.1011341
1,-1.3058807,-1.3096431,"('unfriendly', 'friendly')",1.3632643,1.2142001,2.3728147,2.1879482,0.8100661,0.6975017,-0.1125644
2,-0.07457558,0.030580867,"('unlikable', 'likable')",2.215414,2.3335977,0.65071785,0.786128,0.9305188,1.0501022,0.1195834
3,-0.3764881,-0.29034576,"('repellent', 'pleasant')",0.06276935,0.12833077,0.16752483,0.2274315,-0.0487313,0.0218055,0.0705368
4,-0.38958907,-0.40874958,"('disliked', 'liked')",-0.3610601,-0.358749,-6.392928,-6.444122,-2.3811925,-2.4038734,-0.0226809
5,-0.8192258,-0.7588317,"('distant', 'outgoing')",0.28382704,0.26991826,-0.06062397,-0.017495565,-0.1986742,-0.168803,0.0298712
6,-1.3552934,-1.2442769,"('distant', 'open')",-0.60367525,-0.60577106,0.41925845,0.42049983,-0.5132367,-0.476516,0.0367207
7,0.5168229,0.5362505,"('insensitive', 'sensitive')",0.77951723,0.8545168,1.1145079,1.0463098,0.803616,0.812359,0.008743
8,-0.78702855,-0.70719796,"('unaffectionate', 'affectionate')",0.1963373,0.1886607,1.0961878,1.0163718,0.1684989,0.1659449,-0.002554
9,-0.8642169,-0.828754,"('unaffectionate', 'caring')",1.5281221,1.4586028,1.4879036,1.4396787,0.7172696,0.6898425,-0.0274271
10,0.24981083,0.25500384,"('unsympathetic', 'sympathetic')",-0.42225048,-0.34737906,-0.2341289,-0.26976204,-0.1355229,-0.1207124,0.0148105
11,-0.17245738,-0.10476002,"('unhelpful', 'helpful')",0.45766172,0.4439409,2.052825,2.1913095,0.7793431,0.8434968,0.0641537
12,0.43091094,0.50819904,"('unsupportive', 'supportive')",1.2863655,1.4331343,-1.490602,-1.466931,0.0755581,0.1581341,0.082576
13,0.5290128,0.51359445,"('impolite', 'polite')",0.6730469,0.65431315,-0.1133977,-0.1589725,0.3628873,0.3363117,-0.0265756
14,0.46097,0.5097244,"('antisocial', 'social')",1.8113376,1.9329602,-0.6280403,-0.64830136,0.5480891,0.5981278,0.0500387
15,0.30522233,0.2803659,"('boring', 'funny')",-0.21423873,-0.22005633,0.5700437,0.5595312,0.2203424,0.2066136,-0.0137288
