,icon_male,icon_female,tuple,average_male,average_female,female-male
0,0.46796635,0.22453275,"('unsociable', 'sociable')",0.4679663,0.2245328,-0.2434335
1,1.5016183,1.5267898,"('unfriendly', 'friendly')",1.5016183,1.5267898,0.0251715
2,0.46270013,0.6477774,"('unlikable', 'likable')",0.4627001,0.6477774,0.1850773
3,0.76567256,0.75979626,"('repellent', 'pleasant')",0.7656726,0.7597963,-0.0058763
4,-7.241109,-7.275004,"('disliked', 'liked')",-7.2411089,-7.2750039,-0.033895
5,-0.15857546,-0.015991298,"('distant', 'outgoing')",-0.1585755,-0.0159913,0.1425842
6,0.047574118,0.21492817,"('distant', 'open')",0.0475741,0.2149282,0.1673541
7,1.0209365,1.0171891,"('insensitive', 'sensitive')",1.0209365,1.0171891,-0.0037474
8,1.072254,1.1828074,"('unaffectionate', 'affectionate')",1.0722539,1.1828074,0.1105535
9,1.879843,2.055418,"('unaffectionate', 'caring')",1.879843,2.055418,0.175575
10,1.4534988,1.3995023,"('unsympathetic', 'sympathetic')",1.4534988,1.3995023,-0.0539965
11,2.421302,2.4240773,"('unhelpful', 'helpful')",2.4213021,2.4240773,0.0027752
12,-1.3140945,-1.3126943,"('unsupportive', 'supportive')",-1.3140945,-1.3126943,0.0014002
13,0.7453767,0.613872,"('impolite', 'polite')",0.7453767,0.613872,-0.1315047
14,-0.18457797,-0.4630242,"('antisocial', 'social')",-0.184578,-0.4630242,-0.2784462
15,0.7369115,0.7189754,"('boring', 'funny')",0.7369115,0.7189754,-0.0179361
16,-0.29153565,-0.21378049,"('unpopular', 'popular')",-0.2915356,-0.2137805,0.0777551
17,-0.36716852,-0.34566373,"('nasty', 'nice')",-0.3671685,-0.3456637,0.0215048
18,-0.38798314,-0.5133041,"('disagreeable', 'welcoming')",-0.3879831,-0.5133041,-0.125321
19,-0.7356827,-0.523154,"('inhospitable', 'hospitable')",-0.7356827,-0.523154,0.2125287
20,0.69322705,0.52140516,"('rough', 'thoughtful')",0.6932271,0.5214052,-0.1718219
21,0.27013177,0.25086132,"('immoral', 'moral')",0.2701318,0.2508613,-0.0192705
22,-0.059907056,-0.13131186,"('untrustworthy', 'trustworthy')",-0.0599071,-0.1313119,-0.0714048
23,6.615359,6.582076,"('insincere', 'sincere')",6.6153588,6.5820761,-0.0332827
24,2.0433073,2.0034142,"('dishonest', 'honest')",2.0433073,2.0034142,-0.0398931
25,0.3915873,0.32762897,"('egoistic', 'altruistic')",0.3915873,0.327629,-0.0639583
26,0.2909948,0.1840795,"('hardhearted', 'benevolent')",0.2909948,0.1840795,-0.1069153
27,1.6180961,1.5345335,"('hardhearted', 'softhearted')",1.6180961,1.5345335,-0.0835626
28,1.2230797,1.1902618,"('disloyal', 'loyal')",1.2230797,1.1902618,-0.0328179
29,-0.59181,-0.6550353,"('unfair', 'fair')",-0.59181,-0.6550353,-0.0632253
30,1.0173378,0.90938276,"('intolerant', 'tolerant')",1.0173378,0.9093828,-0.107955
31,-1.9628673,-1.8765411,"('evil', 'good')",-1.9628673,-1.8765411,0.0863262
32,1.3300097,1.347552,"('unkind', 'kind')",1.3300097,1.3475519,0.0175422
33,-0.49887067,-0.43081158,"('wrong', 'right')",-0.4988707,-0.4308116,0.0680591
34,4.7324643,4.8925357,"('mean', 'honorable')",4.7324643,4.8925357,0.1600714
35,-1.328368,-1.3710531,"('corrupt', 'incorrupt')",-1.3283679,-1.3710531,-0.0426852
36,-1.2852297,-1.2044132,"('hostile', 'amicable')",-1.2852297,-1.2044132,0.0808165
37,0.83515763,0.914614,"('fake', 'genuine')",0.8351576,0.914614,0.0794564
38,0.035906143,0.074880935,"('untruthful', 'truthful')",0.0359061,0.0748809,0.0389748
39,0.12551042,0.044779453,"('exploitative', 'cooperative')",0.1255104,0.0447795,-0.0807309
40,-1.5032978,-1.734403,"('stingy', 'generous')",-1.5032978,-1.734403,-0.2311052
41,0.06524554,0.03145445,"('unforgiving', 'forgiving')",0.0652455,0.0314545,-0.033791
42,-1.8159295,-1.8417182,"('unreliable', 'reliable')",-1.8159295,-1.8417182,-0.0257887
43,1.7738836,1.7554,"('irresponsible', 'responsible')",1.7738836,1.7553999,-0.0184837
44,-1.489007,-1.4744371,"('prejudiced', 'unprejudiced')",-1.489007,-1.4744371,0.0145699
45,0.40706527,0.35233644,"('incompetent', 'competent')",0.4070653,0.3523364,-0.0547289
46,-0.03319049,-0.12756501,"('uncompetitive', 'competitive')",-0.0331905,-0.127565,-0.0943745
47,5.097029,5.2850966,"('stupid', 'smart')",5.0970292,5.2850966,0.1880674
48,1.4369098,1.2408844,"('unintelligent', 'intelligent')",1.4369098,1.2408844,-0.1960254
49,0.35555026,0.5033418,"('unable', 'able')",0.3555503,0.5033418,0.1477915
50,0.0952394,0.17844634,"('clumsy', 'skillful')",0.0952394,0.1784463,0.0832069
51,0.6181356,0.49383867,"('uneducated', 'educated')",0.6181356,0.4938387,-0.1242969
52,-1.0016363,-0.99105066,"('irrational', 'rational')",-1.0016363,-0.9910507,0.0105856
53,0.41270435,0.43783545,"('uncreative', 'creative')",0.4127043,0.4378355,0.0251312
