,western_male,western_female,tuple,digital_male,digital_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8082549,-0.7800475,"('unsociable', 'sociable')",-0.49286667,-0.48821032,-0.6602159,-0.70819896,-0.6537792,-0.658819,-0.0050398
1,-0.043714855,-0.18669245,"('unfriendly', 'friendly')",0.77522624,0.61881083,1.286254,1.0162115,0.6725885,0.4827766,-0.1898119
2,1.3131644,1.4108404,"('unlikable', 'likable')",0.96130747,1.0578133,0.8830944,0.93089044,1.052522,1.1331814,0.0806594
3,-0.023131188,-0.01105948,"('repellent', 'pleasant')",-0.48537907,-0.2880564,0.7032666,0.8526711,0.0649188,0.1845184,0.1195996
4,-0.73925036,-0.81644636,"('disliked', 'liked')",-0.8648992,-0.9480052,-5.985673,-6.214617,-2.5299409,-2.6596894,-0.1297485
5,-0.6456173,-0.6793242,"('distant', 'outgoing')",-0.054633655,-0.07623251,-0.4992422,-0.5081478,-0.3998311,-0.4212348,-0.0214037
6,-0.6436038,-0.6845026,"('distant', 'open')",-0.28502056,-0.32234484,-0.3890555,-0.45461503,-0.4392266,-0.4871541,-0.0479275
7,0.49230585,0.51492465,"('insensitive', 'sensitive')",0.33237103,0.5705898,0.33761266,0.30049887,0.3874298,0.4620044,0.0745746
8,-0.11203285,-0.17120212,"('unaffectionate', 'affectionate')",0.103332594,-0.06892942,0.47751376,0.3553208,0.1562712,0.0383964,-0.1178748
9,0.36680415,0.29633355,"('unaffectionate', 'caring')",0.13929395,0.047667705,0.98146987,0.8755917,0.495856,0.406531,-0.089325
10,-0.36786804,-0.28477612,"('unsympathetic', 'sympathetic')",-1.5106062,-1.3306668,-0.9860565,-0.9889823,-0.9548436,-0.8681417,0.0867019
11,-0.4250945,-0.31940272,"('unhelpful', 'helpful')",-0.16293207,0.017763866,1.4142572,1.478378,0.2754102,0.3922464,0.1168362
12,0.8509414,0.89811116,"('unsupportive', 'supportive')",-0.26539096,-0.120256096,-1.6887648,-1.7599026,-0.3677381,-0.3273492,0.0403889
13,-0.1434268,-0.110146485,"('impolite', 'polite')",-0.42645204,-0.27026692,-1.1188252,-1.0498343,-0.5629013,-0.4767492,0.0861521
14,0.14555028,0.22145411,"('antisocial', 'social')",0.60200864,0.6993191,-0.0704563,-0.10341147,0.2257009,0.2724539,0.046753
15,0.58074325,0.5846056,"('boring', 'funny')",0.900203,0.78260386,-0.14500466,-0.21607077,0.4453139,0.3837129,-0.061601
16,-0.9702962,-1.0635228,"('unpopular', 'popular')",-0.7390406,-0.7924216,-0.027631808,-0.041445274,-0.5789895,-0.6324632,-0.0534737
17,-0.37324345,-0.2491369,"('nasty', 'nice')",-1.1036448,-1.0498257,-0.7883613,-0.70144564,-0.7550832,-0.6668027,0.0882805
18,0.40179598,0.44154665,"('disagreeable', 'welcoming')",0.41665083,0.46370965,-0.24267225,-0.2885066,0.1919249,0.2055832,0.0136583
19,0.16658579,0.19364023,"('inhospitable', 'hospitable')",-0.29608744,-0.32315987,-0.47884375,-0.4232954,-0.2027818,-0.1842717,0.0185101
20,-0.354855,-0.23370594,"('rough', 'thoughtful')",0.14114998,0.3139135,0.63563055,0.62478966,0.1406418,0.2349991,0.0943573
