,bedroom_male,bedroom_female,tuple,average_male,average_female,female-male
0,-0.057762913,-0.3525286,"('unsociable', 'sociable')",-0.0577629,-0.3525286,-0.2947657
1,1.1328834,1.2196326,"('unfriendly', 'friendly')",1.1328834,1.2196326,0.0867492
2,0.5397538,0.7008549,"('unlikable', 'likable')",0.5397538,0.7008549,0.1611011
3,0.8647395,0.7353975,"('repellent', 'pleasant')",0.8647395,0.7353975,-0.129342
4,-7.287174,-7.2476826,"('disliked', 'liked')",-7.2871742,-7.2476826,0.0394916
5,0.012098402,0.2092719,"('distant', 'outgoing')",0.0120984,0.2092719,0.1971735
6,0.147365,0.39691284,"('distant', 'open')",0.147365,0.3969128,0.2495478
7,0.60687906,0.62437695,"('insensitive', 'sensitive')",0.6068791,0.624377,0.0174979
8,0.87424105,1.0697187,"('unaffectionate', 'affectionate')",0.8742411,1.0697187,0.1954776
9,1.5932121,1.8672299,"('unaffectionate', 'caring')",1.5932121,1.8672299,0.2740178
10,1.0056982,0.86012477,"('unsympathetic', 'sympathetic')",1.0056982,0.8601248,-0.1455734
11,2.043456,2.0619502,"('unhelpful', 'helpful')",2.0434561,2.0619502,0.0184941
12,-1.4098911,-1.3927068,"('unsupportive', 'supportive')",-1.4098911,-1.3927068,0.0171843
13,0.45529383,0.16851722,"('impolite', 'polite')",0.4552938,0.1685172,-0.2867766
14,-0.08334252,-0.29587215,"('antisocial', 'social')",-0.0833425,-0.2958722,-0.2125297
15,0.5790601,0.62613904,"('boring', 'funny')",0.5790601,0.626139,0.0470789
16,-0.3490331,-0.25814015,"('unpopular', 'popular')",-0.3490331,-0.2581401,0.090893
17,-0.27679685,-0.27155158,"('nasty', 'nice')",-0.2767968,-0.2715516,0.0052452
18,-0.7136363,-0.8685335,"('disagreeable', 'welcoming')",-0.7136363,-0.8685335,-0.1548972
19,-0.4957059,-0.21264951,"('inhospitable', 'hospitable')",-0.4957059,-0.2126495,0.2830564
20,0.7165496,0.49791414,"('rough', 'thoughtful')",0.7165496,0.4979141,-0.2186355
