,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.33463883,-0.40554422,"('unsociable', 'sociable')",-0.6873061,-0.80743515,-0.24485514,-0.39917392,-0.8057206,-0.8646099,-0.5181302,-0.6191908,-0.1010606
1,-0.67963606,-0.71443224,"('unfriendly', 'friendly')",-0.87584454,-0.91884553,0.65906423,0.5015026,1.6758466,1.5566237,0.1948576,0.1062121,-0.0886455
2,0.4270941,0.5175588,"('unlikable', 'likable')",0.98488474,1.1383798,2.3759556,2.485402,0.7595765,0.83609194,1.1368777,1.2443582,0.1074805
3,0.24179938,0.32574165,"('repellent', 'pleasant')",0.24920312,0.28750747,-0.41091383,-0.38670298,0.6702344,0.7452553,0.1875808,0.2429504,0.0553696
4,-1.427308,-1.4025782,"('disliked', 'liked')",-0.65181637,-0.7217448,-0.09946599,-0.12039877,-7.2665124,-7.507141,-2.3612757,-2.4379656,-0.0766899
5,-0.72689897,-0.734125,"('distant', 'outgoing')",-0.82786405,-0.7408629,1.689991,1.6957387,-0.0026377495,-0.06352427,0.0331475,0.0393066,0.0061591
6,-1.4308803,-1.4000711,"('distant', 'open')",-1.3333837,-1.2042185,1.2537005,1.2632405,0.37161523,0.30827904,-0.2847371,-0.2581925,0.0265446
7,1.197371,1.1903441,"('insensitive', 'sensitive')",1.1127518,1.128327,0.0011000801,-0.012637282,0.24707241,0.30329052,0.6395739,0.6523311,0.0127572
8,-0.23405178,-0.24311319,"('unaffectionate', 'affectionate')",-0.6282912,-0.6068403,0.42459938,0.37152755,0.9589189,0.9327043,0.1302938,0.1135696,-0.0167242
9,0.60136336,0.55565363,"('unaffectionate', 'caring')",-0.14066678,-0.15259282,0.9712504,0.912542,1.5431143,1.5462649,0.7437654,0.7154669,-0.0282985
10,1.4472345,1.4259412,"('unsympathetic', 'sympathetic')",0.54151213,0.48486027,-1.2296427,-1.2885509,-0.7043654,-0.65201235,0.0136846,-0.0074404,-0.021125
11,0.33900914,0.32597762,"('unhelpful', 'helpful')",0.12551995,0.119772464,-0.6099672,-0.60733116,1.3267741,1.4284511,0.295334,0.3167175,0.0213835
12,1.8548906,1.9164981,"('unsupportive', 'supportive')",1.0448186,1.0748539,1.2274163,1.2607526,-2.105051,-2.1595912,0.5055187,0.5231284,0.0176097
13,0.26737162,0.15971947,"('impolite', 'polite')",0.3819571,0.3220519,-0.6557451,-0.6975751,-1.2957013,-1.2496008,-0.3255294,-0.3663511,-0.0408217
14,0.32809547,0.28670216,"('antisocial', 'social')",0.13687533,0.09496805,1.0127375,0.99995226,-0.73345935,-0.74561787,0.1860622,0.1590011,-0.0270611
15,-0.3255088,-0.37981752,"('boring', 'funny')",0.60196894,0.59389687,0.10014194,0.11304862,-0.48757964,-0.44834232,-0.0277444,-0.0303036,-0.0025592
16,-1.5730717,-1.5577579,"('unpopular', 'popular')",-0.5718184,-0.72069347,0.48691532,0.546552,0.5788741,0.5295315,-0.2697752,-0.300592,-0.0308168
17,-0.7789915,-0.675358,"('nasty', 'nice')",-0.41631854,-0.2632994,-0.4050744,-0.33115184,-0.89076036,-0.7839012,-0.6227862,-0.5134276,0.1093586
18,-0.82337105,-0.72659296,"('disagreeable', 'welcoming')",0.0027997158,0.1821123,0.6153562,0.6407195,-0.45087603,-0.49913478,-0.1640228,-0.100724,0.0632988
19,-0.83261657,-0.7415197,"('inhospitable', 'hospitable')",0.09624766,0.24661463,-0.07007451,-0.015312426,-0.49859363,-0.45550162,-0.3262593,-0.2414298,0.0848295
20,0.31165427,0.38464758,"('rough', 'thoughtful')",-0.525131,-0.3963905,1.0418,1.0387533,0.6139068,0.70102876,0.3605575,0.4320098,0.0714523
21,1.2739912,1.2632155,"('immoral', 'moral')",1.0835321,1.0638247,-0.18388137,-0.20867439,-0.96652955,-0.8585766,0.3017781,0.3149473,0.0131692
22,0.32603967,0.3555704,"('untrustworthy', 'trustworthy')",0.9709022,1.0078614,-0.90252393,-0.92228526,-1.3904166,-1.312457,-0.2489997,-0.2178276,0.0311721
23,1.8111064,1.7222164,"('insincere', 'sincere')",0.88303375,0.8429869,-0.022097517,-0.082998395,5.679319,5.7545834,2.0878403,2.0591969,-0.0286434
24,1.1686021,1.184544,"('dishonest', 'honest')",0.9105781,0.8922886,-0.62198067,-0.6064779,0.1471276,0.17451543,0.4010818,0.4112175,0.0101357
25,-1.1752968,-1.1779987,"('egoistic', 'altruistic')",-0.4672718,-0.50541174,0.1681436,0.14600292,1.5487419,1.4849032,0.0185792,-0.0131261,-0.0317053
26,-0.48059696,-0.5446893,"('hardhearted', 'benevolent')",-0.5992386,-0.66984755,1.9402504,1.8912367,1.6741046,1.5940305,0.6336299,0.5676826,-0.0659473
27,-0.35205418,-0.34330752,"('hardhearted', 'softhearted')",-0.36539066,-0.2456082,0.16787909,0.11687899,1.3123883,1.2326682,0.1907056,0.1901579,-0.0005477
28,0.48457086,0.33669758,"('disloyal', 'loyal')",0.55541867,0.34628266,0.15355597,0.006605464,0.9521432,0.87861085,0.5364221,0.3920491,-0.144373
29,-1.3463103,-1.4186755,"('unfair', 'fair')",0.38246384,0.3969185,0.10480342,0.13055658,-0.0078111524,-0.13769466,-0.2167135,-0.2572238,-0.0405103
30,1.0183837,1.0512313,"('intolerant', 'tolerant')",0.6048347,0.61099523,0.1079508,0.09961055,0.002157228,0.043089796,0.4333316,0.4512317,0.0179001
31,-2.1343968,-1.978534,"('evil', 'good')",-1.7061005,-1.5822116,0.27543068,0.32945654,-0.61446095,-0.6638572,-1.0448818,-0.9737866,0.0710952
32,0.35816774,0.19938743,"('unkind', 'kind')",0.32247144,0.20184296,-0.29803228,-0.38604006,0.6159439,0.5220687,0.2496377,0.1343147,-0.115323
33,0.026110418,-0.0075261034,"('wrong', 'right')",1.2782497,1.2776015,1.8907498,1.923761,-0.4230175,-0.4699574,0.6930231,0.6809697,-0.0120534
34,0.3156599,0.43263665,"('mean', 'honorable')",0.060734645,0.22866587,0.3501952,0.39290738,5.6460238,5.837711,1.5931534,1.7229803,0.1298269
35,-1.5897554,-1.6570504,"('corrupt', 'incorrupt')",-1.1281003,-1.110024,0.038371243,0.0037775747,-0.18306379,-0.252447,-0.715637,-0.7539359,-0.0382989
36,-1.6431475,-1.6199738,"('hostile', 'amicable')",-1.4470876,-1.4490141,0.72833115,0.6423378,0.5964399,0.46547687,-0.4413661,-0.4902933,-0.0489272
37,0.78580153,0.75357574,"('fake', 'genuine')",0.6430387,0.6840045,-1.2427582,-1.2592953,0.08223831,0.09947538,0.0670801,0.0694401,0.00236
38,-0.20014495,-0.18717921,"('untruthful', 'truthful')",0.28386188,0.31959724,-0.11671417,-0.071393795,-0.34444758,-0.30844685,-0.0943612,-0.0618557,0.0325055
39,1.713625,1.7606055,"('exploitative', 'cooperative')",2.012714,2.0466444,0.72106177,0.7953075,0.04060612,0.13445954,1.1220016,1.1842543,0.0622527
