,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,0.34419474,0.29043955,"('unsociable', 'sociable')",0.3441947,0.2904395,-0.0537552
1,2.2235181,2.309671,"('unfriendly', 'friendly')",2.2235181,2.3096709,0.0861528
2,0.39359194,0.46920276,"('unlikable', 'likable')",0.3935919,0.4692028,0.0756109
3,1.2319936,1.2929211,"('repellent', 'pleasant')",1.2319936,1.2929211,0.0609275
4,-7.1144204,-7.2216372,"('disliked', 'liked')",-7.1144204,-7.2216372,-0.1072168
5,0.2383495,0.29193658,"('distant', 'outgoing')",0.2383495,0.2919366,0.0535871
6,0.49344033,0.5428166,"('distant', 'open')",0.4934403,0.5428166,0.0493763
7,1.6425539,1.6665869,"('insensitive', 'sensitive')",1.6425539,1.6665869,0.024033
8,1.4183818,1.5322785,"('unaffectionate', 'affectionate')",1.4183818,1.5322785,0.1138967
9,1.9196126,2.1691928,"('unaffectionate', 'caring')",1.9196126,2.1691928,0.2495802
10,0.59182906,0.57213223,"('unsympathetic', 'sympathetic')",0.5918291,0.5721322,-0.0196969
11,1.8329135,1.8396244,"('unhelpful', 'helpful')",1.8329135,1.8396244,0.0067109
12,-0.862832,-0.7170491,"('unsupportive', 'supportive')",-0.862832,-0.7170491,0.1457829
13,-0.2509148,-0.50814617,"('impolite', 'polite')",-0.2509148,-0.5081462,-0.2572314
14,-0.14862464,-0.17849763,"('antisocial', 'social')",-0.1486246,-0.1784976,-0.029873
15,0.15924037,-0.018765787,"('boring', 'funny')",0.1592404,-0.0187658,-0.1780062
16,-0.45175165,-0.38169068,"('unpopular', 'popular')",-0.4517516,-0.3816907,0.0700609
17,-0.5086576,-0.46217874,"('nasty', 'nice')",-0.5086576,-0.4621787,0.0464789
18,-0.061714906,-0.05488458,"('disagreeable', 'welcoming')",-0.0617149,-0.0548846,0.0068303
19,0.084741175,0.33686072,"('inhospitable', 'hospitable')",0.0847412,0.3368607,0.2521195
20,0.9149124,0.8429156,"('rough', 'thoughtful')",0.9149124,0.8429156,-0.0719968
21,-0.29966548,-0.2854813,"('immoral', 'moral')",-0.2996655,-0.2854813,0.0141842
22,-0.25491068,-0.31191215,"('untrustworthy', 'trustworthy')",-0.2549107,-0.3119121,-0.0570014
23,7.030081,7.1251526,"('insincere', 'sincere')",7.0300808,7.1251526,0.0950718
24,2.0362911,2.011201,"('dishonest', 'honest')",2.0362911,2.0112009,-0.0250902
25,1.1127486,1.0913585,"('egoistic', 'altruistic')",1.1127486,1.0913585,-0.0213901
26,0.6197534,0.59248096,"('hardhearted', 'benevolent')",0.6197534,0.592481,-0.0272724
27,1.8528413,1.659825,"('hardhearted', 'softhearted')",1.8528413,1.659825,-0.1930163
28,1.2246774,1.1235777,"('disloyal', 'loyal')",1.2246774,1.1235777,-0.1010997
29,-0.24401774,-0.35131297,"('unfair', 'fair')",-0.2440177,-0.351313,-0.1072953
30,0.67473656,0.7283999,"('intolerant', 'tolerant')",0.6747366,0.7283999,0.0536633
31,-0.9267506,-0.8709763,"('evil', 'good')",-0.9267506,-0.8709763,0.0557743
32,1.2252882,0.94368315,"('unkind', 'kind')",1.2252882,0.9436831,-0.2816051
33,0.34451064,0.48093593,"('wrong', 'right')",0.3445106,0.4809359,0.1364253
34,4.88831,5.182319,"('mean', 'honorable')",4.88831,5.1823192,0.2940092
35,-0.79222983,-0.9072691,"('corrupt', 'incorrupt')",-0.7922298,-0.9072691,-0.1150393
36,-0.8127948,-0.674631,"('hostile', 'amicable')",-0.8127948,-0.674631,0.1381638
37,0.9146718,0.79126376,"('fake', 'genuine')",0.9146718,0.7912638,-0.123408
38,0.3820577,0.59219855,"('untruthful', 'truthful')",0.3820577,0.5921986,0.2101409
39,0.27564323,0.24344403,"('exploitative', 'cooperative')",0.2756432,0.243444,-0.0321992
40,-0.6959536,-1.0829535,"('stingy', 'generous')",-0.6959536,-1.0829535,-0.3869999
41,0.09031625,0.0890668,"('unforgiving', 'forgiving')",0.0903163,0.0890668,-0.0012495
42,-2.3289027,-2.5134413,"('unreliable', 'reliable')",-2.3289027,-2.5134413,-0.1845386
43,1.1838245,1.2843703,"('irresponsible', 'responsible')",1.1838245,1.2843703,0.1005458
44,-2.1542807,-2.3711164,"('prejudiced', 'unprejudiced')",-2.1542807,-2.3711164,-0.2168357
45,0.2377102,0.18283843,"('incompetent', 'competent')",0.2377102,0.1828384,-0.0548718
46,-0.7962501,-0.80569094,"('uncompetitive', 'competitive')",-0.7962501,-0.8056909,-0.0094408
47,4.8961225,5.103972,"('stupid', 'smart')",4.8961225,5.103972,0.2078495
48,0.5953626,0.55500907,"('unintelligent', 'intelligent')",0.5953626,0.5550091,-0.0403535
49,0.2275533,0.26302096,"('unable', 'able')",0.2275533,0.263021,0.0354677
50,0.18453877,0.23714335,"('clumsy', 'skillful')",0.1845388,0.2371434,0.0526046
51,0.6144372,0.34164163,"('uneducated', 'educated')",0.6144372,0.3416416,-0.2727956
52,0.031778265,0.0009846315,"('irrational', 'rational')",0.0317783,0.0009846,-0.0307937
53,0.49778,0.5159509,"('uncreative', 'creative')",0.49778,0.5159509,0.0181709
54,1.427023,1.7074811,"('incapable', 'capable')",1.4270231,1.7074811,0.280458
55,0.8676888,0.7089708,"('incompetent', 'clever')",0.8676888,0.7089708,-0.158718
56,0.59048843,0.6738808,"('impractical', 'practical')",0.5904884,0.6738808,0.0833924
57,-2.5169597,-2.6243672,"('unimaginative', 'imaginative')",-2.5169597,-2.6243672,-0.1074075
58,0.5114397,0.5173062,"('undiscriminating', 'discriminating')",0.5114397,0.5173062,0.0058665
59,0.19268903,0.26996,"('foolish', 'wise')",0.192689,0.26996,0.077271
60,0.4124587,0.4420716,"('inefficient', 'efficient')",0.4124587,0.4420716,0.0296129
61,0.88456607,0.7443651,"('illogical', 'logical')",0.8845661,0.7443651,-0.140201
62,1.198246,1.0904269,"('incompetent', 'brilliant')",1.198246,1.0904269,-0.1078191
63,0.95598483,1.0308676,"('unperceptive', 'insightful')",0.9559848,1.0308676,0.0748828
64,-6.758361,-6.8435326,"('shy', 'confident')",-6.7583609,-6.8435326,-0.0851717
65,0.3675108,0.30554053,"('insecure', 'secure')",0.3675108,0.3055405,-0.0619703
66,-0.37954342,-0.4190033,"('inactive', 'active')",-0.3795434,-0.4190033,-0.0394599
67,-0.81683,-0.73030204,"('doubtful', 'determined')",-0.81683,-0.730302,0.086528
68,-0.21665931,-0.058550753,"('dependent', 'independent')",-0.2166593,-0.0585508,0.1581085
69,-1.7793171,-1.6999576,"('lazy', 'industrious')",-1.7793171,-1.6999576,0.0793595
70,1.2628514,1.0776619,"('lethargic', 'energetic')",1.2628514,1.0776619,-0.1851895
71,0.5999154,0.673234,"('diffident', 'self-confident')",0.5999154,0.673234,0.0733186
72,1.3075271,1.3491534,"('unambitious', 'ambitious')",1.3075271,1.3491534,0.0416263
73,-2.2748184,-2.2036989,"('helpless', 'self-reliant')",-2.2748184,-2.2036989,0.0711195
74,0.6352923,0.52547044,"('undedicated', 'dedicated')",0.6352923,0.5254704,-0.1098219
75,-0.9254233,-0.868937,"('meek', 'impulsive')",-0.9254233,-0.868937,0.0564863
76,-0.11406182,-0.51395,"('anxious', 'daring')",-0.1140618,-0.51395,-0.3998882
77,-1.5395615,-1.2951175,"('unmotivated', 'motivated')",-1.5395615,-1.2951175,0.244444
78,-0.7290602,-0.70370775,"('nonresilient', 'resilient')",-0.7290602,-0.7037078,0.0253524
79,-0.24531414,-0.23760271,"('wavering', 'unwavering')",-0.2453141,-0.2376027,0.0077114
80,-0.1726475,-0.41148657,"('dominated', 'dominating')",-0.1726475,-0.4114866,-0.2388391
81,-0.6633541,-0.80918694,"('submissive', 'aggressive')",-0.6633541,-0.8091869,-0.1458328
82,6.549974,6.7393265,"('poor', 'rich')",6.549974,6.7393265,0.1893525
83,-0.3827428,-0.28246257,"('powerless', 'powerful')",-0.3827428,-0.2824626,0.1002802
84,0.47601464,0.39113978,"('inferior', 'superior')",0.4760146,0.3911398,-0.0848748
85,-0.6594937,-0.62953895,"('insignificant', 'prestigious')",-0.6594937,-0.629539,0.0299547
86,0.7112802,0.67244405,"('uninfluential', 'influential')",0.7112802,0.672444,-0.0388362
87,0.5937934,0.55979323,"('unsuccessful', 'successful')",0.5937934,0.5597932,-0.0340002
88,0.24674578,0.24672262,"('low', 'eminent')",0.2467458,0.2467226,-2.32e-05
