,brook_male,brook_female,tuple,average_male,average_female,female-male
0,0.8913558,0.7076687,"('unsociable', 'sociable')",0.8913558,0.7076687,-0.1836871
1,0.87358254,0.8006383,"('unfriendly', 'friendly')",0.8735825,0.8006383,-0.0729442
2,0.08474437,0.35381803,"('unlikable', 'likable')",0.0847444,0.353818,0.2690736
3,0.6217921,0.7631397,"('repellent', 'pleasant')",0.6217921,0.7631397,0.1413476
4,-6.8323708,-7.0616717,"('disliked', 'liked')",-6.8323708,-7.0616717,-0.2293009
5,-1.1834652,-0.9817571,"('distant', 'outgoing')",-1.1834652,-0.9817571,0.2017081
6,-0.5903058,-0.46041116,"('distant', 'open')",-0.5903058,-0.4604112,0.1298946
7,1.2938548,1.1206318,"('insensitive', 'sensitive')",1.2938548,1.1206318,-0.173223
8,0.7503538,0.7381307,"('unaffectionate', 'affectionate')",0.7503538,0.7381307,-0.0122231
9,1.5123047,1.5917166,"('unaffectionate', 'caring')",1.5123047,1.5917166,0.0794119
10,1.3617669,1.4109172,"('unsympathetic', 'sympathetic')",1.3617669,1.4109172,0.0491503
11,2.1728747,2.2789876,"('unhelpful', 'helpful')",2.1728747,2.2789876,0.1061129
12,-1.402101,-1.4222081,"('unsupportive', 'supportive')",-1.402101,-1.4222081,-0.0201071
13,0.42878422,0.45713475,"('impolite', 'polite')",0.4287842,0.4571348,0.0283506
14,0.4811102,0.39556125,"('antisocial', 'social')",0.4811102,0.3955612,-0.085549
15,0.5526626,0.5399521,"('boring', 'funny')",0.5526626,0.5399521,-0.0127105
16,-0.5802107,-0.5571268,"('unpopular', 'popular')",-0.5802107,-0.5571268,0.0230839
17,-0.24051273,-0.17071038,"('nasty', 'nice')",-0.2405127,-0.1707104,0.0698023
18,-1.1653532,-1.024682,"('disagreeable', 'welcoming')",-1.1653532,-1.024682,0.1406712
19,-1.0021517,-0.82076263,"('inhospitable', 'hospitable')",-1.0021517,-0.8207626,0.1813891
20,0.8014514,0.642268,"('rough', 'thoughtful')",0.8014514,0.642268,-0.1591834
21,0.09461577,0.41851857,"('immoral', 'moral')",0.0946158,0.4185186,0.3239028
22,-0.19526926,-0.3256816,"('untrustworthy', 'trustworthy')",-0.1952693,-0.3256816,-0.1304123
