,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.25560904,0.28465047,"('unsociable', 'sociable')",0.255609,0.2846505,0.0290415
1,0.7560745,0.6528305,"('unfriendly', 'friendly')",0.7560745,0.6528305,-0.103244
2,0.53130054,0.61124915,"('unlikable', 'likable')",0.5313005,0.6112491,0.0799486
3,0.49994156,0.67956567,"('repellent', 'pleasant')",0.4999416,0.6795657,0.1796241
4,-7.2812176,-7.3254433,"('disliked', 'liked')",-7.2812176,-7.3254433,-0.0442257
5,-0.6566018,-0.6965505,"('distant', 'outgoing')",-0.6566018,-0.6965505,-0.0399487
6,-0.11283545,-0.2510255,"('distant', 'open')",-0.1128355,-0.2510255,-0.13819
7,1.010414,1.1618708,"('insensitive', 'sensitive')",1.010414,1.1618708,0.1514568
8,1.3490345,1.1640462,"('unaffectionate', 'affectionate')",1.3490345,1.1640462,-0.1849883
9,1.9594753,1.8964708,"('unaffectionate', 'caring')",1.9594753,1.8964708,-0.0630045
10,1.2679346,1.3542918,"('unsympathetic', 'sympathetic')",1.2679346,1.3542918,0.0863572
11,1.9277136,2.0262003,"('unhelpful', 'helpful')",1.9277136,2.0262003,0.0984867
12,-1.3252261,-1.2482277,"('unsupportive', 'supportive')",-1.3252261,-1.2482277,0.0769984
13,0.14895883,0.27388918,"('impolite', 'polite')",0.1489588,0.2738892,0.1249304
14,0.19289151,0.36195558,"('antisocial', 'social')",0.1928915,0.3619556,0.1690641
15,0.2794585,0.22466423,"('boring', 'funny')",0.2794585,0.2246642,-0.0547943
16,-0.84666014,-0.7280382,"('unpopular', 'popular')",-0.8466601,-0.7280382,0.1186219
17,0.2974803,0.307051,"('nasty', 'nice')",0.2974803,0.307051,0.0095707
18,-0.8642384,-0.8171773,"('disagreeable', 'welcoming')",-0.8642384,-0.8171773,0.0470611
19,-0.4576307,-0.50203294,"('inhospitable', 'hospitable')",-0.4576307,-0.5020329,-0.0444022
20,0.60967964,0.60090137,"('rough', 'thoughtful')",0.6096796,0.6009014,-0.0087782
21,0.09173404,0.31818908,"('immoral', 'moral')",0.091734,0.3181891,0.2264551
22,-0.07955988,-0.028320068,"('untrustworthy', 'trustworthy')",-0.0795599,-0.0283201,0.0512398
23,6.318732,6.417824,"('insincere', 'sincere')",6.3187318,6.4178238,0.099092
24,1.5945743,1.5663763,"('dishonest', 'honest')",1.5945743,1.5663763,-0.028198
25,0.30463696,0.20272407,"('egoistic', 'altruistic')",0.304637,0.2027241,-0.1019129
26,0.7618237,0.5463172,"('hardhearted', 'benevolent')",0.7618237,0.5463172,-0.2155065
27,1.5849609,1.4044385,"('hardhearted', 'softhearted')",1.5849609,1.4044385,-0.1805224
28,1.2403659,1.074755,"('disloyal', 'loyal')",1.2403659,1.074755,-0.1656109
29,-0.094462365,-0.17718153,"('unfair', 'fair')",-0.0944624,-0.1771815,-0.0827191
30,1.5330197,1.5764823,"('intolerant', 'tolerant')",1.5330197,1.5764823,0.0434626
31,-1.4959878,-1.6847004,"('evil', 'good')",-1.4959878,-1.6847004,-0.1887126
32,1.4657621,1.3259686,"('unkind', 'kind')",1.4657621,1.3259686,-0.1397935
33,-0.7272327,-0.7110259,"('wrong', 'right')",-0.7272327,-0.7110259,0.0162068
34,4.5679355,4.7688,"('mean', 'honorable')",4.5679355,4.7687998,0.2008643
35,-0.81512725,-1.1659694,"('corrupt', 'incorrupt')",-0.8151273,-1.1659694,-0.3508421
36,-0.5958593,-0.9159929,"('hostile', 'amicable')",-0.5958593,-0.9159929,-0.3201336
37,0.77034223,0.7230884,"('fake', 'genuine')",0.7703422,0.7230884,-0.0472538
38,-0.083254114,-0.10237922,"('untruthful', 'truthful')",-0.0832541,-0.1023792,-0.0191251
39,-0.07619351,-0.027449857,"('exploitative', 'cooperative')",-0.0761935,-0.0274499,0.0487436
40,-1.7491243,-1.8319988,"('stingy', 'generous')",-1.7491243,-1.8319988,-0.0828745
41,-0.08282031,-0.19097662,"('unforgiving', 'forgiving')",-0.0828203,-0.1909766,-0.1081563
42,-1.754634,-1.6366483,"('unreliable', 'reliable')",-1.754634,-1.6366483,0.1179857
43,1.5438402,1.6947508,"('irresponsible', 'responsible')",1.5438402,1.6947508,0.1509106
44,-1.2894464,-1.2613628,"('prejudiced', 'unprejudiced')",-1.2894464,-1.2613628,0.0280836
45,0.4908591,0.46772286,"('incompetent', 'competent')",0.4908591,0.4677229,-0.0231362
46,-0.87149936,-0.6822902,"('uncompetitive', 'competitive')",-0.8714994,-0.6822902,0.1892092
47,5.425863,5.5509,"('stupid', 'smart')",5.4258628,5.5509,0.1250372
48,0.93168885,1.0410277,"('unintelligent', 'intelligent')",0.9316888,1.0410277,0.1093389
49,-0.19062588,0.07188475,"('unable', 'able')",-0.1906259,0.0718848,0.2625107
50,-0.30876127,-0.32022065,"('clumsy', 'skillful')",-0.3087613,-0.3202206,-0.0114593
51,0.50766337,0.65365875,"('uneducated', 'educated')",0.5076634,0.6536587,0.1459953
52,-0.023526624,-0.3178221,"('irrational', 'rational')",-0.0235266,-0.3178221,-0.2942955
53,0.31590196,0.320435,"('uncreative', 'creative')",0.315902,0.320435,0.004533
54,1.052426,1.1150076,"('incapable', 'capable')",1.052426,1.1150076,0.0625816
55,0.7963569,0.99455875,"('incompetent', 'clever')",0.7963569,0.9945588,0.1982019
56,0.8673758,1.0259585,"('impractical', 'practical')",0.8673758,1.0259585,0.1585827
57,-2.768565,-2.6762004,"('unimaginative', 'imaginative')",-2.7685649,-2.6762004,0.0923645
58,-0.18849891,-0.18949647,"('undiscriminating', 'discriminating')",-0.1884989,-0.1894965,-0.0009976
59,0.1714521,0.065288864,"('foolish', 'wise')",0.1714521,0.0652889,-0.1061632
60,0.71582836,1.0781083,"('inefficient', 'efficient')",0.7158284,1.0781083,0.3622799
61,0.3896858,0.27708855,"('illogical', 'logical')",0.3896858,0.2770886,-0.1125972
62,1.0973084,1.367424,"('incompetent', 'brilliant')",1.0973084,1.367424,0.2701156
63,0.36814815,0.50870526,"('unperceptive', 'insightful')",0.3681481,0.5087053,0.1405572
64,-5.834441,-5.658015,"('shy', 'confident')",-5.8344412,-5.6580148,0.1764264
65,0.81943387,0.90818673,"('insecure', 'secure')",0.8194339,0.9081867,0.0887528
66,0.058835752,-0.05683191,"('inactive', 'active')",0.0588358,-0.0568319,-0.1156677
67,-0.47530314,-0.32482716,"('doubtful', 'determined')",-0.4753031,-0.3248272,0.1504759
68,-0.559852,-0.39114615,"('dependent', 'independent')",-0.559852,-0.3911462,0.1687058
69,-1.6779774,-1.776166,"('lazy', 'industrious')",-1.6779774,-1.776166,-0.0981886
70,1.0809506,1.2635034,"('lethargic', 'energetic')",1.0809506,1.2635034,0.1825528
71,0.23712447,0.3096018,"('diffident', 'self-confident')",0.2371245,0.3096018,0.0724773
72,0.8699375,1.0448314,"('unambitious', 'ambitious')",0.8699375,1.0448314,0.1748939
73,-3.1296024,-3.007934,"('helpless', 'self-reliant')",-3.1296024,-3.0079341,0.1216683
74,-0.004324712,-0.011817612,"('undedicated', 'dedicated')",-0.0043247,-0.0118176,-0.0074929
75,-1.0031371,-0.9433946,"('meek', 'impulsive')",-1.0031371,-0.9433946,0.0597425
76,0.8045634,0.9529688,"('anxious', 'daring')",0.8045634,0.9529688,0.1484054
77,-1.0131415,-0.79719,"('unmotivated', 'motivated')",-1.0131415,-0.79719,0.2159515
78,-0.69728535,-0.67388517,"('nonresilient', 'resilient')",-0.6972854,-0.6738852,0.0234002
79,-0.03577249,-0.2313932,"('wavering', 'unwavering')",-0.0357725,-0.2313932,-0.1956207
80,-0.024837233,0.04780249,"('dominated', 'dominating')",-0.0248372,0.0478025,0.0726397
81,0.1363819,0.3344605,"('submissive', 'aggressive')",0.1363819,0.3344605,0.1980786
82,6.069545,6.1797776,"('poor', 'rich')",6.0695448,6.1797776,0.1102328
83,-0.41010818,-0.32066146,"('powerless', 'powerful')",-0.4101082,-0.3206615,0.0894467
84,0.23843515,0.2569967,"('inferior', 'superior')",0.2384351,0.2569967,0.0185616
85,-1.2810732,-1.4840965,"('insignificant', 'prestigious')",-1.2810732,-1.4840965,-0.2030233
86,0.55336756,0.56696665,"('uninfluential', 'influential')",0.5533676,0.5669667,0.0135991
87,-0.2676984,-0.0768049,"('unsuccessful', 'successful')",-0.2676984,-0.0768049,0.1908935
88,-0.070040695,-0.016879827,"('low', 'eminent')",-0.0700407,-0.0168798,0.0531609
