,synchrony_male,synchrony_female,tuple,financial_male,financial_female,average_male,average_female,female-male
0,-0.9063159,-0.92957467,"('unsociable', 'sociable')",0.29905084,0.16600293,-0.3036326,-0.3817859,-0.0781533
1,-0.7464823,-0.6655523,"('unfriendly', 'friendly')",2.0747926,2.0562217,0.6641551,0.6953347,0.0311796
2,0.2949341,0.3680033,"('unlikable', 'likable')",0.9947078,1.0369253,0.6448209,0.7024643,0.0576434
3,-1.1834877,-1.1028439,"('repellent', 'pleasant')",0.10737318,0.06594793,-0.5380572,-0.518448,0.0196092
4,0.09258278,0.14378165,"('disliked', 'liked')",-7.2435074,-7.3214917,-3.5754623,-3.588855,-0.0133927
5,0.84301305,0.87489223,"('distant', 'outgoing')",0.091740936,0.100636736,0.467377,0.4877645,0.0203875
6,0.630791,0.69216883,"('distant', 'open')",0.0049059764,0.026998192,0.3178485,0.3595835,0.041735
7,-1.259844,-1.1586261,"('insensitive', 'sensitive')",0.57911795,0.6275208,-0.340363,-0.2655526,0.0748104
8,-0.6042354,-0.5708647,"('unaffectionate', 'affectionate')",1.21576,1.2311127,0.3057623,0.330124,0.0243617
9,-1.0095176,-0.9218945,"('unaffectionate', 'caring')",2.0177245,2.0478938,0.5041035,0.5629996,0.0588961
10,-2.9264555,-2.8371515,"('unsympathetic', 'sympathetic')",-0.31093955,-0.30607098,-1.6186975,-1.5716113,0.0470862
11,-0.47229934,-0.41491482,"('unhelpful', 'helpful')",1.9178456,1.9453831,0.7227731,0.7652341,0.042461
12,-0.98381525,-0.7945354,"('unsupportive', 'supportive')",-1.3952252,-1.3796345,-1.1895202,-1.087085,0.1024352
13,-1.3017384,-1.3327385,"('impolite', 'polite')",0.08127872,-0.0070342235,-0.6102298,-0.6698864,-0.0596566
14,-1.0613924,-1.0403905,"('antisocial', 'social')",0.4603263,0.3646566,-0.3005331,-0.337867,-0.0373339
15,0.5576908,0.49990788,"('boring', 'funny')",0.086457185,0.10542937,0.322074,0.3026686,-0.0194054
16,-0.005028233,0.04626046,"('unpopular', 'popular')",0.092740454,0.08975703,0.0438561,0.0680088,0.0241527
17,-0.47342923,-0.43771574,"('nasty', 'nice')",-0.44505197,-0.41763335,-0.4592406,-0.4276745,0.0315661
18,-0.06500291,-0.005856581,"('disagreeable', 'welcoming')",-0.1986056,-0.21939006,-0.1318043,-0.1126233,0.019181
19,-0.80182153,-0.7302074,"('inhospitable', 'hospitable')",-0.27669764,-0.22937125,-0.5392596,-0.4797893,0.0594703
20,-0.62967765,-0.63308007,"('rough', 'thoughtful')",0.40111274,0.37594426,-0.1142825,-0.1285679,-0.0142854
21,-1.6949228,-1.6361065,"('immoral', 'moral')",-0.2781558,-0.24507354,-0.9865393,-0.94059,0.0459493
22,-0.0010294393,0.102414496,"('untrustworthy', 'trustworthy')",-0.8420696,-0.87009573,-0.4215495,-0.3838406,0.0377089
23,-1.1569548,-1.1466609,"('insincere', 'sincere')",6.602008,6.606542,2.7225266,2.7299407,0.0074141
24,-1.729023,-1.6573445,"('dishonest', 'honest')",1.1966377,1.1271876,-0.2661926,-0.2650784,0.0011142
25,0.17150448,0.23073679,"('egoistic', 'altruistic')",0.99618995,1.0392143,0.5838472,0.6349756,0.0511284
26,0.53168786,0.5843715,"('hardhearted', 'benevolent')",1.6486051,1.6672869,1.0901465,1.1258292,0.0356827
27,-0.07573058,-0.083093524,"('hardhearted', 'softhearted')",0.8603039,0.77575153,0.3922867,0.346329,-0.0459577
28,-1.7348304,-1.7544346,"('disloyal', 'loyal')",1.1912128,1.1518131,-0.2718088,-0.3013107,-0.0295019
29,-0.69847333,-0.74153996,"('unfair', 'fair')",-0.7158055,-0.8209656,-0.7071394,-0.7812527,-0.0741133
30,-0.24207805,-0.22565298,"('intolerant', 'tolerant')",1.0027893,0.9529219,0.3803556,0.3636345,-0.0167211
31,0.41035423,0.5933467,"('evil', 'good')",-1.200538,-1.0976876,-0.3950919,-0.2521704,0.1429215
32,-0.6913518,-0.6853099,"('unkind', 'kind')",0.9271443,0.9288528,0.1178963,0.1217715,0.0038752
33,0.15905607,0.089363664,"('wrong', 'right')",0.2879386,0.2281053,0.2234973,0.1587345,-0.0647628
34,0.31319603,0.50628066,"('mean', 'honorable')",5.3757935,5.46693,2.8444948,2.9866052,0.1421104
35,1.322535,1.2139158,"('corrupt', 'incorrupt')",-0.74973494,-0.7507378,0.2864,0.231589,-0.054811
36,1.120869,1.1538242,"('hostile', 'amicable')",-0.28608406,-0.32323605,0.4173925,0.4152941,-0.0020984
37,-1.2211204,-1.2012062,"('fake', 'genuine')",-0.044555426,-0.01851239,-0.6328379,-0.6098593,0.0229786
38,-0.43296897,-0.35672057,"('untruthful', 'truthful')",0.64444524,0.67372984,0.1057381,0.1585046,0.0527665
39,1.4154929,1.4286073,"('exploitative', 'cooperative')",0.6664084,0.6686927,1.0409507,1.04865,0.0076993
40,-0.12810999,-0.08545083,"('stingy', 'generous')",-1.4732882,-1.5372539,-0.8006991,-0.8113524,-0.0106533
41,-0.28858006,-0.1606053,"('unforgiving', 'forgiving')",0.44899067,0.3806553,0.0802053,0.110025,0.0298197
42,0.11253168,0.19743748,"('unreliable', 'reliable')",-3.2071779,-3.205859,-1.5473231,-1.5042107,0.0431124
43,-1.1426239,-1.0133712,"('irresponsible', 'responsible')",1.0143745,0.97728187,-0.0641247,-0.0180447,0.04608
44,1.2547075,1.1838626,"('prejudiced', 'unprejudiced')",-1.0548555,-1.0286055,0.099926,0.0776286,-0.0222974
45,-1.9122639,-1.6999184,"('incompetent', 'competent')",-0.17482264,-0.21506462,-1.0435432,-0.9574915,0.0860517
46,-1.4212226,-1.3636619,"('uncompetitive', 'competitive')",-0.53281784,-0.6107479,-0.9770202,-0.9872049,-0.0101847
47,-0.6388196,-0.5394031,"('stupid', 'smart')",6.2471886,6.269133,2.8041844,2.8648651,0.0606807
48,-1.730445,-1.6730075,"('unintelligent', 'intelligent')",0.3810193,0.39830187,-0.6747129,-0.6373528,0.0373601
49,-0.5880784,-0.49256465,"('unable', 'able')",-0.3070542,-0.22472417,-0.4475663,-0.3586444,0.0889219
50,0.06288243,0.091997534,"('clumsy', 'skillful')",0.118024215,0.10086118,0.0904533,0.0964294,0.0059761
51,-1.2703726,-1.3216542,"('uneducated', 'educated')",0.075393,0.023566518,-0.5974898,-0.6490439,-0.0515541
52,0.13589878,-0.0022746231,"('irrational', 'rational')",0.0770461,-0.03989166,0.1064724,-0.0210831,-0.1275555
53,-1.519761,-1.4762466,"('uncreative', 'creative')",0.7545403,0.70627,-0.3826103,-0.3849883,-0.002378
54,-0.76637614,-0.76139385,"('incapable', 'capable')",1.2391981,1.2935914,0.236411,0.2660988,0.0296878
55,-2.0054667,-1.9001689,"('incompetent', 'clever')",0.14937566,0.15055895,-0.9280455,-0.874805,0.0532405
56,-0.9850895,-0.9238292,"('impractical', 'practical')",0.05218577,0.016272333,-0.4664519,-0.4537784,0.0126735
57,-1.344068,-1.2734401,"('unimaginative', 'imaginative')",-3.2037115,-3.2667866,-2.2738898,-2.2701135,0.0037763
58,0.44422925,0.4787505,"('undiscriminating', 'discriminating')",0.17474675,0.14481631,0.309488,0.3117834,0.0022954
59,0.43382785,0.39677066,"('foolish', 'wise')",0.25086358,0.2528199,0.3423457,0.3247953,-0.0175504
60,-1.1808019,-1.1234546,"('inefficient', 'efficient')",0.4757393,0.5171842,-0.3525313,-0.3031352,0.0493961
61,-1.0485936,-1.1023865,"('illogical', 'logical')",1.0264705,0.9181618,-0.0110615,-0.0921123,-0.0810508
62,-1.1698582,-1.057293,"('incompetent', 'brilliant')",0.47659543,0.5295024,-0.3466314,-0.2638953,0.0827361
63,-0.37519434,-0.19720265,"('unperceptive', 'insightful')",0.8694793,0.88440114,0.2471425,0.3435993,0.0964568
64,-0.20215546,-0.23047015,"('shy', 'confident')",-6.1278543,-6.2199535,-3.165005,-3.2252119,-0.0602069
65,-0.53397775,-0.60563815,"('insecure', 'secure')",-0.27529484,-0.27427098,-0.4046363,-0.4399546,-0.0353183
66,-0.07037595,-0.08675088,"('inactive', 'active')",0.6138519,0.5706328,0.271738,0.241941,-0.029797
67,0.10910883,0.10587248,"('doubtful', 'determined')",-0.11093487,-0.08557897,-0.000913,0.0101468,0.0110598
68,-0.34416237,-0.3472162,"('dependent', 'independent')",-1.222677,-1.2385591,-0.7834197,-0.7928877,-0.009468
69,2.1986833,2.2006125,"('lazy', 'industrious')",-0.9988284,-0.9766117,0.5999274,0.6120005,0.0120731
70,-1.3184923,-1.2261924,"('lethargic', 'energetic')",0.22867063,0.15554576,-0.5449108,-0.5353233,0.0095875
71,0.10732609,0.22565737,"('diffident', 'self-confident')",1.6044655,1.6542892,0.8558958,0.9399733,0.0840775
72,-1.3014355,-1.2909989,"('unambitious', 'ambitious')",0.113665044,0.18415797,-0.5938852,-0.5534205,0.0404647
73,1.5971619,1.5689117,"('helpless', 'self-reliant')",-3.1742368,-3.17211,-0.7885374,-0.8015992,-0.0130618
74,-0.19883135,-0.11420082,"('undedicated', 'dedicated')",-0.0073340386,-0.04194557,-0.1030827,-0.0780732,0.0250095
75,0.77805525,0.8076902,"('meek', 'impulsive')",-1.3572695,-1.2730975,-0.2896071,-0.2327037,0.0569034
76,-0.5481519,-0.5287961,"('anxious', 'daring')",-0.25448167,-0.26448658,-0.4013168,-0.3966413,0.0046755
77,-1.3237792,-1.2152808,"('unmotivated', 'motivated')",-0.7740704,-0.7047108,-1.0489248,-0.9599957,0.0889291
78,-0.32012254,-0.18292117,"('nonresilient', 'resilient')",0.257713,0.2666268,-0.0312048,0.0418528,0.0730576
79,-0.1278732,-0.10428192,"('wavering', 'unwavering')",-0.41102445,-0.3323695,-0.2694488,-0.2183257,0.0511231
80,-0.77464396,-0.8520873,"('dominated', 'dominating')",-0.8223392,-0.7935449,-0.7984916,-0.8228161,-0.0243245
81,-1.396214,-1.4182314,"('submissive', 'aggressive')",-0.24882531,-0.22603692,-0.8225197,-0.8221341,0.0003856
82,-0.66212195,-0.6259341,"('poor', 'rich')",5.832136,5.8573728,2.5850072,2.6157193,0.0307121
83,-0.16571751,-0.23020014,"('powerless', 'powerful')",-0.3383662,-0.34737307,-0.2520419,-0.2887866,-0.0367447
