,commitment_male,commitment_female,tuple,average_male,average_female,female-male
0,0.00841745,-0.055409495,"('unsociable', 'sociable')",0.0084174,-0.0554095,-0.0638269
1,1.022845,0.9924571,"('unfriendly', 'friendly')",1.022845,0.9924571,-0.0303879
2,0.6326516,0.7237216,"('unlikable', 'likable')",0.6326516,0.7237216,0.09107
3,0.8971147,0.97678417,"('repellent', 'pleasant')",0.8971147,0.9767842,0.0796695
4,-7.067281,-7.1124907,"('disliked', 'liked')",-7.0672808,-7.1124907,-0.0452099
5,-0.4791247,-0.4717443,"('distant', 'outgoing')",-0.4791247,-0.4717443,0.0073804
6,-0.0841852,-0.09851354,"('distant', 'open')",-0.0841852,-0.0985135,-0.0143283
7,1.3330364,1.3616546,"('insensitive', 'sensitive')",1.3330364,1.3616546,0.0286182
8,1.0693555,1.0236839,"('unaffectionate', 'affectionate')",1.0693555,1.0236839,-0.0456716
9,1.3283532,1.3930799,"('unaffectionate', 'caring')",1.3283532,1.3930799,0.0647267
10,1.3337342,1.3146849,"('unsympathetic', 'sympathetic')",1.3337342,1.3146849,-0.0190493
11,1.970098,2.010802,"('unhelpful', 'helpful')",1.970098,2.010802,0.040704
12,-1.2149916,-1.1818407,"('unsupportive', 'supportive')",-1.2149916,-1.1818407,0.0331509
13,0.03291722,0.017906077,"('impolite', 'polite')",0.0329172,0.0179061,-0.0150111
14,0.40268344,0.3428693,"('antisocial', 'social')",0.4026834,0.3428693,-0.0598141
15,0.15010875,0.14602967,"('boring', 'funny')",0.1501088,0.1460297,-0.0040791
16,-0.51030076,-0.45145848,"('unpopular', 'popular')",-0.5103008,-0.4514585,0.0588423
17,0.076505154,0.056330863,"('nasty', 'nice')",0.0765052,0.0563309,-0.0201743
18,-0.33187824,-0.35454404,"('disagreeable', 'welcoming')",-0.3318782,-0.354544,-0.0226658
19,-0.48888224,-0.51914614,"('inhospitable', 'hospitable')",-0.4888822,-0.5191461,-0.0302639
20,0.87349945,0.75550115,"('rough', 'thoughtful')",0.8734995,0.7555012,-0.1179983
21,0.090246275,0.118365616,"('immoral', 'moral')",0.0902463,0.1183656,0.0281193
22,0.45385188,0.40423,"('untrustworthy', 'trustworthy')",0.4538519,0.40423,-0.0496219
23,6.3892436,6.4841604,"('insincere', 'sincere')",6.3892436,6.4841604,0.0949168
24,1.9803894,1.9678463,"('dishonest', 'honest')",1.9803894,1.9678463,-0.0125431
25,0.62444013,0.5127275,"('egoistic', 'altruistic')",0.6244401,0.5127275,-0.1117126
26,0.12451704,0.011585847,"('hardhearted', 'benevolent')",0.124517,0.0115858,-0.1129312
27,1.3779029,1.201834,"('hardhearted', 'softhearted')",1.3779029,1.201834,-0.1760689
28,1.1467828,1.0378748,"('disloyal', 'loyal')",1.1467828,1.0378748,-0.108908
29,0.08831019,-0.02612725,"('unfair', 'fair')",0.0883102,-0.0261273,-0.1144375
30,1.2053,1.1500924,"('intolerant', 'tolerant')",1.2053,1.1500924,-0.0552076
31,-0.8028005,-0.83546066,"('evil', 'good')",-0.8028005,-0.8354607,-0.0326602
32,1.2782948,1.2050506,"('unkind', 'kind')",1.2782948,1.2050506,-0.0732442
33,-0.54527944,-0.5380696,"('wrong', 'right')",-0.5452794,-0.5380696,0.0072098
34,4.304062,4.4846964,"('mean', 'honorable')",4.3040619,4.4846964,0.1806345
35,-0.690234,-0.88666564,"('corrupt', 'incorrupt')",-0.690234,-0.8866656,-0.1964316
36,-0.6550984,-0.81767374,"('hostile', 'amicable')",-0.6550984,-0.8176737,-0.1625753
37,0.7794801,0.7773224,"('fake', 'genuine')",0.7794801,0.7773224,-0.0021577
38,0.04551088,0.07398784,"('untruthful', 'truthful')",0.0455109,0.0739878,0.0284769
39,0.3075235,0.29314277,"('exploitative', 'cooperative')",0.3075235,0.2931428,-0.0143807
40,-1.211568,-1.3149397,"('stingy', 'generous')",-1.211568,-1.3149397,-0.1033717
41,0.1621278,0.08155216,"('unforgiving', 'forgiving')",0.1621278,0.0815522,-0.0805756
42,-1.7103308,-1.727015,"('unreliable', 'reliable')",-1.7103308,-1.727015,-0.0166842
43,1.5025756,1.5186043,"('irresponsible', 'responsible')",1.5025756,1.5186043,0.0160287
44,-1.179452,-1.274332,"('prejudiced', 'unprejudiced')",-1.1794519,-1.274332,-0.0948801
45,0.56367356,0.53139836,"('incompetent', 'competent')",0.5636736,0.5313984,-0.0322752
46,-0.5466114,-0.5058313,"('uncompetitive', 'competitive')",-0.5466114,-0.5058313,0.0407801
47,5.2705255,5.43306,"('stupid', 'smart')",5.2705255,5.4330602,0.1625347
48,0.6494436,0.6290117,"('unintelligent', 'intelligent')",0.6494436,0.6290117,-0.0204319
49,-0.1682739,-0.06236185,"('unable', 'able')",-0.1682739,-0.0623619,0.105912
50,-0.062271547,-0.03932357,"('clumsy', 'skillful')",-0.0622715,-0.0393236,0.0229479
51,0.43329453,0.43268,"('uneducated', 'educated')",0.4332945,0.43268,-0.0006145
52,-0.50842726,-0.5813008,"('irrational', 'rational')",-0.5084273,-0.5813008,-0.0728735
53,0.32229817,0.2832314,"('uncreative', 'creative')",0.3222982,0.2832314,-0.0390668
54,1.0261316,1.130005,"('incapable', 'capable')",1.0261316,1.130005,0.1038734
55,0.865792,0.87634397,"('incompetent', 'clever')",0.865792,0.876344,0.010552
56,0.5343157,0.5485765,"('impractical', 'practical')",0.5343157,0.5485765,0.0142608
57,-2.6634371,-2.6641216,"('unimaginative', 'imaginative')",-2.6634371,-2.6641216,-0.0006845
58,-0.23200545,-0.26889658,"('undiscriminating', 'discriminating')",-0.2320054,-0.2688966,-0.0368912
59,-0.009950921,0.067437366,"('foolish', 'wise')",-0.0099509,0.0674374,0.0773883
60,0.5973702,0.7027387,"('inefficient', 'efficient')",0.5973702,0.7027387,0.1053685
61,0.6993471,0.54085815,"('illogical', 'logical')",0.6993471,0.5408581,-0.158489
62,1.1293389,1.2317916,"('incompetent', 'brilliant')",1.1293389,1.2317916,0.1024527
63,0.6613728,0.72876847,"('unperceptive', 'insightful')",0.6613728,0.7287685,0.0673957
64,-5.509032,-5.487425,"('shy', 'confident')",-5.5090318,-5.4874249,0.0216069
65,1.2361917,1.2201504,"('insecure', 'secure')",1.2361917,1.2201504,-0.0160413
66,0.12707743,0.032461073,"('inactive', 'active')",0.1270774,0.0324611,-0.0946163
67,-0.49982506,-0.42214298,"('doubtful', 'determined')",-0.4998251,-0.422143,0.0776821
68,-0.36375582,-0.36487788,"('dependent', 'independent')",-0.3637558,-0.3648779,-0.0011221
69,-1.4251164,-1.430064,"('lazy', 'industrious')",-1.4251164,-1.430064,-0.0049476
70,1.7562681,1.7426504,"('lethargic', 'energetic')",1.7562681,1.7426504,-0.0136177
71,0.17921369,0.21682888,"('diffident', 'self-confident')",0.1792137,0.2168289,0.0376152
72,0.78486854,0.8748287,"('unambitious', 'ambitious')",0.7848685,0.8748287,0.0899602
73,-3.1746995,-3.1103966,"('helpless', 'self-reliant')",-3.1746995,-3.1103966,0.0643029
74,0.20170683,0.16248442,"('undedicated', 'dedicated')",0.2017068,0.1624844,-0.0392224
75,-0.74836874,-0.66003317,"('meek', 'impulsive')",-0.7483687,-0.6600332,0.0883355
76,0.9839215,0.96944034,"('anxious', 'daring')",0.9839215,0.9694403,-0.0144812
77,-0.9857147,-0.9325148,"('unmotivated', 'motivated')",-0.9857147,-0.9325148,0.0531999
78,-0.5359157,-0.55227363,"('nonresilient', 'resilient')",-0.5359157,-0.5522736,-0.0163579
79,0.16872025,0.12513658,"('wavering', 'unwavering')",0.1687202,0.1251366,-0.0435836
80,0.14575642,0.08088357,"('dominated', 'dominating')",0.1457564,0.0808836,-0.0648728
81,0.3456212,0.3723635,"('submissive', 'aggressive')",0.3456212,0.3723635,0.0267423
82,6.08968,6.267792,"('poor', 'rich')",6.0896802,6.2677922,0.178112
83,-0.6717323,-0.6876862,"('powerless', 'powerful')",-0.6717323,-0.6876862,-0.0159539
84,-0.021903265,0.03571134,"('inferior', 'superior')",-0.0219033,0.0357113,0.0576146
85,-1.2034811,-1.2401477,"('insignificant', 'prestigious')",-1.2034811,-1.2401477,-0.0366666
86,0.2784335,0.25712028,"('uninfluential', 'influential')",0.2784335,0.2571203,-0.0213132
87,0.005113907,0.14156829,"('unsuccessful', 'successful')",0.0051139,0.1415683,0.1364544
88,-0.030568784,-0.01247235,"('low', 'eminent')",-0.0305688,-0.0124724,0.0180964
