,stripe_male,stripe_female,tuple,average_male,average_female,female-male
0,0.008370403,0.03807501,"('unsociable', 'sociable')",0.0083704,0.038075,0.0297046
1,0.9966943,0.93130624,"('unfriendly', 'friendly')",0.9966943,0.9313062,-0.0653881
2,-0.15720452,-0.08305915,"('unlikable', 'likable')",-0.1572045,-0.0830591,0.0741454
3,0.857534,0.93632406,"('repellent', 'pleasant')",0.857534,0.9363241,0.0787901
4,-7.088748,-7.2796736,"('disliked', 'liked')",-7.088748,-7.2796736,-0.1909256
5,-0.691381,-0.7280369,"('distant', 'outgoing')",-0.691381,-0.7280369,-0.0366559
6,-0.06790016,-0.19875762,"('distant', 'open')",-0.0679002,-0.1987576,-0.1308574
7,0.90885067,0.97464967,"('insensitive', 'sensitive')",0.9088507,0.9746497,0.065799
8,0.95086,0.8293768,"('unaffectionate', 'affectionate')",0.95086,0.8293768,-0.1214832
9,0.99836105,1.0127808,"('unaffectionate', 'caring')",0.9983611,1.0127808,0.0144197
10,1.1308677,1.2072915,"('unsympathetic', 'sympathetic')",1.1308677,1.2072915,0.0764238
11,1.1543086,1.214271,"('unhelpful', 'helpful')",1.1543086,1.2142709,0.0599623
12,-1.954069,-1.9645556,"('unsupportive', 'supportive')",-1.954069,-1.9645556,-0.0104866
13,-0.35136417,-0.23948577,"('impolite', 'polite')",-0.3513642,-0.2394858,0.1118784
14,0.4457709,0.4683282,"('antisocial', 'social')",0.4457709,0.4683282,0.0225573
15,0.008194019,-0.08016078,"('boring', 'funny')",0.008194,-0.0801608,-0.0883548
16,-0.5512726,-0.56900454,"('unpopular', 'popular')",-0.5512726,-0.5690045,-0.0177319
17,-0.3687376,-0.27896833,"('nasty', 'nice')",-0.3687376,-0.2789683,0.0897693
18,-0.20765178,-0.26526725,"('disagreeable', 'welcoming')",-0.2076518,-0.2652673,-0.0576155
19,-0.7470167,-0.83954364,"('inhospitable', 'hospitable')",-0.7470167,-0.8395436,-0.0925269
20,0.8439769,0.80021733,"('rough', 'thoughtful')",0.8439769,0.8002173,-0.0437596
21,-0.40245885,-0.2464695,"('immoral', 'moral')",-0.4024588,-0.2464695,0.1559893
22,-0.22439282,-0.21049659,"('untrustworthy', 'trustworthy')",-0.2243928,-0.2104966,0.0138962
23,5.9658775,6.072182,"('insincere', 'sincere')",5.9658775,6.0721822,0.1063047
24,1.4050889,1.3357497,"('dishonest', 'honest')",1.4050889,1.3357497,-0.0693392
25,0.83264875,0.71757793,"('egoistic', 'altruistic')",0.8326488,0.7175779,-0.1150709
26,0.9361582,0.8206934,"('hardhearted', 'benevolent')",0.9361582,0.8206934,-0.1154648
27,1.6417607,1.4569603,"('hardhearted', 'softhearted')",1.6417607,1.4569603,-0.1848004
28,0.8802883,0.8582092,"('disloyal', 'loyal')",0.8802883,0.8582092,-0.0220791
29,-0.6470533,-0.75972664,"('unfair', 'fair')",-0.6470533,-0.7597266,-0.1126733
30,1.0259742,1.074146,"('intolerant', 'tolerant')",1.0259742,1.074146,0.0481718
31,-1.201287,-1.2769867,"('evil', 'good')",-1.201287,-1.2769867,-0.0756997
32,0.86900145,0.81254345,"('unkind', 'kind')",0.8690014,0.8125435,-0.0564579
33,-0.7236845,-0.78752667,"('wrong', 'right')",-0.7236845,-0.7875267,-0.0638422
34,4.312836,4.4857435,"('mean', 'honorable')",4.3128362,4.4857435,0.1729073
35,-0.622656,-0.90962845,"('corrupt', 'incorrupt')",-0.622656,-0.9096285,-0.2869725
36,-0.7058953,-0.8467835,"('hostile', 'amicable')",-0.7058953,-0.8467835,-0.1408882
37,0.7441565,0.7436988,"('fake', 'genuine')",0.7441565,0.7436988,-0.0004577
38,-0.51703304,-0.45914668,"('untruthful', 'truthful')",-0.517033,-0.4591467,0.0578863
39,0.43390867,0.45735964,"('exploitative', 'cooperative')",0.4339087,0.4573596,0.0234509
