,wellcare_male,wellcare_female,tuple,health_male,health_female,plans_male,plans_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4839247,0.45540473,"('unsociable', 'sociable')",0.42508668,0.27660394,1.086716,1.0305103,-0.2184245,-0.39006868,0.4443257,0.3431126,-0.1012131
1,-1.1859502,-1.0464948,"('unfriendly', 'friendly')",1.0193534,1.0096735,-0.15370446,-0.21103933,2.1841805,2.1369298,0.4659698,0.4722673,0.0062975
2,0.5154291,0.5494803,"('unlikable', 'likable')",1.368881,1.2791668,2.230373,2.2461023,0.7193245,0.8094204,1.2085019,1.2210425,0.0125406
3,-0.1236526,-0.022878628,"('repellent', 'pleasant')",-0.8440814,-0.55699253,0.6928305,0.7920687,0.18526816,0.21882805,-0.0224088,0.1077564,0.1301652
4,-0.049772054,0.08882796,"('disliked', 'liked')",1.0397315,1.1129844,-0.584385,-0.5027325,-6.226618,-6.2287135,-1.4552609,-1.3824084,0.0728525
5,-0.26167923,-0.12503591,"('distant', 'outgoing')",0.7449996,0.91511387,-0.7111215,-0.66726106,0.10144934,0.1508837,-0.031588,0.0684251,0.1000131
6,-0.45939282,-0.28455204,"('distant', 'open')",0.70675135,0.93099374,-1.1987247,-1.0872445,0.66621506,0.74769604,-0.0712878,0.0767233,0.1480111
7,0.25776365,0.26048166,"('insensitive', 'sensitive')",-0.16168411,-0.10645892,1.0691022,1.1115944,0.7101151,0.69180554,0.4688242,0.4893557,0.0205315
8,-1.3286015,-1.271905,"('unaffectionate', 'affectionate')",0.025356226,-0.0042617265,-0.66414374,-0.6717905,0.9306378,0.9581107,-0.2591878,-0.2474616,0.0117262
9,0.26786628,0.35895076,"('unaffectionate', 'caring')",1.2049518,1.2184551,1.1904607,1.1851548,1.5701994,1.6475326,1.0583695,1.1025233,0.0441538
10,0.70109487,0.7201783,"('unsympathetic', 'sympathetic')",0.08904892,0.16201183,1.1939898,1.24815,-0.087914184,-0.12479299,0.4740548,0.5013868,0.027332
11,1.1081964,1.1120801,"('unhelpful', 'helpful')",0.423884,0.42112023,1.1608195,1.1966498,2.1030014,2.1731184,1.1989753,1.2257421,0.0267668
12,2.1291926,2.3238864,"('unsupportive', 'supportive')",2.9201775,3.1574962,2.2721107,2.4296618,-1.5879446,-1.5550079,1.4333841,1.589009,0.1556249
13,1.5142685,1.4547358,"('impolite', 'polite')",0.70304227,0.5466957,1.3953705,1.3754421,0.042709205,-0.08116506,0.9138476,0.8239271,-0.0899205
14,0.18272875,0.18274093,"('antisocial', 'social')",0.0326447,0.07084927,1.9177057,1.8769685,-0.703207,-0.7816658,0.357468,0.3372232,-0.0202448
15,-0.093002126,-0.122303315,"('boring', 'funny')",0.5131686,0.32194564,0.104312494,0.055126194,0.53808516,0.50351334,0.265641,0.1895705,-0.0760705
16,-0.6632968,-0.5614579,"('unpopular', 'popular')",-0.061629735,0.05154501,-1.1765356,-1.0588499,0.5052746,0.557572,-0.3490469,-0.2527977,0.0962492
17,0.34796894,0.45938295,"('nasty', 'nice')",-0.0161592,0.22060362,0.42038223,0.5227237,-0.20553952,-0.14368322,0.1366631,0.2647568,0.1280937
18,-0.6206996,-0.56740856,"('disagreeable', 'welcoming')",-0.15107629,-0.09024985,-0.09208437,-0.017254561,-0.113340385,-0.11018106,-0.2443001,-0.1962735,0.0480266
19,-0.24849357,-0.13910699,"('inhospitable', 'hospitable')",0.30907926,0.30254757,-0.7764033,-0.72305876,0.25553483,0.3628041,-0.1150707,-0.0492035,0.0658672
20,-0.50146157,-0.48521054,"('rough', 'thoughtful')",-0.67552054,-0.49821943,-0.45529068,-0.45781708,0.93756586,0.91564447,-0.1736767,-0.1314006,0.0422761
21,0.9694141,0.9281516,"('immoral', 'moral')",1.1442908,1.0674365,2.0163016,1.9582828,-0.6424113,-0.6849905,0.8718989,0.8172201,-0.0546788
22,0.27329713,0.32046852,"('untrustworthy', 'trustworthy')",0.1779626,0.11508471,0.84544915,0.8755873,-0.86530423,-0.92414683,0.1078511,0.0967484,-0.0111027
23,1.1603289,1.1499664,"('insincere', 'sincere')",0.24881414,0.2914446,1.9575287,1.9180002,6.1439457,6.0814166,2.3776543,2.3602071,-0.0174472
24,0.65354973,0.6358937,"('dishonest', 'honest')",0.45034224,0.37569878,0.5376413,0.54218245,1.2161779,1.1866788,0.7144278,0.6851134,-0.0293144
25,-0.6340523,-0.6445186,"('egoistic', 'altruistic')",0.027336352,-0.021633223,0.51450104,0.3919178,1.5068735,1.4403898,0.3536646,0.2915389,-0.0621257
26,-0.29878438,-0.22089034,"('hardhearted', 'benevolent')",1.2187185,1.2325583,1.1572329,1.1708723,1.654818,1.6019636,0.9329963,0.946126,0.0131297
27,0.16036685,0.18732391,"('hardhearted', 'softhearted')",0.92071635,1.0122349,1.3336644,1.3497932,1.7906955,1.7257197,1.0513608,1.068768,0.0174072
28,0.21752276,0.165673,"('disloyal', 'loyal')",0.27690676,0.14972594,0.18955109,0.08055422,1.1195985,1.0455855,0.4508948,0.3603847,-0.0905101
29,-0.09376232,-0.055300005,"('unfair', 'fair')",-0.4465647,-0.310366,-0.8046122,-0.7991655,-0.4264934,-0.53360707,-0.4428582,-0.4246097,0.0182485
30,1.5537434,1.5582762,"('intolerant', 'tolerant')",0.2933901,0.30494934,1.9874171,2.036659,1.0536859,1.0022008,1.222059,1.2255213,0.0034623
31,-1.9007827,-1.6926905,"('evil', 'good')",-1.0436785,-0.861789,-1.5876133,-1.4371465,-0.845389,-0.8068225,-1.344366,-1.1996121,0.1447539
32,1.3431636,1.3226894,"('unkind', 'kind')",2.0638788,1.9668039,2.6586294,2.6738462,1.6873304,1.5783063,1.9382505,1.8854115,-0.052839
33,0.5898166,0.6224113,"('wrong', 'right')",0.89445966,0.852527,0.75313747,0.6990103,-0.43075493,-0.48568285,0.4516647,0.4220665,-0.0295982
34,0.63925225,0.7495918,"('mean', 'honorable')",0.41360065,0.54505134,0.32870877,0.3749638,6.1108484,6.214939,1.8731025,1.9711366,0.0980341
35,-1.2218331,-1.2106875,"('corrupt', 'incorrupt')",-1.0025309,-0.94046545,-1.5327381,-1.5639921,0.0034663342,-0.090744965,-0.9384089,-0.9514725,-0.0130636
36,-2.222117,-2.0426626,"('hostile', 'amicable')",-1.0193112,-0.80362844,-1.9590099,-1.943124,0.09144433,-0.0009775572,-1.2772484,-1.1975982,0.0796502
