,planet_male,planet_female,tuple,average_male,average_female,female-male
0,0.11257211,0.016050346,"('unsociable', 'sociable')",0.1125721,0.0160503,-0.0965218
1,0.986368,0.9510029,"('unfriendly', 'friendly')",0.986368,0.9510029,-0.0353651
2,-0.31979898,-0.2781785,"('unlikable', 'likable')",-0.319799,-0.2781785,0.0416205
3,0.7491174,0.75953674,"('repellent', 'pleasant')",0.7491174,0.7595367,0.0104193
4,-7.4020166,-7.522358,"('disliked', 'liked')",-7.4020166,-7.5223579,-0.1203413
5,-0.83385235,-0.7863052,"('distant', 'outgoing')",-0.8338524,-0.7863052,0.0475472
6,-0.52543837,-0.4475543,"('distant', 'open')",-0.5254384,-0.4475543,0.0778841
7,0.70929635,0.819041,"('insensitive', 'sensitive')",0.7092963,0.819041,0.1097447
8,0.764707,0.75639045,"('unaffectionate', 'affectionate')",0.764707,0.7563905,-0.0083165
9,1.5044783,1.5461485,"('unaffectionate', 'caring')",1.5044783,1.5461485,0.0416702
10,0.85393023,0.8977806,"('unsympathetic', 'sympathetic')",0.8539302,0.8977806,0.0438504
11,1.8451463,1.9516572,"('unhelpful', 'helpful')",1.8451463,1.9516572,0.1065109
12,-1.6928126,-1.6886597,"('unsupportive', 'supportive')",-1.6928126,-1.6886597,0.0041529
13,-0.12437335,-0.20514882,"('impolite', 'polite')",-0.1243733,-0.2051488,-0.0807755
14,0.20929521,0.11876021,"('antisocial', 'social')",0.2092952,0.1187602,-0.090535
15,-0.04824634,-0.110483155,"('boring', 'funny')",-0.0482463,-0.1104832,-0.0622369
16,-0.7569067,-0.72608393,"('unpopular', 'popular')",-0.7569067,-0.7260839,0.0308228
17,-0.3495613,-0.32125452,"('nasty', 'nice')",-0.3495613,-0.3212545,0.0283068
18,-0.6875218,-0.72281027,"('disagreeable', 'welcoming')",-0.6875218,-0.7228103,-0.0352885
19,-0.56386286,-0.5087504,"('inhospitable', 'hospitable')",-0.5638629,-0.5087504,0.0551125
20,0.963921,0.8933253,"('rough', 'thoughtful')",0.963921,0.8933253,-0.0705957
21,0.14595428,0.18763417,"('immoral', 'moral')",0.1459543,0.1876342,0.0416799
22,-0.4500469,-0.54305816,"('untrustworthy', 'trustworthy')",-0.4500469,-0.5430582,-0.0930113
23,6.586009,6.678352,"('insincere', 'sincere')",6.586009,6.6783519,0.0923429
24,1.5515056,1.4572272,"('dishonest', 'honest')",1.5515056,1.4572272,-0.0942784
25,0.32028523,0.24830514,"('egoistic', 'altruistic')",0.3202852,0.2483051,-0.0719801
26,0.6203495,0.564216,"('hardhearted', 'benevolent')",0.6203495,0.564216,-0.0561335
27,1.6157452,1.4844879,"('hardhearted', 'softhearted')",1.6157452,1.4844879,-0.1312573
28,1.0903506,1.0578582,"('disloyal', 'loyal')",1.0903506,1.0578582,-0.0324924
29,-0.66989297,-0.730718,"('unfair', 'fair')",-0.669893,-0.730718,-0.060825
30,1.1626142,1.0614964,"('intolerant', 'tolerant')",1.1626142,1.0614964,-0.1011178
31,-1.9922836,-1.9482045,"('evil', 'good')",-1.9922836,-1.9482045,0.0440791
32,0.86465895,0.860121,"('unkind', 'kind')",0.864659,0.860121,-0.004538
33,-0.71744615,-0.74930817,"('wrong', 'right')",-0.7174461,-0.7493082,-0.0318621
34,5.125247,5.2927623,"('mean', 'honorable')",5.125247,5.2927623,0.1675153
35,-0.93172073,-1.0455301,"('corrupt', 'incorrupt')",-0.9317207,-1.0455301,-0.1138094
36,-0.8123712,-0.8440122,"('hostile', 'amicable')",-0.8123712,-0.8440122,-0.031641
37,0.47782516,0.55025715,"('fake', 'genuine')",0.4778252,0.5502571,0.0724319
38,0.1945757,0.15758732,"('untruthful', 'truthful')",0.1945757,0.1575873,-0.0369884
39,0.37908185,0.34256867,"('exploitative', 'cooperative')",0.3790818,0.3425687,-0.0365131
40,-2.0329022,-2.1779077,"('stingy', 'generous')",-2.0329022,-2.1779077,-0.1450055
41,0.28517118,0.2160365,"('unforgiving', 'forgiving')",0.2851712,0.2160365,-0.0691347
42,-3.1373534,-3.1062548,"('unreliable', 'reliable')",-3.1373534,-3.1062548,0.0310986
43,0.94695145,0.98467296,"('irresponsible', 'responsible')",0.9469514,0.984673,0.0377216
44,-1.2043768,-1.1790783,"('prejudiced', 'unprejudiced')",-1.2043768,-1.1790783,0.0252985
45,-0.19820789,-0.19815475,"('incompetent', 'competent')",-0.1982079,-0.1981547,5.32e-05
46,-0.746742,-0.8158044,"('uncompetitive', 'competitive')",-0.746742,-0.8158044,-0.0690624
47,5.6119423,5.7185345,"('stupid', 'smart')",5.6119423,5.7185345,0.1065922
48,1.2606921,1.1404961,"('unintelligent', 'intelligent')",1.2606921,1.1404961,-0.120196
49,0.49794337,0.5577857,"('unable', 'able')",0.4979434,0.5577857,0.0598423
50,-0.51867783,-0.49877265,"('clumsy', 'skillful')",-0.5186778,-0.4987727,0.0199051
51,0.55603164,0.5940704,"('uneducated', 'educated')",0.5560316,0.5940704,0.0380388
52,-0.61082804,-0.6872056,"('irrational', 'rational')",-0.610828,-0.6872056,-0.0763776
53,-0.20646039,-0.20035,"('uncreative', 'creative')",-0.2064604,-0.20035,0.0061104
54,1.0940431,1.2165346,"('incapable', 'capable')",1.0940431,1.2165346,0.1224915
55,0.6256348,0.5958841,"('incompetent', 'clever')",0.6256348,0.5958841,-0.0297507
56,0.63004065,0.61621135,"('impractical', 'practical')",0.6300406,0.6162114,-0.0138292
57,-2.8916318,-2.8611333,"('unimaginative', 'imaginative')",-2.8916318,-2.8611333,0.0304985
