,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2599223,0.14368172,"('unsociable', 'sociable')",-0.5162585,-0.6273592,-0.37363768,-0.490822,-0.2099913,-0.3248332,-0.1148419
1,-0.51453495,-0.5374099,"('unfriendly', 'friendly')",-0.0045487843,-0.16646773,1.5192568,1.4668248,0.333391,0.2543157,-0.0790753
2,1.3060583,1.3912373,"('unlikable', 'likable')",0.3645048,0.41056126,0.4974352,0.5694662,0.7226661,0.7904216,0.0677555
3,0.6608955,0.8505798,"('repellent', 'pleasant')",0.107105866,0.22640793,0.098410964,0.13343988,0.2888041,0.4034759,0.1146718
4,-1.1501131,-1.2063969,"('disliked', 'liked')",-0.17846157,-0.29386088,-5.9962873,-6.1956644,-2.4416207,-2.5653075,-0.1236868
5,-1.6599224,-1.6639935,"('distant', 'outgoing')",-0.41215217,-0.4120133,-0.39619562,-0.3679713,-0.8227567,-0.8146594,0.0080973
6,-1.5159913,-1.4617283,"('distant', 'open')",-0.6000937,-0.6023204,0.42722693,0.42118824,-0.5629527,-0.5476202,0.0153325
7,0.60068107,0.633609,"('insensitive', 'sensitive')",0.10063462,0.17275229,0.4107093,0.448837,0.370675,0.4183995,0.0477245
8,-0.48358598,-0.54338956,"('unaffectionate', 'affectionate')",-0.21401729,-0.2816396,0.581076,0.5582989,-0.0388424,-0.0889101,-0.0500677
9,0.44415528,0.401555,"('unaffectionate', 'caring')",-0.011225353,-0.08737354,0.93542904,0.9628925,0.4561197,0.4256913,-0.0304284
10,-0.023666915,-0.00747188,"('unsympathetic', 'sympathetic')",-0.79440206,-0.75417024,-0.5860364,-0.5795317,-0.4680351,-0.447058,0.0209771
11,0.8654902,0.89912385,"('unhelpful', 'helpful')",0.82061666,0.8756342,1.6211375,1.6958349,1.1024148,1.1568643,0.0544495
12,1.1694643,1.3180444,"('unsupportive', 'supportive')",0.29917905,0.41274717,-2.0521128,-2.0214913,-0.1944898,-0.0968999,0.0975899
13,0.5206032,0.47841734,"('impolite', 'polite')",-0.41366223,-0.33486632,-0.51614505,-0.52395344,-0.1364014,-0.1268008,0.0096006
14,0.9446181,0.9051132,"('antisocial', 'social')",0.5968246,0.592918,-0.5435301,-0.59014857,0.3326375,0.3026275,-0.03001
15,0.6218043,0.4402884,"('boring', 'funny')",0.39784685,0.31093195,0.5996592,0.55115324,0.5397701,0.4341245,-0.1056456
16,-0.8997548,-0.9242606,"('unpopular', 'popular')",-0.2354794,-0.30403775,0.55229217,0.5269266,-0.194314,-0.2337906,-0.0394766
17,0.24203114,0.31893685,"('nasty', 'nice')",-0.8398187,-0.7853088,-0.5254359,-0.47654575,-0.3744078,-0.3143059,0.0601019
18,-0.0020885766,0.059849903,"('disagreeable', 'welcoming')",0.1465982,0.17917134,-0.31940234,-0.3597826,-0.0582976,-0.0402538,0.0180438
19,-0.81009746,-0.7347794,"('inhospitable', 'hospitable')",-0.8095312,-0.8250416,-0.3701932,-0.24409543,-0.663274,-0.6013055,0.0619685
20,1.3091722,1.3411343,"('rough', 'thoughtful')",0.67176545,0.74078023,0.910871,0.8687087,0.9639362,0.983541,0.0196048
21,0.79628545,0.83541846,"('immoral', 'moral')",0.36829597,0.37360287,-0.82463336,-0.823261,0.113316,0.1285868,0.0152708
22,1.1664447,1.1416103,"('untrustworthy', 'trustworthy')",-0.099457815,-0.13364498,-0.8738997,-0.94055027,0.0643624,0.0224717,-0.0418907
23,0.7225232,0.6934087,"('insincere', 'sincere')",-0.47797614,-0.4883745,5.109794,5.110381,1.7847803,1.7718051,-0.0129752
24,0.35373202,0.32797855,"('dishonest', 'honest')",-1.3649311,-1.3852811,0.48995483,0.4283739,-0.1737481,-0.2096428,-0.0358947
25,-0.115080774,-0.1723879,"('egoistic', 'altruistic')",0.5159557,0.44127882,1.520251,1.4789637,0.6403753,0.5826182,-0.0577571
26,0.13870236,0.093849026,"('hardhearted', 'benevolent')",0.81548166,0.80525637,1.7262545,1.7157902,0.8934795,0.8716319,-0.0218476
27,0.50177914,0.579516,"('hardhearted', 'softhearted')",0.2805252,0.28766248,1.195193,1.1383933,0.6591658,0.6685239,0.0093581
28,0.29306003,0.14418489,"('disloyal', 'loyal')",0.14467293,0.024966788,1.0913749,0.97177047,0.5097026,0.3803074,-0.1293952
29,0.55564004,0.48437965,"('unfair', 'fair')",-0.6740909,-0.73540694,-0.6532607,-0.78170323,-0.2572372,-0.3442435,-0.0870063
30,1.5818146,1.5599009,"('intolerant', 'tolerant')",1.572705,1.5173544,1.1402766,1.1085374,1.4315987,1.3952643,-0.0363344
31,-0.9811956,-0.8389123,"('evil', 'good')",-0.31377578,-0.3803312,-0.8297051,-0.8733609,-0.7082256,-0.6975348,0.0106908
