,cf_male,cf_female,tuple,industries_male,industries_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.56695384,0.46302506,"('unsociable', 'sociable')",-0.34387985,-0.50789857,-0.23113751,-0.4306896,-0.18343793,-0.3268772,-0.0478754,-0.2006101,-0.1527347
1,-0.48096848,-0.4138723,"('unfriendly', 'friendly')",-0.8444501,-0.7966685,-0.2792254,-0.30549395,1.2260035,1.1806542,-0.0946601,-0.0838451,0.010815
2,0.41430783,0.50594866,"('unlikable', 'likable')",0.16942997,0.26052332,1.6656575,1.8020278,0.94033617,1.1247706,0.7974329,0.9233176,0.1258847
3,0.4028136,0.49786386,"('repellent', 'pleasant')",-0.086542375,0.03817493,0.52214223,0.5150011,0.5825625,0.5971204,0.355244,0.4120401,0.0567961
4,-1.7422018,-1.7313145,"('disliked', 'liked')",0.1866347,0.14904042,0.72645414,0.67454165,-5.762986,-5.745163,-1.6480248,-1.6632239,-0.0151991
5,-0.6137407,-0.57224125,"('distant', 'outgoing')",0.04712878,0.21377629,-0.51795775,-0.40128607,-0.24118349,-0.15286933,-0.3314383,-0.2281551,0.1032832
6,-1.6573211,-1.5488955,"('distant', 'open')",-0.31653512,-0.105288565,-0.92103356,-0.8003691,0.28633553,0.34780112,-0.6521386,-0.526688,0.1254506
7,1.2068939,1.1840277,"('insensitive', 'sensitive')",0.3411876,0.36760375,0.3875,0.30114383,0.5504442,0.4970308,0.6215064,0.5874515,-0.0340549
8,-0.5890134,-0.5778572,"('unaffectionate', 'affectionate')",-0.58466953,-0.47082418,-0.6638719,-0.57574797,0.22568059,0.24644205,-0.4029686,-0.3444968,0.0584718
9,0.55745864,0.5793165,"('unaffectionate', 'caring')",0.017784439,0.069654346,0.15631202,0.12941496,0.94416004,0.98821545,0.4189288,0.4416503,0.0227215
10,2.019018,1.9615524,"('unsympathetic', 'sympathetic')",-0.03220845,-0.07339825,-0.26599106,-0.36863372,0.038988046,-0.046912357,0.4399516,0.368152,-0.0717996
11,1.2267054,1.2357562,"('unhelpful', 'helpful')",0.4714076,0.43964952,-0.35891142,-0.38628715,1.9019212,1.9840099,0.8102807,0.8182821,0.0080014
12,2.0355856,2.1396859,"('unsupportive', 'supportive')",0.27979958,0.4753783,0.034988403,0.1540062,-1.7584937,-1.6907206,0.14797,0.2695875,0.1216175
13,0.88993675,0.82790583,"('impolite', 'polite')",0.42286816,0.34584117,0.37835994,0.31213912,0.06606495,-0.0071524605,0.4393075,0.3696834,-0.0696241
14,1.0985199,1.0238769,"('antisocial', 'social')",1.5267749,1.3916929,1.8117712,1.7613806,-0.1607689,-0.2302948,1.0690743,0.9866639,-0.0824104
15,-0.020911273,-0.06868272,"('boring', 'funny')",0.8655902,0.6822129,-0.7048922,-0.70360386,0.5855035,0.5431359,0.1813226,0.1132655,-0.0680571
16,-1.9199853,-1.9129846,"('unpopular', 'popular')",-0.803188,-0.7570218,-0.9308103,-0.8723947,0.4005236,0.4189449,-0.813365,-0.780864,0.032501
17,-1.0111368,-0.92548805,"('nasty', 'nice')",-0.54182684,-0.43569583,-0.897542,-0.7942659,-0.36629975,-0.33575672,-0.7042013,-0.6228017,0.0813996
18,-0.4809498,-0.40143383,"('disagreeable', 'welcoming')",-0.69175816,-0.56769335,-0.29008704,-0.14299586,-0.42159924,-0.3665999,-0.4710986,-0.3696807,0.1014179
19,-0.506321,-0.4331679,"('inhospitable', 'hospitable')",-1.0566572,-0.9305317,-0.9846061,-0.8758366,-0.2614952,-0.15774822,-0.7022699,-0.5993211,0.1029488
20,0.6591737,0.67721015,"('rough', 'thoughtful')",-0.029320646,0.07348871,-0.51753926,-0.43862873,0.66390705,0.6763616,0.1940552,0.2471079,0.0530527
21,0.7545321,0.690849,"('immoral', 'moral')",0.8760722,0.72682536,0.118235074,0.02248232,-0.37891477,-0.43166023,0.3424811,0.2521241,-0.090357
22,1.7768646,1.7501553,"('untrustworthy', 'trustworthy')",-0.5348962,-0.5404471,0.031057676,0.0114384,-0.74610406,-0.74869806,0.1317305,0.1181121,-0.0136184
23,1.1618825,1.1292245,"('insincere', 'sincere')",-0.42134684,-0.4183768,-0.23932457,-0.38008684,5.6213884,5.480014,1.5306499,1.4526937,-0.0779562
24,1.2733601,1.2615536,"('dishonest', 'honest')",0.19560267,0.17269695,-0.5284888,-0.55766386,0.72260046,0.70517665,0.4157686,0.3954408,-0.0203278
25,-1.5363249,-1.480931,"('egoistic', 'altruistic')",-0.5321001,-0.49496233,0.5800218,0.54331404,1.3531452,1.308665,-0.0338145,-0.0309786,0.0028359
26,0.8619948,0.8218777,"('hardhearted', 'benevolent')",1.721584,1.739102,1.9803979,2.0119553,1.5844512,1.521514,1.537107,1.5236123,-0.0134947
27,-0.25654006,-0.16975,"('hardhearted', 'softhearted')",0.020144919,0.14946741,-0.13934904,-0.09794696,1.1184938,1.0566355,0.1856874,0.2346015,0.0489141
28,1.1694362,1.0056837,"('disloyal', 'loyal')",0.44392946,0.26452658,0.17859337,-0.022934718,1.2325591,1.0726128,0.7561295,0.5799721,-0.1761574
29,-0.19042295,-0.2215245,"('unfair', 'fair')",-1.0584327,-1.0655538,-0.9785596,-1.0157944,-0.70039773,-0.81169796,-0.7319532,-0.7786427,-0.0466895
30,1.5793735,1.6153144,"('intolerant', 'tolerant')",1.8254229,1.6883101,1.650965,1.5960221,1.285242,1.2636164,1.5852509,1.5408158,-0.0444351
31,-2.155186,-1.9925917,"('evil', 'good')",-1.2959372,-1.1540225,-1.2853434,-1.1179913,-1.3406045,-1.3173709,-1.5192678,-1.3954941,0.1237737
32,0.7333654,0.6655283,"('unkind', 'kind')",0.25834483,0.18913886,0.39694923,0.26595247,1.1836276,1.0793036,0.6430718,0.5499808,-0.093091
33,0.29331785,0.27809057,"('wrong', 'right')",0.40177915,0.43395427,0.35356075,0.45338234,-0.65875787,-0.67742205,0.0974749,0.1220013,0.0245264
34,-0.07769005,0.026016012,"('mean', 'honorable')",-0.09556411,0.07438815,-0.187118,-0.08279247,5.9146423,5.9914193,1.3885676,1.5022577,0.1136901
35,-2.370341,-2.3980896,"('corrupt', 'incorrupt')",-0.9102897,-0.9299087,-0.9132922,-0.8494994,-0.24657266,-0.36149964,-1.1101239,-1.1347494,-0.0246255
36,-2.4082036,-2.307567,"('hostile', 'amicable')",-0.89921975,-0.78621536,-0.6861404,-0.7009702,0.23997024,0.116722874,-0.9383984,-0.9195074,0.018891
37,-0.40479088,-0.37955192,"('fake', 'genuine')",0.5550843,0.573506,-0.085840866,-0.06452401,0.47343534,0.5107185,0.134472,0.1600371,0.0255651
38,-0.15155464,-0.116066575,"('untruthful', 'truthful')",-0.6632498,-0.60690457,-0.4852032,-0.44428346,0.014030892,0.0730712,-0.3214942,-0.2735458,0.0479484
39,2.6349416,2.6094675,"('exploitative', 'cooperative')",0.115856335,0.15188813,-0.1471524,-0.11097681,-0.2022812,-0.2312616,0.6003411,0.6047794,0.0044383
40,0.21822773,0.21290217,"('stingy', 'generous')",-0.23632094,-0.1798961,0.26016876,0.265738,-1.5530726,-1.6138769,-0.3277493,-0.3287832,-0.0010339
41,0.12594186,0.19152826,"('unforgiving', 'forgiving')",-1.2584549,-1.2155733,0.08716228,0.13075414,0.42253888,0.37453607,-0.155703,-0.1296887,0.0260143
42,0.8225804,0.90062594,"('unreliable', 'reliable')",0.5249173,0.7161559,1.2450776,1.3839657,-2.4343824,-2.3095367,0.0395482,0.1728027,0.1332545
43,1.7253823,1.8050342,"('irresponsible', 'responsible')",0.13201377,0.29421568,-0.33665144,-0.25487256,0.5427666,0.6019291,0.5158778,0.6115766,0.0956988
44,-1.484528,-1.5098574,"('prejudiced', 'unprejudiced')",-0.3255746,-0.2668972,-0.474215,-0.39431578,-1.3928581,-1.3645266,-0.9192939,-0.8838992,0.0353947
45,1.1422687,1.1740997,"('incompetent', 'competent')",0.30760607,0.34622574,0.7791861,0.6762228,0.15861107,0.064064175,0.596918,0.5651531,-0.0317649
46,1.2365104,1.2346559,"('uncompetitive', 'competitive')",0.49934942,0.52864665,0.80705786,0.7046247,-0.12547745,-0.1447044,0.60436,0.5808057,-0.0235543
47,0.31468678,0.35761523,"('stupid', 'smart')",0.87631595,0.9174976,0.6080817,0.6748678,5.5098214,5.5413756,1.8272264,1.8728391,0.0456127
