,procurement_male,procurement_female,tuple,average_male,average_female,female-male
0,-0.16688578,-0.29881847,"('unsociable', 'sociable')",-0.1668858,-0.2988185,-0.1319327
1,1.5876081,1.550021,"('unfriendly', 'friendly')",1.5876081,1.5500211,-0.037587
2,0.20045242,0.1517388,"('unlikable', 'likable')",0.2004524,0.1517388,-0.0487136
3,0.34087893,0.46274796,"('repellent', 'pleasant')",0.3408789,0.462748,0.1218691
4,-7.2597685,-7.317909,"('disliked', 'liked')",-7.2597685,-7.3179088,-0.0581403
5,-0.56499565,-0.5314161,"('distant', 'outgoing')",-0.5649956,-0.5314161,0.0335795
6,0.03008312,0.04281848,"('distant', 'open')",0.0300831,0.0428185,0.0127354
7,0.8703298,0.8327752,"('insensitive', 'sensitive')",0.8703298,0.8327752,-0.0375546
8,1.5346534,1.4320703,"('unaffectionate', 'affectionate')",1.5346534,1.4320703,-0.1025831
9,1.9083879,1.837209,"('unaffectionate', 'caring')",1.9083879,1.837209,-0.0711789
10,0.6506861,0.6442686,"('unsympathetic', 'sympathetic')",0.6506861,0.6442686,-0.0064175
11,1.507921,1.4337482,"('unhelpful', 'helpful')",1.507921,1.4337482,-0.0741728
12,-1.6882424,-1.752738,"('unsupportive', 'supportive')",-1.6882424,-1.752738,-0.0644956
13,-0.69471306,-0.8181764,"('impolite', 'polite')",-0.6947131,-0.8181764,-0.1234633
14,0.3641156,0.19466218,"('antisocial', 'social')",0.3641156,0.1946622,-0.1694534
15,0.08214237,-0.0027279835,"('boring', 'funny')",0.0821424,-0.002728,-0.0848704
16,-0.6449722,-0.5696861,"('unpopular', 'popular')",-0.6449722,-0.5696861,0.0752861
17,-0.18850663,-0.22377181,"('nasty', 'nice')",-0.1885066,-0.2237718,-0.0352652
18,-0.57058084,-0.6227355,"('disagreeable', 'welcoming')",-0.5705808,-0.6227355,-0.0521547
19,-0.6482115,-0.63513404,"('inhospitable', 'hospitable')",-0.6482115,-0.635134,0.0130775
20,1.3332522,1.2348112,"('rough', 'thoughtful')",1.3332522,1.2348112,-0.098441
21,-0.36143804,-0.40309313,"('immoral', 'moral')",-0.361438,-0.4030931,-0.0416551
22,-0.88046384,-0.95196277,"('untrustworthy', 'trustworthy')",-0.8804638,-0.9519628,-0.071499
23,6.4905562,6.419369,"('insincere', 'sincere')",6.4905562,6.4193692,-0.071187
24,1.3424523,1.1866932,"('dishonest', 'honest')",1.3424523,1.1866932,-0.1557591
25,1.3917558,1.3036631,"('egoistic', 'altruistic')",1.3917558,1.3036631,-0.0880927
26,1.8068335,1.6597831,"('hardhearted', 'benevolent')",1.8068335,1.6597831,-0.1470504
27,1.8120835,1.6794348,"('hardhearted', 'softhearted')",1.8120835,1.6794348,-0.1326487
