,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,female-male
0,-0.833719,-0.92298496,"('unsociable', 'sociable')",-1.7816896,-1.7582072,-1.3077043,-1.3405961,-0.0328918
1,0.7440697,0.54344803,"('unfriendly', 'friendly')",0.9726685,0.79695415,0.8583691,0.6702011,-0.188168
2,1.7775474,1.800323,"('unlikable', 'likable')",1.1242926,1.1267946,1.45092,1.4635588,0.0126388
3,-0.6929927,-0.5300668,"('repellent', 'pleasant')",-0.3223424,-0.2207943,-0.5076675,-0.3754306,0.1322369
4,0.021957193,-0.11923512,"('disliked', 'liked')",-1.8585963,-1.9731798,-0.9183196,-1.0462074,-0.1278878
5,1.684113,1.6168683,"('distant', 'outgoing')",1.0759859,0.99729025,1.3800495,1.3070793,-0.0729702
6,1.9023747,1.8176378,"('distant', 'open')",1.4991158,1.3875144,1.7007453,1.602576,-0.0981693
7,-1.2210723,-1.1497371,"('insensitive', 'sensitive')",-0.98463535,-0.86734253,-1.1028538,-1.0085398,0.094314
8,-0.21999806,-0.34734875,"('unaffectionate', 'affectionate')",0.3380028,0.17094332,0.0590024,-0.0882027,-0.1472051
9,-0.40983152,-0.56425446,"('unaffectionate', 'caring')",0.037969336,-0.07818301,-0.1859311,-0.3212187,-0.1352876
10,-2.7475672,-2.6693003,"('unsympathetic', 'sympathetic')",-2.7927506,-2.6611362,-2.7701588,-2.6652184,0.1049404
11,-1.9020618,-1.8808712,"('unhelpful', 'helpful')",-0.90462047,-0.81245834,-1.4033412,-1.3466648,0.0566764
12,-0.7379198,-0.77894014,"('unsupportive', 'supportive')",-1.2112478,-1.1950437,-0.9745838,-0.9869919,-0.0124081
13,-1.8776865,-1.8004144,"('impolite', 'polite')",-1.6996207,-1.5596442,-1.7886536,-1.6800294,0.1086242
14,-0.45687386,-0.39144516,"('antisocial', 'social')",-1.0842927,-0.97022957,-0.7705833,-0.6808374,0.0897459
15,1.440683,1.3925555,"('boring', 'funny')",1.2713255,1.1640131,1.3560042,1.2782843,-0.0777199
16,0.22317119,0.22664891,"('unpopular', 'popular')",-0.040048297,-0.07952434,0.0915614,0.0735623,-0.0179991
17,-0.30363405,-0.22272839,"('nasty', 'nice')",-0.47880992,-0.39482036,-0.391222,-0.3087744,0.0824476
18,0.9115887,0.92510784,"('disagreeable', 'welcoming')",-0.010656191,-0.04234558,0.4504663,0.4413811,-0.0090852
19,-0.040419035,-0.09691383,"('inhospitable', 'hospitable')",-0.08113399,-0.10954527,-0.0607765,-0.1032296,-0.0424531
20,-0.03575138,-0.01882964,"('rough', 'thoughtful')",0.13935705,0.14357582,0.0518028,0.0623731,0.0105703
21,-1.2932241,-1.2166642,"('immoral', 'moral')",-1.6335195,-1.4712203,-1.4633718,-1.3439422,0.1194296
22,-0.7153076,-0.68920326,"('untrustworthy', 'trustworthy')",-1.3857329,-1.3559297,-1.0505202,-1.0225666,0.0279536
23,-1.6569446,-1.6465825,"('insincere', 'sincere')",0.5321108,0.5815112,-0.5624169,-0.5325357,0.0298812
24,-2.250011,-2.1662169,"('dishonest', 'honest')",-1.0925617,-1.029692,-1.6712863,-1.5979545,0.0733318
25,1.0541288,1.0212595,"('egoistic', 'altruistic')",1.2597798,1.1663111,1.1569543,1.0937853,-0.063169
26,1.4107871,1.2628422,"('hardhearted', 'benevolent')",0.94759583,0.77264625,1.1791915,1.0177442,-0.1614473
27,0.009165481,0.05905459,"('hardhearted', 'softhearted')",0.2619729,0.21059501,0.1355692,0.1348248,-0.0007444
28,-2.1477783,-2.2169676,"('disloyal', 'loyal')",-1.0108246,-1.0212259,-1.5793014,-1.6190968,-0.0397954
29,-0.16227028,-0.30331963,"('unfair', 'fair')",-0.084886,-0.17136073,-0.1235781,-0.2373402,-0.1137621
30,-2.0688896,-2.0749521,"('intolerant', 'tolerant')",-1.6052065,-1.5272894,-1.8370481,-1.8011208,0.0359273
31,1.4228295,1.3345273,"('evil', 'good')",1.3532006,1.2452756,1.388015,1.2899015,-0.0981135
32,-0.73795295,-0.7452341,"('unkind', 'kind')",-0.7109006,-0.7577502,-0.7244267,-0.7514921,-0.0270654
33,0.95500576,0.85480857,"('wrong', 'right')",1.0828723,0.9551776,1.018939,0.9049931,-0.1139459
34,0.48739454,0.61108726,"('mean', 'honorable')",1.9291756,2.0329099,1.2082851,1.3219986,0.1137135
35,1.4792441,1.3978727,"('corrupt', 'incorrupt')",1.3504969,1.1667107,1.4148705,1.2822917,-0.1325788
36,3.686225,3.3898957,"('hostile', 'amicable')",2.6263986,2.3127403,3.1563118,2.8513179,-0.3049939
37,-2.017783,-1.8785014,"('fake', 'genuine')",-1.0182177,-0.9288991,-1.5180004,-1.4037002,0.1143002
38,-1.5110502,-1.5338277,"('untruthful', 'truthful')",-0.6452679,-0.6493137,-1.0781591,-1.0915706,-0.0134115
39,0.6673439,0.6852555,"('exploitative', 'cooperative')",0.45260075,0.5283321,0.5599723,0.6067938,0.0468215
40,1.5499239,1.4782535,"('stingy', 'generous')",0.5397223,0.38307607,1.0448232,0.9306648,-0.1141584
41,-0.31905687,-0.4074051,"('unforgiving', 'forgiving')",-0.31305388,-0.37435037,-0.3160554,-0.3908777,-0.0748223
42,0.37395784,0.5075814,"('unreliable', 'reliable')",-1.072104,-0.9191864,-0.3490731,-0.2058025,0.1432706
43,-1.749158,-1.6606303,"('irresponsible', 'responsible')",-1.5464019,-1.4106857,-1.6477799,-1.535658,0.1121219
44,0.48475584,0.58217543,"('prejudiced', 'unprejudiced')",0.3606631,0.414893,0.4227095,0.4985342,0.0758247
45,-2.5795054,-2.630176,"('incompetent', 'competent')",-2.1858425,-2.1153495,-2.382674,-2.3727627,0.0099113
46,-1.0566591,-1.0419637,"('uncompetitive', 'competitive')",-1.913291,-1.8165838,-1.4849751,-1.4292737,0.0557014
47,-0.10967161,-0.024800884,"('stupid', 'smart')",1.2703907,1.3058386,0.5803596,0.6405188,0.0601592
48,-2.3199809,-2.3692508,"('unintelligent', 'intelligent')",-1.8258615,-1.8103839,-2.0729213,-2.0898173,-0.016896
49,-0.81885105,-0.79662144,"('unable', 'able')",-0.6997992,-0.6151024,-0.7593251,-0.7058619,0.0534632
50,-0.535521,-0.4909934,"('clumsy', 'skillful')",-0.3146208,-0.2896449,-0.4250709,-0.3903192,0.0347517
51,-1.3678014,-1.4718376,"('uneducated', 'educated')",-1.7239293,-1.7243605,-1.5458653,-1.598099,-0.0522337
52,1.463298,1.2224139,"('irrational', 'rational')",1.3708265,1.144313,1.4170623,1.1833634,-0.2336989
53,0.8658571,0.81856805,"('uncreative', 'creative')",0.17246038,0.110729195,0.5191587,0.4646486,-0.0545101
54,0.42639238,0.29278308,"('incapable', 'capable')",0.8392955,0.7213527,0.632844,0.5070679,-0.1257761
55,-2.4457836,-2.3920848,"('incompetent', 'clever')",-2.0415118,-1.8855971,-2.2436476,-2.1388409,0.1048067
56,-1.7434845,-1.6958009,"('impractical', 'practical')",-1.3565664,-1.169858,-1.5500255,-1.4328294,0.1171961
57,-0.36282194,-0.43543828,"('unimaginative', 'imaginative')",-1.7418156,-1.7795985,-1.0523188,-1.1075184,-0.0551996
58,0.57349753,0.51662374,"('undiscriminating', 'discriminating')",-0.16605413,-0.24240506,0.2037217,0.1371093,-0.0666124
